Cell_name	Zvalue	Color	Cluster	HTT	SP1
MGH54_P14_D03	NA	black	0	0.097611	0
MGH54_P14_D04	NA	black	0	0.52907	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	1.9793	0
MGH54_P14_D08	NA	black	0	0.066261	0
MGH54_P14_D09	NA	black	0	0	0
MGH54_P14_D10	NA	black	0	0	0
MGH54_P14_D11	NA	black	0	0	0
MGH54_P14_D12	NA	black	0	3.618	0
MGH54_P14_E01	NA	black	0	0	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0	0
MGH54_P14_E04	NA	black	0	0.98039	0
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0.15186	0
MGH54_P14_E07	NA	black	0	0	2.0279
MGH54_P14_E08	NA	black	0	0.056584	0
MGH54_P14_E09	NA	black	0	2.5957	0
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0.66084	0
MGH54_P14_E12	-1.69460653326	red	1	2.5341	0.11636
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	0.179443688001	green3	2	0.77989	0.89685
MGH54_P14_F03	2.56864866515	black	0	3.2147	3.1429
MGH54_P14_F04	NA	black	0	0.7031	0
MGH54_P14_F06	NA	black	0	0.69064	0
MGH54_P14_F07	NA	black	0	0	0.11902
MGH54_P14_F08	NA	black	0	0	0
MGH54_P14_F09	NA	black	0	2.8104	0
MGH54_P14_F10	NA	black	0	0.123	0
MGH54_P14_F11	NA	black	0	0	0
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	2.3366	0
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	NA	black	0	0	0
MGH54_P14_G08	4.61898645087	black	0	3.8361	3.768
MGH54_P14_G09	NA	black	0	0	0
MGH54_P14_G10	NA	black	0	1.544	0
MGH54_P14_G11	NA	black	0	1.406	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	0
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	NA	black	0	0	0
MGH54_P15_A04	NA	black	0	0	0.81147
MGH54_P15_A05	NA	black	0	0.5008	0
MGH54_P15_A06	0.468510268913	green3	2	0.079975	0.94636
MGH54_P15_A07	NA	black	0	0	0
MGH54_P15_A08	NA	black	0	0	1.263
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	0
MGH54_P15_A12	NA	black	0	0	0
MGH54_P15_B01	NA	black	0	0	3.2305
MGH54_P15_B02	0.0405763406063	green3	2	0.60881	1.4103
MGH54_P15_B03	NA	black	0	0	2.4268
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0.16221	0
MGH54_P15_B07	NA	black	0	2.1368	0
MGH54_P15_B09	NA	black	0	0	2.3528
MGH54_P15_B10	-1.20618944765	red	1	2.1457	0.13356
MGH54_P15_B11	NA	black	0	0.52707	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0.5008	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0.88362	0
MGH54_P15_C05	NA	black	0	1.3646	0
MGH54_P15_C06	NA	black	0	0	0
MGH54_P15_C07	0.580343342678	green3	2	1.6677	3.05
MGH54_P15_C08	NA	black	0	2.189	0
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0	0
MGH54_P15_D01	NA	black	0	1.3505	0
MGH54_P15_D02	-0.292647022026	green3	2	0.16221	1.8396
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	1.7715	0
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	2.8999	0
MGH54_P15_D08	NA	black	0	0.28333	0
MGH54_P15_D09	NA	black	0	0	0
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	0	0
MGH54_P15_D12	NA	black	0	0.59741	0
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	0	0.63877
MGH54_P15_E03	NA	black	0	0	0
MGH54_P15_E04	NA	black	0	1.4011	0
MGH54_P15_E05	NA	black	0	0	0
MGH54_P15_E06	NA	black	0	0	0
MGH54_P15_E07	NA	black	0	0.46884	0
MGH54_P15_E08	NA	black	0	0	0
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0.2228	0
MGH54_P15_E11	NA	black	0	0	0
MGH54_P15_E12	NA	black	0	0.062122	0
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0.075875	0
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	0	1.1104
MGH54_P15_F06	NA	black	0	0.62106	0
MGH54_P15_F07	NA	black	0	3.5084	0
MGH54_P15_F08	NA	black	0	0	0
MGH54_P15_F09	NA	black	0	1.4558	0
MGH54_P15_F10	NA	black	0	0	0
MGH54_P15_F11	NA	black	0	0	0
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	2.0878	0
MGH54_P15_G04	NA	black	0	0.15056	0
MGH54_P15_G05	NA	black	0	0	2.0465
MGH54_P15_G06	0.771977291604	green3	2	2.2185	2.4597
MGH54_P15_G07	0.868742898137	green3	2	1.7053	3.728
MGH54_P15_G08	NA	black	0	0	0
MGH54_P15_G09	NA	black	0	0	0
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	NA	black	0	0	3.6323
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	-1.32939496572	red	1	0.1776	3.0606
MGH54_P15_H04	NA	black	0	0	2.4319
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	1.8821
MGH54_P15_H08	NA	black	0	0	2.2339
MGH54_P15_H09	NA	black	0	0	0.19156
MGH54_P15_H10	NA	black	0	0	0
MGH54_P15_H11	NA	black	0	0.29866	0
MGH54_P15_H12	NA	black	0	0	0
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	0.73031
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	2.9256	0
MGH54_P16_A06	NA	black	0	0	0
MGH54_P16_A07	NA	black	0	0	0
MGH54_P16_A08	NA	black	0	1.0594	0
MGH54_P16_A09	NA	black	0	0	0.05797
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0	0
MGH54_P16_A12	NA	black	0	0	1.0983
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	NA	black	0	0	0
MGH54_P16_B03	NA	black	0	0	0
MGH54_P16_B04	NA	black	0	0.774	0
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	2.4065	0
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	NA	black	0	0	1.4552
MGH54_P16_B10	NA	black	0	0	1.6299
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	NA	black	0	0.060739	0
MGH54_P16_C06	NA	black	0	0	0
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	0	3.282
MGH54_P16_C09	NA	black	0	1.4536	0
MGH54_P16_C10	NA	black	0	0	0
MGH54_P16_C11	NA	black	0	2.3374	0
MGH54_P16_C12	-1.7518322327	red	1	0.11103	3.4147
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	0.92144	0
MGH54_P16_D05	NA	black	0	0	0
MGH54_P16_D06	NA	black	0	0	0
MGH54_P16_D07	NA	black	0	0	1.4054
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	2.3508
MGH54_P16_D11	0.454388405268	green3	2	2.3474	2.0268
MGH54_P16_D12	NA	black	0	0	1.216
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0.70487	0
MGH54_P16_E03	-0.765040809775	green3	2	0.07861	2.3254
MGH54_P16_E04	NA	black	0	0.17249	0
MGH54_P16_E05	NA	black	0	0.56462	0
MGH54_P16_E06	0.0362853836866	green3	2	1.0236	1.1506
MGH54_P16_E07	NA	black	0	1.3185	0
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	0
MGH54_P16_E11	NA	black	0	0	0
MGH54_P16_E12	NA	black	0	0	0
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	1.0229	0
MGH54_P16_F04	NA	black	0	0	0
MGH54_P16_F05	NA	black	0	0	0
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	-0.0968328235975	green3	2	2.3214	1.4568
MGH54_P16_F08	0.226299289214	green3	2	0.80983	0.64801
MGH54_P16_F09	NA	black	0	0.042644	0
MGH54_P16_F10	NA	black	0	0	3.4046
MGH54_P16_F11	-0.0536727110952	green3	2	0.14666	1.5499
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	0
MGH54_P16_G03	NA	black	0	0	0
MGH54_P16_G04	NA	black	0	0.051024	0
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	1.3499	0
MGH54_P16_G07	NA	black	0	0.044044	0
MGH54_P16_G08	NA	black	0	0	4.6721
MGH54_P16_G09	0.208144085507	green3	2	0.037031	1.2546
MGH54_P16_G10	NA	black	0	0	0
MGH54_P16_G11	NA	black	0	0	0
MGH54_P16_G12	NA	black	0	1.991	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	NA	black	0	0	0
MGH54_P16_H05	NA	black	0	0	1.3929
MGH54_P16_H06	NA	black	0	0.12565	0
MGH54_P16_H07	NA	black	0	0	0
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	1.4605	0
MGH54_P16_H10	NA	black	0	0.28214	0
MGH54_P16_H11	1.11646974648	green3	2	0.14274	0.086784
MGH54_P16_H12	NA	black	0	0	0
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	-2.05217575021	black	0	0.097611	3.7023
MGH54_P17_A04	NA	black	0	0	0
MGH54_P17_A05	NA	black	0	0	1.9902
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0.47405	0
MGH54_P17_A08	2.5742158298	black	0	2.3374	4.4306
MGH54_P17_A09	NA	black	0	1.9305	0
MGH54_P17_A10	NA	black	0	0	0
MGH54_P17_A11	NA	black	0	0	0
MGH54_P17_A12	NA	black	0	0	0
MGH54_P17_B01	NA	black	0	0	1.2815
MGH54_P17_B02	NA	black	0	2.6796	0
MGH54_P17_B03	NA	black	0	0	0.18269
MGH54_P17_B05	NA	black	0	0	0
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	NA	black	0	0	1.5926
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	-0.28337509227	green3	2	3.1063	1.4071
MGH54_P17_B10	NA	black	0	3.4614	0
MGH54_P17_B11	NA	black	0	0	1.1177
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0	0.13225
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	2.07	0
MGH54_P17_C05	NA	black	0	0	2.4766
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	3.0832	0
MGH54_P17_C08	NA	black	0	2.2163	0
MGH54_P17_C09	NA	black	0	1.4005	0
MGH54_P17_C10	NA	black	0	0.056584	0
MGH54_P17_C11	2.03520808514	black	0	2.9063	3.0286
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	NA	black	0	0	3.6373
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0.11103	0
MGH54_P17_D04	NA	black	0	0	0
MGH54_P17_D05	NA	black	0	0	3.7747
MGH54_P17_D06	-0.0550226520377	green3	2	1.1473	2.8637
MGH54_P17_D07	NA	black	0	2.3179	0
MGH54_P17_D09	NA	black	0	0	3.2016
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	-0.222140791904	green3	2	1.8972	1.1852
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	0	1.5845
MGH54_P17_E08	NA	black	0	0.14796	0
MGH54_P17_E09	NA	black	0	0	1.1473
MGH54_P17_E10	NA	black	0	1.0072	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	1.683	0
MGH54_P17_F01	0.958178548607	green3	2	0.10299	0.34028
MGH54_P17_F02	NA	black	0	0	0
MGH54_P17_F03	NA	black	0	2.7519	0
MGH54_P17_F04	NA	black	0	0.11902	0
MGH54_P17_F05	NA	black	0	0	0.14012
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0.2302	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0.069015	0
MGH54_P17_F11	-0.488680609141	green3	2	2.9117	1.2406
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	NA	black	0	0	3.2456
MGH54_P17_G03	NA	black	0	3.0597	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	0	1.1667
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	NA	black	0	0.10836	0
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0	0
MGH54_P17_G11	NA	black	0	0	0
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0	0.39506
MGH54_P17_H02	NA	black	0	0	0.27262
MGH54_P17_H05	-0.129176499165	green3	2	0.78492	1.9153
MGH54_P17_H06	NA	black	0	0	0.82782
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	-0.77086684618	green3	2	0.30217	2.547
MGH54_P17_H09	NA	black	0	0	3.0692
MGH54_P17_H10	NA	black	0	0.39287	0
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	1.5425
MGH54_P6_A01	NA	black	0	1.9531	0
MGH54_P6_A02	NA	black	0	1.1349	0
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0.49262	0
MGH54_P6_A05	0.336351418603	green3	2	1.4222	3.5177
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	NA	black	0	0.39835	0
MGH54_P6_A08	0.0506010312635	green3	2	1.2449	2.6415
MGH54_P6_A09	0.172027792468	green3	2	0.3471	1.2314
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	0	0
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	NA	black	0	0	0
MGH54_P6_B02	NA	black	0	0.23879	0
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	NA	black	0	0	2.6383
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	NA	black	0	0	0
MGH54_P6_B07	0.741159643942	green3	2	0.22651	0.48646
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0	0
MGH54_P6_B10	NA	black	0	0	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	0.13225
MGH54_P6_C02	NA	black	0	1.1263	0
MGH54_P6_C03	NA	black	0	0	0
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0.51904	0
MGH54_P6_C08	NA	black	0	0	0
MGH54_P6_C09	-0.420665561259	green3	2	2.4576	1.1731
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0	0
MGH54_P6_C12	NA	black	0	0	0
MGH54_P6_D01	NA	black	0	0	0
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	1.4652	0
MGH54_P6_D04	NA	black	0	1.5811	0
MGH54_P6_D05	NA	black	0	0	3.027
MGH54_P6_D07	NA	black	0	0.41684	0
MGH54_P6_D08	0.212984985457	green3	2	0.79743	0.73466
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	0	0
MGH54_P6_D11	NA	black	0	0	1.6425
MGH54_P6_D12	0.901274860826	green3	2	0.24975	0.22651
MGH54_P6_E02	NA	black	0	0.32769	0
MGH54_P6_E03	NA	black	0	0	0
MGH54_P6_E04	NA	black	0	0.10568	0
MGH54_P6_E05	NA	black	0	0	0
MGH54_P6_E07	NA	black	0	2.2154	0
MGH54_P6_E08	NA	black	0	0	2.0225
MGH54_P6_E09	NA	black	0	0	0
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0
MGH54_P6_F01	NA	black	0	2.9937	0
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0	1.9355
MGH54_P6_F05	NA	black	0	0	0
MGH54_P6_F06	NA	black	0	0	0
MGH54_P6_F07	NA	black	0	0.086784	0
MGH54_P6_F08	-1.27128500411	red	1	2.3561	0.3115
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0	0
MGH54_P6_F11	0.979348286564	green3	2	0.20289	0.18396
MGH54_P6_F12	NA	black	0	2.7214	0
MGH54_P6_G01	-0.869380716938	green3	2	0.26303	2.6274
MGH54_P6_G02	NA	black	0	0	2.8321
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	0.498722584226	green3	2	0.15575	0.86869
MGH54_P6_G06	NA	black	0	0	0
MGH54_P6_G07	NA	black	0	0	0.3774
MGH54_P6_G08	NA	black	0	0	0
MGH54_P6_G09	NA	black	0	0.13488	0
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	-0.89321253735	green3	2	0.10165	2.4839
MGH54_P6_G12	-1.15427166286	red	1	2.257	0.32423
MGH54_P6_H01	NA	black	0	0	2.9902
MGH54_P6_H03	NA	black	0	2.2815	0
MGH54_P6_H05	0.432046290599	green3	2	0.74071	0.09356
MGH54_P6_H06	NA	black	0	0.23511	0
MGH54_P6_H07	0.199462682426	green3	2	0.2857	1.2091
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	0	2.373
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	0	0
MGH54_P7_A03	NA	black	0	0	0
MGH54_P7_A04	NA	black	0	0	0
MGH54_P7_A06	NA	black	0	0	0
MGH54_P7_A07	NA	black	0	0	0.1003
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	NA	black	0	0	0
MGH54_P7_A12	NA	black	0	0	0
MGH54_P7_B01	NA	black	0	0.123	0
MGH54_P7_B03	NA	black	0	0	0
MGH54_P7_B04	NA	black	0	0	0
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0	0
MGH54_P7_B07	NA	black	0	0	4.0565
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	0	0
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	3.6403	0
MGH54_P7_C03	NA	black	0	0.28214	0
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	NA	black	0	0	1.9895
MGH54_P7_C06	NA	black	0	3.1135	0
MGH54_P7_C07	NA	black	0	0	0
MGH54_P7_C08	NA	black	0	0	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0	0
MGH54_P7_C11	NA	black	0	0	0
MGH54_P7_C12	NA	black	0	0	0
MGH54_P7_D01	NA	black	0	0	0
MGH54_P7_D02	NA	black	0	0	0
MGH54_P7_D03	NA	black	0	0	0
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	2.81581727343	black	0	2.4893	4.3134
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	1.0286
MGH54_P7_D12	NA	black	0	0	1.9211
MGH54_P7_E01	NA	black	0	3.3636	0
MGH54_P7_E02	NA	black	0	0	0
MGH54_P7_E03	NA	black	0	0.50792	0
MGH54_P7_E04	NA	black	0	0.16993	0
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	NA	black	0	0	0
MGH54_P7_E08	NA	black	0	1.984	0
MGH54_P7_E09	NA	black	0	0	0
MGH54_P7_E10	NA	black	0	0	0
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	NA	black	0	0	0
MGH54_P7_F01	NA	black	0	0	0
MGH54_P7_F02	NA	black	0	0	0.19787
MGH54_P7_F03	NA	black	0	0	0
MGH54_P7_F04	NA	black	0	4.2418	0
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0	0
MGH54_P7_F08	NA	black	0	0	0
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	NA	black	0	0	0
MGH54_P7_G02	NA	black	0	0	0
MGH54_P7_G03	NA	black	0	0	0
MGH54_P7_G04	NA	black	0	0	0
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	NA	black	0	0	0
MGH54_P7_G09	NA	black	0	0	0
MGH54_P7_G10	NA	black	0	0	1.4335
MGH54_P7_G11	NA	black	0	0	0
MGH54_P7_H01	NA	black	0	0	0
MGH54_P7_H02	NA	black	0	0	0
MGH54_P7_H04	NA	black	0	0	0
MGH54_P7_H05	NA	black	0	0	0
MGH54_P7_H09	NA	black	0	0	0
MGH54_P7_H10	NA	black	0	0	0
MGH54_P8_A01	NA	black	0	0.33113	0
MGH54_P8_A06	NA	black	0	0	0
MGH54_P8_A07	NA	black	0	0	0
MGH54_P8_A09	NA	black	0	0.11103	0
MGH54_P8_A10	NA	black	0	0	0
MGH54_P8_A11	NA	black	0	0	0
MGH54_P8_A12	NA	black	0	0	0
MGH54_P8_B01	NA	black	0	0	0
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	NA	black	0	0	0
MGH54_P8_B08	NA	black	0	0.82456	0
MGH54_P8_B09	NA	black	0	0	0
MGH54_P8_B12	NA	black	0	0	0
MGH54_P8_C02	NA	black	0	0	0
MGH54_P8_C04	-1.39236878368	red	1	2.2639	0.088142
MGH54_P8_C06	NA	black	0	0	0
MGH54_P8_C07	NA	black	0	0	3.6396
MGH54_P8_C09	-0.786358296601	green3	2	0.95084	4.6896
MGH54_P8_C12	NA	black	0	0	0
MGH54_P8_D01	NA	black	0	0	0
MGH54_P8_D03	NA	black	0	0	0
MGH54_P8_D04	NA	black	0	0	0
MGH54_P8_D05	NA	black	0	0.089498	0
MGH54_P8_D06	NA	black	0	0	0
MGH54_P8_D07	NA	black	0	0	2.9256
MGH54_P8_D08	NA	black	0	0	0.038436
MGH54_P8_D10	NA	black	0	0	0
MGH54_P8_D11	NA	black	0	0	0
MGH54_P8_D12	NA	black	0	0	0
MGH54_P8_E01	NA	black	0	0	3.3981
MGH54_P8_E04	NA	black	0	0	0
MGH54_P8_E05	NA	black	0	0	0.20163
MGH54_P8_E07	NA	black	0	0	0
MGH54_P8_E08	NA	black	0	0.28333	0
MGH54_P8_E10	NA	black	0	0	0
MGH54_P8_F01	NA	black	0	0	1.4704
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	NA	black	0	0	0
MGH54_P8_F05	NA	black	0	0	0
MGH54_P8_F06	NA	black	0	0	0
MGH54_P8_F08	NA	black	0	0	0
MGH54_P8_F09	NA	black	0	0	0.72421
MGH54_P8_F10	NA	black	0	0	0
MGH54_P8_F11	NA	black	0	0	0
MGH54_P8_F12	NA	black	0	0	0
MGH54_P8_G01	NA	black	0	0	0
MGH54_P8_G03	NA	black	0	0	0
MGH54_P8_G04	NA	black	0	0	0
MGH54_P8_G05	NA	black	0	0	0
MGH54_P8_G06	NA	black	0	0.63784	0
MGH54_P8_G07	NA	black	0	0	0
MGH54_P8_G08	NA	black	0	0	0
MGH54_P8_G09	NA	black	0	0	0
MGH54_P8_G10	NA	black	0	3.1939	0
MGH54_P8_G11	NA	black	0	0.65535	0
MGH54_P8_G12	NA	black	0	0	0
MGH54_P8_H01	NA	black	0	1.6365	0
MGH54_P8_H03	NA	black	0	0	0
MGH54_P8_H04	NA	black	0	0	0
MGH54_P8_H06	NA	black	0	0	0
MGH54_P8_H07	NA	black	0	0	0
MGH54_P8_H08	NA	black	0	1.211	0
MGH54_P8_H10	NA	black	0	0	0
MGH54_P8_H12	NA	black	0	0	0
MGH54_P10_A01	NA	black	0	0	0
MGH54_P10_A02	NA	black	0	0	0
MGH54_P10_A03	NA	black	0	0	0
MGH54_P10_A04	NA	black	0	0	4.0567
MGH54_P10_A05	NA	black	0	0	0
MGH54_P10_A06	NA	black	0	0	3.6316
MGH54_P10_A07	NA	black	0	2.7403	0
MGH54_P10_A09	NA	black	0	2.5044	0
MGH54_P10_A10	0.998182237233	green3	2	2.9013	2.2804
MGH54_P10_A11	NA	black	0	0.36737	0
MGH54_P10_A12	NA	black	0	0	3.9007
MGH54_P10_B01	NA	black	0	0.34596	0
MGH54_P10_B02	NA	black	0	3.4694	0
MGH54_P10_B03	NA	black	0	0	3.1569
MGH54_P10_B05	NA	black	0	0	0
MGH54_P10_B06	-0.0151374216801	green3	2	0.3505	1.515
MGH54_P10_B07	NA	black	0	0.071763	0
MGH54_P10_B08	NA	black	0	0.29631	0
MGH54_P10_B09	NA	black	0	0.31383	0
MGH54_P10_B10	NA	black	0	0	0.12829
MGH54_P10_B11	NA	black	0	0.80653	0
MGH54_P10_B12	NA	black	0	0	3.8455
MGH54_P10_C01	NA	black	0	0	0
MGH54_P10_C02	NA	black	0	0	0
MGH54_P10_C03	NA	black	0	1.9844	0
MGH54_P10_C04	NA	black	0	0	0
MGH54_P10_C05	NA	black	0	0	0
MGH54_P10_C07	NA	black	0	3.9723	0
