Cell_name	Zvalue	Color	Cluster	ETV5	ICAM1
MGH53_P9_C10	NA	black	0	3.5179	0
MGH53_P9_C11	NA	black	0	5.5988	0
MGH53_P9_C12	NA	black	0	3.1079	0
MGH53_P9_D01	NA	black	0	4.4798	0
MGH53_P9_D02	NA	black	0	0	0
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	2.4746	0
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	0.0235979111044	red	1	2.8998	0.37184
MGH53_P9_D09	NA	black	0	4.0109	0
MGH53_P9_D10	NA	black	0	3.6591	0
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0	0
MGH53_P9_F04	NA	black	0	5.6396	0
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	2.5852	0
MGH53_P9_F07	NA	black	0	0.68167	0
MGH53_P9_F08	NA	black	0	3.4186	0
MGH53_P9_F09	NA	black	0	4.8095	0
MGH53_P9_F10	NA	black	0	4.7289	0
MGH53_P9_F11	1.07062624447	green3	2	0.18142	0.22651
MGH53_P9_F12	NA	black	0	3.1398	0
MGH53_P9_G01	NA	black	0	4.1032	0
MGH53_P9_G02	NA	black	0	0	0
MGH53_P9_G03	NA	black	0	0	0
MGH53_P9_G04	NA	black	0	0	0
MGH53_P9_G07	NA	black	0	4.1624	0
MGH53_P9_G08	NA	black	0	0	0.26303
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	NA	black	0	0	0.21039
MGH53_P9_H01	NA	black	0	0.48852	0
MGH53_P9_H02	NA	black	0	3.0832	0
MGH53_P9_H03	NA	black	0	4.5462	0
MGH53_P9_H04	NA	black	0	5.3082	0
MGH53_P9_H05	-0.236754580976	red	1	4.5923	0.43296
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	NA	black	0	2.5938	0
MGH53_P9_H08	-0.404529404212	red	1	5.4446	0.30217
MGH53_P9_H09	NA	black	0	0	0
MGH53_P9_H10	NA	black	0	1.5821	0
MGH53_P9_H11	NA	black	0	3.3288	0
MGH53_P9_H12	NA	black	0	1.5331	0
MGH53_P4_A07	NA	black	0	4.1318	0
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	NA	black	0	4.5751	0
MGH53_P4_B08	NA	black	0	4.2323	0
MGH53_P4_B09	NA	black	0	0	0
MGH53_P4_B10	NA	black	0	0.87421	0
MGH53_P4_B11	-0.459299844326	red	1	5.4828	0.24367
MGH53_P4_C03	NA	black	0	0	0
MGH53_P4_C11	NA	black	0	0	0.15575
MGH53_P4_C12	NA	black	0	0	0
MGH53_P4_D04	NA	black	0	4.695	0
MGH53_P4_D05	NA	black	0	0	0.20414
MGH53_P4_D09	NA	black	0	0	0.15963
MGH53_P4_E01	NA	black	0	0	0
MGH53_P4_E02	NA	black	0	0.88206	0
MGH53_P4_E07	NA	black	0	0	0.3584
MGH53_P4_E08	NA	black	0	0	0.30334
MGH53_P4_E09	NA	black	0	2.9784	0
MGH53_P4_F01	NA	black	0	0	0.6248
MGH53_P4_F02	NA	black	0	2.9387	0
MGH53_P4_F08	0.23404181081	red	1	2.306	0.16221
MGH53_P4_F11	NA	black	0	0.57725	0
MGH53_P4_G02	NA	black	0	4.9692	0
MGH53_P4_G05	NA	black	0	0	0.13093
MGH53_P4_G07	NA	black	0	0	0
MGH53_P4_G08	0.144032607659	red	1	5.1991	0.95754
MGH53_P4_G09	-0.452287836505	red	1	4.9601	0.16479
MGH53_P4_H10	NA	black	0	0	0
MGH53_P4_H11	NA	black	0	4.0999	0
MGH53_P4_H12	NA	black	0	0	0.52105
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	6.6369	0
MGH54_P14_A03	NA	black	0	3.5194	0
MGH54_P14_A04	NA	black	0	3.9621	0
MGH54_P14_A05	NA	black	0	4.294	0
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	NA	black	0	4.1127	0
MGH54_P14_A08	NA	black	0	0	0.25701
MGH54_P14_A09	NA	black	0	0	0
MGH54_P14_A10	NA	black	0	1.1871	0
MGH54_P14_A11	NA	black	0	0	0
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	-0.249387100001	red	1	4.3225	0.3471
MGH54_P14_B04	NA	black	0	3.637	0
MGH54_P14_B05	NA	black	0	1.2209	0
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	1.8201	0
MGH54_P14_B08	NA	black	0	3.6337	0
MGH54_P14_B09	NA	black	0	2.3865	0
MGH54_P14_B10	-0.161190279421	red	1	3.788	0.35389
MGH54_P14_B11	NA	black	0	4.2442	0
MGH54_P14_B12	NA	black	0	3.0676	0
MGH54_P14_C01	NA	black	0	5.5271	0
MGH54_P14_C02	NA	black	0	0	0
MGH54_P14_C03	NA	black	0	3.0215	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	-0.411484247688	red	1	4.9194	0.21537
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	-0.29884763661	red	1	4.4128	0.27262
MGH54_P14_C08	NA	black	0	3.3202	0
MGH54_P14_C09	NA	black	0	0	0
MGH54_P14_C10	NA	black	0	2.6938	0
MGH54_P14_C11	NA	black	0	4.9338	0
MGH54_P14_C12	NA	black	0	3.0013	0
MGH54_P14_D01	NA	black	0	5.8373	0
MGH54_P14_D02	NA	black	0	4.2604	0
MGH54_P14_D03	NA	black	0	3.5798	0
MGH54_P14_D04	NA	black	0	5.1842	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0	0
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	3.4788	0
MGH54_P14_D10	NA	black	0	0	0.27381
MGH54_P14_D11	NA	black	0	0.92828	0
MGH54_P14_D12	NA	black	0	3.7065	0
MGH54_P14_E01	NA	black	0	0	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	4.2733	0
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0	0
MGH54_P14_E07	NA	black	0	0	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0	0
MGH54_P14_E10	NA	black	0	3.1836	0
MGH54_P14_E11	NA	black	0	0	0
MGH54_P14_E12	NA	black	0	0	0
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0	0
MGH54_P14_F03	NA	black	0	5.1854	0
MGH54_P14_F04	NA	black	0	3.5481	0
MGH54_P14_F06	NA	black	0	0	0.2461
MGH54_P14_F07	NA	black	0	3.8842	0
MGH54_P14_F08	NA	black	0	0.28688	0
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	3.3978	0
MGH54_P14_F11	NA	black	0	0	0
MGH54_P14_G01	NA	black	0	2.0649	0
MGH54_P14_G02	NA	black	0	4.8833	0
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	4.5657	0
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	-0.420154927869	red	1	5.0408	0.22774
MGH54_P14_G07	NA	black	0	1.6196	0
MGH54_P14_G08	NA	black	0	0	0
MGH54_P14_G09	-0.274801636746	red	1	4.3177	0.29042
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	NA	black	0	4.9205	0
MGH54_P14_G12	NA	black	0	4.9088	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	5.2953	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	1.487	0
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0.56462	0
MGH54_P14_H08	0.677338337898	green3	2	1.025	0.24853
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	1.0307	0
MGH54_P15_A03	NA	black	0	2.6884	0
MGH54_P15_A04	NA	black	0	0	0
MGH54_P15_A05	NA	black	0	0	0
MGH54_P15_A06	NA	black	0	3.7033	0
MGH54_P15_A07	NA	black	0	3.5717	0
MGH54_P15_A08	NA	black	0	3.4519	0
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	0
MGH54_P15_A12	NA	black	0	0	0
MGH54_P15_B01	NA	black	0	2.5313	0
MGH54_P15_B02	NA	black	0	5.3418	0
MGH54_P15_B03	NA	black	0	3.8545	0
MGH54_P15_B04	NA	black	0	4.11	0
MGH54_P15_B05	NA	black	0	5.3229	0
MGH54_P15_B06	NA	black	0	2.6297	0
MGH54_P15_B07	NA	black	0	3.1405	0
MGH54_P15_B09	NA	black	0	0	0
MGH54_P15_B10	NA	black	0	0	0.3505
MGH54_P15_B11	NA	black	0	4.8293	0
MGH54_P15_C01	NA	black	0	6.0054	0
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	1.9389	0
MGH54_P15_C05	NA	black	0	4.1726	0
MGH54_P15_C06	NA	black	0	5.4271	0
MGH54_P15_C07	NA	black	0	0	0
MGH54_P15_C08	NA	black	0	0	0
MGH54_P15_C09	NA	black	0	4.5209	0
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0	0
MGH54_P15_D01	NA	black	0	2.3643	0
MGH54_P15_D02	NA	black	0	0.4844	0
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	NA	black	0	2.1329	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0
MGH54_P15_D09	NA	black	0	0	0
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	1.7536	0
MGH54_P15_D12	NA	black	0	4.4014	0
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	0	0
MGH54_P15_E03	NA	black	0	5.2106	0
MGH54_P15_E04	NA	black	0	4.3587	0
MGH54_P15_E05	NA	black	0	0	0
MGH54_P15_E06	NA	black	0	0	0
MGH54_P15_E07	NA	black	0	0	0
MGH54_P15_E08	NA	black	0	0	0.34596
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	2.8353	0
MGH54_P15_E11	NA	black	0	4.8896	0
MGH54_P15_E12	NA	black	0	0	0
MGH54_P15_F01	NA	black	0	4.3216	0
MGH54_P15_F02	NA	black	0	4.9137	0
MGH54_P15_F03	NA	black	0	2.0161	0
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	4.3408	0
MGH54_P15_F06	NA	black	0	0	0
MGH54_P15_F07	NA	black	0	5.7458	0
MGH54_P15_F08	NA	black	0	4.6347	0
MGH54_P15_F09	NA	black	0	0.73205	0
MGH54_P15_F10	NA	black	0	0	0
MGH54_P15_F11	NA	black	0	0.48852	0
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	4.2407	0
MGH54_P15_G04	NA	black	0	4.854	0
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	NA	black	0	0	0
MGH54_P15_G07	NA	black	0	4.2458	0
MGH54_P15_G08	NA	black	0	0	0.18903
MGH54_P15_G09	NA	black	0	5.111	0
MGH54_P15_G10	-0.639747017131	red	1	6.0386	0.1177
MGH54_P15_G11	-0.334296105783	red	1	4.5416	0.24489
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	3.784	0
MGH54_P15_H03	NA	black	0	4.0035	0
MGH54_P15_H04	NA	black	0	0	0
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	3.9853	0
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	NA	black	0	0	0
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	NA	black	0	6.043	0
MGH54_P15_H11	0.241562544814	red	1	2.0254	0.40708
MGH54_P15_H12	NA	black	0	0	0
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	4.2656	0
MGH54_P16_A04	NA	black	0	2.9839	0
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	0.754330650595	green3	2	0.90766	0.21288
MGH54_P16_A07	NA	black	0	0	0.23143
MGH54_P16_A08	NA	black	0	0.99277	0
MGH54_P16_A09	NA	black	0	5.3246	0
MGH54_P16_A10	NA	black	0	4.8461	0
MGH54_P16_A11	NA	black	0	0	0
MGH54_P16_A12	-0.17125567721	red	1	4.1287	0.47093
MGH54_P16_B01	NA	black	0	4.2133	0
MGH54_P16_B02	NA	black	0	1.1686	0
MGH54_P16_B03	NA	black	0	0	0.27501
MGH54_P16_B04	NA	black	0	0	0
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	5.7605	0
MGH54_P16_B08	NA	black	0	2.3225	0
MGH54_P16_B09	NA	black	0	2.8643	0
MGH54_P16_B10	NA	black	0	0	0
MGH54_P16_B11	NA	black	0	5.3179	0
MGH54_P16_B12	NA	black	0	1.1124	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0.97233	0
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	NA	black	0	0	0
MGH54_P16_C06	NA	black	0	4.9907	0
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	2.639	0
MGH54_P16_C09	NA	black	0	0	0
MGH54_P16_C10	NA	black	0	4.7106	0
MGH54_P16_C11	NA	black	0	0.16736	0
MGH54_P16_C12	0.609911613833	green3	2	0.8496	0.42116
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	2.5321	0
MGH54_P16_D05	NA	black	0	3.6644	0
MGH54_P16_D06	NA	black	0	5.3995	0
MGH54_P16_D07	NA	black	0	3.0412	0
MGH54_P16_D09	NA	black	0	1.9609	0
MGH54_P16_D10	NA	black	0	4.0205	0
MGH54_P16_D11	NA	black	0	4.6471	0
MGH54_P16_D12	NA	black	0	2.9117	0
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	2.6341	0
MGH54_P16_E04	NA	black	0	5.2789	0
MGH54_P16_E05	NA	black	0	3.8151	0
MGH54_P16_E06	NA	black	0	0	0
MGH54_P16_E07	NA	black	0	6.3482	0
MGH54_P16_E08	NA	black	0	2.3799	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	0
MGH54_P16_E11	NA	black	0	3.2317	0
MGH54_P16_E12	NA	black	0	0	0
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	5.6445	0
MGH54_P16_F04	NA	black	0	2.8123	0
MGH54_P16_F05	NA	black	0	5.6184	0
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	NA	black	0	5.1405	0
MGH54_P16_F08	NA	black	0	0	0
MGH54_P16_F09	NA	black	0	3.3496	0
MGH54_P16_F10	NA	black	0	0	0
MGH54_P16_F11	NA	black	0	0	0
MGH54_P16_G01	NA	black	0	1.5592	0
MGH54_P16_G02	NA	black	0	0	0
MGH54_P16_G03	NA	black	0	0	0
MGH54_P16_G04	NA	black	0	0	0
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	5.2312	0
MGH54_P16_G07	NA	black	0	0	0
MGH54_P16_G08	NA	black	0	0	0
MGH54_P16_G09	NA	black	0	0	0
MGH54_P16_G10	NA	black	0	5.122	0
MGH54_P16_G11	NA	black	0	0	0
MGH54_P16_G12	NA	black	0	3.7821	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	4.4384	0
MGH54_P16_H03	-0.443192388568	red	1	5.4821	0.26183
MGH54_P16_H04	NA	black	0	4.8791	0
MGH54_P16_H05	NA	black	0	0.56657	0
MGH54_P16_H06	NA	black	0	0	0
MGH54_P16_H07	NA	black	0	3.4781	0
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	0	0
MGH54_P16_H10	NA	black	0	0	0.20539
MGH54_P16_H11	NA	black	0	5.1396	0
MGH54_P16_H12	NA	black	0	3.9575	0
MGH54_P17_A01	NA	black	0	2.7262	0
MGH54_P17_A02	NA	black	0	4.5548	0
MGH54_P17_A03	NA	black	0	0	0.36961
MGH54_P17_A04	NA	black	0	5.3086	0
MGH54_P17_A05	NA	black	0	2.1919	0
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	4.0848	0
MGH54_P17_A08	NA	black	0	4.4125	0
MGH54_P17_A09	NA	black	0	0	0
MGH54_P17_A10	NA	black	0	0	0
MGH54_P17_A11	NA	black	0	0	0.05797
MGH54_P17_A12	NA	black	0	0	0
MGH54_P17_B01	NA	black	0	3.5369	0
MGH54_P17_B02	NA	black	0	0	0
MGH54_P17_B03	NA	black	0	0	0
MGH54_P17_B05	NA	black	0	3.7345	0
MGH54_P17_B06	NA	black	0	5.102	0
MGH54_P17_B07	NA	black	0	2.9159	0
MGH54_P17_B08	NA	black	0	1.4489	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	NA	black	0	4.4105	0
MGH54_P17_B11	NA	black	0	0	0.6663
MGH54_P17_B12	NA	black	0	5.69	0
MGH54_P17_C02	NA	black	0	3.4376	0
MGH54_P17_C03	NA	black	0	5.2909	0
MGH54_P17_C04	NA	black	0	4.4958	0
MGH54_P17_C05	NA	black	0	0	0
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	4.4138	0
MGH54_P17_C08	NA	black	0	0	0
MGH54_P17_C09	NA	black	0	0	0
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	NA	black	0	0.75446	0
MGH54_P17_C12	-0.466205625306	red	1	5.126	0.18142
MGH54_P17_D01	NA	black	0	0	0
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0.87027	0
MGH54_P17_D05	NA	black	0	0	0
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	NA	black	0	5.3265	0
MGH54_P17_D09	NA	black	0	0	0.2762
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	2.6208	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	1.9475	0
MGH54_P17_E05	NA	black	0	0	0
MGH54_P17_E06	NA	black	0	4.4041	0
MGH54_P17_E07	NA	black	0	4.9731	0
MGH54_P17_E08	NA	black	0	5.0505	0
MGH54_P17_E09	NA	black	0	4.8684	0
MGH54_P17_E10	NA	black	0	4.4234	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	5.8463	0
MGH54_P17_F01	NA	black	0	4.7316	0
MGH54_P17_F02	NA	black	0	0	0
MGH54_P17_F03	NA	black	0	0	0
MGH54_P17_F04	-0.259300471302	red	1	5.0843	0.45207
MGH54_P17_F05	NA	black	0	0	0
MGH54_P17_F07	NA	black	0	3.8275	0
MGH54_P17_F08	NA	black	0	2.338	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0.40708	0
MGH54_P17_F11	NA	black	0	4.3838	0
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	NA	black	0	3.3418	0
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	4.8638	0
MGH54_P17_G06	NA	black	0	4.3177	0
MGH54_P17_G07	NA	black	0	0	0
MGH54_P17_G08	NA	black	0	4.135	0
MGH54_P17_G09	NA	black	0	5.8613	0
MGH54_P17_G10	NA	black	0	0.59264	0
MGH54_P17_G11	NA	black	0	6.121	0
MGH54_P17_G12	NA	black	0	2.1378	0
MGH54_P17_H01	NA	black	0	0.66266	0
MGH54_P17_H02	NA	black	0	2.585	0
MGH54_P17_H05	NA	black	0	3.7942	0
MGH54_P17_H06	NA	black	0	3.1813	0
MGH54_P17_H07	0.547280367285	green3	2	1.2744	0.29396
MGH54_P17_H08	NA	black	0	3.0025	0
MGH54_P17_H09	NA	black	0	3.1247	0
MGH54_P17_H10	NA	black	0	3.9701	0
MGH54_P17_H11	NA	black	0	3.0289	0
MGH54_P17_H12	NA	black	0	3.2115	0
MGH54_P6_A01	NA	black	0	0	0
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	4.5229	0
MGH54_P6_A04	NA	black	0	0	0
MGH54_P6_A05	NA	black	0	0	0
MGH54_P6_A06	NA	black	0	5.0493	0
MGH54_P6_A07	-0.0620494193144	red	1	4.4345	0.73898
MGH54_P6_A08	NA	black	0	0	0
MGH54_P6_A09	NA	black	0	4.415	0
MGH54_P6_A10	-0.249384987593	red	1	4.5781	0.40817
MGH54_P6_A11	NA	black	0	0	0
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	NA	black	0	0	0
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	NA	black	0	4.9934	0
MGH54_P6_B04	NA	black	0	0.33457	0
MGH54_P6_B05	NA	black	0	4.8662	0
MGH54_P6_B06	NA	black	0	5.7003	0
MGH54_P6_B07	-0.120623385286	red	1	3.5291	0.30801
MGH54_P6_B08	NA	black	0	3.5971	0
MGH54_P6_B09	NA	black	0	2.8154	0
MGH54_P6_B10	NA	black	0	0	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	4.1144	0
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	NA	black	0	0	0
MGH54_P6_C03	NA	black	0	3.3247	0
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	4.9236	0
MGH54_P6_C08	NA	black	0	0	0
MGH54_P6_C09	NA	black	0	0	0
MGH54_P6_C10	NA	black	0	5.4262	0
MGH54_P6_C11	NA	black	0	3.4765	0
MGH54_P6_C12	NA	black	0	5.6837	0
MGH54_P6_D01	NA	black	0	2.0489	0
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	0.58015
MGH54_P6_D04	NA	black	0	0	0
MGH54_P6_D05	NA	black	0	2.7572	0
MGH54_P6_D07	NA	black	0	4.0981	0
MGH54_P6_D08	NA	black	0	2.0233	0
MGH54_P6_D09	NA	black	0	4.7201	0
MGH54_P6_D10	NA	black	0	0	0.36065
MGH54_P6_D11	NA	black	0	0	0
MGH54_P6_D12	NA	black	0	4.6879	0
MGH54_P6_E02	NA	black	0	0	0
MGH54_P6_E03	0.180774715666	red	1	2.357	0.29514
MGH54_P6_E04	NA	black	0	0	0
MGH54_P6_E05	NA	black	0	2.8111	0
MGH54_P6_E07	NA	black	0	4.8468	0
MGH54_P6_E08	NA	black	0	4.4406	0
MGH54_P6_E09	-0.179045401327	red	1	3.961	0.38957
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	4.8286	0
MGH54_P6_E12	NA	black	0	3.2327	0
MGH54_P6_F01	NA	black	0	0	0
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0	0
MGH54_P6_F05	NA	black	0	4.816	0
MGH54_P6_F06	NA	black	0	0	0
MGH54_P6_F07	NA	black	0	5.9565	0
MGH54_P6_F08	NA	black	0	0	0
MGH54_P6_F09	-0.275968490922	red	1	4.423	0.32193
MGH54_P6_F10	NA	black	0	0	0.60122
MGH54_P6_F11	NA	black	0	4.9118	0
MGH54_P6_F12	NA	black	0	2.9928	0
MGH54_P6_G01	NA	black	0	0	0
MGH54_P6_G02	NA	black	0	4.057	0
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	NA	black	0	5.6029	0
MGH54_P6_G06	NA	black	0	0	0
MGH54_P6_G07	NA	black	0	0	0
MGH54_P6_G08	NA	black	0	1.0718	0
MGH54_P6_G09	NA	black	0	0.40599	0
MGH54_P6_G10	NA	black	0	5.2623	0
MGH54_P6_G11	-0.292809379096	red	1	4.8999	0.38736
MGH54_P6_G12	NA	black	0	0.301	0
MGH54_P6_H01	-0.187528179944	red	1	4.564	0.51602
MGH54_P6_H03	NA	black	0	0	0
MGH54_P6_H05	-0.433460564942	red	1	5.0466	0.21039
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0	0.38736
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	0.681261659378	green3	2	0.419	0.514
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	1.5494	0
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	4.9685	0
MGH54_P7_A03	NA	black	0	0	0.46676
MGH54_P7_A04	NA	black	0	0	0
MGH54_P7_A06	NA	black	0	5.7811	0
MGH54_P7_A07	NA	black	0	3.3074	0
MGH54_P7_A08	NA	black	0	3.251	0
MGH54_P7_A10	-0.351587372591	red	1	4.9376	0.30685
MGH54_P7_A11	NA	black	0	0	0.68527
MGH54_P7_A12	NA	black	0	0	0.17121
MGH54_P7_B01	NA	black	0	0	0
MGH54_P7_B03	NA	black	0	0	0
MGH54_P7_B04	NA	black	0	5.6396	0
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0	0
MGH54_P7_B07	NA	black	0	3.0102	0
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	4.7845	0
MGH54_P7_B10	-0.476885555385	red	1	5.745	0.24975
MGH54_P7_B12	NA	black	0	0	0.28333
MGH54_P7_C01	NA	black	0	0	0
MGH54_P7_C03	NA	black	0	0	0
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	NA	black	0	0	0.25217
MGH54_P7_C06	NA	black	0	6.0331	0
MGH54_P7_C07	-0.162781095316	red	1	3.841	0.38073
MGH54_P7_C08	NA	black	0	0	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0	0
MGH54_P7_C11	NA	black	0	4.278	0
MGH54_P7_C12	NA	black	0	0	0
MGH54_P7_D01	NA	black	0	0	0.30918
MGH54_P7_D02	NA	black	0	0	0
MGH54_P7_D03	NA	black	0	4.6939	0
MGH54_P7_D04	NA	black	0	0	0.20163
MGH54_P7_D05	NA	black	0	1.9157	0
MGH54_P7_D06	NA	black	0	2.8582	0
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	0.42761
MGH54_P7_D12	NA	black	0	0	0.17121
MGH54_P7_E01	-0.47527295778	red	1	6.0018	0.26784
MGH54_P7_E02	NA	black	0	5.6543	0
MGH54_P7_E03	-0.516856547378	red	1	6.0001	0.22897
MGH54_P7_E04	NA	black	0	0	0
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	-0.347391568127	red	1	4.908	0.30801
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	0
MGH54_P7_E10	NA	black	0	7.0561	0
MGH54_P7_E11	NA	black	0	3.4416	0
MGH54_P7_E12	NA	black	0	0	0
