Cell_name	Zvalue	Color	Cluster	ADRA1A	SP1
MGH53_P6_C05	NA	black	0	0	3.179
MGH53_P6_C06	0.640543766031	green3	2	0.60027	0.1903
MGH53_P6_C07	NA	black	0	0.66084	0
MGH53_P6_C08	NA	black	0	0.79909	0
MGH53_P6_C09	NA	black	0	0.70752	0
MGH53_P6_C10	-0.0468711828831	green3	2	0.9568	1.8115
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	0.191639739452	green3	2	0.88518	0.72072
MGH53_P6_D02	0.11924400789	green3	2	1.3973	2.1577
MGH53_P6_D03	NA	black	0	1.2029	0
MGH53_P6_D05	-2.38763746419	black	0	3.176	0.22897
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	3.6177	0
MGH53_P6_D10	NA	black	0	0.36513	0
MGH53_P6_D11	NA	black	0	0.54893	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0.54893	0
MGH53_P6_E02	1.19412933555	green3	2	0.20914	0.064883
MGH53_P6_E03	NA	black	0	0.74071	0
MGH53_P6_E04	NA	black	0	0.49365	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0.42546	0
MGH53_P6_E07	NA	black	0	0.59646	0
MGH53_P6_E08	NA	black	0	0.56755	0
MGH53_P6_E09	NA	black	0	0.31034	0
MGH53_P6_E10	NA	black	0	0.71194	0
MGH53_P6_F01	NA	black	0	0.65718	0
MGH53_P6_F02	-1.0602325867	green3	2	0.54992	3.4768
MGH53_P6_F03	-0.48207375002	green3	2	0.42008	2.2836
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	0.117124555465	green3	2	0.60217	1.3022
MGH53_P6_F06	NA	black	0	0.27501	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	1.0412	0
MGH53_P6_F09	NA	black	0	0.47301	0
MGH53_P6_F10	NA	black	0	1.1661	0
MGH53_P6_G01	0.344883573542	green3	2	0.85679	0.17121
MGH53_P6_G02	NA	black	0	0.77653	0
MGH53_P6_G03	-0.189936439435	green3	2	1.4222	0.74846
MGH53_P6_G04	-0.113400804619	green3	2	1.378	0.97306
MGH53_P6_G05	NA	black	0	0.7966	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	5.9039	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	0
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0.4049	0
MGH53_P6_H01	NA	black	0	0.74502	0
MGH53_P6_H02	NA	black	0	0.27858	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	1.0552	0
MGH53_P6_H05	NA	black	0	0.81639	0
MGH53_P6_H07	NA	black	0	0.63227	0
MGH53_P6_H09	NA	black	0	0.40272	0
MGH53_P6_H10	NA	black	0	1.4076	0
MGH53_P6_H11	NA	black	0	0.58785	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	-0.0881432368264	green3	2	0.63227	1.7368
MGH53_P7_A03	NA	black	0	0.54794	0
MGH53_P7_A04	0.865246201373	green3	2	0.338	0.30685
MGH53_P7_A05	0.670625615425	green3	2	0.53705	0.27501
MGH53_P7_A06	NA	black	0	0.92979	0
MGH53_P7_A07	-1.0923748036	green3	2	0.45733	3.2847
MGH53_P7_A09	NA	black	0	0.54102	0
MGH53_P7_A11	NA	black	0	1.2672	0
MGH53_P7_A12	NA	black	0	0.63784	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0.92067	0
MGH53_P7_B03	0.179942312581	green3	2	0.9138	0.67627
MGH53_P7_B04	NA	black	0	0	0.11237
MGH53_P7_B05	NA	black	0	0.61542	0
MGH53_P7_B06	NA	black	0	0.83512	0
MGH53_P7_B07	NA	black	0	4.4803	0
MGH53_P7_B08	NA	black	0	4.6655	0
MGH53_P7_B10	-0.0607864293493	green3	2	0.36177	1.6285
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	0.28947582475	green3	2	0.86552	0.36625
MGH53_P7_C01	-1.47216306814	black	0	0.51602	4.0677
MGH53_P7_C02	-0.654282244538	green3	2	0.79327	3.4849
MGH53_P7_C03	NA	black	0	1.2333	0
MGH53_P7_C04	NA	black	0	0.89608	0
MGH53_P7_C05	0.465696790075	green3	2	0.69599	0.35727
MGH53_P7_C06	NA	black	0	1.146	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	NA	black	0	0.22527	0
MGH53_P7_C11	NA	black	0	0.57046	0
MGH53_P7_C12	NA	black	0	2.1635	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0.6951	0
MGH53_P7_D04	NA	black	0	0.58785	0
MGH53_P7_D05	1.00850304027	green3	2	5.8732	1.8824
MGH53_P7_D06	NA	black	0	0.94111	0
MGH53_P7_D07	NA	black	0	0	1.6475
MGH53_P7_D10	-0.711288924659	green3	2	0.57337	2.9046
MGH53_P7_D11	NA	black	0	0.99567	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0.86711	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	1.8115	0
MGH53_P7_E05	NA	black	0	0.7476	0
MGH53_P7_E06	-0.0627424794269	green3	2	1.5291	1.3651
MGH53_P7_E07	0.369046608764	green3	2	0.6248	0.73812
MGH53_P7_E08	NA	black	0	0.80405	0
MGH53_P7_E09	NA	black	0	0.77821	0
MGH53_P7_E10	NA	black	0	1.1827	0
MGH53_P7_E11	NA	black	0	0.30217	0
MGH53_P7_E12	NA	black	0	0	2.0465
MGH53_P7_F01	NA	black	0	1.229	0
MGH53_P7_F02	NA	black	0	0.69955	0
MGH53_P7_F04	-0.605917933729	green3	2	0.55287	2.6693
MGH53_P7_F05	NA	black	0	3.9523	0
MGH53_P7_F06	NA	black	0	0.76469	0
MGH53_P7_F08	-0.0311949824131	green3	2	0.97526	1.7424
MGH53_P7_F09	NA	black	0	0	0.50386
MGH53_P7_F10	0.752923864364	green3	2	0.46153	0.27501
MGH53_P7_F11	NA	black	0	0.32654	0
MGH53_P7_F12	1.10335877295	green3	2	0.27858	0.069015
MGH53_P7_G01	NA	black	0	1.45	0
MGH53_P7_G03	NA	black	0	0	4.3102
MGH53_P7_G04	0.329537735933	green3	2	0.54597	0.91915
MGH53_P7_G05	NA	black	0	0.68706	0
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0.38847	0
MGH53_P7_G08	NA	black	0	0.18142	0
MGH53_P7_G09	NA	black	0	0.38073	0
MGH53_P7_G10	NA	black	0	0	0.098958
MGH53_P7_G11	NA	black	0	0.36401	0
MGH53_P7_G12	NA	black	0	0.43296	0
MGH53_P7_H01	NA	black	0	0.78743	0
MGH53_P7_H02	NA	black	0	1.3374	0
MGH53_P7_H03	-1.08547064236	green3	2	0.54201	3.4976
MGH53_P7_H04	NA	black	0	0.83835	0
MGH53_P7_H05	NA	black	0	0	2.1276
MGH53_P7_H06	NA	black	0	0	0
MGH53_P7_H07	NA	black	0	1.0697	0
MGH53_P7_H08	NA	black	0	0.31846	0
MGH53_P7_H10	NA	black	0	0.65718	0
MGH53_P7_H11	0.309167473132	green3	2	0.61542	0.88284
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	NA	black	0	0.50792	0
MGH53_P8_A03	0.175430238363	green3	2	0.90304	0.73725
MGH53_P8_A04	NA	black	0	0.37295	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0.49876	0
MGH53_P8_A07	NA	black	0	1.099	0
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	-0.721759367196	green3	2	0.61636	3.0277
MGH53_P8_A11	NA	black	0	0.53107	0
MGH53_P8_A12	NA	black	0	0.020058	0
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0.70576	0
MGH53_P8_B08	NA	black	0	1.4704	0
MGH53_P8_B09	0.827586226027	green3	2	0.32308	0.38294
MGH53_P8_B10	0.127624125262	green3	2	1.0257	0.34255
MGH53_P8_B11	NA	black	0	0.99422	0
MGH53_P8_B12	NA	black	0	0.74416	0
MGH53_P8_C01	NA	black	0	0.45207	0
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0.3471	0
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0.58304	0
MGH53_P8_C09	-0.815432638404	green3	2	0.79077	3.9183
MGH53_P8_C10	NA	black	0	0.59837	0
MGH53_P8_C11	-1.4510136819	red	1	0.56657	4.227
MGH53_P8_C12	NA	black	0	0.81065	0
MGH53_P8_D01	NA	black	0	0.543	0
MGH53_P8_D02	-0.26619910591	green3	2	0.65718	2.1467
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0.4049	0
MGH53_P8_D05	-0.683838721872	green3	2	0.848	3.8745
MGH53_P8_D06	NA	black	0	0	0.2228
MGH53_P8_D07	-0.04601028736	green3	2	0.52005	1.6262
MGH53_P8_D08	NA	black	0	1.1693	0
MGH53_P8_D09	-1.84191824795	black	0	2.5614	0.077243
MGH53_P8_D10	NA	black	0	0.58304	0
MGH53_P8_D11	NA	black	0	1.117	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	-1.52462396566	black	0	2.416	0.1903
MGH53_P8_E04	NA	black	0	0.51803	0
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	3.7062	0
MGH53_P8_E11	NA	black	0	0.42975	0
MGH53_P8_F01	NA	black	0	1.0724	0
MGH53_P8_F02	NA	black	0	4.5132	0
MGH53_P8_F04	0.147969256632	green3	2	1.0243	0.13881
MGH53_P8_F05	NA	black	0	1.0426	0
MGH53_P8_F06	0.155181584419	green3	2	1.0129	0.20539
MGH53_P8_F07	NA	black	0	0	1.5524
MGH53_P8_F08	NA	black	0	0.79992	0
MGH53_P8_F09	NA	black	0	0.39726	0
MGH53_P8_F11	NA	black	0	0.88127	0
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0.89375	0
MGH53_P8_G03	NA	black	0	0	0.76129
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	0.177653458954	green3	2	0.99349	0.20664
MGH53_P8_G06	NA	black	0	0.5955	0
MGH53_P8_G07	NA	black	0	0	1.5573
MGH53_P8_G08	NA	black	0	4.3899	0
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0.60881	0
MGH53_P8_G11	NA	black	0	0.53007	0
MGH53_P8_G12	NA	black	0	0	1.5385
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0.57046	0
MGH53_P8_H03	NA	black	0	2.7717	0
MGH53_P8_H04	NA	black	0	0.77231	0
MGH53_P8_H05	NA	black	0	0.76893	0
MGH53_P8_H06	NA	black	0	0.81885	0
MGH53_P8_H07	NA	black	0	4.6611	0
MGH53_P8_H08	NA	black	0	1.2209	0
MGH53_P8_H09	NA	black	0	0.85679	0
MGH53_P8_H10	NA	black	0	0.32998	0
MGH53_P8_H11	NA	black	0	0.44042	0
MGH53_P8_H12	NA	black	0	1.8444	0
MGH53_P1_A03	NA	black	0	0.26664	0
MGH53_P1_A04	NA	black	0	0.76638	0
MGH53_P1_A06	0.216943215002	green3	2	0.97012	0.11902
MGH53_P1_A07	0.559497606215	green3	2	0.6397	0.27262
MGH53_P1_A08	-0.398403657274	green3	2	0.77484	2.6982
MGH53_P1_B04	NA	black	0	1.538	0
MGH53_P1_B08	NA	black	0	1.9252	0
MGH53_P1_B09	NA	black	0	0.44784	0
MGH53_P1_B11	NA	black	0	0.49978	0
MGH53_P1_C03	NA	black	0	0.69421	0
MGH53_P1_C06	0.426444706944	green3	2	0.73466	0.35614
MGH53_P1_C09	0.089831837102	green3	2	1.2857	2.4631
MGH53_P1_C10	-0.177151163672	green3	2	1.4367	0.83915
MGH53_P1_D01	NA	black	0	0.96125	0
MGH53_P1_D05	NA	black	0	0.70044	0
MGH53_P1_D12	NA	black	0	0.85758	0
MGH53_P1_E09	NA	black	0	0.53506	0
MGH53_P1_E12	NA	black	0	1.2684	0
MGH53_P12_A01	NA	black	0	0.80983	0
MGH53_P12_A02	NA	black	0	0.62199	0
MGH53_P12_A03	-0.63450270639	green3	2	0.82538	3.589
MGH53_P12_A04	-0.743243945462	green3	2	1.7238	0.084064
MGH53_P12_A05	NA	black	0	0.89142	0
MGH53_P12_A06	NA	black	0	0.8922	0
MGH53_P12_A08	-0.249145139531	green3	2	1.0342	3.4831
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	NA	black	0	0.27262	0
MGH53_P12_A11	0.477499799712	green3	2	0.67536	0.38073
MGH53_P12_A12	NA	black	0	0.22897	0
MGH53_P12_B01	-0.392106653295	green3	2	0.5656	2.2928
MGH53_P12_B02	0.200690323439	green3	2	1.4044	2.5563
MGH53_P12_B03	NA	black	0	0.94636	0
MGH53_P12_B04	NA	black	0	0	0
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	NA	black	0	0.99349	0
MGH53_P12_B07	NA	black	0	1.1375	0
MGH53_P12_B08	1.8335495656	black	0	3.9866	2.355
MGH53_P12_B09	0.22913488036	green3	2	0.69688	0.96938
MGH53_P12_B11	-0.169416163409	green3	2	0.34596	1.7795
MGH53_P12_B12	0.123971501775	green3	2	1.0475	0.075875
MGH53_P12_C01	NA	black	0	4.1711	0
MGH53_P12_C02	NA	black	0	3.8734	0
MGH53_P12_C03	-0.244291769459	green3	2	0.9396	2.7485
MGH53_P12_C04	0.150748901828	green3	2	0.51803	1.272
MGH53_P12_C05	NA	black	0	0.35952	0
MGH53_P12_C06	NA	black	0	1.3791	0
MGH53_P12_C07	NA	black	0	0.67627	0
MGH53_P12_C08	NA	black	0	0.85917	0
MGH53_P12_C09	NA	black	0	0.29866	0
MGH53_P12_C10	0.463855257027	green3	2	1.5185	3.137
MGH53_P12_C11	NA	black	0	0	3.3198
MGH53_P12_C12	-0.375215029536	green3	2	1.0086	3.9601
MGH53_P12_D01	NA	black	0	0.35614	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0.67897	0
MGH53_P12_D04	NA	black	0	1.1084	0
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	1.2762	0
MGH53_P12_D07	-0.0551465425592	green3	2	0.86711	1.7638
MGH53_P12_D08	-0.143439366037	green3	2	0.44467	1.7723
MGH53_P12_D09	NA	black	0	0	2.1329
MGH53_P12_D10	0.767807271555	green3	2	0.45943	0.25338
MGH53_P12_D11	NA	black	0	0.54992	0
MGH53_P12_D12	0.247547500582	green3	2	0.79327	0.75275
MGH53_P12_E01	NA	black	0	0.48646	0
MGH53_P12_E02	NA	black	0	0.41251	0
MGH53_P12_E03	NA	black	0	0.88908	0
MGH53_P12_E04	-0.72948633291	green3	2	0.87892	4.2439
MGH53_P12_E05	NA	black	0	1.099	0
MGH53_P12_E06	-0.848294998199	green3	2	4.701	1.3357
MGH53_P12_E07	-0.763014140502	green3	2	0.32654	2.5801
MGH53_P12_E08	-0.508409844991	green3	2	0.89297	3.5657
MGH53_P12_E09	NA	black	0	0.90381	0
MGH53_P12_E10	NA	black	0	0.82701	0
MGH53_P12_E12	NA	black	0	0.72944	0
MGH53_P12_F01	NA	black	0	0.48233	0
MGH53_P12_F02	NA	black	0	0.7966	0
MGH53_P12_F03	NA	black	0	0.51803	0
MGH53_P12_F04	NA	black	0	5.175	0
MGH53_P12_F06	NA	black	0	0.71721	0
MGH53_P12_F07	NA	black	0	0.65076	0
MGH53_P12_F08	NA	black	0	0.7941	0
MGH53_P12_F09	NA	black	0	0.32884	0
MGH53_P12_F10	NA	black	0	1.2296	0
MGH53_P12_F11	NA	black	0	0.41359	0
MGH53_P12_F12	NA	black	0	0.46153	0
MGH53_P12_G01	NA	black	0	0.80735	0
MGH53_P12_G03	-0.266913946107	green3	2	0.514	2.0151
MGH53_P12_G04	0.392260340554	green3	2	0.55876	0.78241
MGH53_P12_G07	NA	black	0	0.82293	0
MGH53_P12_G08	NA	black	0	0.65992	0
MGH53_P12_G09	NA	black	0	1.3923	0
MGH53_P12_G10	NA	black	0	0.25459	0
MGH53_P12_G11	NA	black	0	4.6172	0
MGH53_P12_G12	NA	black	0	0.93508	0
MGH53_P12_H01	0.161912034159	green3	2	0.76299	1.0724
MGH53_P12_H02	0.622484340828	green3	2	0.64155	0.11902
MGH53_P12_H03	NA	black	0	0.2302	0
MGH53_P12_H04	NA	black	0	0.31615	0
MGH53_P12_H05	NA	black	0	0.4678	0
MGH53_P12_H06	NA	black	0	1.1972	0
MGH53_P12_H07	0.475013699025	green3	2	0.65901	0.42653
MGH53_P12_H08	-0.731107327038	green3	2	0.44784	2.7031
MGH53_P12_H09	NA	black	0	1.7592	0
MGH53_P12_H10	NA	black	0	2.7793	0
MGH53_P12_H11	1.1578972294	green3	2	0.10434	0.25459
MGH53_P12_H12	NA	black	0	0.73639	0
MGH53_P2_A09	0.283015132051	green3	2	0.34028	1.1408
MGH53_P2_A11	-0.123256166167	green3	2	0.9855	2.3219
MGH53_P2_A12	NA	black	0	0.90227	0
MGH53_P2_B05	-0.459882533897	green3	2	0.59359	2.4623
MGH53_P2_B07	NA	black	0	1.3185	0
MGH53_P2_B09	NA	black	0	0.40381	0
MGH53_P2_B10	NA	black	0	1.1603	0
MGH53_P2_C01	NA	black	0	0.53007	0
MGH53_P2_C02	1.03163496048	green3	2	0.33914	0.062122
MGH53_P2_C03	NA	black	0	1.1137	0
MGH53_P2_C07	NA	black	0	0	0.38736
MGH53_P2_C09	NA	black	0	1.4615	0
MGH53_P2_D01	NA	black	0	1.2992	0
MGH53_P2_D02	-0.400513147752	green3	2	0.44148	2.1776
MGH53_P2_D07	NA	black	0	0.50691	0
MGH53_P2_D08	NA	black	0	2.1319	0
MGH53_P2_D12	NA	black	0	0.48749	0
MGH53_P2_E04	NA	black	0	0	0
MGH53_P2_E10	0.379310191541	green3	2	0.84157	0.10568
MGH53_P2_F02	0.281794072948	green3	2	0.63784	0.91609
MGH53_P2_F03	NA	black	0	0.66812	0
MGH53_P2_F04	-3.32899782649	black	0	4.347	0.40163
MGH53_P2_F05	NA	black	0	0.88518	0
MGH53_P2_G02	NA	black	0	1.3522	0
MGH53_P2_G07	NA	black	0	1.7765	0
MGH53_P2_H01	NA	black	0	0.97453	0
MGH53_P10_A01	0.290145727511	green3	2	1.3443	3.661
MGH53_P10_A02	NA	black	0	0.34028	0
MGH53_P10_A03	7.16636749874	black	0	5.4272	3.5926
MGH53_P10_A04	NA	black	0	0.40926	0
MGH53_P10_A05	NA	black	0	0.90997	0
MGH53_P10_A06	NA	black	0	0.76469	0
MGH53_P10_A07	NA	black	0	3.7657	0
MGH53_P10_A08	NA	black	0	0.97379	0
MGH53_P10_A09	NA	black	0	0.76638	0
MGH53_P10_A10	NA	black	0	0.91915	0
MGH53_P10_A11	NA	black	0	1.1401	0
MGH53_P10_A12	NA	black	0	0.54696	0
MGH53_P10_B01	NA	black	0	0.25942	0
MGH53_P10_B02	-0.987728038661	green3	2	0.55189	3.354
MGH53_P10_B03	NA	black	0	5.1968	0
MGH53_P10_B04	NA	black	0	0.67265	0
MGH53_P10_B05	-1.42613291804	red	1	0.43082	3.723
MGH53_P10_B06	NA	black	0	0	2.342
MGH53_P10_B07	NA	black	0	0.77989	0
MGH53_P10_B08	-0.739391537557	green3	2	0.7966	3.7401
MGH53_P10_B09	NA	black	0	0.60312	0
MGH53_P10_B10	NA	black	0	1.0151	0
MGH53_P10_B11	NA	black	0	0.774	0
MGH53_P10_B12	NA	black	0	0.87892	0
MGH53_P10_C01	NA	black	0	0.52707	0
MGH53_P10_C02	NA	black	0	0.82212	0
MGH53_P10_C03	NA	black	0	0.75702	0
MGH53_P10_C04	0.25085417823	green3	2	0.92448	0.2461
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	1.0949	0
MGH53_P10_C07	NA	black	0	4.0538	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	-0.117551821086	green3	2	0.4489	1.7321
MGH53_P10_C10	0.707092940722	green3	2	0.24489	0.63877
MGH53_P10_C11	NA	black	0	0.80323	0
MGH53_P10_C12	NA	black	0	1.0122	0
MGH53_P10_D01	NA	black	0	0.27262	0
MGH53_P10_D02	-0.0940426746291	green3	2	1.0745	2.6471
MGH53_P10_D03	NA	black	0	1.294	0
MGH53_P10_D04	NA	black	0	0.69064	0
MGH53_P10_D05	NA	black	0	1.3657	0
MGH53_P10_D06	NA	black	0	0.39944	0
MGH53_P10_D07	NA	black	0	0.45101	0
MGH53_P10_D08	-0.805922024719	green3	2	1.8953	0.32423
MGH53_P10_D09	0.113586505182	green3	2	0.64155	1.2922
MGH53_P10_D12	NA	black	0	1.1104	0
MGH53_P10_E01	NA	black	0	0.40272	0
MGH53_P10_E03	NA	black	0	0.25096	0
MGH53_P10_E04	-1.60875591927	black	0	0.32769	3.7055
MGH53_P10_E05	NA	black	0	1.3962	0
MGH53_P10_E06	NA	black	0	0.8679	0
MGH53_P10_E07	NA	black	0	0.86394	0
MGH53_P10_E08	NA	black	0	1.394	0
MGH53_P10_E09	3.41674541163	black	0	4.4485	2.8195
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0.73379	0
MGH53_P10_E12	NA	black	0	0	0
MGH53_P10_F01	NA	black	0	1.1789	0
MGH53_P10_F02	NA	black	0	0.59072	0
MGH53_P10_F03	NA	black	0	2.1712	0
MGH53_P10_F04	NA	black	0	0.57725	0
MGH53_P10_F05	NA	black	0	1.7962	0
MGH53_P10_F06	NA	black	0	0.028569	0
MGH53_P10_F07	-0.390761467317	green3	2	0.95308	3.5088
MGH53_P10_F08	NA	black	0	0.029983	0
MGH53_P10_F09	NA	black	0	0.31846	0
MGH53_P10_F10	-0.11624510442	green3	2	1.342	0.848
MGH53_P10_F12	-0.93165655219	green3	2	0.71721	3.8361
MGH53_P10_G01	NA	black	0	0.23266	0
MGH53_P10_G02	NA	black	0	0.92372	0
MGH53_P10_G03	NA	black	0	0.76214	0
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	0.71633	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	1.1237	0
MGH53_P10_G09	NA	black	0	0.67627	0
MGH53_P10_G11	NA	black	0	0.7891	0
MGH53_P10_H01	NA	black	0	1.0766	0
MGH53_P10_H02	NA	black	0	0.8024	0
MGH53_P10_H04	NA	black	0	1.4356	0
MGH53_P10_H05	NA	black	0	2.6276	0
MGH53_P10_H06	NA	black	0	1.2945	0
MGH53_P10_H07	NA	black	0	1.5931	0
MGH53_P10_H08	-2.02479822307	black	0	4.5683	0.92372
MGH53_P10_H09	NA	black	0	0	0
MGH53_P10_H10	NA	black	0	3.8776	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	0.831090734461	green3	2	0.38184	0.28806
MGH53_P11_A02	NA	black	0	0.83512	0
MGH53_P11_A03	NA	black	0	0.68527	0
MGH53_P11_A04	NA	black	0	1.24	0
MGH53_P11_A06	0.672754503878	green3	2	0.43829	0.44996
MGH53_P11_A08	NA	black	0	1.266	0
MGH53_P11_A09	0.00280118472188	green3	2	0.98404	1.5331
MGH53_P11_A10	-1.04081435287	green3	2	3.6769	1.119
MGH53_P11_A11	NA	black	0	6.0344	0
MGH53_P11_A12	NA	black	0	1.7677	0
MGH53_P11_B01	NA	black	0	0.52005	0
MGH53_P11_B02	NA	black	0	0.5724	0
MGH53_P11_B04	NA	black	0	0.22033	0
MGH53_P11_B05	NA	black	0	0.84479	0
MGH53_P11_B06	NA	black	0	0.26784	0
MGH53_P11_B07	-0.218259127051	green3	2	0.26664	1.8197
MGH53_P11_B08	NA	black	0	0.31499	0
MGH53_P11_B09	0.10039151848	green3	2	1.2774	2.6745
MGH53_P11_B11	-0.831667484247	green3	2	0.32884	2.6754
MGH53_P11_B12	0.620206125291	green3	2	0.65901	0.071763
MGH53_P11_C01	NA	black	0	0.44573	0
MGH53_P11_C02	NA	black	0	0.91533	0
MGH53_P11_C03	NA	black	0	1.294	0
MGH53_P11_C04	-0.325640509329	green3	2	0.54597	2.1476
MGH53_P11_C05	NA	black	0	0.97159	0
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0.70752	0
MGH53_P11_C08	NA	black	0	0.26183	0
MGH53_P11_C09	NA	black	0	4.492	0
MGH53_P11_C10	NA	black	0	0.49774	0
MGH53_P11_C11	NA	black	0	0.39835	0
MGH53_P11_C12	NA	black	0	1.0496	0
MGH53_P11_D01	NA	black	0	0.45207	0
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	0.291463626918	green3	2	0.85679	0.39506
MGH53_P11_D04	NA	black	0	3.0976	0
MGH53_P11_D05	NA	black	0	1.0759	0
MGH53_P11_D07	0.187230154651	green3	2	0.50792	1.211
MGH53_P11_D08	NA	black	0	0.76469	0
MGH53_P11_D09	NA	black	0	1.8057	0
MGH53_P11_D10	NA	black	0	0.24245	0
MGH53_P11_D11	NA	black	0	0	2.85
MGH53_P11_D12	NA	black	0	0	2.1306
MGH53_P11_E01	NA	black	0	0.64432	0
MGH53_P11_E02	NA	black	0	3.0924	0
MGH53_P11_E04	-0.0816920486548	green3	2	0.49978	1.6853
MGH53_P11_E06	NA	black	0	1.257	0
MGH53_P11_E08	NA	black	0	1.0215	0
MGH53_P11_E09	NA	black	0	0.72509	0
MGH53_P11_E10	NA	black	0	0.37072	0
MGH53_P11_E11	NA	black	0	1.0587	0
MGH53_P11_E12	NA	black	0	1.06	0
MGH53_P11_F01	NA	black	0	0.48646	0
MGH53_P11_F02	-0.349713015384	green3	2	0.56365	2.2107
MGH53_P11_F03	NA	black	0	0.7536	0
MGH53_P11_F04	NA	black	0	0.52507	0
MGH53_P11_F05	NA	black	0	0.96938	0
MGH53_P11_F07	NA	black	0	0.27262	0
MGH53_P11_F10	0.122151287737	green3	2	0.84639	1.0942
MGH53_P11_F11	-0.16746642127	green3	2	0.87499	2.207
MGH53_P11_F12	NA	black	0	0.44148	0
MGH53_P11_G01	-0.430651811956	green3	2	0.80735	2.8941
MGH53_P11_G02	NA	black	0	0.73205	0
MGH53_P11_G03	NA	black	0	0.7277	0
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	0.83915	0
MGH53_P11_G06	-0.806807853414	green3	2	0.81803	4.0564
MGH53_P11_G07	NA	black	0	1.6457	0
MGH53_P11_G08	NA	black	0	0	0.075875
MGH53_P11_G09	NA	black	0	0.79327	0
MGH53_P11_G10	NA	black	0	0.21412	0
MGH53_P11_G11	NA	black	0	0.95829	0
MGH53_P11_G12	0.751496877343	green3	2	0.45838	0.28333
MGH53_P11_H01	NA	black	0	0.44679	0
MGH53_P11_H02	NA	black	0	0.9138	0
MGH53_P11_H04	NA	black	0	0.57918	0
MGH53_P11_H05	0.28774090382	green3	2	0.71896	0.78157
MGH53_P11_H06	NA	black	0	1.0043	0
MGH53_P11_H07	-0.596233997844	green3	2	0.61918	2.782
