Cell_name	Zvalue	Color	Cluster	CREB1	SLC39A1
MGH54_P13_H04	0.214266174571	red	1	0.55483	2.8922
MGH54_P13_H05	NA	black	0	2.3022	0
MGH54_P13_H06	0.165624893624	red	1	0.7866	2.537
MGH54_P13_H07	NA	black	0	0.79327	0
MGH54_P13_H08	NA	black	0	0	0
MGH54_P13_H09	NA	black	0	0	3.924
MGH54_P13_H10	NA	black	0	0.21785	0
MGH54_P13_H11	NA	black	0	0.3173	0
MGH60_P4_A01	NA	black	0	0	0
MGH60_P4_A02	NA	black	0	0	0
MGH60_P4_A03	NA	black	0	2.3334	0
MGH60_P4_A04	NA	black	0	0.514	0
MGH60_P4_A05	NA	black	0	0	0
MGH60_P4_A06	NA	black	0	2.6161	0
MGH60_P4_A07	NA	black	0	0	0
MGH60_P4_A08	NA	black	0	3.4834	0
MGH60_P4_A09	-0.170930110611	red	1	0.93206	5.531
MGH60_P4_A10	NA	black	0	0	0
MGH60_P4_A11	0.704662801632	red	1	0.11237	2.1686
MGH60_P4_A12	NA	black	0	2.717	0
MGH60_P4_B01	NA	black	0	1.9564	0
MGH60_P4_B02	-0.138233691382	red	1	0.26903	4.0921
MGH60_P4_B03	-0.526303442425	red	1	0.45418	5.3872
MGH60_P4_B04	NA	black	0	0.12829	0
MGH60_P4_B05	NA	black	0	0.27143	0
MGH60_P4_B06	NA	black	0	0	0
MGH60_P4_B07	NA	black	0	0	0
MGH60_P4_B08	NA	black	0	0.21909	0
MGH60_P4_B09	NA	black	0	0	5.5768
MGH60_P4_B10	0.950726118218	red	1	0.23879	1.2388
MGH60_P4_B11	-0.766492780994	red	1	0.094912	5.2975
MGH60_P4_B12	NA	black	0	0	0
MGH60_P4_C01	-0.262393667026	red	1	0.8922	5.9502
MGH60_P4_C02	1.5613829714	green3	2	4.2191	4.991
MGH60_P4_C03	NA	black	0	0	0
MGH60_P4_C04	0.77680685285	red	1	3.112	4.6956
MGH60_P4_C05	0.214750405158	red	1	1.6055	4.738
MGH60_P4_C06	-0.165191402927	red	1	0.87499	5.1445
MGH60_P4_C07	NA	black	0	0	0
MGH60_P4_C09	NA	black	0	2.7375	0
MGH60_P4_C11	NA	black	0	0	0
MGH60_P4_C12	NA	black	0	0.064883	0
MGH60_P4_D01	NA	black	0	0	0
MGH60_P4_D02	NA	black	0	3.1421	0
MGH60_P4_D03	0.864203727887	red	1	2.1935	5.5618
MGH60_P4_D04	1.17197056786	green3	2	2.7031	5.4344
MGH60_P4_D05	-4.06160699181	black	0	3.6572	0.61447
MGH60_P4_D06	NA	black	0	0	0
MGH60_P4_D07	-0.66343310018	red	1	0.22651	5.2899
MGH60_P4_D08	NA	black	0	3.3606	0
MGH60_P4_D10	NA	black	0	3.2012	0
MGH60_P4_D12	NA	black	0	2.2412	0
MGH60_P4_E01	NA	black	0	2.7031	0
MGH60_P4_E02	NA	black	0	0	0
MGH60_P4_E03	NA	black	0	3.6226	0
MGH60_P4_E04	NA	black	0	0.10836	0
MGH60_P4_E05	NA	black	0	2.7517	0
MGH60_P4_E06	-0.424520901448	red	1	0.13488	4.6497
MGH60_P4_E07	NA	black	0	0	0
MGH60_P4_E08	NA	black	0	0.30918	0
MGH60_P4_E09	NA	black	0	0	0
MGH60_P4_E11	NA	black	0	0	0
MGH60_P4_E12	NA	black	0	0	5.0228
MGH60_P4_F01	NA	black	0	2.7095	0
MGH60_P4_F02	NA	black	0	0	0
MGH60_P4_F03	NA	black	0	0	0
MGH60_P4_F04	NA	black	0	0.11103	0
MGH60_P4_F05	NA	black	0	0	0
MGH60_P4_F06	-0.048725079364	red	1	0.13881	3.8442
MGH60_P4_F07	NA	black	0	0	3.0694
MGH60_P4_F08	NA	black	0	0	0
MGH60_P4_F09	NA	black	0	0	0
MGH60_P4_F10	NA	black	0	0	5.1721
MGH60_P4_F11	NA	black	0	0	0
MGH60_P4_F12	NA	black	0	0	0
MGH60_P4_G01	NA	black	0	2.0868	0
MGH60_P4_G02	NA	black	0	3.5638	0
MGH60_P4_G03	NA	black	0	0	0
MGH60_P4_G04	NA	black	0	0.071763	0
MGH60_P4_G05	NA	black	0	0	0
MGH60_P4_G06	NA	black	0	1.6429	0
MGH60_P4_G07	NA	black	0	0	4.4393
MGH60_P4_G08	NA	black	0	0	0
MGH60_P4_G09	2.75493503546	black	0	4.2295	5.8161
MGH60_P4_G10	-0.268736580227	red	1	0.18777	4.3542
MGH60_P4_G11	NA	black	0	0	0
MGH60_P4_G12	0.535831851551	red	1	0.059355	2.6159
MGH60_P4_H01	NA	black	0	0	4.5267
MGH60_P4_H03	NA	black	0	0.6248	0
MGH60_P4_H04	NA	black	0	4.013	0
MGH60_P4_H06	NA	black	0	0	4.1774
MGH60_P4_H07	NA	black	0	3.9416	0
MGH60_P4_H08	1.36541034876	green3	2	2.5531	5.8991
MGH60_P4_H09	NA	black	0	0.18142	0
MGH60_P4_H10	NA	black	0	2.5726	0
MGH60_P4_H11	NA	black	0	0	0
MGH60_P4_H12	NA	black	0	3.0218	0
MGH60_P5_A01	NA	black	0	0.10702	0
MGH60_P5_A02	NA	black	0	0	0
MGH60_P5_A03	NA	black	0	0	0
MGH60_P5_A04	NA	black	0	0	0
MGH60_P5_A05	NA	black	0	0	0
MGH60_P5_A06	NA	black	0	0	2.954
MGH60_P5_A07	NA	black	0	0.052416	0
MGH60_P5_A08	NA	black	0	2.8276	0
MGH60_P5_A09	NA	black	0	0	0
MGH60_P5_A10	1.68750125289	green3	2	3.3485	5.4976
MGH60_P5_A11	NA	black	0	0.09356	0
MGH60_P5_A12	NA	black	0	0	0
MGH60_P5_B01	NA	black	0	0.70044	0
MGH60_P5_B02	-0.344636578329	red	1	1.771	2.7615
MGH60_P5_B03	NA	black	0	0	0
MGH60_P5_B04	NA	black	0	0	0.38184
MGH60_P5_B05	NA	black	0	1.7592	0
MGH60_P5_B06	NA	black	0	0	0
MGH60_P5_B07	NA	black	0	0	0
MGH60_P5_B08	NA	black	0	0	0
MGH60_P5_B09	-0.908536954052	red	1	0.20038	5.7786
MGH60_P5_B10	1.67711011767	green3	2	3.5286	5.3734
MGH60_P5_B12	NA	black	0	0	2.5216
MGH60_P5_C01	NA	black	0	0	0
MGH60_P5_C02	NA	black	0	1.9138	0
MGH60_P5_C03	NA	black	0	0	4.4926
MGH60_P5_C04	NA	black	0	2.3768	0
MGH60_P5_C05	NA	black	0	3.242	0
MGH60_P5_C06	0.748044180732	red	1	0.19535	1.9042
MGH60_P5_C07	NA	black	0	0.22651	0
MGH60_P5_C08	0.217035131375	red	1	0.16864	3.2388
MGH60_P5_C09	NA	black	0	4.4518	0
MGH60_P5_C10	NA	black	0	0	0
MGH60_P5_C11	NA	black	0	0.11636	0
MGH60_P5_C12	NA	black	0	0	0
MGH60_P5_D01	NA	black	0	0	5.801
MGH60_P5_D02	NA	black	0	3.1329	0
MGH60_P5_D03	NA	black	0	0.21412	0
MGH60_P5_D04	NA	black	0	2.5878	0
MGH60_P5_D05	NA	black	0	0	1.0279
MGH60_P5_D06	NA	black	0	3.5872	0
MGH60_P5_D07	NA	black	0	0	0
MGH60_P5_D08	NA	black	0	0	0
MGH60_P5_D09	NA	black	0	0	0
MGH60_P5_D10	NA	black	0	0	0
MGH60_P5_D11	NA	black	0	0	0
MGH60_P5_D12	NA	black	0	0	0
MGH60_P5_E01	NA	black	0	0	0
MGH60_P5_E02	NA	black	0	0.16607	0
MGH60_P5_E03	0.120804271142	red	1	1.275	5.6989
MGH60_P5_E04	NA	black	0	3.0795	0
MGH60_P5_E05	NA	black	0	0	0
MGH60_P5_E06	NA	black	0	0	0
MGH60_P5_E07	NA	black	0	0.17505	0
MGH60_P5_E08	NA	black	0	0	4.7843
MGH60_P5_E09	NA	black	0	0	0
MGH60_P5_E10	NA	black	0	1.4772	0
MGH60_P5_E11	NA	black	0	0.98039	0
MGH60_P5_E12	NA	black	0	0.074505	0
MGH60_P5_F01	NA	black	0	0.21909	0
MGH60_P5_F02	NA	black	0	0	0
MGH60_P5_F03	NA	black	0	0.80157	0
MGH60_P5_F04	NA	black	0	0.94261	0
MGH60_P5_F05	NA	black	0	0	0
MGH60_P5_F06	NA	black	0	0	0
MGH60_P5_F07	NA	black	0	0	0
MGH60_P5_F08	-0.0469729648998	red	1	0.54794	3.9345
MGH60_P5_F09	NA	black	0	0.301	0
MGH60_P5_F11	NA	black	0	0.13356	0
MGH60_P5_F12	0.71457300087	red	1	0.027154	2.2768
MGH60_P5_G01	1.48725133977	green3	2	0.11636	0.25217
MGH60_P5_G02	NA	black	0	0	5.3901
MGH60_P5_G03	-0.33867273568	red	1	0.14926	4.4794
MGH60_P5_G04	-3.54461568084	black	0	3.3916	0.69777
MGH60_P5_G05	0.223352973268	red	1	0.16221	3.2274
MGH60_P5_G06	NA	black	0	0.16993	0
MGH60_P5_G07	NA	black	0	0	0
MGH60_P5_G08	NA	black	0	0.17505	0
MGH60_P5_G09	NA	black	0	0	0
MGH60_P5_G10	NA	black	0	1.6794	0
MGH60_P5_G11	NA	black	0	0	0
MGH60_P5_G12	NA	black	0	0.027154	0
MGH60_P5_H01	NA	black	0	0	0
MGH60_P5_H02	NA	black	0	1.7638	0
MGH60_P5_H03	NA	black	0	0	5.4487
MGH60_P5_H04	NA	black	0	0	3.8856
MGH60_P5_H05	NA	black	0	0	2.6769
MGH60_P5_H06	-0.0142499296015	red	1	0.94486	3.9637
MGH60_P5_H07	NA	black	0	0	0
MGH60_P5_H08	NA	black	0	3.2853	0
MGH60_P5_H09	0.671504247459	red	1	0.10434	2.2576
MGH60_P5_H10	NA	black	0	0	4.8511
MGH60_P5_H11	NA	black	0	0	3.3467
MGH60_P5_H12	1.62160684458	green3	2	0.011496	0.33342
MGH60_P6_A01	NA	black	0	0	0
MGH60_P6_A02	NA	black	0	2.9256	0
MGH60_P6_A03	NA	black	0	3.2726	0
MGH60_P6_A04	NA	black	0	0.094912	0
MGH60_P6_A05	NA	black	0	2.926	0
MGH60_P6_A06	NA	black	0	0.05797	0
MGH60_P6_A07	NA	black	0	0.1003	0
MGH60_P6_A08	NA	black	0	0.04684	0
MGH60_P6_A09	NA	black	0	1.3685	0
MGH60_P6_A10	-2.11940480598	red	1	3.5025	2.0486
MGH60_P6_A11	1.54376760934	green3	2	0.067639	0.30685
MGH60_P6_A12	NA	black	0	0.17505	0
MGH60_P6_B01	NA	black	0	0	0
MGH60_P6_B03	NA	black	0	0	0
MGH60_P6_B04	NA	black	0	0	0
MGH60_P6_B05	NA	black	0	0.16607	0
MGH60_P6_B06	NA	black	0	2.8675	0
MGH60_P6_B07	NA	black	0	0	0
MGH60_P6_B08	NA	black	0	2.236	0
MGH60_P6_B09	NA	black	0	1.1454	0
MGH60_P6_B10	NA	black	0	0	5.2047
MGH60_P6_B11	NA	black	0	0.38736	0
MGH60_P6_B12	0.610454684547	red	1	3.0587	4.533
MGH60_P6_C02	NA	black	0	0	0
MGH60_P6_C03	NA	black	0	0.19787	0
MGH60_P6_C05	NA	black	0	1.4404	0
MGH60_P6_C06	NA	black	0	0.6951	0
MGH60_P6_C07	NA	black	0	0	0
MGH60_P6_C08	NA	black	0	0	0
MGH60_P6_C09	NA	black	0	3.729	0
MGH60_P6_C10	NA	black	0	0	0
MGH60_P6_C11	NA	black	0	0.50284	0
MGH60_P6_D01	NA	black	0	0	0
MGH60_P6_D03	NA	black	0	4.558	0
MGH60_P6_D04	NA	black	0	0	0
MGH60_P6_D05	NA	black	0	0	0
MGH60_P6_D06	NA	black	0	0.25338	0
MGH60_P6_D07	NA	black	0	0	0
MGH60_P6_D08	NA	black	0	3.6582	0
MGH60_P6_D09	NA	black	0	0.31846	0
MGH60_P6_D11	NA	black	0	3.5548	0
MGH60_P6_D12	NA	black	0	0	5.231
MGH60_P6_E01	NA	black	0	0	6.195
MGH60_P6_E02	NA	black	0	3.6754	0
MGH60_P6_E03	NA	black	0	0.15316	0
MGH60_P6_E04	NA	black	0	0	2.8604
MGH60_P6_E05	NA	black	0	0	2.1352
MGH60_P6_E06	-0.411047922871	red	1	1.8123	2.6358
MGH60_P6_E07	NA	black	0	3.7094	0
MGH60_P6_E08	0.558004409416	red	1	2.5432	4.6735
MGH60_P6_E09	NA	black	0	0.81147	0
MGH60_P6_E10	NA	black	0	0.99856	0
MGH60_P6_E11	NA	black	0	3.7997	0
MGH60_P6_E12	NA	black	0	0	0
MGH60_P6_F02	NA	black	0	0.21412	0
MGH60_P6_F03	2.27696277488	black	0	4.3621	5.4246
MGH60_P6_F04	NA	black	0	0	0
MGH60_P6_F05	NA	black	0	0	4.887
MGH60_P6_F06	NA	black	0	0	6.5857
MGH60_P6_F07	NA	black	0	0	1.512
MGH60_P6_F08	NA	black	0	2.1696	0
MGH60_P6_F09	0.874396814578	red	1	2.9721	4.865
MGH60_P6_F10	NA	black	0	1.8028	0
MGH60_P6_F11	NA	black	0	0	0
MGH60_P6_F12	NA	black	0	0	5.0463
MGH60_P6_G01	NA	black	0	0	4.5948
MGH60_P6_G02	NA	black	0	0	0
MGH60_P6_G03	-0.222200376515	red	1	0.44996	4.4584
MGH60_P6_G04	NA	black	0	3.2469	0
MGH60_P6_G05	NA	black	0	2.9922	0
MGH60_P6_G06	NA	black	0	0.79826	0
MGH60_P6_G07	1.4315424212	green3	2	3.4065	5.2162
MGH60_P6_G08	NA	black	0	0.21288	0
MGH60_P6_G10	NA	black	0	0.10568	0
MGH60_P6_G11	0.0659496482956	red	1	1.2166	5.5702
MGH60_P6_G12	NA	black	0	0.14666	0
MGH60_P6_H01	NA	black	0	0.067639	0
MGH60_P6_H02	NA	black	0	2.9366	0
MGH60_P6_H03	NA	black	0	0.24975	0
MGH60_P6_H04	NA	black	0	3.0289	0
MGH60_P6_H06	NA	black	0	2.1868	0
MGH60_P6_H07	NA	black	0	1.0151	0
MGH60_P6_H08	NA	black	0	0.11636	0
MGH60_P6_H09	NA	black	0	0.042644	0
MGH60_P6_H10	NA	black	0	1.005	0
MGH60_P6_H11	-0.93386432153	red	1	0.22651	5.8907
MGH60_P6_H12	NA	black	0	0	0
MGH60_P7_A01	NA	black	0	0.23634	0
MGH60_P7_A02	NA	black	0	4.4317	0
MGH60_P7_A03	0.0307641056967	red	1	1.2041	4.516
MGH60_P7_A04	NA	black	0	2.5845	0
MGH60_P7_A05	NA	black	0	0.09356	0
MGH60_P7_A06	NA	black	0	0.15316	0
MGH60_P7_A07	NA	black	0	0.10434	0
MGH60_P7_A08	NA	black	0	0	0
MGH60_P7_A09	NA	black	0	0	4.2889
MGH60_P7_A10	NA	black	0	0	0
MGH60_P7_A11	-0.799996580861	red	1	0.069015	5.3241
MGH60_P7_A12	-0.91340599254	red	1	0.13488	5.6584
MGH60_P7_B02	NA	black	0	0	0.89685
MGH60_P7_B03	NA	black	0	0	0
MGH60_P7_B04	NA	black	0	2.4249	0
MGH60_P7_B05	NA	black	0	0	0
MGH60_P7_B06	NA	black	0	0	0
MGH60_P7_B07	NA	black	0	0	0
MGH60_P7_B08	NA	black	0	0	0
MGH60_P7_B09	NA	black	0	0.041243	0
MGH60_P7_B10	NA	black	0	0	5.1529
MGH60_P7_B11	0.614840625411	red	1	3.5059	4.4324
MGH60_P7_B12	NA	black	0	0.059355	0
MGH60_P7_C01	-0.0488505946877	red	1	1.7053	3.638
MGH60_P7_C02	NA	black	0	0	0
MGH60_P7_C03	NA	black	0	0	0
MGH60_P7_C04	NA	black	0	0	0
MGH60_P7_C05	NA	black	0	0	0
MGH60_P7_C06	-0.376132734303	red	1	0.15056	4.5611
MGH60_P7_C07	NA	black	0	0.12829	0
MGH60_P7_C08	NA	black	0	3.9476	0
MGH60_P7_C09	NA	black	0	0.090853	0
MGH60_P7_C10	0.00775537767571	red	1	1.1375	4.7916
MGH60_P7_C11	NA	black	0	2.2057	0
MGH60_P7_C12	NA	black	0	3.2228	0
MGH60_P7_D01	0.525317588438	red	1	3.327	4.3823
MGH60_P7_D02	NA	black	0	0.49262	0
MGH60_P7_D03	NA	black	0	0	0
MGH60_P7_D04	-0.0520558966386	red	1	0.32998	3.8883
MGH60_P7_D05	NA	black	0	0	6.0352
MGH60_P7_D06	NA	black	0	0	5.4341
MGH60_P7_D08	NA	black	0	1.7172	0
MGH60_P7_D09	NA	black	0	0.074505	0
MGH60_P7_D10	NA	black	0	0	0
MGH60_P7_D11	NA	black	0	0.18523	0
MGH60_P7_D12	NA	black	0	2.8982	0
MGH60_P7_E01	NA	black	0	0	0
MGH60_P7_E02	NA	black	0	4.5821	0
MGH60_P7_E03	NA	black	0	0.72334	0
MGH60_P7_E04	NA	black	0	0.19912	0
MGH60_P7_E05	NA	black	0	0	0
MGH60_P7_E06	-0.26006498684	red	1	0.20664	4.3477
MGH60_P7_E07	NA	black	0	0.069015	0
MGH60_P7_E08	0.0661193101618	red	1	1.2431	4.9727
MGH60_P7_E09	NA	black	0	0	0
MGH60_P7_E11	NA	black	0	0	0
MGH60_P7_E12	NA	black	0	0.11902	0
MGH60_P7_F01	NA	black	0	0	0
MGH60_P7_F03	1.45119272522	green3	2	0.071763	0.51501
MGH60_P7_F04	NA	black	0	0	0
MGH60_P7_F05	NA	black	0	4.5833	0
MGH60_P7_F06	NA	black	0	4.4324	0
MGH60_P7_F07	-0.172621485294	red	1	0.81065	4.9304
MGH60_P7_F08	NA	black	0	0	0
MGH60_P7_F10	-0.0192643081105	red	1	1.0827	4.8189
MGH60_P7_F11	NA	black	0	0	2.2747
MGH60_P7_F12	-0.754302587396	red	1	0.079975	5.2516
MGH60_P7_G01	NA	black	0	0	0
MGH60_P7_G02	NA	black	0	0	0
MGH60_P7_G03	NA	black	0	0.93206	0
MGH60_P7_G04	NA	black	0	0	5.3739
MGH60_P7_G05	NA	black	0	0.73379	0
MGH60_P7_G06	NA	black	0	0.037031	0
MGH60_P7_G07	-0.700931299905	red	1	0.14796	5.2449
MGH60_P7_G08	NA	black	0	0.063503	0
MGH60_P7_G09	NA	black	0	0	5.2469
MGH60_P7_G10	NA	black	0	2.6633	0
MGH60_P7_G11	NA	black	0	0.0071955	0
MGH60_P7_G12	0.745337919589	red	1	0.045443	2.1846
MGH60_P7_H01	NA	black	0	0.2228	0
MGH60_P7_H02	0.0427564975654	red	1	0.15575	3.6417
MGH60_P7_H03	NA	black	0	0.017209	0
MGH60_P7_H04	NA	black	0	0.044044	0
MGH60_P7_H05	NA	black	0	0	0
MGH60_P7_H06	NA	black	0	0	0
MGH60_P7_H07	NA	black	0	0.098958	0
MGH60_P7_H08	NA	black	0	0	0
MGH60_P7_H09	NA	black	0	0.035624	0
MGH60_P7_H10	NA	black	0	0	5.8226
MGH60_P7_H11	NA	black	0	0	0
MGH60_P7_H12	NA	black	0	2.7723	0
MGH60_P3_A01	NA	black	0	0	4.628
MGH60_P3_A02	NA	black	0	0	4.0189
MGH60_P3_A03	NA	black	0	0	0
MGH60_P3_A06	1.23773816603	green3	2	3.5635	4.9662
MGH60_P3_A07	NA	black	0	0	0
MGH60_P3_A08	NA	black	0	0	0.90843
MGH60_P3_A09	NA	black	0	0	3.8552
MGH60_P3_A10	NA	black	0	0	0
MGH60_P3_A11	NA	black	0	0	1.0524
MGH60_P3_A12	NA	black	0	3.6153	0
MGH60_P3_B01	NA	black	0	0	3.5564
MGH60_P3_B04	NA	black	0	0	3.2096
MGH60_P3_B06	NA	black	0	0	5.5814
MGH60_P3_B07	NA	black	0	0	0
MGH60_P3_B10	NA	black	0	3.9865	0
MGH60_P3_B11	NA	black	0	0	0
MGH60_P3_B12	NA	black	0	0	0
MGH60_P3_C03	NA	black	0	2.4957	0
MGH60_P3_C04	NA	black	0	0	5.2973
MGH60_P3_C07	NA	black	0	0	0
MGH60_P3_C08	NA	black	0	0	0
MGH60_P3_C09	NA	black	0	0	0
MGH60_P3_D01	NA	black	0	0	0
MGH60_P3_D03	NA	black	0	0	0
MGH60_P3_D04	NA	black	0	0	0
MGH60_P3_D07	NA	black	0	0	6.2249
MGH60_P3_D08	NA	black	0	2.4759	0
MGH60_P3_D09	NA	black	0	2.2582	0
MGH60_P3_D10	NA	black	0	0	5.1099
MGH60_P3_D11	-0.313373429199	red	1	0.38515	4.6518
MGH60_P3_E02	NA	black	0	0	0
MGH60_P3_E03	NA	black	0	0	0
MGH60_P3_E04	NA	black	0	0	4.0887
MGH60_P3_E06	NA	black	0	0	0
MGH60_P3_E07	NA	black	0	0	0
MGH60_P3_E08	NA	black	0	3.0832	0
MGH60_P3_E09	NA	black	0	0.72159	0
MGH60_P3_E10	NA	black	0	0	0
MGH60_P3_E11	-0.426359732887	red	1	0.51702	5.2227
MGH60_P3_E12	NA	black	0	0.39944	0
MGH60_P3_F01	NA	black	0	3.4445	0
MGH60_P3_F02	NA	black	0	1.7493	0
MGH60_P3_F03	NA	black	0	0.24367	0
MGH60_P3_F04	NA	black	0	0.31499	0
MGH60_P3_F06	NA	black	0	0	0
MGH60_P3_F07	NA	black	0	0	0
MGH60_P3_F08	NA	black	0	0	4.4828
MGH60_P3_F09	NA	black	0	0	4.0992
MGH60_P3_F10	NA	black	0	0	0
MGH60_P3_F11	NA	black	0	0	0
MGH60_P3_F12	NA	black	0	0.26664	0
MGH60_P3_G02	NA	black	0	0	0
MGH60_P3_G04	NA	black	0	0	3.9356
MGH60_P3_G05	NA	black	0	0	5.1966
MGH60_P3_G06	NA	black	0	0	2.7051
MGH60_P3_G07	0.0808493489495	red	1	2.0444	4.0043
MGH60_P3_G08	NA	black	0	0	0
MGH60_P3_G10	NA	black	0	0	0
MGH60_P3_G11	0.813862425392	red	1	2.0079	5.8136
MGH60_P3_H02	NA	black	0	0	0
MGH60_P3_H03	NA	black	0	0	5.7419
MGH60_P3_H04	NA	black	0	0	0
MGH60_P3_H06	NA	black	0	0	0
MGH60_P3_H07	NA	black	0	0.46676	0
MGH60_P3_H08	NA	black	0	0	0
MGH60_P3_H09	NA	black	0	0.56267	0
MGH60_P3_H10	NA	black	0	0	0
MGH60_P3_H11	NA	black	0	0	5.3018
MGH60_P3_H12	NA	black	0	0	0
97_P3_G07	NA	black	0	2.0236	0
97_P3_G10	1.3575423489	green3	2	0.12565	0.54794
97_P3_H02	NA	black	0	0	0
97_P3_A07	NA	black	0	0	0
97_P3_C03	NA	black	0	0	0
97_P3_H09	NA	black	0	0	4.3491
97_P3_H12	0.125247584697	red	1	1.6902	4.2626
97_P3_H08	NA	black	0	0	0
97_P3_E02	NA	black	0	0	0
97_P3_E07	NA	black	0	2.1792	0
97_P3_C07	NA	black	0	0	0
97_P3_E04	NA	black	0	0	2.826
97_P3_C04	NA	black	0	0	2.4738
97_P3_F10	NA	black	0	3.2692	0
97_P3_F03	NA	black	0	0.76299	0
97_P3_A09	0.567412624359	red	1	0.13093	2.4586
97_P3_G04	NA	black	0	0	0
97_P3_E09	0.832765371467	red	1	0.48543	0.4916
97_P3_B08	NA	black	0	0	4.1664
97_P3_B12	NA	black	0	0	0
97_P3_E05	NA	black	0	0	2.1741
97_P3_D03	NA	black	0	2.2675	0
97_P3_D11	NA	black	0	0	0
97_P3_H11	NA	black	0	2.0018	0
97_P3_C10	NA	black	0	2.2711	0
97_P3_G08	NA	black	0	0.1137	0
97_P3_F06	NA	black	0	0	0
97_P3_C01	-0.214622006488	red	1	0.067639	4.1702
97_P3_A04	NA	black	0	0	0
97_P3_C09	NA	black	0	1.9302	0
97_P3_D10	NA	black	0	0	0
97_P3_H07	0.494895613413	red	1	0.085425	2.6767
97_P3_E01	NA	black	0	1.0759	0
97_P3_E03	NA	black	0	0	3.762
97_P3_B10	NA	black	0	0	0
97_P3_F05	NA	black	0	2.3317	0
97_P3_G12	NA	black	0	0.11237	0
97_P3_B04	NA	black	0	0	0
97_P3_B02	NA	black	0	1.26	0
97_P3_B07	NA	black	0	1.8766	0
97_P3_G02	NA	black	0	0	2.7416
97_P3_G11	NA	black	0	1.6576	0
97_P3_F11	NA	black	0	0	2.2675
97_P3_H03	NA	black	0	0	3.3096
97_P3_C02	NA	black	0	0	0
97_P3_G06	NA	black	0	0.31615	0
97_P3_B01	NA	black	0	0	0
97_P3_B05	NA	black	0	0	0
97_P3_E10	NA	black	0	0.1776	0
97_P3_G01	NA	black	0	0.12168	0
97_P3_A08	-1.159704683	red	1	2.8036	2.4415
97_P3_A03	NA	black	0	0	0
97_P3_B03	NA	black	0	1.7579	0
97_P3_D01	NA	black	0	0.83026	0
97_P3_G03	NA	black	0	0.067639	0
97_P3_E11	NA	black	0	0.16479	0
97_P3_D04	NA	black	0	0	0
97_P3_A11	0.404576306942	red	1	2.0272	4.7654
97_P3_C12	NA	black	0	0.31615	0
97_P3_D02	-0.1564512932	red	1	2.622	3.6317
97_P3_E08	NA	black	0	0	3.4949
97_P3_D05	NA	black	0	1.9411	0
97_P3_D12	-0.0807770990029	red	1	1.0752	0.40817
97_P3_D09	-0.273564177554	red	1	1.5661	2.6274
97_P3_F01	1.19373037905	green3	2	0.092207	1.0656
97_P3_F07	NA	black	0	0	0
97_P3_B11	NA	black	0	0	0
97_P3_H05	NA	black	0	0.063503	0
97_P3_F12	NA	black	0	0	4.3269
97_P3_F04	-0.0137424719089	red	1	1.005	4.0657
97_P3_C11	-0.13768868138	red	1	2.0895	3.5324
97_P3_F08	-0.0598973366068	red	1	1.8404	3.6434
97_P3_C05	NA	black	0	1.3397	0
97_P3_F09	0.1076355249	red	1	1.7355	4.171
97_P3_G05	NA	black	0	1.0079	0
97_P3_A10	0.22599937098	red	1	0.08134	3.2596
97_P3_A05	-0.486029800104	red	1	2.3343	3.0149
97_P3_C06	NA	black	0	0.20038	0
97_P3_F02	NA	black	0	0	0
97_P3_D07	NA	black	0	0	0
97_P3_C08	NA	black	0	0	0
97_P3_A01	NA	black	0	0	0
97_P3_H04	NA	black	0	0.99422	0
97_P3_D08	NA	black	0	0.94336	0
97_P3_E06	NA	black	0	1.7887	0
97_P3_E12	0.457284299984	red	1	0.20539	2.6262
97_P3_A02	NA	black	0	1.105	0
97_P3_B06	-0.214243262925	red	1	0.15445	4.2125
97_P3_H10	-0.151908858645	red	1	1.6668	3.2517
97_P5_B09	NA	black	0	0	3.8146
97_P5_C06	NA	black	0	4.2618	0
97_P5_B10	-0.0316620429827	red	1	0.95084	4.1988
97_P6_G02	NA	black	0	0	1.8612
97_P6_E06	0.016067965223	red	1	1.1808	4.2602
97_P6_A03	0.105210662869	red	1	0.38515	3.4332
97_P5_F07	NA	black	0	0	0
97_P5_B05	NA	black	0	0.053806	0
97_P6_B11	NA	black	0	0	4.3878
97_P6_E08	NA	black	0	2.945	0
97_P6_A09	-0.136914089944	red	1	0.11103	4.0272
97_P6_B04	0.563624325969	red	1	0.11103	2.4936
97_P5_A02	NA	black	0	0	0
97_P5_C02	NA	black	0	0.66175	0
97_P6_F09	NA	black	0	1.7251	0
97_P5_A04	-0.551279054058	red	1	0.15056	4.9345
97_P5_C04	NA	black	0	0	1.8201
97_P6_D07	-0.0249072733513	red	1	1.0489	0.73205
97_P6_A12	1.21727965131	green3	2	0.21537	0.56755
97_P6_C06	NA	black	0	0	0
97_P6_H04	NA	black	0	0.13093	0
97_P5_D09	-0.0581718209986	red	1	0.12565	3.8626
97_P6_F03	NA	black	0	2.1013	0
97_P6_F11	NA	black	0	1.9203	0
97_P6_H09	NA	black	0	0.17121	0
97_P6_B08	0.153921096656	red	1	2.5748	4.0679
97_P5_A10	0.0367467105972	red	1	0.90227	3.3567
97_P6_H07	NA	black	0	0	0
97_P6_C09	0.00161278218612	red	1	0.82701	3.7554
97_P5_G04	NA	black	0	0	4.3402
97_P6_H01	NA	black	0	1.9902	0
97_P5_B06	NA	black	0	0.21039	0
97_P5_E04	NA	black	0	2.2271	0
97_P6_B10	NA	black	0	0.12565	0
