Cell_name	Zvalue	Color	Cluster	F3	SP1
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0.40926	0
MGH53_P7_B03	NA	black	0	0	0.67627
MGH53_P7_B04	NA	black	0	0	0.11237
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0.23756	0
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	NA	black	0	0	1.6285
MGH53_P7_B11	NA	black	0	0.64062	0
MGH53_P7_B12	0.402405330965	red	1	0.32193	0.36625
MGH53_P7_C01	NA	black	0	0	4.0677
MGH53_P7_C02	-0.43139951787	red	1	0.76977	3.4849
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	NA	black	0	0	0.35727
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	NA	black	0	0.17121	0
MGH53_P7_C11	NA	black	0	0.21164	0
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0.65444	0
MGH53_P7_D02	NA	black	0	1.2073	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	0	1.8824
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	-0.0330762713278	red	1	0.72857	1.6475
MGH53_P7_D10	NA	black	0	0	2.9046
MGH53_P7_D11	NA	black	0	0	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0.45523	0
MGH53_P7_E02	NA	black	0	2.2558	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0.44784	0
MGH53_P7_E05	NA	black	0	0.4351	0
MGH53_P7_E06	NA	black	0	0	1.3651
MGH53_P7_E07	NA	black	0	0	0.73812
MGH53_P7_E08	NA	black	0	0.27858	0
MGH53_P7_E09	NA	black	0	0.2558	0
MGH53_P7_E10	NA	black	0	0.29983	0
MGH53_P7_E11	NA	black	0	0.3115	0
MGH53_P7_E12	NA	black	0	0	2.0465
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0	2.6693
MGH53_P7_F05	NA	black	0	0.87578	0
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	NA	black	0	0	1.7424
MGH53_P7_F09	0.217946828473	red	1	0.56852	0.50386
MGH53_P7_F10	NA	black	0	0	0.27501
MGH53_P7_F11	NA	black	0	0.34369	0
MGH53_P7_F12	0.420674102584	red	1	0.41792	0.069015
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	4.3102
MGH53_P7_G04	0.210091279966	red	1	0.30685	0.91915
MGH53_P7_G05	NA	black	0	0.20664	0
MGH53_P7_G06	NA	black	0	0.25217	0
MGH53_P7_G07	NA	black	0	0.21039	0
MGH53_P7_G08	NA	black	0	0.18142	0
MGH53_P7_G09	NA	black	0	0.57918	0
MGH53_P7_G10	NA	black	0	0	0.098958
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	3.4976
MGH53_P7_H04	NA	black	0	0.51904	0
MGH53_P7_H05	-0.322840028455	red	1	0.27023	2.1276
MGH53_P7_H06	NA	black	0	0	0
MGH53_P7_H07	NA	black	0	0.085425	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0.40599	0
MGH53_P7_H11	NA	black	0	0	0.88284
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	NA	black	0	0	0
MGH53_P8_A03	NA	black	0	0	0.73725
MGH53_P8_A04	NA	black	0	0.38405	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	NA	black	0	0.42116	0
MGH53_P8_A08	NA	black	0	0.38626	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0	3.0277
MGH53_P8_A11	NA	black	0	0	0
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0.38294
MGH53_P8_B10	0.368483428092	red	1	0.38626	0.34255
MGH53_P8_B11	NA	black	0	0.30568	0
MGH53_P8_B12	NA	black	0	0.39067	0
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	0
MGH53_P8_C04	NA	black	0	0.57918	0
MGH53_P8_C08	NA	black	0	0	0
MGH53_P8_C09	NA	black	0	0	3.9183
MGH53_P8_C10	NA	black	0	5.6803	0
MGH53_P8_C11	NA	black	0	0	4.227
MGH53_P8_C12	NA	black	0	0.53506	0
MGH53_P8_D01	NA	black	0	1.0573	0
MGH53_P8_D02	-0.380967733846	red	1	0.16221	2.1467
MGH53_P8_D03	NA	black	0	1.0922	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	0	3.8745
MGH53_P8_D06	NA	black	0	0	0.2228
MGH53_P8_D07	NA	black	0	0	1.6262
MGH53_P8_D08	NA	black	0	0.51602	0
MGH53_P8_D09	0.379568418183	red	1	0.46571	0.077243
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0.94186	0
MGH53_P8_E03	NA	black	0	0	0.1903
MGH53_P8_E04	NA	black	0	0.53406	0
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0.39835	0
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	-0.0792948232057	red	1	1.0257	0.13881
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	NA	black	0	0	0.20539
MGH53_P8_F07	NA	black	0	0	1.5524
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	NA	black	0	0	0
MGH53_P8_F11	NA	black	0	0	0
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0.52907	0
MGH53_P8_G03	0.00381944212652	red	1	0.95457	0.76129
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	0.418559612447	red	1	0.37184	0.20664
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0	1.5573
MGH53_P8_G08	NA	black	0	0.49467	0
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	NA	black	0	0.32884	0
MGH53_P8_G12	NA	black	0	0	1.5385
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0.37072	0
MGH53_P8_H03	NA	black	0	0	0
MGH53_P8_H04	NA	black	0	0.30918	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0.89375	0
MGH53_P8_H08	NA	black	0	0.98331	0
MGH53_P8_H09	NA	black	0	0.16479	0
MGH53_P8_H10	NA	black	0	0.61353	0
MGH53_P8_H11	NA	black	0	0.15834	0
MGH53_P8_H12	NA	black	0	2.9054	0
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	0	0
MGH53_P1_A06	0.444075491993	red	1	0.37184	0.11902
MGH53_P1_A07	0.491718540026	red	1	0.23756	0.27262
MGH53_P1_A08	-0.63193271171	red	1	0.24853	2.6982
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	NA	black	0	0.28688	0
MGH53_P1_B09	NA	black	0	0	0
MGH53_P1_B11	NA	black	0	0.30801	0
MGH53_P1_C03	NA	black	0	0	0
MGH53_P1_C06	0.448072979865	red	1	0.2558	0.35614
MGH53_P1_C09	-0.270893969728	red	1	0.62012	2.4631
MGH53_P1_C10	NA	black	0	0	0.83915
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	0	0
MGH53_P1_D12	NA	black	0	0.24245	0
MGH53_P1_E09	NA	black	0	0	0
MGH53_P1_E12	NA	black	0	0	0
MGH53_P12_A01	NA	black	0	0	0
MGH53_P12_A02	NA	black	0	0.35727	0
MGH53_P12_A03	-1.1545211003	red	1	0.24001	3.589
MGH53_P12_A04	NA	black	0	0	0.084064
MGH53_P12_A05	NA	black	0	0.28333	0
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	NA	black	0	0	3.4831
MGH53_P12_A09	NA	black	0	0.20038	0
MGH53_P12_A10	NA	black	0	0.29042	0
MGH53_P12_A11	0.426848799757	red	1	0.27501	0.38073
MGH53_P12_A12	NA	black	0	0.23143	0
MGH53_P12_B01	-0.409629898769	red	1	0.26183	2.2928
MGH53_P12_B02	NA	black	0	0	2.5563
MGH53_P12_B03	NA	black	0	0.23266	0
MGH53_P12_B04	NA	black	0	0.27023	0
MGH53_P12_B05	NA	black	0	0.1865	0
MGH53_P12_B06	NA	black	0	0.7277	0
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	-0.0345640966299	red	1	0.99204	2.355
MGH53_P12_B09	NA	black	0	0	0.96938
MGH53_P12_B11	-0.136468153581	red	1	0.35614	1.7795
MGH53_P12_B12	0.549469698451	red	1	0.25701	0.075875
MGH53_P12_C01	NA	black	0	0.49774	0
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	0.402067953754	red	1	1.6083	2.7485
MGH53_P12_C04	NA	black	0	0	1.272
MGH53_P12_C05	NA	black	0	0.36961	0
MGH53_P12_C06	NA	black	0	0	0
MGH53_P12_C07	NA	black	0	0.37184	0
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	NA	black	0	0.14405	0
MGH53_P12_C10	-0.778892619958	red	1	0.34255	3.137
MGH53_P12_C11	NA	black	0	0	3.3198
MGH53_P12_C12	-0.969544434317	red	1	0.50995	3.9601
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0.34142	0
MGH53_P12_D07	-0.170787998046	red	1	0.16736	1.7638
MGH53_P12_D08	NA	black	0	0	1.7723
MGH53_P12_D09	NA	black	0	0	2.1329
MGH53_P12_D10	NA	black	0	0	0.25338
MGH53_P12_D11	NA	black	0	0	0
MGH53_P12_D12	NA	black	0	0	0.75275
MGH53_P12_E01	NA	black	0	0.46467	0
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	0	4.2439
MGH53_P12_E05	NA	black	0	0.54696	0
MGH53_P12_E06	NA	black	0	0	1.3357
MGH53_P12_E07	NA	black	0	0	2.5801
MGH53_P12_E08	NA	black	0	0	3.5657
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	0.21537	0
MGH53_P12_F02	NA	black	0	0.42761	0
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	0	0
MGH53_P12_F06	NA	black	0	0	0
MGH53_P12_F07	NA	black	0	0	0
MGH53_P12_F08	NA	black	0	4.3152	0
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	0.40817	0
MGH53_P12_F12	NA	black	0	0	0
MGH53_P12_G01	NA	black	0	0.30801	0
MGH53_P12_G03	NA	black	0	0	2.0151
MGH53_P12_G04	NA	black	0	0	0.78241
MGH53_P12_G07	NA	black	0	0	0
MGH53_P12_G08	NA	black	0	0	0
MGH53_P12_G09	NA	black	0	0.53306	0
MGH53_P12_G10	NA	black	0	0	0
MGH53_P12_G11	NA	black	0	0.29278	0
MGH53_P12_G12	NA	black	0	0.38736	0
MGH53_P12_H01	NA	black	0	0	1.0724
MGH53_P12_H02	NA	black	0	0	0.11902
MGH53_P12_H03	NA	black	0	0	0
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	NA	black	0	1.3465	0
MGH53_P12_H07	NA	black	0	0	0.42653
MGH53_P12_H08	NA	black	0	0	2.7031
MGH53_P12_H09	NA	black	0	0	0
MGH53_P12_H10	NA	black	0	0.21661	0
MGH53_P12_H11	-0.638370539103	red	1	1.7803	0.25459
MGH53_P12_H12	NA	black	0	0.20289	0
MGH53_P2_A09	0.127049046919	red	1	0.28214	1.1408
MGH53_P2_A11	-0.403412122421	red	1	0.29983	2.3219
MGH53_P2_A12	NA	black	0	0.33342	0
MGH53_P2_B05	-0.503044879837	red	1	0.25217	2.4623
MGH53_P2_B07	NA	black	0	0	0
MGH53_P2_B09	NA	black	0	0.23266	0
MGH53_P2_B10	NA	black	0	0	0
MGH53_P2_C01	NA	black	0	0	0
MGH53_P2_C02	NA	black	0	0	0.062122
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	-0.0550343755037	red	1	1.0257	0.38736
MGH53_P2_C09	NA	black	0	0	0
MGH53_P2_D01	NA	black	0	0.72683	0
MGH53_P2_D02	NA	black	0	0	2.1776
MGH53_P2_D07	NA	black	0	0.51904	0
MGH53_P2_D08	NA	black	0	0	0
MGH53_P2_D12	NA	black	0	0	0
MGH53_P2_E04	NA	black	0	0	0
MGH53_P2_E10	NA	black	0	0	0.10568
MGH53_P2_F02	0.195704584588	red	1	0.3584	0.91609
MGH53_P2_F03	NA	black	0	0	0
MGH53_P2_F04	NA	black	0	0	0.40163
MGH53_P2_F05	NA	black	0	0.36737	0
MGH53_P2_G02	NA	black	0	0	0
MGH53_P2_G07	NA	black	0	4.7766	0
MGH53_P2_H01	NA	black	0	0	0
MGH53_P10_A01	NA	black	0	0	3.661
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	3.5926
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0.36849	0
MGH53_P10_A07	NA	black	0	0.54003	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0.24853	0
MGH53_P10_A10	NA	black	0	0	0
MGH53_P10_A11	NA	black	0	0.5656	0
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	0	3.354
MGH53_P10_B03	NA	black	0	0.51299	0
MGH53_P10_B04	NA	black	0	0.40163	0
MGH53_P10_B05	NA	black	0	0	3.723
MGH53_P10_B06	NA	black	0	0	2.342
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	0	3.7401
MGH53_P10_B09	NA	black	0	0	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0.3774	0
MGH53_P10_B12	NA	black	0	0	0
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	NA	black	0	0	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	0.471212845771	red	1	0.28096	0.2461
MGH53_P10_C05	NA	black	0	0.48543	0
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	NA	black	0	0.36961	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0	1.7321
MGH53_P10_C10	0.239586075721	red	1	0.46676	0.63877
MGH53_P10_C11	NA	black	0	0	0
MGH53_P10_C12	NA	black	0	0.19661	0
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0	2.6471
MGH53_P10_D03	NA	black	0	0	0
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	0	0
MGH53_P10_D06	NA	black	0	0.123	0
MGH53_P10_D07	NA	black	0	0.45523	0
MGH53_P10_D08	NA	black	0	0	0.32423
MGH53_P10_D09	NA	black	0	0	1.2922
MGH53_P10_D12	NA	black	0	0.33113	0
MGH53_P10_E01	NA	black	0	0.27858	0
MGH53_P10_E03	NA	black	0	0.24367	0
MGH53_P10_E04	NA	black	0	0	3.7055
MGH53_P10_E05	NA	black	0	0.36961	0
MGH53_P10_E06	NA	black	0	0.34028	0
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	NA	black	0	0.50487	0
MGH53_P10_E09	-0.387316666684	red	1	0.61542	2.8195
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0.29631	0
MGH53_P10_E12	NA	black	0	0	0
MGH53_P10_F01	NA	black	0	0.34369	0
MGH53_P10_F02	NA	black	0	0.18015	0
MGH53_P10_F03	NA	black	0	0.22774	0
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	-0.984330798972	red	1	0.33571	3.5088
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	NA	black	0	0.29278	0
MGH53_P10_F10	NA	black	0	0	0.848
MGH53_P10_F12	NA	black	0	0	3.8361
MGH53_P10_G01	NA	black	0	0.23634	0
MGH53_P10_G02	NA	black	0	0.24489	0
MGH53_P10_G03	NA	black	0	0.338	0
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	0	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0.16736	0
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	0.30568	0
MGH53_P10_H01	NA	black	0	0.32308	0
MGH53_P10_H02	NA	black	0	0.20414	0
MGH53_P10_H04	NA	black	0	0.27143	0
MGH53_P10_H05	NA	black	0	0	0
MGH53_P10_H06	NA	black	0	0	0
MGH53_P10_H07	NA	black	0	0.28806	0
MGH53_P10_H08	0.200106805971	red	1	0.33457	0.92372
MGH53_P10_H09	NA	black	0	0	0
MGH53_P10_H10	NA	black	0	0.81394	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	0.28806
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	0.24489	0
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	NA	black	0	0	0.44996
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	NA	black	0	0	1.5331
MGH53_P11_A10	NA	black	0	0	1.119
MGH53_P11_A11	NA	black	0	0.32998	0
MGH53_P11_A12	NA	black	0	0.25822	0
MGH53_P11_B01	NA	black	0	0.2302	0
MGH53_P11_B02	NA	black	0	0	0
MGH53_P11_B04	NA	black	0	0	0
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	0.2762	0
MGH53_P11_B07	-0.112696997312	red	1	0.52406	1.8197
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	2.6745
MGH53_P11_B11	NA	black	0	0	2.6754
MGH53_P11_B12	NA	black	0	0	0.071763
MGH53_P11_C01	NA	black	0	0.24975	0
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	0	2.1476
MGH53_P11_C05	NA	black	0	0	0
MGH53_P11_C06	NA	black	0	0.67446	0
MGH53_P11_C07	NA	black	0	0	0
MGH53_P11_C08	NA	black	0	3.4199	0
MGH53_P11_C09	NA	black	0	0.32998	0
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0.87263	0
MGH53_P11_D01	NA	black	0	0.23143	0
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	0.37643805585	red	1	0.34823	0.39506
MGH53_P11_D04	NA	black	0	0.50182	0
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	0.0973990433346	red	1	0.28451	1.211
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	0	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	2.72551533062	black	0	4.7833	2.85
MGH53_P11_D12	-0.0854175988048	red	1	0.83269	2.1306
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	-0.0724767450093	red	1	0.51299	1.6853
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	0.74846	0
MGH53_P11_E12	NA	black	0	0	0
MGH53_P11_F01	NA	black	0	4.9127	0
MGH53_P11_F02	NA	black	0	0	2.2107
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	NA	black	0	0	0
MGH53_P11_F05	NA	black	0	0.47508	0
MGH53_P11_F07	NA	black	0	0	0
MGH53_P11_F10	0.147483197739	red	1	0.2762	1.0942
MGH53_P11_F11	-0.356379091925	red	1	0.28214	2.207
MGH53_P11_F12	NA	black	0	0	0
MGH53_P11_G01	NA	black	0	0	2.8941
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0.54498	0
MGH53_P11_G05	NA	black	0	0.52105	0
MGH53_P11_G06	NA	black	0	0	4.0564
MGH53_P11_G07	NA	black	0	1.1897	0
MGH53_P11_G08	NA	black	0	0	0.075875
MGH53_P11_G09	NA	black	0	0	0
MGH53_P11_G10	NA	black	0	0	0
MGH53_P11_G11	NA	black	0	0.4782	0
MGH53_P11_G12	NA	black	0	0	0.28333
MGH53_P11_H01	NA	black	0	0	0
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	NA	black	0	0	0
MGH53_P11_H05	NA	black	0	0	0.78157
MGH53_P11_H06	NA	black	0	0	0
MGH53_P11_H07	NA	black	0	0	2.782
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0.3471	0
MGH53_P11_H10	NA	black	0	2.8272	0
MGH53_P11_H11	NA	black	0	0	0
MGH53_P11_H12	NA	black	0	0.27739	0
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	0.354495305245	red	1	0.40272	0.35389
MGH53_P9_A06	NA	black	0	0	0
MGH53_P9_A07	NA	black	0	0	1.4792
MGH53_P9_A08	NA	black	0	0.39506	0
MGH53_P9_A09	NA	black	0	0.32654	0
MGH53_P9_A10	-0.30328494361	red	1	0.39397	2.2088
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0.8496	0
MGH53_P9_B01	NA	black	0	0	0
MGH53_P9_B02	NA	black	0	0	2.8349
MGH53_P9_B03	NA	black	0	0.47301	0
MGH53_P9_B04	NA	black	0	0	0
MGH53_P9_B05	NA	black	0	0	1.7638
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0	0
MGH53_P9_B09	NA	black	0	0	0
MGH53_P9_B11	NA	black	0	0	1.2945
MGH53_P9_B12	NA	black	0	0	0
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	NA	black	0	0	1.0307
MGH53_P9_C04	NA	black	0	0.9396	0
MGH53_P9_C05	NA	black	0	0	1.4233
MGH53_P9_C06	NA	black	0	0	2.9458
MGH53_P9_C07	-0.0448029917877	red	1	0.92448	2.0976
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0	0
MGH53_P9_C10	NA	black	0	0	2.5231
MGH53_P9_C11	NA	black	0	0	0
MGH53_P9_C12	NA	black	0	0	3.4603
MGH53_P9_D01	NA	black	0	0	3.9845
MGH53_P9_D02	NA	black	0	0	1.5079
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	0
MGH53_P9_D05	NA	black	0	0.80735	0
MGH53_P9_D08	NA	black	0	0	0
MGH53_P9_D09	NA	black	0	0	0
MGH53_P9_D10	NA	black	0	0	2.8832
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0.31383	0
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0
MGH53_P9_F07	NA	black	0	0.19787	0
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0	0
MGH53_P9_F11	NA	black	0	0	0
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	0	1.5236
MGH53_P9_G02	-0.582090660662	red	1	0.73466	3.8255
MGH53_P9_G03	NA	black	0	0	0
MGH53_P9_G04	NA	black	0	0	0
MGH53_P9_G07	NA	black	0	0	0
MGH53_P9_G08	NA	black	0	0	0
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	NA	black	0	0	0.54498
MGH53_P9_H01	NA	black	0	0	3.3283
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	NA	black	0	0	1.6645
MGH53_P9_H04	NA	black	0	0	4.1415
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	NA	black	0	0	0
MGH53_P9_H08	NA	black	0	0.42331	0
MGH53_P9_H09	NA	black	0	0	2.7761
MGH53_P9_H10	NA	black	0	0	0
MGH53_P9_H11	0.241258422254	red	1	0.61164	0.20539
MGH53_P9_H12	NA	black	0	0.71105	0
MGH53_P4_A07	NA	black	0	0.31267	0
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	NA	black	0	0	0.16092
MGH53_P4_B08	0.378721966909	red	1	0.25701	0.53605
MGH53_P4_B09	NA	black	0	0	0
MGH53_P4_B10	-0.10651461777	red	1	0.22897	1.6599
MGH53_P4_B11	0.515632424638	red	1	0.18269	0.30568
MGH53_P4_C03	NA	black	0	0	0
MGH53_P4_C11	0.644275907545	red	1	0.14274	0.069015
MGH53_P4_C12	NA	black	0	0.52707	0
MGH53_P4_D04	NA	black	0	0	0
MGH53_P4_D05	NA	black	0	0	0
MGH53_P4_D09	NA	black	0	0.22651	0
MGH53_P4_E01	NA	black	0	0	3.7038
MGH53_P4_E02	NA	black	0	0.47716	0
MGH53_P4_E07	NA	black	0	0	0
MGH53_P4_E08	NA	black	0	0.22774	0
MGH53_P4_E09	-0.0581354669188	red	1	0.84157	1.9616
MGH53_P4_F01	NA	black	0	0.338	0
MGH53_P4_F02	NA	black	0	0	0
MGH53_P4_F08	NA	black	0	0	3.2251
MGH53_P4_F11	NA	black	0	0.29748	0
MGH53_P4_G02	0.103410180993	red	1	0.61542	0.97966
MGH53_P4_G05	NA	black	0	0	4.2157
MGH53_P4_G07	NA	black	0	0	0
MGH53_P4_G08	NA	black	0	0	0
MGH53_P4_G09	NA	black	0	0	2.2992
MGH53_P4_H10	NA	black	0	0	1.9003
MGH53_P4_H11	0.544120201379	red	1	0.17505	0.24975
MGH53_P4_H12	NA	black	0	0	0
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	0	2.1405
MGH54_P14_A04	NA	black	0	0	0
