Cell_name	Zvalue	Color	Cluster	TSG101	TTF2
MGH53_P6_F05	NA	black	0	6.9602	0
MGH53_P6_F06	NA	black	0	0	0.13488
MGH53_P6_F07	NA	black	0	7.1717	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0.66539	0
MGH53_P6_F10	NA	black	0	6.5768	0
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	5.2449	0
MGH53_P6_G04	NA	black	0	0.29396	0
MGH53_P6_G05	NA	black	0	6.2112	0
MGH53_P6_G06	NA	black	0	6.4582	0
MGH53_P6_G07	NA	black	0	2.103	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	7.1104	0
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	6.0272	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	NA	black	0	0	0.077243
MGH53_P6_H10	NA	black	0	0	2.9046
MGH53_P6_H11	NA	black	0	0	0.18015
MGH53_P7_A01	NA	black	0	5.2696	0
MGH53_P7_A02	NA	black	0	7.6448	0
MGH53_P7_A03	NA	black	0	6.7181	0
MGH53_P7_A04	NA	black	0	0.47612	0
MGH53_P7_A05	1.46152114056	black	0	5.4774	3.0754
MGH53_P7_A06	NA	black	0	5.3993	0
MGH53_P7_A07	NA	black	0	5.981	0
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	NA	black	0	0	0.1635
MGH53_P7_A12	NA	black	0	4.8813	0
MGH53_P7_B01	NA	black	0	7.7234	0
MGH53_P7_B02	NA	black	0	5.1022	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	5.4333	0
MGH53_P7_B05	NA	black	0	6.4938	0
MGH53_P7_B06	NA	black	0	5.5245	0
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	5.2667	0
MGH53_P7_B10	NA	black	0	4.9535	0
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0	0.090853
MGH53_P7_C01	NA	black	0	0	0.26424
MGH53_P7_C02	NA	black	0	5.267	0
MGH53_P7_C03	NA	black	0	6.7788	0
MGH53_P7_C04	NA	black	0	6.3054	0
MGH53_P7_C05	-0.460058388352	red	1	6.7352	0.19661
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	NA	black	0	0	0.086784
MGH53_P7_C11	NA	black	0	6.4447	0
MGH53_P7_C12	NA	black	0	2.3457	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	-0.403714390144	red	1	6.2945	0.15963
MGH53_P7_D05	NA	black	0	6.4037	0
MGH53_P7_D06	NA	black	0	0	4.4355
MGH53_P7_D07	-0.0466152315345	red	1	5.1418	0.37962
MGH53_P7_D10	NA	black	0	0	0
MGH53_P7_D11	NA	black	0	1.1629	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	2.9758
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	NA	black	0	6.4923	0
MGH53_P7_E07	NA	black	0	0	0
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	NA	black	0	7.0114	0
MGH53_P7_E10	NA	black	0	0	0.14405
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	0	0
MGH53_P7_F01	NA	black	0	6.4255	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	0	0.17121
MGH53_P7_F06	NA	black	0	6.2611	0
MGH53_P7_F08	-0.622039194927	red	1	7.1551	0.15445
MGH53_P7_F09	NA	black	0	6.6427	0
MGH53_P7_F10	NA	black	0	6.3534	0
MGH53_P7_F11	NA	black	0	0.25822	0
MGH53_P7_F12	NA	black	0	5.6121	0
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	5.9076	0
MGH53_P7_G04	NA	black	0	0	0.14796
MGH53_P7_G05	NA	black	0	6.1324	0
MGH53_P7_G06	NA	black	0	5.9471	0
MGH53_P7_G07	NA	black	0	0	0
MGH53_P7_G08	NA	black	0	0	0.085425
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	5.5514	0
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	4.3938	0
MGH53_P7_H01	NA	black	0	7.9848	0
MGH53_P7_H02	NA	black	0	6.7234	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	5.9453	0
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	6.0375	0
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	6.3556	0
MGH53_P7_H10	NA	black	0	3.6304	0
MGH53_P7_H11	NA	black	0	0	0
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	5.4869	0
MGH53_P8_A02	NA	black	0	0	0
MGH53_P8_A03	NA	black	0	0	0.090853
MGH53_P8_A04	NA	black	0	6.8637	0
MGH53_P8_A05	NA	black	0	6.0555	0
MGH53_P8_A06	NA	black	0	2.1421	0
MGH53_P8_A07	NA	black	0	6.1577	0
MGH53_P8_A08	NA	black	0	5.923	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0	0.16993
MGH53_P8_A11	NA	black	0	0	0
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	4.8926	0
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0.16092
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	-0.39177922814	red	1	5.9575	0.075875
MGH53_P8_B12	NA	black	0	6.6471	0
MGH53_P8_C01	NA	black	0	7.0245	0
MGH53_P8_C02	NA	black	0	5.5423	0
MGH53_P8_C03	NA	black	0	5.5982	0
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	4.551	0
MGH53_P8_C09	NA	black	0	0	0
MGH53_P8_C10	NA	black	0	0	0.16479
MGH53_P8_C11	NA	black	0	0	0.21785
MGH53_P8_C12	NA	black	0	2.1388	0
MGH53_P8_D01	NA	black	0	6.2583	0
MGH53_P8_D02	NA	black	0	0	0.075875
MGH53_P8_D03	NA	black	0	7.541	0
MGH53_P8_D04	NA	black	0	0	0.20914
MGH53_P8_D05	NA	black	0	0	0
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	NA	black	0	4.7645	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	-0.00571331615631	red	1	4.0641	0.55287
MGH53_P8_D11	NA	black	0	6.8042	0
MGH53_P8_E01	NA	black	0	6.7407	0
MGH53_P8_E03	NA	black	0	4.6054	0
MGH53_P8_E04	NA	black	0	0	0
MGH53_P8_E05	NA	black	0	3.309	0
MGH53_P8_E06	NA	black	0	5.8968	0
MGH53_P8_E07	NA	black	0	5.941	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	NA	black	0	6.652	0
MGH53_P8_E10	NA	black	0	1.0635	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	-0.496492724229	red	1	7.3592	0.24975
MGH53_P8_F02	NA	black	0	6.0718	0
MGH53_P8_F04	NA	black	0	6.5314	0
MGH53_P8_F05	NA	black	0	6.7673	0
MGH53_P8_F06	NA	black	0	4.6652	0
MGH53_P8_F07	NA	black	0	4.7288	0
MGH53_P8_F08	-0.0691260158432	red	1	5.1288	0.29748
MGH53_P8_F09	NA	black	0	0	0
MGH53_P8_F11	NA	black	0	0.37184	0
MGH53_P8_G01	NA	black	0	4.6524	0
MGH53_P8_G02	-0.417878381694	red	1	7.0352	0.26303
MGH53_P8_G03	-0.208612215715	red	1	5.9255	0.28214
MGH53_P8_G04	NA	black	0	7.4301	0
MGH53_P8_G05	NA	black	0	0	0
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0.69955	0
MGH53_P8_G08	NA	black	0	5.6249	0
MGH53_P8_G09	NA	black	0	1.5945	0
MGH53_P8_G10	NA	black	0	4.3353	0
MGH53_P8_G11	NA	black	0	0	3.9168
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0.33914
MGH53_P8_H03	-0.527161637403	red	1	6.3986	0.075875
MGH53_P8_H04	NA	black	0	0	0.14926
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	3.11	0
MGH53_P8_H07	NA	black	0	7.1697	0
MGH53_P8_H08	NA	black	0	0	0.37629
MGH53_P8_H09	NA	black	0	0	0.14926
MGH53_P8_H10	NA	black	0	2.3964	0
MGH53_P8_H11	NA	black	0	0	0.60786
MGH53_P8_H12	NA	black	0	3.2662	0
MGH53_P1_A03	-0.590161251468	red	1	6.88	0.13093
MGH53_P1_A04	NA	black	0	0	0
MGH53_P1_A06	0.556681595023	red	1	2.9479	0.09356
MGH53_P1_A07	NA	black	0	5.0514	0
MGH53_P1_A08	NA	black	0	3.1266	0
MGH53_P1_B04	0.0338029556131	red	1	6.9217	0.54399
MGH53_P1_B08	-0.158959307569	red	1	5.2878	0.13619
MGH53_P1_B09	NA	black	0	0	0
MGH53_P1_B11	NA	black	0	5.7907	0
MGH53_P1_C03	NA	black	0	0	0.14143
MGH53_P1_C06	NA	black	0	5.0515	0
MGH53_P1_C09	NA	black	0	0	0.3115
MGH53_P1_C10	NA	black	0	4.237	0
MGH53_P1_D01	NA	black	0	3.3616	0
MGH53_P1_D05	NA	black	0	5.5934	0
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	NA	black	0	5.4721	0
MGH53_P1_E12	NA	black	0	5.4889	0
MGH53_P12_A01	NA	black	0	0	0
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	NA	black	0	6.2632	0
MGH53_P12_A04	1.29817514821	black	0	0.38515	0.12961
MGH53_P12_A05	-0.161642499486	red	1	5.2957	0.13488
MGH53_P12_A06	NA	black	0	6.1421	0
MGH53_P12_A08	NA	black	0	4.4725	0
MGH53_P12_A09	0.384159313264	red	1	3.4826	0.094912
MGH53_P12_A10	NA	black	0	0	0.1375
MGH53_P12_A11	NA	black	0	1.5099	0
MGH53_P12_A12	-0.128292749964	red	1	6.088	0.39397
MGH53_P12_B01	0.169931379298	red	1	3.9051	0.23756
MGH53_P12_B02	NA	black	0	6.7163	0
MGH53_P12_B03	NA	black	0	5.3713	0
MGH53_P12_B04	NA	black	0	0.37962	0
MGH53_P12_B05	NA	black	0	0.54003	0
MGH53_P12_B06	NA	black	0	4.2709	0
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	NA	black	0	6.4671	0
MGH53_P12_B11	NA	black	0	4.3713	0
MGH53_P12_B12	NA	black	0	0.34483	0
MGH53_P12_C01	0.0945075670013	red	1	4.3816	0.12697
MGH53_P12_C02	NA	black	0	6.4706	0
MGH53_P12_C03	NA	black	0	0	0
MGH53_P12_C04	NA	black	0	6.0422	0
MGH53_P12_C05	NA	black	0	4.2184	0
MGH53_P12_C06	NA	black	0	2.6776	0
MGH53_P12_C07	NA	black	0	5.2469	0
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	-9.37823227851	black	0	0.41468	3.8149
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	6.1827	0
MGH53_P12_C12	NA	black	0	1.5211	0
MGH53_P12_D01	NA	black	0	3.735	0
MGH53_P12_D02	NA	black	0	5.9228	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	-0.303562630678	red	1	5.8369	0.14143
MGH53_P12_D06	NA	black	0	0	0
MGH53_P12_D07	NA	black	0	4.5132	0
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	NA	black	0	0	0
MGH53_P12_D10	NA	black	0	0	0
MGH53_P12_D11	NA	black	0	5.5305	0
MGH53_P12_D12	NA	black	0	5.2244	0
MGH53_P12_E01	NA	black	0	5.4766	0
MGH53_P12_E02	NA	black	0	0	0.24489
MGH53_P12_E03	NA	black	0	6.0381	0
MGH53_P12_E04	NA	black	0	5.1762	0
MGH53_P12_E05	NA	black	0	3.1911	0
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	5.7657	0
MGH53_P12_E08	NA	black	0	0	0
MGH53_P12_E09	NA	black	0	6.1264	0
MGH53_P12_E10	-0.450452204999	red	1	6.2027	0.092207
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	5.4495	0
MGH53_P12_F02	NA	black	0	0	0
MGH53_P12_F03	NA	black	0	7.0625	0
MGH53_P12_F04	NA	black	0	0	0
MGH53_P12_F06	NA	black	0	0.27858	0
MGH53_P12_F07	NA	black	0	5.5494	0
MGH53_P12_F08	-0.222279760473	red	1	5.5341	0.14274
MGH53_P12_F09	NA	black	0	7.0617	0
MGH53_P12_F10	NA	black	0	5.3839	0
MGH53_P12_F11	NA	black	0	5.8061	0
MGH53_P12_F12	NA	black	0	6.1613	0
MGH53_P12_G01	NA	black	0	0	0.14666
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	2.4965	0
MGH53_P12_G07	NA	black	0	0	2.5883
MGH53_P12_G08	NA	black	0	6.0913	0
MGH53_P12_G09	NA	black	0	0	0.13881
MGH53_P12_G10	NA	black	0	5.1241	0
MGH53_P12_G11	NA	black	0	5.6715	0
MGH53_P12_G12	NA	black	0	4.9196	0
MGH53_P12_H01	-0.0247467652701	red	1	4.516	0.73205
MGH53_P12_H02	NA	black	0	5.9109	0
MGH53_P12_H03	NA	black	0	0	0.11237
MGH53_P12_H04	NA	black	0	5.2784	0
MGH53_P12_H05	NA	black	0	4.744	0
MGH53_P12_H06	NA	black	0	0	0
MGH53_P12_H07	NA	black	0	3.5189	0
MGH53_P12_H08	NA	black	0	4.4042	0
MGH53_P12_H09	NA	black	0	4.4955	0
MGH53_P12_H10	-0.0641100520644	red	1	4.9328	0.1177
MGH53_P12_H11	NA	black	0	3.3321	0
MGH53_P12_H12	NA	black	0	4.6418	0
MGH53_P2_A09	NA	black	0	0	0.14535
MGH53_P2_A11	-0.198960034861	red	1	5.8233	0.27262
MGH53_P2_A12	NA	black	0	4.1848	0
MGH53_P2_B05	NA	black	0	5.2743	0
MGH53_P2_B07	NA	black	0	0	0
MGH53_P2_B09	NA	black	0	5.9167	0
MGH53_P2_B10	NA	black	0	2.7463	0
MGH53_P2_C01	NA	black	0	0	0.53605
MGH53_P2_C02	NA	black	0	0	0
MGH53_P2_C03	0.46730286313	red	1	3.1385	0.11902
MGH53_P2_C07	NA	black	0	0	0.56365
MGH53_P2_C09	NA	black	0	0	0
MGH53_P2_D01	NA	black	0	4.9184	0
MGH53_P2_D02	NA	black	0	0	0
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0.69955	0
MGH53_P2_D12	NA	black	0	5.7772	0
MGH53_P2_E04	NA	black	0	5.3258	0
MGH53_P2_E10	NA	black	0	5.9918	0
MGH53_P2_F02	NA	black	0	0	0
MGH53_P2_F03	NA	black	0	0	0
MGH53_P2_F04	NA	black	0	0	0.11503
MGH53_P2_F05	NA	black	0	0	0
MGH53_P2_G02	NA	black	0	0	0
MGH53_P2_G07	NA	black	0	6.6647	0
MGH53_P2_H01	NA	black	0	0	0
MGH53_P10_A01	NA	black	0	0	0
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0
MGH53_P10_A04	NA	black	0	6.0766	0
MGH53_P10_A05	NA	black	0	6.9809	0
MGH53_P10_A06	NA	black	0	0	3.7994
MGH53_P10_A07	NA	black	0	4.5395	0
MGH53_P10_A08	NA	black	0	0.98039	0
MGH53_P10_A09	NA	black	0	6.5504	0
MGH53_P10_A10	-0.495687773289	red	1	6.4971	0.12565
MGH53_P10_A11	NA	black	0	6.6988	0
MGH53_P10_A12	NA	black	0	0	0.15575
MGH53_P10_B01	NA	black	0	0.90535	0
MGH53_P10_B02	NA	black	0	0	0.11902
MGH53_P10_B03	NA	black	0	5.2018	0
MGH53_P10_B04	NA	black	0	4.246	0
MGH53_P10_B05	NA	black	0	0	0
MGH53_P10_B06	NA	black	0	5.938	0
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	3.0562	0
MGH53_P10_B09	NA	black	0	0	0.32193
MGH53_P10_B10	-0.0725909656213	red	1	5.8876	0.44042
MGH53_P10_B11	NA	black	0	0	0
MGH53_P10_B12	NA	black	0	6.2671	0
MGH53_P10_C01	NA	black	0	0	0.123
MGH53_P10_C02	NA	black	0	6.0948	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	0
MGH53_P10_C05	NA	black	0	5.5745	0
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	6.0358	0
MGH53_P10_C10	NA	black	0	6.6119	0
MGH53_P10_C11	NA	black	0	5.9716	0
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	NA	black	0	5.1783	0
MGH53_P10_D02	-0.588029516035	red	1	6.9576	0.14535
MGH53_P10_D03	NA	black	0	4.8862	0
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	6.1966	0
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	-0.365281607691	red	1	6.688	0.25822
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	NA	black	0	7.1221	0
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	NA	black	0	5.5767	0
MGH53_P10_E05	NA	black	0	6.3811	0
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	-0.295704182896	red	1	6.2453	0.24975
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0	0
MGH53_P10_F01	NA	black	0	0	0.30334
MGH53_P10_F02	NA	black	0	0	0
MGH53_P10_F03	NA	black	0	5.298	0
MGH53_P10_F04	NA	black	0	6.1085	0
MGH53_P10_F05	NA	black	0	0	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	0	0
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	0	0
MGH53_P10_F12	NA	black	0	5.6505	0
MGH53_P10_G01	NA	black	0	6.9297	0
MGH53_P10_G02	NA	black	0	5.9781	0
MGH53_P10_G03	NA	black	0	0	0.11902
MGH53_P10_G04	NA	black	0	5.2459	0
MGH53_P10_G05	NA	black	0	0	0
MGH53_P10_G07	NA	black	0	0	4.0477
MGH53_P10_G08	0.0354133709319	red	1	4.6018	0.07861
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	6.3729	0
MGH53_P10_H01	NA	black	0	0	0
MGH53_P10_H02	NA	black	0	2.2654	0
MGH53_P10_H04	NA	black	0	6.2431	0
MGH53_P10_H05	0.12974778318	red	1	4.2912	0.096262
MGH53_P10_H06	NA	black	0	0	0
MGH53_P10_H07	NA	black	0	0	0
MGH53_P10_H08	NA	black	0	5.3339	0
MGH53_P10_H09	NA	black	0	0	0.084064
MGH53_P10_H10	NA	black	0	5.5087	0
MGH53_P10_H11	NA	black	0	2.0614	0
MGH53_P11_A01	NA	black	0	4.0485	0
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	7.0524	0
MGH53_P11_A04	NA	black	0	7.4532	0
MGH53_P11_A06	NA	black	0	0	0
MGH53_P11_A08	NA	black	0	6.4706	0
MGH53_P11_A09	NA	black	0	5.0889	0
MGH53_P11_A10	NA	black	0	4.2617	0
MGH53_P11_A11	NA	black	0	5.5249	0
MGH53_P11_A12	NA	black	0	1.1037	0
MGH53_P11_B01	NA	black	0	0	0.1865
MGH53_P11_B02	NA	black	0	0	0.29514
MGH53_P11_B04	NA	black	0	0.6581	0
MGH53_P11_B05	NA	black	0	5.6762	0
MGH53_P11_B06	-0.390147139268	red	1	6.1268	0.13093
MGH53_P11_B07	NA	black	0	5.7259	0
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	1.6017	0
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	NA	black	0	0	0
MGH53_P11_C01	NA	black	0	4.8696	0
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	0	0
MGH53_P11_C05	NA	black	0	4.8355	0
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	6.0856	0
MGH53_P11_C08	NA	black	0	0	0.24732
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	5.8675	0
MGH53_P11_C11	NA	black	0	5.3381	0
MGH53_P11_C12	NA	black	0	1.1525	0
MGH53_P11_D01	NA	black	0	5.5529	0
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	NA	black	0	0	0
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	2.6733	0
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	-0.448448274399	red	1	6.3668	0.13619
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	NA	black	0	3.6021	0
MGH53_P11_E02	NA	black	0	0	1.0594
MGH53_P11_E04	NA	black	0	0	0
MGH53_P11_E06	NA	black	0	6.8717	0
MGH53_P11_E08	-0.0605109633335	red	1	5.3509	0.39726
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	3.4944	0
MGH53_P11_E11	NA	black	0	0	0
MGH53_P11_E12	NA	black	0	0	0
MGH53_P11_F01	NA	black	0	0	0.088142
MGH53_P11_F02	NA	black	0	0	0
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	NA	black	0	0	0
MGH53_P11_F05	NA	black	0	5.846	0
MGH53_P11_F07	-0.161737284425	red	1	5.5502	0.25459
MGH53_P11_F10	NA	black	0	0	0
MGH53_P11_F11	NA	black	0	0	0
MGH53_P11_F12	NA	black	0	0	0
MGH53_P11_G01	NA	black	0	0	0
MGH53_P11_G02	-0.19374179046	red	1	5.5305	0.19156
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	6.0453	0
MGH53_P11_G06	NA	black	0	5.7029	0
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	NA	black	0	5.3362	0
MGH53_P11_G10	NA	black	0	3.1329	0
MGH53_P11_G11	NA	black	0	0	0
MGH53_P11_G12	NA	black	0	1.0621	0
MGH53_P11_H01	NA	black	0	0	0
MGH53_P11_H02	NA	black	0	3.2391	0
MGH53_P11_H04	NA	black	0	1.0738	0
MGH53_P11_H05	NA	black	0	3.632	0
MGH53_P11_H06	NA	black	0	0	0.14535
MGH53_P11_H07	0.34977043781	red	1	5.1602	1.5792
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0	0
MGH53_P11_H10	NA	black	0	0	0
MGH53_P11_H11	NA	black	0	0	0
MGH53_P11_H12	-0.316303073066	red	1	5.8576	0.13225
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	5.5268	0
MGH53_P9_A04	NA	black	0	5.3131	0
MGH53_P9_A05	NA	black	0	0	0
MGH53_P9_A06	NA	black	0	5.6459	0
MGH53_P9_A07	NA	black	0	3.9378	0
MGH53_P9_A08	NA	black	0	4.9898	0
MGH53_P9_A09	NA	black	0	6.6898	0
MGH53_P9_A10	NA	black	0	6.0383	0
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	2.2579
MGH53_P9_B01	NA	black	0	0	0.23389
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	6.5213	0
MGH53_P9_B04	-9.20344897285	black	0	0.68437	3.9754
MGH53_P9_B05	NA	black	0	0	0
MGH53_P9_B06	NA	black	0	0	0.16607
MGH53_P9_B07	NA	black	0	6.2317	0
MGH53_P9_B08	NA	black	0	0	0.16479
MGH53_P9_B09	0.00526654179862	red	1	4.7642	0.65352
MGH53_P9_B11	NA	black	0	4.7911	0
MGH53_P9_B12	NA	black	0	0	0
MGH53_P9_C01	0.0745362205879	red	1	4.4013	0.19156
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	NA	black	0	5.8803	0
MGH53_P9_C04	NA	black	0	1.5993	0
MGH53_P9_C05	NA	black	0	0	2.0881
MGH53_P9_C06	NA	black	0	6.4387	0
MGH53_P9_C07	NA	black	0	5.0665	0
MGH53_P9_C08	NA	black	0	0	0.38515
MGH53_P9_C09	NA	black	0	0.5008	0
MGH53_P9_C10	NA	black	0	0	0
MGH53_P9_C11	NA	black	0	0	0
MGH53_P9_C12	NA	black	0	0	0
MGH53_P9_D01	NA	black	0	6.7858	0
MGH53_P9_D02	NA	black	0	1.2191	0
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	0
MGH53_P9_D05	NA	black	0	6.1	0
MGH53_P9_D08	NA	black	0	5.5763	0
MGH53_P9_D09	NA	black	0	6.1305	0
MGH53_P9_D10	NA	black	0	5.5629	0
MGH53_P9_D11	NA	black	0	5.4504	0
MGH53_P9_D12	NA	black	0	6.0066	0
MGH53_P9_F04	NA	black	0	6.4413	0
MGH53_P9_F05	NA	black	0	4.4327	0
MGH53_P9_F06	NA	black	0	1.9523	0
MGH53_P9_F07	NA	black	0	5.7225	0
MGH53_P9_F08	NA	black	0	4.4316	0
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	-0.159726258447	red	1	5.3466	0.17121
MGH53_P9_F11	NA	black	0	0	0
MGH53_P9_F12	NA	black	0	6.8813	0
MGH53_P9_G01	NA	black	0	3.9878	0
MGH53_P9_G02	NA	black	0	5.5495	0
MGH53_P9_G03	NA	black	0	6.3231	0
MGH53_P9_G04	NA	black	0	5.629	0
MGH53_P9_G07	NA	black	0	5.8056	0
MGH53_P9_G08	NA	black	0	5.7095	0
MGH53_P9_G09	NA	black	0	6.3033	0
MGH53_P9_G12	NA	black	0	0	0.14274
MGH53_P9_H01	NA	black	0	0	0.15445
MGH53_P9_H02	NA	black	0	5.4168	0
MGH53_P9_H03	NA	black	0	5.6988	0
MGH53_P9_H04	NA	black	0	5.0832	0
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	NA	black	0	4.7943	0
MGH53_P9_H08	NA	black	0	4.8555	0
