Cell_name	Zvalue	Color	Cluster	ATM	MTF1
MGH60_P7_E06	-1.50090087878	black	0	0.36065	2.5845
MGH60_P7_E07	-0.956799177359	green3	2	3.317	0.21785
MGH60_P7_E08	-0.818126483091	green3	2	2.8191	0.18142
MGH60_P7_E09	NA	black	0	2.5361	0
MGH60_P7_E11	0.188783471487	blue	3	0.33457	0.19535
MGH60_P7_E12	NA	black	0	2.7353	0
MGH60_P7_F01	5.54854232309	black	0	2.7407	3.2889
MGH60_P7_F03	NA	black	0	3.1734	0
MGH60_P7_F04	-0.198575439322	green3	2	2.6891	0.44679
MGH60_P7_F05	NA	black	0	2.1699	0
MGH60_P7_F06	-0.134640410262	green3	2	2.6857	0.47716
MGH60_P7_F07	4.99838439637	black	0	2.5489	3.3209
MGH60_P7_F08	-0.667716333316	green3	2	2.6911	0.22404
MGH60_P7_F10	0.120648081646	blue	3	0.53207	0.20163
MGH60_P7_F11	NA	black	0	3.2898	0
MGH60_P7_F12	NA	black	0	0.17121	0
MGH60_P7_G01	NA	black	0	0.38957	0
MGH60_P7_G02	NA	black	0	0	1.0215
MGH60_P7_G03	-1.12794141202	green3	2	2.7757	0.032806
MGH60_P7_G04	2.76542106143	black	0	1.9657	2.9614
MGH60_P7_G05	NA	black	0	0	0
MGH60_P7_G06	0.388206080969	blue	3	0.03984	0.086784
MGH60_P7_G07	NA	black	0	0.11103	0
MGH60_P7_G08	0.36773296242	blue	3	0.10836	0.075875
MGH60_P7_G09	NA	black	0	0.82538	0
MGH60_P7_G10	0.20797973103	blue	3	0.13488	0.24732
MGH60_P7_G11	NA	black	0	1.4131	0
MGH60_P7_G12	-0.355430972529	green3	2	1.7229	0.15575
MGH60_P7_H01	NA	black	0	0.11503	0
MGH60_P7_H02	-1.69553145019	black	0	0.42975	3.0735
MGH60_P7_H03	0.023409453379	blue	3	0.83512	0.07861
MGH60_P7_H04	0.440332370335	blue	3	0.031395	0.037031
MGH60_P7_H05	NA	black	0	0	0.24732
MGH60_P7_H06	NA	black	0	0	0.38626
MGH60_P7_H07	NA	black	0	3.785	0
MGH60_P7_H08	-1.51391670267	black	0	0.60786	3.6823
MGH60_P7_H09	0.134392380073	blue	3	0.42868	0.24001
MGH60_P7_H10	0.254078985755	blue	3	0.19787	0.16864
MGH60_P7_H11	-0.683107037522	green3	2	2.2916	0.11636
MGH60_P7_H12	0.352724953766	blue	3	0.084064	0.10434
MGH60_P3_A01	NA	black	0	0	0
MGH60_P3_A02	NA	black	0	0	0
MGH60_P3_A03	NA	black	0	0	0
MGH60_P3_A06	NA	black	0	2.3231	0
MGH60_P3_A07	NA	black	0	2.3525	0
MGH60_P3_A08	NA	black	0	1.1603	0
MGH60_P3_A09	NA	black	0	2.2931	0
MGH60_P3_A10	NA	black	0	0.77653	0
MGH60_P3_A11	NA	black	0	0.40163	0
MGH60_P3_A12	NA	black	0	0.40054	0
MGH60_P3_B01	NA	black	0	0	1.2098
MGH60_P3_B04	NA	black	0	0	0
MGH60_P3_B06	NA	black	0	0	0
MGH60_P3_B07	NA	black	0	1.1454	0
MGH60_P3_B10	NA	black	0	0	0
MGH60_P3_B11	-0.00441981285171	blue	3	0.52406	0.50284
MGH60_P3_B12	NA	black	0	0	0
MGH60_P3_C03	NA	black	0	0.42546	0
MGH60_P3_C04	NA	black	0	0	0
MGH60_P3_C07	NA	black	0	0.85758	0
MGH60_P3_C08	NA	black	0	0	0
MGH60_P3_C09	NA	black	0	0	1.4265
MGH60_P3_D01	NA	black	0	0	0.9782
MGH60_P3_D03	NA	black	0	2.2342	0
MGH60_P3_D04	NA	black	0	0	0
MGH60_P3_D07	NA	black	0	1.8303	0
MGH60_P3_D08	NA	black	0	0.64339	0
MGH60_P3_D09	NA	black	0	0	1.3471
MGH60_P3_D10	NA	black	0	0	0
MGH60_P3_D11	0.0167863187311	blue	3	0.29396	0.46362
MGH60_P3_E02	NA	black	0	0	0
MGH60_P3_E03	NA	black	0	0	0.79826
MGH60_P3_E04	NA	black	0	1.518	0
MGH60_P3_E06	NA	black	0	0	0
MGH60_P3_E07	NA	black	0	0.8213	0
MGH60_P3_E08	-0.00684246526771	blue	3	0.94186	0.37962
MGH60_P3_E09	NA	black	0	0	0
MGH60_P3_E10	NA	black	0	0.65076	0
MGH60_P3_E11	NA	black	0	1.8262	0
MGH60_P3_E12	NA	black	0	0.16092	0
MGH60_P3_F01	NA	black	0	0	0
MGH60_P3_F02	NA	black	0	0.43189	0
MGH60_P3_F03	NA	black	0	2.1725	0
MGH60_P3_F04	NA	black	0	0.40817	0
MGH60_P3_F06	-0.142175222622	green3	2	0.63227	0.92752
MGH60_P3_F07	NA	black	0	2.4052	0
MGH60_P3_F08	-0.45312249279	green3	2	0.61164	1.6717
MGH60_P3_F09	NA	black	0	0.10969	0
MGH60_P3_F10	NA	black	0	1.0517	0
MGH60_P3_F11	NA	black	0	0.87263	0
MGH60_P3_F12	NA	black	0	0	0
MGH60_P3_G02	NA	black	0	0	0.83915
MGH60_P3_G04	NA	black	0	0	0
MGH60_P3_G05	NA	black	0	0	1.9482
MGH60_P3_G06	NA	black	0	0.55483	0
MGH60_P3_G07	NA	black	0	0	0
MGH60_P3_G08	NA	black	0	0	0
MGH60_P3_G10	NA	black	0	1.7424	0
MGH60_P3_G11	NA	black	0	0	0
MGH60_P3_H02	NA	black	0	0.38184	0
MGH60_P3_H03	NA	black	0	1.5246	0
MGH60_P3_H04	NA	black	0	0.72596	0
MGH60_P3_H06	NA	black	0	0.17505	0
MGH60_P3_H07	NA	black	0	0	0
MGH60_P3_H08	0.0100964707618	blue	3	0.54003	0.46884
MGH60_P3_H09	NA	black	0	0.76384	0
MGH60_P3_H10	NA	black	0	0	0
MGH60_P3_H11	NA	black	0	0.42975	0
MGH60_P3_H12	NA	black	0	0	0
97_P3_G07	NA	black	0	1.216	0
97_P3_G10	-1.28201543568	black	0	0.10299	1.7879
97_P3_H02	NA	black	0	2.3813	0
97_P3_A07	NA	black	0	1.06	0
97_P3_C03	NA	black	0	0	2.2693
97_P3_H09	1.32115179835	black	0	1.6964	2.0514
97_P3_H12	NA	black	0	0.13093	0
97_P3_H08	-0.417401081018	green3	2	1.8254	0.14143
97_P3_E02	NA	black	0	0	2.9309
97_P3_E07	NA	black	0	0.49876	0
97_P3_C07	NA	black	0	0.91073	0
97_P3_E04	NA	black	0	0.0229	0
97_P3_C04	NA	black	0	1.3127	0
97_P3_F10	5.55531115116	black	0	2.7437	3.2875
97_P3_F03	0.24207577768	blue	3	0.073135	0.22774
97_P3_A09	-0.0876637637589	green3	2	0.9313	2.4335
97_P3_G04	NA	black	0	0.60692	0
97_P3_E09	NA	black	0	0	2.0827
97_P3_B08	NA	black	0	0	0
97_P3_B12	NA	black	0	0.038436	0
97_P3_E05	NA	black	0	1.0963	0
97_P3_D03	NA	black	0	0.19787	0
97_P3_D11	NA	black	0	1.107	0
97_P3_H11	1.86574543414	black	0	2.3752	1.6517
97_P3_C10	NA	black	0	0	0.060739
97_P3_G08	NA	black	0	0.63134	0
97_P3_F06	2.72301864533	black	0	2.281	2.3109
97_P3_C01	-0.163982466688	green3	2	0.85917	1.9884
97_P3_A04	NA	black	0	0	0
97_P3_C09	NA	black	0	3.127	0
97_P3_D10	-0.179305091852	green3	2	0.060739	0.66448
97_P3_H07	NA	black	0	0.063503	0
97_P3_E01	NA	black	0	1.4505	0
97_P3_E03	NA	black	0	2.3978	0
97_P3_B10	NA	black	0	0.92296	0
97_P3_F05	NA	black	0	0	0.069015
97_P3_G12	NA	black	0	0	0
97_P3_B04	NA	black	0	2.6019	0
97_P3_B02	NA	black	0	1.4921	0
97_P3_B07	NA	black	0	1.06	0
97_P3_G02	NA	black	0	3.2313	0
97_P3_G11	NA	black	0	0.29748	0
97_P3_F11	NA	black	0	2.6608	0
97_P3_H03	NA	black	0	1.9441	0
97_P3_C02	NA	black	0	2.7814	0
97_P3_G06	0.333925711082	blue	3	2.051	0.77821
97_P3_B01	NA	black	0	0	1.2431
97_P3_B05	NA	black	0	1.6897	0
97_P3_E10	NA	black	0	1.8832	0
97_P3_G01	-0.385822025198	green3	2	0.60027	1.4834
97_P3_A08	NA	black	0	1.5671	0
97_P3_A03	NA	black	0	3.4332	0
97_P3_B03	NA	black	0	1.52	0
97_P3_D01	NA	black	0	0	0
97_P3_G03	NA	black	0	0.32193	0
97_P3_E11	0.284696849506	blue	3	0.23756	0.10836
97_P3_D04	NA	black	0	2.5008	0
97_P3_A11	0.0683786372213	blue	3	2.8034	0.57531
97_P3_C12	NA	black	0	0	0
97_P3_D02	5.32281788657	black	0	2.9581	2.8697
97_P3_E08	-0.143574253382	green3	2	1.4688	0.301
97_P3_D05	0.298793675508	blue	3	0.096262	0.15834
97_P3_D12	NA	black	0	2.0844	0
97_P3_D09	NA	black	0	1.3852	0
97_P3_F01	-1.3110937257	black	0	0.13881	1.8722
97_P3_F07	0.193160528535	blue	3	0.21785	0.23879
97_P3_B11	NA	black	0	2.2287	0
97_P3_H05	NA	black	0	0	0.077243
97_P3_F12	NA	black	0	2.1033	0
97_P3_F04	0.0974399997404	blue	3	0.67897	0.086784
97_P3_C11	0.215398293747	blue	3	0.14666	0.23511
97_P3_F08	0.760110560925	blue	3	2.3702	0.98331
97_P3_C05	-0.437783419266	green3	2	1.856	0.13619
97_P3_F09	-0.0163719788652	green3	2	0.78994	0.62293
97_P3_G05	NA	black	0	2.2409	0
97_P3_A10	NA	black	0	2.26	0
97_P3_A05	-0.596063102293	green3	2	2.5351	0.22774
97_P3_C06	NA	black	0	1.0731	0
97_P3_F02	-0.668120243126	green3	2	2.4158	0.16092
97_P3_D07	NA	black	0	2.5787	0
97_P3_C08	0.73182973537	blue	3	1.3929	1.9366
97_P3_A01	0.311880799143	blue	3	0.089498	0.14666
97_P3_H04	0.386902561986	blue	3	0.082703	0.067639
97_P3_D08	-0.0926995452271	green3	2	1.1322	0.18269
97_P3_E06	3.92960528889	black	0	2.7636	2.4263
97_P3_E12	NA	black	0	0.10434	0
97_P3_A02	NA	black	0	0.51096	0
97_P3_B06	NA	black	0	0	0
97_P3_H10	-0.274927036789	green3	2	0.73466	1.6415
97_P5_B09	NA	black	0	1.0072	0
97_P5_C06	NA	black	0	2.0986	0
97_P5_B10	NA	black	0	0.98404	0
97_P6_G02	-0.156952616453	green3	2	1.269	0.15834
97_P6_E06	-0.0347309281173	green3	2	0.99639	0.22774
97_P6_A03	-0.295040553086	green3	2	1.5965	0.16092
97_P5_F07	-0.658623247168	green3	2	2.2696	0.12433
97_P5_B05	0.255539944654	blue	3	0.15704	0.18396
97_P6_B11	-0.0988408459975	green3	2	2.1177	0.45943
97_P6_E08	0.136393707832	blue	3	0.54399	0.15056
97_P6_A09	-0.99934553138	green3	2	2.9435	0.13093
97_P6_B04	0.18827384897	blue	3	0.5008	0.069015
97_P5_A02	-0.346041328638	green3	2	1.797	0.19535
97_P5_C02	-0.381388917326	green3	2	1.6608	0.097611
97_P6_F09	NA	black	0	0.48749	0
97_P5_A04	7.53106982855	black	0	3.8575	2.8248
97_P5_C04	NA	black	0	0.42975	0
97_P6_D07	NA	black	0	1.54	0
97_P6_A12	-0.620333167329	green3	2	2.0817	0.084064
97_P6_C06	NA	black	0	0.98914	0
97_P6_H04	-0.490131656158	green3	2	1.9549	0.13225
97_P5_D09	NA	black	0	0.88362	0
97_P6_F03	NA	black	0	0.27501	0
97_P6_F11	NA	black	0	0.088142	0
97_P6_H09	-0.184192791056	green3	2	1.3956	0.20163
97_P6_B08	NA	black	0	0.086784	0
97_P5_A10	NA	black	0	0.85519	0
97_P6_H07	NA	black	0	0.14535	0
97_P6_C09	NA	black	0	0.084064	0
97_P5_G04	0.0187424577393	blue	3	0.72072	0.4049
97_P6_H01	NA	black	0	0	0
97_P5_B06	-0.146117874343	green3	2	0.92448	2.7227
97_P5_E04	0.189823039095	blue	3	0.1903	0.25217
97_P6_B10	-0.470120926912	green3	2	2.0728	0.18777
97_P6_F04	-0.445931133707	green3	2	1.8119	0.10969
97_P5_E07	NA	black	0	0.54992	0
97_P5_G02	NA	black	0	1.3929	0
97_P5_C11	0.142779332943	blue	3	0.15316	0.31846
97_P5_A03	-0.376136700598	green3	2	1.9195	0.21164
97_P6_B02	-0.00245358410428	blue	3	0.91456	0.39616
97_P6_H12	0.422548739588	blue	3	0.082703	0.028569
97_P6_F12	NA	black	0	0.42868	0
97_P6_A02	0.114649283514	blue	3	0.27977	0.32654
97_P5_C12	NA	black	0	2.4916	0
97_P5_C01	-0.0315750979546	green3	2	0.54597	0.56949
97_P5_B07	NA	black	0	0.17632	0
97_P5_A08	-0.080629759011	green3	2	1.33	0.35276
97_P6_H08	NA	black	0	0.07861	0
97_P5_E11	NA	black	0	0.090853	0
97_P6_A01	-0.810433362548	green3	2	2.3967	0.075875
97_P6_G01	-0.127460639788	green3	2	0.65535	0.91839
97_P5_D10	0.173165053844	blue	3	0.30334	0.23389
97_P5_C10	-0.402167655662	green3	2	1.8143	0.15056
97_P6_C11	0.006614779323	blue	3	0.86552	0.26664
97_P6_E07	-0.0140688684928	blue	3	0.96791	0.34255
97_P6_E05	0.340363514337	blue	3	0.069015	0.12433
97_P5_G07	0.228177826668	blue	3	0.31615	0.14405
97_P5_D04	0.11658430015	blue	3	0.58111	0.16607
97_P6_B03	-0.176843388848	green3	2	1.24	0.084064
97_P5_H01	NA	black	0	0.069015	0
97_P6_A11	-0.224661737309	green3	2	1.7545	0.29748
97_P6_E09	NA	black	0	1.3063	0
97_P6_A10	NA	black	0	0.32769	0
97_P5_E02	0.221099074367	blue	3	0.1635	0.2228
97_P6_D03	0.16096483872	blue	3	3.2243	0.61353
97_P5_A09	-0.278752056738	green3	2	1.473	0.10836
97_P6_B12	0.154534859925	blue	3	0.42653	0.20289
97_P5_H10	0.380514129874	blue	3	1.2284	1.6448
97_P6_A04	-0.0512559910407	green3	2	1.0065	0.14143
97_P5_B12	0.240867484607	blue	3	0.15316	0.20289
97_P5_A12	NA	black	0	0.45733	0
97_P5_F08	0.323637668427	blue	3	0.1635	0.098958
97_P6_E04	0.0916099142671	blue	3	1.91	0.60217
97_P6_D04	0.238051604867	blue	3	1.2247	1.1878
97_P5_D02	0.193036132183	blue	3	0.36961	0.16864
97_P6_G10	0.0244233662989	blue	3	1.9294	0.54498
97_P5_B04	0.0970087864984	blue	3	0.64155	0.15445
97_P6_E03	-0.10089011271	green3	2	0.38515	0.65627
97_P5_E05	NA	black	0	0.24245	0
97_P5_G05	0.143421315718	blue	3	0.43296	0.22033
97_P5_D03	NA	black	0	0	0.9855
97_P5_C07	-0.180069172732	green3	2	1.3768	0.19661
97_P6_C12	-0.0456855868928	green3	2	1.1316	0.34255
97_P6_B09	0.328431343744	blue	3	0.13356	0.10836
97_P5_D07	-0.655142014782	green3	2	0.27501	1.3454
97_P6_A05	NA	black	0	1.1204	0
97_P5_C08	0.285197997221	blue	3	0.19156	0.13225
97_P5_B03	NA	black	0	0.44042	0
97_P6_G08	-0.568854317713	green3	2	1.8871	0.038436
97_P6_D12	0.0629554278713	blue	3	0.99277	2.1612
97_P6_D01	NA	black	0	1.4688	0
97_P5_H08	0.389764373657	blue	3	0.12565	0.041243
97_P6_C07	-0.447354674958	green3	2	0.70576	2.0346
97_P6_C02	-0.135091085361	green3	2	1.5286	0.33342
97_P5_F02	-0.766225940497	green3	2	0.60312	2.3092
97_P5_F04	NA	black	0	0.90072	0
97_P5_H02	-0.0970351727904	green3	2	1.1979	0.23879
97_P6_C08	0.0263617022917	blue	3	0.81967	0.15704
97_P5_E03	-0.00428913290972	blue	3	0.1635	0.48954
97_P6_D05	0.097518024956	blue	3	0.31267	0.34369
97_P5_D01	NA	black	0	1.334	0
97_P6_F05	NA	black	0	0.032806	0
97_P5_H06	0.322096987997	blue	3	0.13225	0.11636
97_P5_H11	NA	black	0	0.16479	0
97_P5_E06	-0.135365066628	green3	2	1.2957	0.22527
97_P6_H02	0.0226730462019	blue	3	0.78994	0.30685
97_P6_A08	NA	black	0	0.45733	0
97_P5_B02	NA	black	0	0.83996	0
97_P5_E10	0.147986348526	blue	3	0.42438	0.21661
97_P5_B11	-0.309595169173	green3	2	1.4573	0.052416
97_P6_G07	0.0532765359146	blue	3	0.69688	0.25942
97_P5_A05	-0.0879144519476	green3	2	1.3868	0.35952
97_P5_A11	-0.205263759262	green3	2	1.3443	0.12829
97_P6_A06	NA	black	0	0.13356	0
97_P6_F07	NA	black	0	1.8294	0
97_P6_G04	-0.199264523954	green3	2	0.4844	0.89064
97_P6_B05	NA	black	0	3.0131	0
97_P5_D06	0.0300294285136	blue	3	0.81803	0.10836
97_P6_F08	NA	black	0	0.60975	0
97_P5_F06	-0.800149739277	green3	2	0.14666	1.3601
97_P5_D08	NA	black	0	0.81721	0
97_P5_G11	0.0728482011053	blue	3	0.70044	0.15963
97_P6_F10	NA	black	0	1.5563	0
97_P5_H07	NA	black	0	0	0.57143
97_P5_A07	0.0789341215867	blue	3	0.6663	0.18903
97_P6_G11	0.032914146826	blue	3	0.48336	0.42331
97_P5_C03	0.108179679113	blue	3	0.5724	0.19912
97_P5_F01	0.0153420960841	blue	3	0.848	0.14796
97_P6_E01	NA	black	0	2.7564	0
97_P5_F03	0.0714254615616	blue	3	0.6397	0.24975
97_P5_B01	NA	black	0	2.2333	0
97_P6_H03	0.178845261075	blue	3	0.071763	0.29514
97_P6_E12	NA	black	0	3.7004	0
97_P5_G10	-0.0440017987375	green3	2	0.48749	0.58304
97_P5_C05	-0.0847987233028	green3	2	1.101	0.16736
97_P6_D11	0.265362318324	blue	3	0.2916	0.10299
97_P5_H09	0.0438281990024	blue	3	0.77484	0.15963
97_P6_B06	NA	black	0	0.20664	0
97_P5_F09	-0.481795874897	green3	2	1.8094	0.075875
97_P6_F02	-0.568759909916	green3	2	2.766	0.28333
97_P5_D11	0.16085426499	blue	3	0.26303	0.26664
97_P5_H03	NA	black	0	1.4335	0
97_P5_D05	-0.118077628775	green3	2	1.1427	0.11503
97_P6_H05	-0.18057626956	green3	2	0.95233	3.397
97_P6_D09	-1.07622487684	green3	2	0.2857	1.8785
97_P6_G09	-0.36614586133	green3	2	1.8327	0.1903
97_P6_D08	NA	black	0	0	0
97_P5_G06	0.118364078341	blue	3	0.35389	0.29983
97_P5_A01	0.994999611545	cyan	4	1.3414	2.9375
97_P6_H10	0.331918446917	blue	3	0.23756	0.044044
97_P5_G01	0.125328113245	blue	3	0.5888	0.13093
97_P6_E02	-0.607339963028	green3	2	2.1378	0.1137
97_P6_B01	NA	black	0	0.88127	0
97_P5_F10	-0.209345514546	green3	2	1.3196	0.098958
97_P6_C10	0.408204660623	blue	3	1.355	1.3346
97_P5_C09	0.0222437993017	blue	3	0.83431	0.1177
97_P5_E12	NA	black	0	1.0236	0
97_P5_E01	NA	black	0	2.2388	0
97_P6_D02	NA	black	0	0.93357	0
97_P6_A07	-0.515030830602	green3	2	2.2228	0.20038
97_P5_G03	1.20222474232	black	0	1.3984	3.0663
97_P6_G12	NA	black	0	0.1865	0
97_P6_C03	0.215029796906	blue	3	0.38294	0.12168
97_P6_H06	NA	black	0	0.074505	0
97_P5_E09	NA	black	0	0	0
97_P6_C01	-0.575938541328	green3	2	2.1535	0.14012
97_P6_G03	-0.460806603779	green3	2	0.10165	0.96864
97_P5_G12	-0.36312076967	green3	2	2.3179	0.31499
97_P5_G09	1.00971105486	cyan	4	1.538	2.0004
97_P5_H04	-1.5365870329	black	0	0.32539	2.5241
MGH97_P7_B05	0.236297456903	blue	3	0.21785	0.18269
MGH97_P7_E10	NA	black	0	0.58688	0
MGH97_P7_A02	NA	black	0	1.2179	0
MGH97_P7_C01	-0.0535244568592	green3	2	1.0186	0.15834
MGH97_P7_D06	NA	black	0	3.6657	0
MGH97_P7_H08	NA	black	0	0.28451	0
MGH97_P7_G11	NA	black	0	0	0
MGH97_P7_A08	0.0561682329018	blue	3	0.33228	0.40272
MGH97_P7_F07	NA	black	0	1.8887	0
MGH97_P7_C04	NA	black	0	0.11237	0
MGH97_P7_C02	NA	black	0	1.9572	0
MGH97_P7_F10	NA	black	0	1.4399	0
MGH97_P7_H05	NA	black	0	1.7031	0
MGH97_P7_B04	NA	black	0	3.7464	0
MGH97_P7_F09	0.00225527904362	blue	3	0.87578	0.39835
MGH97_P7_H02	NA	black	0	0	0
MGH97_P7_C11	NA	black	0	0.12697	0
MGH97_P7_G07	0.368845123646	blue	3	0.060739	0.097611
MGH97_P7_F06	0.408835364409	blue	3	0.12168	0.02148
MGH97_P7_A06	-1.10115207221	green3	2	2.9296	0.085425
MGH97_P7_D12	NA	black	0	0	0
MGH97_P7_B02	NA	black	0	3.1075	0
MGH97_P7_E03	NA	black	0	0	0
MGH97_P7_D02	NA	black	0	0.32654	0
MGH97_P7_B11	NA	black	0	0.070389	0
MGH97_P7_E09	-0.753318193037	green3	2	0.6332	2.4177
MGH97_P7_B01	NA	black	0	3.0193	0
MGH97_P7_G06	-0.0747362567877	green3	2	0.30685	0.5955
MGH97_P7_B07	0.0619071361938	blue	3	0.66721	0.25701
MGH97_P7_C05	NA	black	0	2.2449	0
MGH97_P7_E07	NA	black	0	0	0
MGH97_P7_B12	0.0799100315534	blue	3	0.72421	0.063503
MGH97_P7_H07	NA	black	0	1.2203	0
MGH97_P7_D04	-0.521518783251	green3	2	0.8472	3.3535
MGH97_P7_C06	NA	black	0	0	0.092207
MGH97_P7_G09	0.287874126451	blue	3	0.25942	0.090853
MGH97_P7_E06	-1.62673823303	black	0	3.8014	0.088142
MGH97_P7_F04	NA	black	0	0.23634	0
MGH97_P7_C09	NA	black	0	1.779	0
MGH97_P7_G03	NA	black	0	0.51299	0
MGH97_P7_H01	0.0779603976598	blue	3	2.373	0.58015
MGH97_P7_B06	-1.35186979502	black	0	0.30334	2.2464
MGH97_P7_C08	-0.799035902339	green3	2	2.56	0.12961
MGH97_P7_E08	NA	black	0	2.8193	0
MGH97_P7_F01	NA	black	0	0.7277	0
MGH97_P7_H03	-0.271442632379	green3	2	1.373	0.038436
MGH97_P7_B10	NA	black	0	2.1434	0
MGH97_P7_E11	-1.0745280958	green3	2	2.8576	0.07861
MGH97_P7_C03	NA	black	0	3.3224	0
MGH97_P7_H12	NA	black	0	0.084064	0
MGH97_P7_D07	NA	black	0	0.2228	0
MGH97_P7_A11	NA	black	0	2.2681	0
MGH97_P7_A01	NA	black	0	0	0
MGH97_P7_F12	NA	black	0	2.1574	0
MGH97_P7_F08	NA	black	0	1.9723	0
MGH97_P7_D11	-0.325866060353	green3	2	1.5801	0.11503
MGH97_P7_H09	NA	black	0	0	0
MGH97_P7_D09	0.250839641158	blue	3	1.0779	2.7727
MGH97_P7_C12	NA	black	0	0.14926	0
MGH97_P7_H11	NA	black	0	0.062122	0
MGH97_P7_A04	NA	black	0	0.089498	0
MGH97_P7_H06	0.296664742299	blue	3	0.098958	0.15963
MGH97_P7_F03	NA	black	0	0.34255	0
MGH97_P7_A07	0.378788208422	blue	3	1.3973	1.1998
MGH97_P7_F11	-0.140004398488	green3	2	1.2054	0.13356
MGH97_P7_G08	2.68440038981	black	0	2.2531	2.3237
MGH97_P7_E02	NA	black	0	0.17249	0
MGH97_P7_C07	-0.329848583035	green3	2	1.5792	0.10969
MGH97_P7_A09	NA	black	0	0	0.15316
MGH97_P7_B09	NA	black	0	3.0238	0
MGH97_P7_G10	-0.790249924472	green3	2	2.6041	0.14535
MGH97_P7_G02	5.04159059242	black	0	3.2633	2.4455
MGH97_P7_H04	NA	black	0	0.05797	0
MGH97_P7_G01	NA	black	0	0	0.33571
MGH97_P7_E05	NA	black	0	3.8045	0
MGH97_P7_E04	NA	black	0	0	0.848
MGH97_P7_E01	NA	black	0	1.3225	0
MGH97_P7_F05	-0.0256101328818	green3	2	0.77737	0.67084
MGH97_P7_D05	NA	black	0	2.6528	0
MGH97_P7_A03	-0.0417205749805	green3	2	1.107	0.33914
MGH97_P7_B03	NA	black	0	3.1266	0
MGH97_P7_A05	NA	black	0	0	0
MGH97_P7_D03	1.24999023399	black	0	2.5472	1.1998
MGH97_P7_F02	NA	black	0	2.9201	0
MGH97_P7_G05	NA	black	0	0	0.42761
MGH97_P7_D08	0.0257889658913	blue	3	0.28806	0.45101
MGH97_P7_G04	0.00410626476374	blue	3	0.87342	0.301
MGH97_P8_A11	-1.04224406432	green3	2	2.5494	0.0028825
MGH97_P10_A12	0.406109628626	blue	3	0.049631	0.063503
MGH97_P10_E09	0.0155274845826	blue	3	0.8512	0.07861
MGH97_P9_B12	NA	black	0	1.8651	0
MGH97_P10_D07	NA	black	0	2.0694	0
MGH97_P8_D11	NA	black	0	1.4281	0
MGH97_P8_G05	NA	black	0	1.5661	0
MGH97_P9_C05	NA	black	0	0.082703	0
MGH97_P8_D03	NA	black	0	3.3953	0
MGH97_P8_H05	NA	black	0	0.30801	0
MGH97_P10_A09	0.318881600818	blue	3	0.14012	0.11636
MGH97_P10_E03	-0.208843452256	green3	2	0.15445	0.72247
MGH97_P10_D04	NA	black	0	2.1489	0
MGH97_P9_D12	NA	black	0	0.13093	0
MGH97_P8_H06	0.256019392951	blue	3	0.26544	0.13225
MGH97_P8_H11	NA	black	0	0.094912	0
MGH97_P9_F12	-0.901479001708	green3	2	2.5087	0.062122
MGH97_P8_D07	NA	black	0	0.85758	0
MGH97_P8_H02	NA	black	0	0.99856	0
MGH97_P8_D01	-0.243826146848	green3	2	1.6017	0.22404
MGH97_P10_C04	NA	black	0	1.3132	0
MGH97_P9_E06	NA	black	0	0	0
MGH97_P8_F12	NA	black	0	0	0
MGH97_P8_H01	NA	black	0	0.4782	0
MGH97_P8_A05	NA	black	0	1.0676	0
MGH97_P9_F10	NA	black	0	1.8699	0
MGH97_P10_F10	-0.679115905047	green3	2	2.5588	0.1903
MGH97_P9_G12	NA	black	0	2.6699	0
MGH97_P8_B04	NA	black	0	0.39944	0
MGH97_P8_E11	NA	black	0	0.8335	0
MGH97_P9_G10	-0.794103287209	green3	2	0.2558	1.4895
MGH97_P10_D11	NA	black	0	1.9989	0
MGH97_P10_D01	-0.712849939777	green3	2	2.3354	0.11237
MGH97_P10_H04	NA	black	0	0.7031	0
MGH97_P10_D12	NA	black	0	0.15963	0
MGH97_P8_D04	NA	black	0	1.3016	0
MGH97_P8_F08	NA	black	0	1.1276	0
MGH97_P9_E10	NA	black	0	0.14926	0
MGH97_P9_D11	NA	black	0	0.90766	0
MGH97_P8_A02	NA	black	0	0	0
MGH97_P9_F01	-0.15301225561	green3	2	1.2624	0.16092
MGH97_P8_B08	NA	black	0	3.1701	0
MGH97_P8_A09	NA	black	0	2.2576	0
MGH97_P9_A03	NA	black	0	0	0.1776
MGH97_P9_G09	0.024713786613	blue	3	0.83188	0.085425
MGH97_P10_E02	1.27359258971	black	0	2.3288	1.3144
MGH97_P10_H08	0.308167200142	blue	3	0.16092	0.11902
MGH97_P9_G04	NA	black	0	2.5205	0
MGH97_P8_G11	NA	black	0	0	0
MGH97_P10_A06	NA	black	0	3.3356	0
MGH97_P10_F08	0.125071238195	blue	3	0.58304	0.13881
MGH97_P8_E08	NA	black	0	1.1814	0
MGH97_P8_G08	NA	black	0	0	0
MGH97_P10_B07	0.136584717985	blue	3	0.58111	0.10702
MGH97_P9_G11	0.270004390408	blue	3	0.17632	0.15834
MGH97_P8_F11	NA	black	0	0.089498	0
MGH97_P8_F05	NA	black	0	0	2.3144
MGH97_P9_A01	NA	black	0	2.2934	0
MGH97_P10_F01	NA	black	0	0.30451	0
MGH97_P8_C10	-0.375422701815	green3	2	0.066261	0.86315
MGH97_P8_E02	NA	black	0	0	1.2116
MGH97_P10_B05	NA	black	0	0.42223	0
MGH97_P8_G04	-0.923680432332	green3	2	2.7691	0.123
