Cell_name	Zvalue	Color	Cluster	POU2AF1	POU2F1
MGH54_P17_A10	NA	black	0	0	2.9201
MGH54_P17_A11	NA	black	0	0	0.067639
MGH54_P17_A12	NA	black	0	0	2.4542
MGH54_P17_B01	NA	black	0	0	0
MGH54_P17_B02	-0.132419906473	green3	2	0.44255	3.6896
MGH54_P17_B03	NA	black	0	0	2.5467
MGH54_P17_B05	NA	black	0	0	3.2693
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	NA	black	0	0	0
MGH54_P17_B08	NA	black	0	0	2.6515
MGH54_P17_B09	NA	black	0	0	3.0195
MGH54_P17_B10	NA	black	0	0	0.059355
MGH54_P17_B11	NA	black	0	0	0
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	2.9703
MGH54_P17_C04	NA	black	0	0	1.8274
MGH54_P17_C05	0.048807146154	green3	2	0.39616	0.30568
MGH54_P17_C06	0.335132528295	green3	2	0.51299	3.2635
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	0.36961	0
MGH54_P17_C09	-0.0487395366096	green3	2	0.42008	1.9822
MGH54_P17_C10	NA	black	0	0	0.09356
MGH54_P17_C11	NA	black	0	0	0.09356
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	NA	black	0	0	0
MGH54_P17_D02	NA	black	0	0	2.9011
MGH54_P17_D03	NA	black	0	0	1.9381
MGH54_P17_D04	NA	black	0	0.35952	0
MGH54_P17_D05	NA	black	0	0	0.088142
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	0.16978723818	green3	2	0.33914	0.29514
MGH54_P17_D09	0.31350304988	green3	2	0.29396	0.13356
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0	4.7444
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	-0.738065328744	green3	2	0.68437	0.10836
MGH54_P17_E03	0.0303128751076	green3	2	0.4813	1.3202
MGH54_P17_E04	NA	black	0	0	0.12565
MGH54_P17_E05	NA	black	0	0	0
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	0	2.3637
MGH54_P17_E08	NA	black	0	0	2.3386
MGH54_P17_E09	NA	black	0	0	1.802
MGH54_P17_E10	NA	black	0	0.27501	0
MGH54_P17_E11	NA	black	0	0	2.3876
MGH54_P17_E12	0.125636895198	green3	2	0.36401	0.22774
MGH54_P17_F01	NA	black	0	0	2.2654
MGH54_P17_F02	NA	black	0	0	3.1319
MGH54_P17_F03	NA	black	0	0	2.0834
MGH54_P17_F04	NA	black	0	0	3.428
MGH54_P17_F05	NA	black	0	0	0.58304
MGH54_P17_F07	0.00244805787839	green3	2	0.45207	2.9063
MGH54_P17_F08	NA	black	0	0.4813	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0	0.12829
MGH54_P17_F11	NA	black	0	0.32884	0
MGH54_P17_F12	NA	black	0	0.22897	0
MGH54_P17_G01	NA	black	0	0	1.8508
MGH54_P17_G02	NA	black	0	0	0.073135
MGH54_P17_G03	NA	black	0	0	3.116
MGH54_P17_G04	-0.340570320186	green3	2	0.34823	2.3718
MGH54_P17_G05	NA	black	0	0	0
MGH54_P17_G06	NA	black	0	0	0.46989
MGH54_P17_G07	NA	black	0	0	1.0151
MGH54_P17_G08	NA	black	0	0	0.074505
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0	0
MGH54_P17_G11	-0.0814147974785	green3	2	0.42223	2.3915
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0.33914	0
MGH54_P17_H02	NA	black	0	0	1.7643
MGH54_P17_H05	NA	black	0	0	0
MGH54_P17_H06	NA	black	0	0.19787	0
MGH54_P17_H07	NA	black	0	0	1.4746
MGH54_P17_H08	-0.0141044115512	green3	2	0.42975	1.766
MGH54_P17_H09	NA	black	0	0	2.9071
MGH54_P17_H10	NA	black	0	0	2.6494
MGH54_P17_H11	-0.543591094617	green3	2	0.62667	0.15963
MGH54_P17_H12	NA	black	0	0	0.12035
MGH54_P6_A01	NA	black	0	0	0
MGH54_P6_A02	NA	black	0	0	1.4972
MGH54_P6_A03	NA	black	0	0	1.2869
MGH54_P6_A04	NA	black	0	0	1.7929
MGH54_P6_A05	NA	black	0	0	0.30568
MGH54_P6_A06	NA	black	0	0	0.16221
MGH54_P6_A07	NA	black	0	0	1.3288
MGH54_P6_A08	NA	black	0	0	2.7075
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0.43296	0
MGH54_P6_A11	NA	black	0	0	0
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	-0.25768813275	green3	2	0.34255	2.0402
MGH54_P6_B02	NA	black	0	0	0.23511
MGH54_P6_B03	-0.494485747977	green3	2	0.30685	2.3863
MGH54_P6_B04	NA	black	0	0	2.4306
MGH54_P6_B05	NA	black	0	0.58496	0
MGH54_P6_B06	NA	black	0	0	0.66175
MGH54_P6_B07	NA	black	0	0	1.0243
MGH54_P6_B08	NA	black	0	0	0.75958
MGH54_P6_B09	NA	black	0	0	0.4916
MGH54_P6_B10	NA	black	0	0	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	-0.801383511449	green3	2	0.82944	0.42116
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	NA	black	0	0	1.5246
MGH54_P6_C03	NA	black	0	0	3.8094
MGH54_P6_C04	0.107902716053	green3	2	0.32769	0.66084
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0	0.1177
MGH54_P6_C08	0.00846031350753	green3	2	0.52406	1.1336
MGH54_P6_C09	NA	black	0	0.42761	0
MGH54_P6_C10	0.00284631568793	green3	2	0.40708	1.0356
MGH54_P6_C11	NA	black	0	0	3.561
MGH54_P6_C12	0.123407086685	green3	2	0.57821	1.4206
MGH54_P6_D01	NA	black	0	0.50894	0
MGH54_P6_D02	NA	black	0	0	3.6817
MGH54_P6_D03	NA	black	0	0	0
MGH54_P6_D04	NA	black	0	0	2.1127
MGH54_P6_D05	NA	black	0	0.45733	0
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	NA	black	0	0	2.108
MGH54_P6_D09	NA	black	0	0	0.056584
MGH54_P6_D10	NA	black	0	0	0.092207
MGH54_P6_D11	NA	black	0	0	2.3039
MGH54_P6_D12	NA	black	0	0	0.12829
MGH54_P6_E02	NA	black	0	0	1.5878
MGH54_P6_E03	NA	black	0	0	0
MGH54_P6_E04	0.619375814919	green3	2	1.0179	1.5583
MGH54_P6_E05	NA	black	0	0.53306	0
MGH54_P6_E07	NA	black	0	0.77146	0
MGH54_P6_E08	NA	black	0	0.72421	0
MGH54_P6_E09	NA	black	0	0.46676	0
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	0.688390616563	green3	2	0.74071	1.9716
MGH54_P6_F01	NA	black	0	0.22651	0
MGH54_P6_F02	NA	black	0	0	1.2922
MGH54_P6_F03	NA	black	0	0	1.9464
MGH54_P6_F05	NA	black	0	0	0.13881
MGH54_P6_F06	NA	black	0	0.48646	0
MGH54_P6_F07	0.159915690934	green3	2	0.35727	0.085425
MGH54_P6_F08	NA	black	0	0	0.1776
MGH54_P6_F09	NA	black	0	0.34142	0
MGH54_P6_F10	NA	black	0	0	1.992
MGH54_P6_F11	-1.73269200743	black	0	1.0201	0.11103
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	-0.743575837913	green3	2	0.68167	0.090853
MGH54_P6_G02	-0.697293639265	green3	2	0.69064	0.18396
MGH54_P6_G03	NA	black	0	0	0.092207
MGH54_P6_G04	NA	black	0	0	2.0293
MGH54_P6_G06	NA	black	0	0	0.123
MGH54_P6_G07	NA	black	0	0.45943	0
MGH54_P6_G08	-0.0111645425347	green3	2	0.37851	1.1609
MGH54_P6_G09	NA	black	0	0	0
MGH54_P6_G10	0.292824326987	green3	2	0.53903	2.225
MGH54_P6_G11	NA	black	0	0	0
MGH54_P6_G12	NA	black	0	0	2.3578
MGH54_P6_H01	0.33568825728	green3	2	0.54794	2.2904
MGH54_P6_H03	2.56902299082	black	0	1.216	2.4225
MGH54_P6_H05	-0.263418488621	green3	2	0.22404	1.5205
MGH54_P6_H06	NA	black	0	0.50284	0
MGH54_P6_H07	NA	black	0	0.61353	0
MGH54_P6_H08	0.100174762311	green3	2	0.50691	1.614
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	0.0465355369815	green3	2	0.45838	2.1362
MGH54_P6_H11	1.07560481442	green3	2	0.59455	4.2479
MGH54_P6_H12	NA	black	0	0	0.57628
MGH54_P7_A02	NA	black	0	0	3.7473
MGH54_P7_A03	0.37609847952	green3	2	0.26903	0.13225
MGH54_P7_A04	NA	black	0	0	0.69866
MGH54_P7_A06	0.0374963227493	green3	2	0.40272	0.049631
MGH54_P7_A07	NA	black	0	0	1.2228
MGH54_P7_A08	0.243604939748	green3	2	0.32654	0.077243
MGH54_P7_A10	-0.380455434713	green3	2	0.32654	2.2684
MGH54_P7_A11	0.544265099974	green3	2	0.21785	0.049631
MGH54_P7_A12	0.570534557934	green3	2	0.18269	0.16092
MGH54_P7_B01	0.19383202531	green3	2	0.34596	0.062122
MGH54_P7_B03	NA	black	0	0	0.04684
MGH54_P7_B04	0.375515914909	green3	2	0.25459	0.22033
MGH54_P7_B05	0.128784392467	green3	2	0.4782	2.7587
MGH54_P7_B06	NA	black	0	0	0
MGH54_P7_B07	NA	black	0	0	3.6274
MGH54_P7_B08	NA	black	0	0	3.6232
MGH54_P7_B09	2.50490830323	black	0	0.77821	4.0949
MGH54_P7_B10	NA	black	0	0.69421	0
MGH54_P7_B12	NA	black	0	0.17505	0
MGH54_P7_C01	0.727499621805	green3	2	0.54696	4.9067
MGH54_P7_C03	NA	black	0	0.40708	0
MGH54_P7_C04	NA	black	0	0.37518	0
MGH54_P7_C05	NA	black	0	0	0
MGH54_P7_C06	NA	black	0	0	0.19535
MGH54_P7_C07	NA	black	0	0	4.4134
MGH54_P7_C08	NA	black	0	0	0.13093
MGH54_P7_C09	NA	black	0	0.46153	0
MGH54_P7_C10	0.201744932177	green3	2	0.49262	4.4004
MGH54_P7_C11	NA	black	0	0	0.069015
MGH54_P7_C12	0.00777186041441	green3	2	0.41468	0.19912
MGH54_P7_D01	0.879950280798	green3	2	0.59646	3.4567
MGH54_P7_D02	NA	black	0	0	5.3303
MGH54_P7_D03	NA	black	0	0.31962	0
MGH54_P7_D04	NA	black	0	0	1.2023
MGH54_P7_D05	NA	black	0	0	2.8699
MGH54_P7_D06	NA	black	0	0	0.63227
MGH54_P7_D08	NA	black	0	0.41576	0
MGH54_P7_D11	0.0452174521893	green3	2	0.23266	0.976
MGH54_P7_D12	NA	black	0	0	0.20539
MGH54_P7_E01	-0.36027693396	green3	2	0.29748	1.9975
MGH54_P7_E02	NA	black	0	0	0
MGH54_P7_E03	-1.53811766149	black	0	0.17249	3.0666
MGH54_P7_E04	NA	black	0	0	0.21661
MGH54_P7_E05	0.0497121748893	green3	2	0.39835	0.053806
MGH54_P7_E06	NA	black	0	0	0.95754
MGH54_P7_E08	NA	black	0	0.93659	0
MGH54_P7_E09	NA	black	0	0.45943	0
MGH54_P7_E10	NA	black	0	0	0.64155
MGH54_P7_E11	NA	black	0	0.71017	0
MGH54_P7_E12	-0.986503994056	green3	2	0.81065	0.21537
MGH54_P7_F01	NA	black	0	0	3.9949
MGH54_P7_F02	0.391093628893	green3	2	0.27381	0.056584
MGH54_P7_F03	NA	black	0	0	2.6551
MGH54_P7_F04	-0.642324320485	green3	2	0.38626	4.0553
MGH54_P7_F05	0.108638158122	green3	2	0.48543	1.9742
MGH54_P7_F06	0.328647064833	green3	2	0.29631	0.062122
MGH54_P7_F08	NA	black	0	0	0.053806
MGH54_P7_F10	0.0992727301176	green3	2	0.38073	0.04684
MGH54_P7_F11	-0.770346039117	green3	2	0.29983	2.9336
MGH54_P7_G01	NA	black	0	0.25338	0
MGH54_P7_G02	NA	black	0	0	3.3944
MGH54_P7_G03	NA	black	0	0.40817	0
MGH54_P7_G04	NA	black	0	0	3.3237
MGH54_P7_G06	-0.865855937101	green3	2	0.77146	0.23266
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	-3.36027096657	black	0	0.045443	3.987
MGH54_P7_G09	0.421727712136	green3	2	0.26183	0.060739
MGH54_P7_G10	-0.0716303064966	green3	2	0.44255	0.08134
MGH54_P7_G11	NA	black	0	0	2.9207
MGH54_P7_H01	NA	black	0	0.53406	0
MGH54_P7_H02	-2.43792231938	black	0	1.2179	0.074505
MGH54_P7_H04	NA	black	0	0.49672	0
MGH54_P7_H05	0.411788222708	green3	2	0.25701	0.1177
MGH54_P7_H09	NA	black	0	0.39067	0
MGH54_P7_H10	NA	black	0	0.66903	0
MGH54_P8_A01	-1.38196386287	black	0	0.94935	0.20163
MGH54_P8_A06	NA	black	0	0	0.10568
MGH54_P8_A07	-0.784492438775	green3	2	0.7137	0.15316
MGH54_P8_A09	1.60689025894	black	0	0.77989	2.9385
MGH54_P8_A10	-2.70052184414	black	0	1.389	0.19283
MGH54_P8_A11	0.607153201142	green3	2	0.19661	0.038436
MGH54_P8_A12	0.384332556262	green3	2	0.14012	0.54794
MGH54_P8_B01	NA	black	0	0	0.50589
MGH54_P8_B02	NA	black	0	0.96495	0
MGH54_P8_B04	NA	black	0	0	1.6938
MGH54_P8_B08	NA	black	0	0	0.045443
MGH54_P8_B09	-0.0456552785098	green3	2	0.43189	0.038436
MGH54_P8_B12	NA	black	0	0.12035	0
MGH54_P8_C02	NA	black	0	0	0.17121
MGH54_P8_C04	-0.142796703229	green3	2	0.45207	4.277
MGH54_P8_C06	-0.158090371073	green3	2	0.44042	3.762
MGH54_P8_C07	NA	black	0	0.301	0
MGH54_P8_C09	NA	black	0	0	0.10969
MGH54_P8_C12	-0.962001015589	green3	2	0.82701	0.27501
MGH54_P8_D01	0.120764641354	green3	2	0.34028	0.53306
MGH54_P8_D03	NA	black	0	0	0.064883
MGH54_P8_D04	0.0950459301722	green3	2	0.47093	2.9415
MGH54_P8_D05	NA	black	0	0	2.8893
MGH54_P8_D06	0.617485712475	green3	2	0.19156	0.044044
MGH54_P8_D07	0.591028306629	green3	2	0.20289	0.037031
MGH54_P8_D08	-0.121217455912	green3	2	0.45733	0.02148
MGH54_P8_D10	0.453402147906	green3	2	0.25338	0.038436
MGH54_P8_D11	NA	black	0	0.18777	0
MGH54_P8_D12	NA	black	0	0.43829	0
MGH54_P8_E01	NA	black	0	0	0.05797
MGH54_P8_E04	NA	black	0	0	1.2016
MGH54_P8_E05	2.10567522161	black	0	0.82456	3.2432
MGH54_P8_E07	0.0339159978792	green3	2	0.47197	1.4136
MGH54_P8_E08	NA	black	0	0.45418	0
MGH54_P8_E10	0.52582492352	green3	2	0.22774	0.032806
MGH54_P8_F01	0.0344333473051	green3	2	0.40381	0.049631
MGH54_P8_F02	NA	black	0	0	3.6121
MGH54_P8_F04	0.26969815381	green3	2	0.31962	0.044044
MGH54_P8_F05	NA	black	0	0	2.8657
MGH54_P8_F06	NA	black	0	0.20289	0
MGH54_P8_F08	0.0178514308188	green3	2	0.41034	0.1635
MGH54_P8_F09	NA	black	0	0.51096	0
MGH54_P8_F10	NA	black	0	0	0.13488
MGH54_P8_F11	NA	black	0	0	0
MGH54_P8_F12	NA	black	0	0	2.177
MGH54_P8_G01	NA	black	0	0	2.1401
MGH54_P8_G03	NA	black	0	0.33685	0
MGH54_P8_G04	NA	black	0	0	2.0993
MGH54_P8_G05	-0.530733262701	green3	2	0.59837	0.041243
MGH54_P8_G06	-0.00292858121049	green3	2	0.43936	2.0172
MGH54_P8_G07	NA	black	0	0	1.5261
MGH54_P8_G08	-0.178847620299	green3	2	0.4813	0.08134
MGH54_P8_G09	1.91255751057	black	0	0.84318	2.9434
MGH54_P8_G10	0.438401013219	green3	2	0.2558	0.059355
MGH54_P8_G11	-1.07165490325	green3	2	0.774	0.034216
MGH54_P8_G12	NA	black	0	0	3.2889
MGH54_P8_H01	0.530019976744	green3	2	0.66721	1.9778
MGH54_P8_H03	-0.587272448435	green3	2	0.23511	2.107
MGH54_P8_H04	NA	black	0	0.22651	0
MGH54_P8_H06	0.0659250728922	green3	2	0.38847	0.28924
MGH54_P8_H07	-0.0283901754043	green3	2	0.42653	0.069015
MGH54_P8_H08	0.758298072663	green3	2	0.14143	0.032806
MGH54_P8_H10	NA	black	0	0	0.14405
MGH54_P8_H12	NA	black	0	0	0.10568
MGH54_P10_A01	-0.991382497393	green3	2	0.070389	2.024
MGH54_P10_A02	0.292324808475	green3	2	0.29396	0.20289
MGH54_P10_A03	NA	black	0	0	3.7597
MGH54_P10_A04	-0.0631399098835	green3	2	0.28806	1.2314
MGH54_P10_A05	NA	black	0	0.19156	0
MGH54_P10_A06	-0.288015659186	green3	2	0.26063	1.6681
MGH54_P10_A07	-2.69099864898	black	0	1.3033	0.088142
MGH54_P10_A09	0.331559249566	green3	2	0.28924	0.1137
MGH54_P10_A10	0.483003620136	green3	2	0.24001	0.053806
MGH54_P10_A11	NA	black	0	0.33914	0
MGH54_P10_A12	0.651239159563	green3	2	0.13881	0.1903
MGH54_P10_B01	NA	black	0	0.28451	0
MGH54_P10_B02	NA	black	0	0.37295	0
MGH54_P10_B03	0.343668567838	green3	2	0.29042	0.064883
MGH54_P10_B05	0.327822357889	green3	2	0.28806	0.13488
MGH54_P10_B06	NA	black	0	0	0
MGH54_P10_B07	NA	black	0	0	1.9587
MGH54_P10_B08	-1.07989280844	green3	2	0.82782	0.17377
MGH54_P10_B09	NA	black	0	0	0
MGH54_P10_B10	NA	black	0	0	2.3294
MGH54_P10_B11	NA	black	0	1.2091	0
MGH54_P10_B12	NA	black	0	0	0.055196
MGH54_P10_C01	NA	black	0	0.34369	0
MGH54_P10_C02	0.751949728156	green3	2	0.10568	0.15704
MGH54_P10_C03	0.01305856003	green3	2	0.41143	0.052416
MGH54_P10_C04	0.217605536287	green3	2	0.31846	0.2762
MGH54_P10_C05	0.0052183259381	green3	2	0.72944	1.1349
MGH54_P10_C07	NA	black	0	0	0
MGH54_P10_C08	NA	black	0	0	2.0919
MGH54_P10_C09	-1.23140087543	green3	2	0.83107	0.051024
MGH54_P10_C10	0.302947712886	green3	2	0.21164	0.52907
MGH54_P10_C11	NA	black	0	0	0.40272
MGH54_P10_C12	0.421727712136	green3	2	0.26183	0.060739
MGH54_P10_D01	-0.0259390623091	green3	2	0.38294	1.2786
MGH54_P10_D02	NA	black	0	0.25942	0
MGH54_P10_D03	-0.0773262308454	green3	2	0.90381	1.0922
MGH54_P10_D04	-0.222747344736	green3	2	0.4957	0.066261
MGH54_P10_D05	NA	black	0	0.39397	0
MGH54_P10_D06	NA	black	0	0.28451	0
MGH54_P10_D07	NA	black	0	0	0.4957
MGH54_P10_D09	NA	black	0	0.31034	0
MGH54_P10_D10	NA	black	0	0.24123	0
MGH54_P10_D11	NA	black	0	0	0
MGH54_P10_D12	NA	black	0	0.25338	0
MGH54_P10_E01	NA	black	0	0	0.092207
MGH54_P10_E02	NA	black	0	0	0.22774
MGH54_P10_E03	NA	black	0	0	0.12035
MGH54_P10_E04	NA	black	0	0	2.605
MGH54_P10_E05	NA	black	0	0	1.8848
MGH54_P10_E06	-0.956861267109	green3	2	0.18269	2.3948
MGH54_P10_E07	-0.256650519492	green3	2	0.37962	2.4934
MGH54_P10_E08	NA	black	0	0	0.26544
MGH54_P10_E09	-0.142483653899	green3	2	0.47301	0.15316
MGH54_P10_E10	NA	black	0	0	0
MGH54_P10_E11	NA	black	0	0	0
MGH54_P10_E12	1.37507009704	black	0	0.78743	2.6271
MGH54_P10_F01	0.00114436152658	green3	2	0.45312	3.0131
MGH54_P10_F02	0.0431986071995	green3	2	0.40054	0.097611
MGH54_P10_F03	NA	black	0	0.31034	0
MGH54_P10_F04	NA	black	0	0	0.27501
MGH54_P10_F05	NA	black	0	0	0.24853
MGH54_P10_F06	-0.350133450304	green3	2	0.34255	2.3386
MGH54_P10_F08	NA	black	0	0	0.028569
MGH54_P10_F09	NA	black	0	0	1.2234
MGH54_P10_F10	-0.105907313313	green3	2	0.37295	1.6929
MGH54_P10_F11	NA	black	0	0.26784	0
MGH54_P10_F12	-0.177329997972	green3	2	0.47923	0.060739
MGH54_P10_G01	-0.190866565366	green3	2	0.58592	0.67627
MGH54_P10_G02	NA	black	0	0.35163	0
MGH54_P10_G03	0.153432926653	green3	2	0.36065	0.063503
MGH54_P10_G05	NA	black	0	0	0
MGH54_P10_G06	NA	black	0	0	1.0058
MGH54_P10_G07	0.00753305909405	green3	2	0.23879	1.0475
MGH54_P10_G09	0.613464950391	green3	2	0.19156	0.051024
MGH54_P10_G10	-0.43271848413	green3	2	0.61164	0.28688
MGH54_P10_G11	NA	black	0	0	0.056584
MGH54_P10_G12	NA	black	0	0	0.32077
MGH54_P10_H02	0.031296719405	green3	2	0.4049	0.035624
MGH54_P10_H03	0.0852436462764	green3	2	0.4782	1.8934
MGH54_P10_H04	-1.68675225706	black	0	0.24245	3.872
MGH54_P10_H05	-0.20596965512	green3	2	0.39067	2.4529
MGH54_P10_H06	NA	black	0	0	0
MGH54_P10_H07	0.114257046688	green3	2	0.59072	1.3752
MGH54_P10_H08	-0.205365571608	green3	2	0.35502	1.9672
MGH54_P10_H09	NA	black	0	0	2.9661
MGH54_P10_H10	NA	black	0	0	1.7782
MGH54_P10_H11	0.255919895534	green3	2	0.31615	0.14143
MGH54_P10_H12	-0.068388382854	green3	2	0.44042	0.055196
MGH54_P11_A01	NA	black	0	0	1.8363
MGH54_P11_A02	NA	black	0	0	2.6814
MGH54_P11_A03	NA	black	0	0	1.301
MGH54_P11_A04	-0.251905336102	green3	2	0.51197	0.12433
MGH54_P11_A05	NA	black	0	0.4782	0
MGH54_P11_A06	NA	black	0	0	3.8333
MGH54_P11_A08	NA	black	0	0	3.7604
MGH54_P11_A09	0.515448057075	green3	2	0.21164	0.13619
MGH54_P11_A10	NA	black	0	0	2.8574
MGH54_P11_A11	NA	black	0	0	1.5539
MGH54_P11_A12	NA	black	0	0.2228	0
MGH54_P11_B01	0.0197754203753	green3	2	0.31846	1.0065
MGH54_P11_B02	NA	black	0	0	2.2311
MGH54_P11_B03	NA	black	0	0	0
MGH54_P11_B04	-0.657282827214	green3	2	0.89763	0.64155
MGH54_P11_B05	NA	black	0	0.39067	0
MGH54_P11_B06	NA	black	0	0	0.13881
MGH54_P11_B08	NA	black	0	0.419	0
MGH54_P11_B09	NA	black	0	0	0
MGH54_P11_B10	NA	black	0	0	2.0363
MGH54_P11_B11	-0.393216364001	green3	2	0.23266	1.7672
MGH54_P11_B12	NA	black	0	0	2.2666
MGH54_P11_C01	NA	black	0	0	0.60786
MGH54_P11_C02	NA	black	0	0	0.46258
MGH54_P11_C03	NA	black	0	0	0
MGH54_P11_C04	0.158216043978	green3	2	0.56071	1.568
MGH54_P11_C05	NA	black	0	0.73205	0
MGH54_P11_C06	NA	black	0	0.37184	0
MGH54_P11_C07	-0.286684587927	green3	2	0.29042	1.7849
MGH54_P11_C08	NA	black	0	0.29866	0
MGH54_P11_C09	NA	black	0	0	1.9731
MGH54_P11_C10	NA	black	0	0	1.1674
MGH54_P11_C12	-0.0961045340953	green3	2	0.32423	1.3989
MGH54_P11_D01	0.0593942528702	green3	2	0.64616	1.2185
MGH54_P11_D02	NA	black	0	0	0
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	0.77231	0
MGH54_P11_D05	NA	black	0	0	0
MGH54_P11_D06	NA	black	0	0	0
MGH54_P11_D07	0.342395042039	green3	2	0.29042	0.069015
MGH54_P11_D08	-0.429184434981	green3	2	0.6332	0.37518
MGH54_P11_D09	NA	black	0	0	0.40708
MGH54_P11_D10	0.102580425598	green3	2	0.49774	1.7155
MGH54_P11_D11	0.455146458907	green3	2	0.24975	0.05797
MGH54_P11_D12	NA	black	0	0	0
MGH54_P11_E01	NA	black	0	0	0.10299
MGH54_P11_E02	-1.58629957646	black	0	0.98404	0.13356
MGH54_P11_E03	NA	black	0	0	0
MGH54_P11_E04	NA	black	0	0	0.094912
MGH54_P11_E05	-1.2941500699	red	1	0.2228	3.1177
MGH54_P11_E06	NA	black	0	0.28451	0
MGH54_P11_E07	0.115105244362	green3	2	0.27381	0.78743
MGH54_P11_E08	0.462229985903	green3	2	0.24732	0.056584
MGH54_P11_E09	NA	black	0	0	2.451
MGH54_P11_E10	NA	black	0	0	1.1137
MGH54_P11_E11	NA	black	0	0	0.58785
MGH54_P11_E12	-0.587361283006	green3	2	0.62574	0.082703
MGH54_P11_F01	NA	black	0	0.35163	0
MGH54_P11_F02	-2.37166449867	black	0	1.2963	0.21039
MGH54_P11_F03	-0.0588684230248	green3	2	0.44255	0.20789
MGH54_P11_F04	NA	black	0	0	2.4746
MGH54_P11_F05	-0.375303392152	green3	2	0.57143	0.20789
MGH54_P11_F06	-0.224945495629	green3	2	0.30918	1.7194
MGH54_P11_F07	NA	black	0	0	2.6987
MGH54_P11_F08	-1.5502128778	black	0	0.27143	4.0119
MGH54_P11_F09	-1.011779783	green3	2	0.38184	4.9884
MGH54_P11_F10	NA	black	0	0	0.79743
MGH54_P11_F11	NA	black	0	0.1776	0
MGH54_P11_F12	NA	black	0	0	3.537
MGH54_P11_G01	NA	black	0	0	0.91686
MGH54_P11_G02	NA	black	0	0	3.3095
MGH54_P11_G03	NA	black	0	0.37295	0
MGH54_P11_G04	-0.069860081249	green3	2	0.62199	0.98185
MGH54_P11_G05	NA	black	0	0	3.1755
MGH54_P11_G06	0.800609520171	green3	2	0.1177	0.059355
MGH54_P11_G07	NA	black	0	0.22774	0
MGH54_P11_G08	NA	black	0	0	1.6915
MGH54_P11_G09	-0.208443358013	green3	2	0.32884	1.779
MGH54_P11_G10	NA	black	0	0	0.27023
MGH54_P11_G11	NA	black	0	0	0.038436
MGH54_P11_G12	NA	black	0	0	4.5449
MGH54_P11_H01	NA	black	0	0	0
MGH54_P11_H02	NA	black	0	0	3.5449
MGH54_P11_H03	NA	black	0	0.73639	0
MGH54_P11_H04	NA	black	0	0	3.4229
MGH54_P11_H05	NA	black	0	0	0.082703
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	NA	black	0	0.1903	0
MGH54_P11_H08	NA	black	0	0	0.059355
MGH54_P11_H09	0.213746631677	green3	2	0.33228	0.15056
MGH54_P11_H10	NA	black	0	0.25459	0
MGH54_P11_H11	-0.0648543464964	green3	2	0.44679	3.3656
MGH54_P11_H12	0.240040387099	green3	2	0.3115	0.24732
MGH54_P12_A01	NA	black	0	0.91609	0
MGH54_P12_A02	NA	black	0	0	1.2904
MGH54_P12_A03	-0.488602103558	green3	2	0.24245	1.972
MGH54_P12_A04	NA	black	0	0.42546	0
MGH54_P12_A05	1.2150539311	green3	2	0.76214	2.5519
MGH54_P12_A06	NA	black	0	0	3.0004
MGH54_P12_A07	NA	black	0	0	2.043
MGH54_P12_A08	-0.442545785731	green3	2	0.301	2.2163
MGH54_P12_A09	NA	black	0	0	0.45312
MGH54_P12_A10	0.204536752412	green3	2	0.5888	1.5993
MGH54_P12_A11	3.55395474018	black	0	1.4093	2.583
MGH54_P12_B01	-0.302007655748	green3	2	0.53007	0.12035
MGH54_P12_B02	NA	black	0	1.0573	0
MGH54_P12_B03	NA	black	0	0	0
MGH54_P12_B04	NA	black	0	0	0
MGH54_P12_B05	NA	black	0	0	0
MGH54_P12_B06	0.396599625151	green3	2	0.6173	1.9332
MGH54_P12_B07	NA	black	0	0	0
