Cell_name	Zvalue	Color	Cluster	CHEK1	MYC
MGH53_P7_A11	NA	black	0	0.28688	0
MGH53_P7_A12	NA	black	0	0.52306	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	3.39223657537	black	0	4.2242	5.5341
MGH53_P7_B03	NA	black	0	0.31499	0
MGH53_P7_B04	NA	black	0	0	5.5716
MGH53_P7_B05	NA	black	0	5.6597	0
MGH53_P7_B06	NA	black	0	0	0
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	-0.00462781582535	red	1	1.514	3.2833
MGH53_P7_B11	NA	black	0	3.0165	0
MGH53_P7_B12	NA	black	0	0.16092	0
MGH53_P7_C01	NA	black	0	0	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	0.417493551098	red	1	0.69866	1.2738
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	NA	black	0	0	0
MGH53_P7_C06	-0.698817741213	red	1	0.36289	5.5721
MGH53_P7_C07	NA	black	0	0	0.26664
MGH53_P7_C09	NA	black	0	0	6.8464
MGH53_P7_C11	NA	black	0	0	0
MGH53_P7_C12	NA	black	0	3.8554	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	NA	black	0	4.7663	0
MGH53_P7_D10	NA	black	0	0.22774	0
MGH53_P7_D11	-0.377003626005	red	1	0.43829	4.6532
MGH53_P7_D12	NA	black	0	0	2.9235
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	1.62650623789	green3	2	3.69	4.572
MGH53_P7_E03	NA	black	0	3.0156	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	NA	black	0	0	0
MGH53_P7_E07	NA	black	0	0	4.7111
MGH53_P7_E08	NA	black	0	3.8135	0
MGH53_P7_E09	NA	black	0	0	0
MGH53_P7_E10	NA	black	0	0.25217	0
MGH53_P7_E11	NA	black	0	0	5.3626
MGH53_P7_E12	NA	black	0	0	0.7137
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	NA	black	0	4.9009	0
MGH53_P7_F08	NA	black	0	0.27023	0
MGH53_P7_F09	NA	black	0	0	4.4807
MGH53_P7_F10	NA	black	0	0	0
MGH53_P7_F11	4.34075283731	black	0	4.1171	6.2833
MGH53_P7_F12	-0.370455789889	red	1	0.27858	4.3704
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	1.2804	0
MGH53_P7_G04	NA	black	0	0.26063	0
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	5.0871
MGH53_P7_G07	NA	black	0	0	0
MGH53_P7_G08	NA	black	0	0.15186	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	-0.379496821642	red	1	0.20664	4.3106
MGH53_P7_G11	NA	black	0	0	4.7675
MGH53_P7_G12	NA	black	0	0	0.42331
MGH53_P7_H01	NA	black	0	0	5.4525
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0.47197	0
MGH53_P7_H04	NA	black	0	0.28096	0
MGH53_P7_H05	NA	black	0	0	2.3426
MGH53_P7_H06	NA	black	0	0	6.5576
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	4.0188	0
MGH53_P7_H11	NA	black	0	0	5.7546
MGH53_P7_H12	NA	black	0	0	1.7106
MGH53_P8_A01	NA	black	0	0	2.8109
MGH53_P8_A02	NA	black	0	0	6.6148
MGH53_P8_A03	NA	black	0	0	0
MGH53_P8_A04	NA	black	0	0	4.6513
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	NA	black	0	0.1903	0
MGH53_P8_A08	NA	black	0	0	4.757
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	-0.919954707386	red	1	0.29631	6.0566
MGH53_P8_A11	NA	black	0	0.47612	0
MGH53_P8_A12	NA	black	0	0	1.4641
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	4.20879032905	black	0	3.5925	6.8055
MGH53_P8_B08	NA	black	0	0.38184	0
MGH53_P8_B09	NA	black	0	0	0
MGH53_P8_B10	0.225655242182	red	1	3.4476	3.4372
MGH53_P8_B11	NA	black	0	2.1342	0
MGH53_P8_B12	-0.334644653976	red	1	0.60122	4.9236
MGH53_P8_C01	NA	black	0	0	5.6427
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	3.1583
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0
MGH53_P8_C09	NA	black	0	0	4.9504
MGH53_P8_C10	NA	black	0	0.28688	0
MGH53_P8_C11	-0.499472687	red	1	0.37295	4.9301
MGH53_P8_C12	NA	black	0	0	3.673
MGH53_P8_D01	-0.0701775238879	red	1	0.92372	4.3478
MGH53_P8_D02	-0.523316249378	red	1	0.25942	4.7703
MGH53_P8_D03	NA	black	0	4.9204	0
MGH53_P8_D04	NA	black	0	2.7439	0
MGH53_P8_D05	NA	black	0	0	0.38294
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	NA	black	0	0	1.4265
MGH53_P8_D08	NA	black	0	0.43936	0
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0	7.1088
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	4.6608
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0.45628	0
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	5.6639
MGH53_P8_E08	NA	black	0	0	6.3677
MGH53_P8_E09	NA	black	0	0.95382	0
MGH53_P8_E10	NA	black	0	1.1641	0
MGH53_P8_E11	NA	black	0	0	4.9103
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	4.1729
MGH53_P8_F04	NA	black	0	0	3.8443
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	NA	black	0	2.745	0
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	0	4.2926
MGH53_P8_F09	NA	black	0	0	5.5798
MGH53_P8_F11	NA	black	0	0	0.81476
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	NA	black	0	0.92903	0
MGH53_P8_G04	NA	black	0	1.8972	0
MGH53_P8_G05	NA	black	0	2.0793	0
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0	6.7251
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	6.4042
MGH53_P8_G11	NA	black	0	0	0
MGH53_P8_G12	NA	black	0	0	2.3457
MGH53_P8_H01	NA	black	0	0	4.2474
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	0
MGH53_P8_H04	NA	black	0	0.26063	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0.36625	0
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0	0
MGH53_P8_H09	-1.31698076206	red	1	0.1375	6.5904
MGH53_P8_H10	NA	black	0	0	2.3942
MGH53_P8_H11	NA	black	0	0	6.0224
MGH53_P8_H12	NA	black	0	0	1.818
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	0	0
MGH53_P1_A06	NA	black	0	3.4416	0
MGH53_P1_A07	NA	black	0	0	0
MGH53_P1_A08	NA	black	0	0	0
MGH53_P1_B04	NA	black	0	0.50691	0
MGH53_P1_B08	NA	black	0	0	3.7476
MGH53_P1_B09	NA	black	0	0	1.6599
MGH53_P1_B11	NA	black	0	1.24	0
MGH53_P1_C03	NA	black	0	0	0
MGH53_P1_C06	NA	black	0	2.1263	0
MGH53_P1_C09	NA	black	0	0	2.537
MGH53_P1_C10	0.804872809811	green3	2	1.9601	5.223
MGH53_P1_D01	NA	black	0	0.27501	0
MGH53_P1_D05	NA	black	0	1.8738	0
MGH53_P1_D12	NA	black	0	0	3.7278
MGH53_P1_E09	NA	black	0	0	1.6225
MGH53_P1_E12	NA	black	0	0	3.1545
MGH53_P12_A01	-0.200053968512	red	1	0.22774	3.8674
MGH53_P12_A02	NA	black	0	0	0.83835
MGH53_P12_A03	NA	black	0	0	0
MGH53_P12_A04	NA	black	0	2.7033	0
MGH53_P12_A05	NA	black	0	0	1.8722
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	NA	black	0	0.31383	0
MGH53_P12_A09	0.728980948575	green3	2	0.16993	1.7097
MGH53_P12_A10	NA	black	0	0	4.2684
MGH53_P12_A11	NA	black	0	0	5.8404
MGH53_P12_A12	NA	black	0	0	1.1037
MGH53_P12_B01	NA	black	0	0	0
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0	0
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	NA	black	0	0	4.4344
MGH53_P12_B07	NA	black	0	0	0.86552
MGH53_P12_B08	NA	black	0	0.61824	0
MGH53_P12_B09	NA	black	0	0	0
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0.20539	0
MGH53_P12_C01	NA	black	0	0	4.6178
MGH53_P12_C02	NA	black	0	0	4.1012
MGH53_P12_C03	NA	black	0	0	0.36401
MGH53_P12_C04	NA	black	0	0	0
MGH53_P12_C05	NA	black	0	0	5.1121
MGH53_P12_C06	NA	black	0	0	3.988
MGH53_P12_C07	-0.612733948669	red	1	0.32654	5.1809
MGH53_P12_C08	NA	black	0	0	2.6194
MGH53_P12_C09	0.433501010154	red	1	0.24732	2.2762
MGH53_P12_C10	NA	black	0	0	5.1831
MGH53_P12_C11	NA	black	0	0	4.5494
MGH53_P12_C12	NA	black	0	0	0
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	6.3128
MGH53_P12_D06	1.21092127849	green3	2	0.28806	0.32423
MGH53_P12_D07	NA	black	0	0	5.1859
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	-0.124819329858	red	1	0.53605	3.8416
MGH53_P12_D10	NA	black	0	0	5.0283
MGH53_P12_D11	NA	black	0	0	0
MGH53_P12_D12	NA	black	0	0	0
MGH53_P12_E01	NA	black	0	2.7024	0
MGH53_P12_E02	0.273969451139	red	1	0.42116	2.4913
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	-0.35672561934	red	1	0.25217	4.3009
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	3.5323	0
MGH53_P12_E08	NA	black	0	0	4.8688
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	4.5146
MGH53_P12_E12	-0.752947399205	red	1	0.12035	5.1104
MGH53_P12_F01	-0.0693483103887	red	1	0.31499	3.5505
MGH53_P12_F02	0.337853973789	red	1	0.28451	2.4717
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	0.36737	0
MGH53_P12_F06	NA	black	0	0.1635	0
MGH53_P12_F07	NA	black	0	0	6.234
MGH53_P12_F08	NA	black	0	0	0
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	-0.115526104449	red	1	0.19283	3.6414
MGH53_P12_F11	-0.530621754139	red	1	1.5326	0.20664
MGH53_P12_F12	NA	black	0	0	0.20914
MGH53_P12_G01	NA	black	0	4.2224	0
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	0.25459	0
MGH53_P12_G07	NA	black	0	4.3273	0
MGH53_P12_G08	NA	black	0	0.40272	0
MGH53_P12_G09	NA	black	0	0	0
MGH53_P12_G10	-2.27306328344	black	0	2.7609	0.15704
MGH53_P12_G11	NA	black	0	0	7.8625
MGH53_P12_G12	NA	black	0	0	1.8552
MGH53_P12_H01	NA	black	0	0	3.6688
MGH53_P12_H02	NA	black	0	0	5.5268
MGH53_P12_H03	NA	black	0	0	0
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	NA	black	0	0	1.3702
MGH53_P12_H07	NA	black	0	0	0
MGH53_P12_H08	NA	black	0	0	2.9855
MGH53_P12_H09	NA	black	0	0.45838	0
MGH53_P12_H10	NA	black	0	0	2.6173
MGH53_P12_H11	NA	black	0	3.6327	0
MGH53_P12_H12	2.78821527214	black	0	4.1396	5.1771
MGH53_P2_A09	NA	black	0	0	5.234
MGH53_P2_A11	NA	black	0	0	0
MGH53_P2_A12	NA	black	0	0	1.3045
MGH53_P2_B05	NA	black	0	0	0
MGH53_P2_B07	NA	black	0	4.2835	0
MGH53_P2_B09	NA	black	0	0	4.6011
MGH53_P2_B10	NA	black	0	0	4.7353
MGH53_P2_C01	NA	black	0	1.3414	0
MGH53_P2_C02	NA	black	0	0	3.3394
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0.52507	0
MGH53_P2_C09	NA	black	0	0	0
MGH53_P2_D01	NA	black	0	0	0
MGH53_P2_D02	NA	black	0	0	0
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0	3.9467
MGH53_P2_D12	NA	black	0	0	4.6679
MGH53_P2_E04	NA	black	0	0	0
MGH53_P2_E10	-0.290781926587	red	1	0.28096	4.1502
MGH53_P2_F02	NA	black	0	0.32077	0
MGH53_P2_F03	NA	black	0	0	3.9396
MGH53_P2_F04	NA	black	0	0	0
MGH53_P2_F05	NA	black	0	0	0
MGH53_P2_G02	NA	black	0	0	6.9729
MGH53_P2_G07	NA	black	0	0	0
MGH53_P2_H01	NA	black	0	0	4.3299
MGH53_P10_A01	NA	black	0	0	0
MGH53_P10_A02	NA	black	0	5.1065	0
MGH53_P10_A03	0.463481143493	red	1	4.0726	3.5424
MGH53_P10_A04	NA	black	0	0.24489	0
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	4.9884
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	5.4817
MGH53_P10_A10	NA	black	0	3.7987	0
MGH53_P10_A11	NA	black	0	0	0
MGH53_P10_A12	NA	black	0	0	4.3565
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	0.36625	0
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	4.5514
MGH53_P10_B05	NA	black	0	5.1284	0
MGH53_P10_B06	NA	black	0	0.28451	0
MGH53_P10_B07	0.074492804108	red	1	2.3746	3.3985
MGH53_P10_B08	NA	black	0	0	0
MGH53_P10_B09	NA	black	0	1.4552	0
MGH53_P10_B10	NA	black	0	0	5.4701
MGH53_P10_B11	NA	black	0	0	0
MGH53_P10_B12	NA	black	0	0	0.49467
MGH53_P10_C01	NA	black	0	0.23511	0
MGH53_P10_C02	NA	black	0	0	0
MGH53_P10_C03	-0.249292531442	red	1	0.57628	4.4382
MGH53_P10_C04	-2.88244921685	black	0	3.2784	0.26544
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	-0.646575464189	red	1	0.44784	5.7043
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0	0
MGH53_P10_C10	1.85637772389	black	0	3.6766	4.7695
MGH53_P10_C11	NA	black	0	2.2379	0
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	NA	black	0	0	1.7617
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	NA	black	0	0.26903	0
MGH53_P10_D04	NA	black	0	0.23756	0
MGH53_P10_D05	NA	black	0	0	6.3244
MGH53_P10_D06	NA	black	0	0.3471	0
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	NA	black	0	0.45523	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	NA	black	0	0	0
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	NA	black	0	0	5.2362
MGH53_P10_E05	NA	black	0	0	4.8885
MGH53_P10_E06	-1.00770533917	red	1	1.9635	0.58592
MGH53_P10_E07	NA	black	0	0	4.198
MGH53_P10_E08	NA	black	0	0.42868	0
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0	0
MGH53_P10_F01	NA	black	0	0	5.266
MGH53_P10_F02	3.13293272355	black	0	3.2453	6.3277
MGH53_P10_F03	NA	black	0	0	4.8744
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	3.8508	0
MGH53_P10_F08	NA	black	0	0.35952	0
MGH53_P10_F09	0.464055088462	red	1	0.2461	2.2035
MGH53_P10_F10	NA	black	0	0.18269	0
MGH53_P10_F12	NA	black	0	0	4.6294
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	0.527636429059	red	1	0.20539	2.108
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	2.1645	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	3.3795	0
MGH53_P10_G09	NA	black	0	0.15963	0
MGH53_P10_G11	NA	black	0	0	0
MGH53_P10_H01	NA	black	0	0	0
MGH53_P10_H02	-0.472255440575	red	1	4.3201	2.8722
MGH53_P10_H04	NA	black	0	0	3.8417
MGH53_P10_H05	NA	black	0	0	0
MGH53_P10_H06	NA	black	0	0	0
MGH53_P10_H07	NA	black	0	0	0.27381
MGH53_P10_H08	-0.576015642353	red	1	0.28333	4.9678
MGH53_P10_H09	NA	black	0	0	4.7305
MGH53_P10_H10	-0.281058339909	red	1	0.69777	5.029
MGH53_P10_H11	NA	black	0	0.67265	0
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	NA	black	0	0	6.1407
MGH53_P11_A03	NA	black	0	0.20664	0
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	NA	black	0	0	0.42761
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	NA	black	0	0	3.7073
MGH53_P11_A10	NA	black	0	0.18142	0
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0.17249	0
MGH53_P11_B02	NA	black	0	0.5008	0
MGH53_P11_B04	NA	black	0	0	4.017
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	NA	black	0	0	2.6081
MGH53_P11_B08	NA	black	0	0	3.2174
MGH53_P11_B09	NA	black	0	0	0
MGH53_P11_B11	0.0978172843155	red	1	2.3796	3.4371
MGH53_P11_B12	NA	black	0	0	0.58304
MGH53_P11_C01	NA	black	0	0	0
MGH53_P11_C02	NA	black	0	0	2.7231
MGH53_P11_C03	NA	black	0	0	4.3438
MGH53_P11_C04	0.46293088785	red	1	2.461	3.9976
MGH53_P11_C05	NA	black	0	0	4.376
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0.30451	0
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	4.6786
MGH53_P11_C12	-0.603432849355	red	1	2.4647	2.2957
MGH53_P11_D01	NA	black	0	0.19661	0
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	NA	black	0	0	5.1053
MGH53_P11_D04	NA	black	0	0	0.47612
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	0	3.7348
MGH53_P11_D08	NA	black	0	3.2337	0
MGH53_P11_D09	NA	black	0	0	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	NA	black	0	0	4.5739
MGH53_P11_E02	NA	black	0	0	4.5649
MGH53_P11_E04	0.761290996879	green3	2	4.4445	3.6839
MGH53_P11_E06	NA	black	0	0.34369	0
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	0.361551911168	red	1	2.6038	3.7804
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	1.59572017279	green3	2	3.5696	4.6142
MGH53_P11_E12	0.994316825212	green3	2	0.45418	0.2762
MGH53_P11_F01	NA	black	0	0.15834	0
MGH53_P11_F02	NA	black	0	1.9256	0
MGH53_P11_F03	NA	black	0	0.3471	0
MGH53_P11_F04	NA	black	0	0	5.2991
MGH53_P11_F05	NA	black	0	0	4.8974
MGH53_P11_F07	NA	black	0	0	0
MGH53_P11_F10	NA	black	0	0	0.48336
MGH53_P11_F11	NA	black	0	0	7.1254
MGH53_P11_F12	0.169666424852	red	1	0.36513	2.8562
MGH53_P11_G01	NA	black	0	0	4.0843
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	2.7788	0
MGH53_P11_G04	NA	black	0	0.15316	0
MGH53_P11_G05	NA	black	0	0.23879	0
MGH53_P11_G06	NA	black	0	0	0
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	NA	black	0	0	0
MGH53_P11_G10	NA	black	0	0	4.1132
MGH53_P11_G11	NA	black	0	0	0
MGH53_P11_G12	NA	black	0	0	5.4137
MGH53_P11_H01	0.22021099054	red	1	0.17632	2.847
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	-0.192350626797	red	1	0.39067	3.9575
MGH53_P11_H05	NA	black	0	0	0
MGH53_P11_H06	NA	black	0	0.53207	0
MGH53_P11_H07	-0.0876976922688	red	1	2.8139	3.1431
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	1.9789	0
MGH53_P11_H10	NA	black	0	0	0
MGH53_P11_H11	NA	black	0	0	5.5731
MGH53_P11_H12	0.818777599022	green3	2	0.4351	0.848
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	4.4762
MGH53_P9_A03	NA	black	0	2.2473	0
MGH53_P9_A04	NA	black	0	3.1718	0
MGH53_P9_A05	NA	black	0	0	0
MGH53_P9_A06	NA	black	0	0	4.821
MGH53_P9_A07	NA	black	0	0	4.7909
MGH53_P9_A08	NA	black	0	0.33457	0
MGH53_P9_A09	NA	black	0	0	3.6957
MGH53_P9_A10	NA	black	0	0.33228	0
MGH53_P9_A11	NA	black	0	0.25701	0
MGH53_P9_A12	0.985469632531	green3	2	0.41251	0.46153
MGH53_P9_B01	NA	black	0	0	0
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	0	0
MGH53_P9_B04	NA	black	0	0	0
MGH53_P9_B05	-0.115288987889	red	1	0.33113	3.6866
MGH53_P9_B06	0.835341768343	green3	2	2.2621	4.7927
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0	0
MGH53_P9_B09	NA	black	0	0	5.1697
MGH53_P9_B11	0.312915196889	red	1	0.29983	2.52
MGH53_P9_B12	1.15214312233	green3	2	4.6919	3.877
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	2.5543	0
MGH53_P9_C03	NA	black	0	2.3334	0
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	-2.72961022066	black	0	3.3556	0.52607
MGH53_P9_C06	NA	black	0	0	0
MGH53_P9_C07	NA	black	0	3.9491	0
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0	3.399
MGH53_P9_C10	NA	black	0	0	4.4515
MGH53_P9_C11	NA	black	0	0	4.8357
MGH53_P9_C12	NA	black	0	0	0.30451
MGH53_P9_D01	NA	black	0	0	0.59168
MGH53_P9_D02	NA	black	0	0	0
MGH53_P9_D03	3.80061572371	black	0	4.144	5.8809
MGH53_P9_D04	NA	black	0	2.6554	0
MGH53_P9_D05	NA	black	0	0.6951	0
MGH53_P9_D08	NA	black	0	0	3.9343
MGH53_P9_D09	NA	black	0	0	0
MGH53_P9_D10	NA	black	0	0	0
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0	0
MGH53_P9_F04	NA	black	0	0	5.0668
MGH53_P9_F05	NA	black	0	0.30568	0
MGH53_P9_F06	NA	black	0	0	0
MGH53_P9_F07	NA	black	0	0	0
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	2.2618	0
MGH53_P9_F11	0.240076061888	red	1	0.27143	2.7344
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	0	0
MGH53_P9_G02	NA	black	0	0	2.8584
MGH53_P9_G03	0.842350763884	green3	2	4.4818	3.7291
MGH53_P9_G04	NA	black	0	0	0
MGH53_P9_G07	-0.440078475471	red	1	0.33228	4.6564
MGH53_P9_G08	0.0665336719536	red	1	1.4356	3.7243
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	NA	black	0	0.24853	0
MGH53_P9_H01	NA	black	0	0	5.2159
MGH53_P9_H02	NA	black	0	0	5.359
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	NA	black	0	0	3.8674
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	NA	black	0	0	0
MGH53_P9_H08	NA	black	0	0	0
MGH53_P9_H09	NA	black	0	0	3.4712
MGH53_P9_H10	NA	black	0	0	3.8111
MGH53_P9_H11	NA	black	0	0	0
MGH53_P9_H12	0.123187454798	red	1	1.1833	5.3661
MGH53_P4_A07	-0.455855255236	red	1	0.48646	5.0814
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	NA	black	0	0	5.5226
MGH53_P4_B08	-0.0247437197682	red	1	5.0298	3.1507
MGH53_P4_B09	NA	black	0	0	0
MGH53_P4_B10	NA	black	0	3.6794	0
MGH53_P4_B11	NA	black	0	0	0
MGH53_P4_C03	NA	black	0	0	5.0006
MGH53_P4_C11	-0.851799985093	red	1	0.21661	5.5894
MGH53_P4_C12	NA	black	0	0.13488	0
MGH53_P4_D04	NA	black	0	0	0
MGH53_P4_D05	0.0875723020212	red	1	0.26424	3.1306
MGH53_P4_D09	NA	black	0	0	0
MGH53_P4_E01	NA	black	0	0	6.16
MGH53_P4_E02	NA	black	0	0	5.7893
MGH53_P4_E07	NA	black	0	0	0
MGH53_P4_E08	NA	black	0	0	4.6313
MGH53_P4_E09	NA	black	0	0	0
MGH53_P4_F01	NA	black	0	3.6597	0
MGH53_P4_F02	NA	black	0	0.42438	0
MGH53_P4_F08	NA	black	0	0	0
MGH53_P4_F11	NA	black	0	0	1.1966
MGH53_P4_G02	NA	black	0	0	0
MGH53_P4_G05	NA	black	0	0.15704	0
MGH53_P4_G07	NA	black	0	0	0
