Cell_name	Zvalue	Color	Cluster	CREB1	ODC1
MGH53_P6_D05	0.147548168895	red	1	0.67446	2.9417
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0.4351	0
MGH53_P6_D09	0.397121860174	red	1	0.096262	2.8063
MGH53_P6_D10	NA	black	0	3.2046	0
MGH53_P6_D11	NA	black	0	0.18777	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	0	4.3431
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	-1.28858145466	red	1	0.36401	6.4894
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	-1.79100228434	red	1	0.2228	7.0526
MGH53_P6_E10	-0.241707105313	red	1	3.9395	3.2805
MGH53_P6_F01	1.68985651758	green3	2	0.097611	0.62854
MGH53_P6_F02	NA	black	0	0.20038	0
MGH53_P6_F03	NA	black	0	0	4.1875
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	-1.01610319045	red	1	0.04684	5.1684
MGH53_P6_F06	NA	black	0	2.8622	0
MGH53_P6_F07	NA	black	0	3.0495	0
MGH53_P6_F08	NA	black	0	0.21909	0
MGH53_P6_F09	2.56422214808	black	0	3.3262	5.6693
MGH53_P6_F10	NA	black	0	0.36737	0
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	0.94561
MGH53_P6_G03	NA	black	0	0	5.0114
MGH53_P6_G04	-1.55766132875	red	1	0.096262	6.2029
MGH53_P6_G05	1.18887248586	red	1	2.0356	6.0156
MGH53_P6_G06	NA	black	0	0.95084	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	0.825161819513	red	1	2.8482	4.3763
MGH53_P6_G10	NA	black	0	0	4.0501
MGH53_P6_G11	NA	black	0	4.0405	0
MGH53_P6_H01	NA	black	0	0.3471	0
MGH53_P6_H02	NA	black	0	2.724	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	6.7035
MGH53_P6_H05	-0.456204755231	red	1	0.19912	4.3523
MGH53_P6_H07	NA	black	0	1.976	0
MGH53_P6_H09	NA	black	0	0.038436	0
MGH53_P6_H10	-0.064571133916	red	1	0.090853	3.5947
MGH53_P6_H11	NA	black	0	0	0.96643
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0.17377	0
MGH53_P7_A03	NA	black	0	0	2.6262
MGH53_P7_A04	NA	black	0	2.7523	0
MGH53_P7_A05	-0.747208735959	red	1	1.6323	0.20914
MGH53_P7_A06	NA	black	0	0	5.6125
MGH53_P7_A07	-0.0188918500005	red	1	1.2376	2.7666
MGH53_P7_A09	NA	black	0	4.383	0
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	0.1635	0
MGH53_P7_B01	NA	black	0	2.7527	0
MGH53_P7_B02	NA	black	0	0.10299	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	-0.0161445042935	red	1	0.096262	3.5121
MGH53_P7_B05	NA	black	0	0.08134	0
MGH53_P7_B06	NA	black	0	0	3.5684
MGH53_P7_B07	0.248753898256	red	1	0.77905	2.3508
MGH53_P7_B08	NA	black	0	0	0.49057
MGH53_P7_B10	0.0472098495755	red	1	2.1894	3.5499
MGH53_P7_B11	-0.420387291104	red	1	0.59072	4.8215
MGH53_P7_B12	NA	black	0	0	3.6412
MGH53_P7_C01	NA	black	0	0.69777	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	NA	black	0	0.1003	0
MGH53_P7_C06	NA	black	0	0	5.1034
MGH53_P7_C07	NA	black	0	3.2815	0
MGH53_P7_C09	NA	black	0	0.22404	0
MGH53_P7_C11	-0.303415954478	red	1	2.8718	3.12
MGH53_P7_C12	1.12894108869	red	1	0.53007	0.35163
MGH53_P7_D01	NA	black	0	0.17505	0
MGH53_P7_D02	NA	black	0	0	5.2971
MGH53_P7_D03	-1.48218119405	red	1	3.242	2.1027
MGH53_P7_D04	NA	black	0	0.23511	0
MGH53_P7_D05	NA	black	0	2.5991	0
MGH53_P7_D06	NA	black	0	0.14143	0
MGH53_P7_D07	NA	black	0	0	4.0597
MGH53_P7_D10	-0.522927880322	red	1	0.20539	4.4867
MGH53_P7_D11	NA	black	0	0.13356	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	-0.971824665301	red	1	0.11902	5.205
MGH53_P7_E02	-1.49140810609	red	1	0.22774	6.4567
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	NA	black	0	0.38847	0
MGH53_P7_E07	-0.5132243279	red	1	0.067639	4.3465
MGH53_P7_E08	0.234411004406	red	1	0.13093	3.07
MGH53_P7_E09	NA	black	0	0.60975	0
MGH53_P7_E10	NA	black	0	0.16864	0
MGH53_P7_E11	1.90323822247	black	0	0.075875	0.33457
MGH53_P7_E12	NA	black	0	0.053806	0
MGH53_P7_F01	NA	black	0	3.7732	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0.20914	0
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	NA	black	0	0.21537	0
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	0	3.7019
MGH53_P7_F10	NA	black	0	3.4759	0
MGH53_P7_F11	NA	black	0	4.2887	0
MGH53_P7_F12	-0.443121745289	red	1	0.62854	4.995
MGH53_P7_G01	-0.648596695011	red	1	0.20414	4.7284
MGH53_P7_G03	0.769466770391	red	1	3.7881	3.9964
MGH53_P7_G04	NA	black	0	0	2.3561
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0	0
MGH53_P7_G08	NA	black	0	0.084064	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0.044044	0
MGH53_P7_G12	NA	black	0	2.6702	0
MGH53_P7_H01	-0.602722879356	red	1	0.20414	4.6396
MGH53_P7_H02	NA	black	0	3.6606	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	-0.709633554828	red	1	0.49262	5.4322
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	0.1375	0
MGH53_P7_H07	NA	black	0	0	6.5303
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	3.4881
MGH53_P7_H11	0.452144544837	red	1	2.7353	3.9986
MGH53_P7_H12	1.50346438906	green3	2	0.22651	0.60692
MGH53_P8_A01	0.884572235661	red	1	1.7891	6.114
MGH53_P8_A02	NA	black	0	0.064883	0
MGH53_P8_A03	NA	black	0	0.04684	0
MGH53_P8_A04	NA	black	0	0	3.1609
MGH53_P8_A05	NA	black	0	2.426	0
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	NA	black	0	0.053806	0
MGH53_P8_A08	NA	black	0	0.096262	0
MGH53_P8_A09	-0.30085487764	red	1	0.21785	4.0662
MGH53_P8_A10	NA	black	0	0.10434	0
MGH53_P8_A11	NA	black	0	0.21164	0
MGH53_P8_A12	NA	black	0	0	4.8757
MGH53_P8_B03	NA	black	0	0	4.5286
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	3.8946
MGH53_P8_B09	NA	black	0	0	0
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	NA	black	0	0.038436	0
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	1.49951655801	green3	2	0.12961	0.87106
MGH53_P8_C02	NA	black	0	0.19409	0
MGH53_P8_C03	-0.584540512271	red	1	0.08134	4.4792
MGH53_P8_C04	NA	black	0	4.2663	0
MGH53_P8_C08	0.03926213767	red	1	1.2491	4.4805
MGH53_P8_C09	NA	black	0	0	4.4872
MGH53_P8_C10	NA	black	0	1.2969	0
MGH53_P8_C11	NA	black	0	0.31267	0
MGH53_P8_C12	-1.21513071541	red	1	0.23389	5.9112
MGH53_P8_D01	NA	black	0	3.5545	0
MGH53_P8_D02	NA	black	0	0	0
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	-2.09040750574	black	0	0.10702	7.1966
MGH53_P8_D05	NA	black	0	0.028569	0
MGH53_P8_D06	NA	black	0	2.7696	0
MGH53_P8_D07	1.86493639694	green3	2	2.1545	6.9655
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	5.2242
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	-1.60609075135	red	1	0.26424	6.8252
MGH53_P8_E05	NA	black	0	1.7429	0
MGH53_P8_E06	NA	black	0	3.2308	0
MGH53_P8_E07	NA	black	0	0	3.7386
MGH53_P8_E08	NA	black	0	3.225	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	3.2672
MGH53_P8_F01	NA	black	0	0.24975	0
MGH53_P8_F02	NA	black	0	0.59646	0
MGH53_P8_F04	NA	black	0	0	6.1917
MGH53_P8_F05	NA	black	0	0	3.5923
MGH53_P8_F06	0.0497232504123	red	1	0.22897	3.386
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	NA	black	0	0	0
MGH53_P8_F11	NA	black	0	0.12433	0
MGH53_P8_G01	-1.61013792867	red	1	0.2461	6.7658
MGH53_P8_G02	NA	black	0	1.5768	0
MGH53_P8_G03	NA	black	0	0.14796	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	1.1077
MGH53_P8_G06	-0.326500495429	red	1	0.55778	4.4625
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	NA	black	0	1.9115	0
MGH53_P8_G09	NA	black	0	0.10836	0
MGH53_P8_G10	0.254656402186	red	1	1.4714	5.0591
MGH53_P8_G11	-0.464400275357	red	1	0.10165	4.2885
MGH53_P8_G12	-0.757653558746	red	1	0.31615	5.1316
MGH53_P8_H01	-0.151670249723	red	1	0.38847	3.838
MGH53_P8_H02	NA	black	0	0.089498	0
MGH53_P8_H03	-1.32662681536	red	1	0.10836	5.8197
MGH53_P8_H04	NA	black	0	0	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	3.6612	0
MGH53_P8_H07	NA	black	0	4.993	0
MGH53_P8_H08	NA	black	0	0.29278	0
MGH53_P8_H09	NA	black	0	3.758	0
MGH53_P8_H10	0.537766227541	red	1	2.6318	4.1477
MGH53_P8_H11	-0.58098062745	red	1	0.073135	4.4658
MGH53_P8_H12	NA	black	0	0.79494	0
MGH53_P1_A03	-0.906298724365	red	1	2.4764	2.1444
MGH53_P1_A04	NA	black	0	0	0
MGH53_P1_A06	-2.58568643096	black	0	3.054	0.8496
MGH53_P1_A07	-1.10360601148	red	1	0.12961	5.4616
MGH53_P1_A08	NA	black	0	4.255	0
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	NA	black	0	0	0
MGH53_P1_B09	NA	black	0	0	0
MGH53_P1_B11	0.198050911012	red	1	0.14535	3.1291
MGH53_P1_C03	-0.441262349557	red	1	0.056584	4.2179
MGH53_P1_C06	NA	black	0	3.6613	0
MGH53_P1_C09	NA	black	0	0	4.605
MGH53_P1_C10	NA	black	0	0	5.6106
MGH53_P1_D01	-0.781383189914	red	1	0.21537	5.0038
MGH53_P1_D05	NA	black	0	0	0.70044
MGH53_P1_D12	NA	black	0	0	4.5772
MGH53_P1_E09	NA	black	0	0.12433	0
MGH53_P1_E12	-0.421614606426	red	1	0.071763	4.1946
MGH53_P12_A01	NA	black	0	2.147	0
MGH53_P12_A02	NA	black	0	0.088142	0
MGH53_P12_A03	-0.909219742006	red	1	3.0409	2.538
MGH53_P12_A04	2.01410333491	black	0	0.025738	0.29396
MGH53_P12_A05	NA	black	0	0	0
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	0.48838680729	red	1	1.6164	5.5072
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	0.033536155351	red	1	1.0649	2.9605
MGH53_P12_A11	NA	black	0	2.0759	0
MGH53_P12_A12	0.10202496014	red	1	0.10836	3.3076
MGH53_P12_B01	NA	black	0	3.223	0
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	0.0100317236409	red	1	0.12697	3.4664
MGH53_P12_B05	NA	black	0	3.1574	0
MGH53_P12_B06	0.900024999595	red	1	0.052416	2.0136
MGH53_P12_B07	-0.279022481497	red	1	0.053806	3.9465
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	-1.22542559338	red	1	0.051024	5.5275
MGH53_P12_B11	NA	black	0	3.1587	0
MGH53_P12_B12	NA	black	0	0.28451	0
MGH53_P12_C01	NA	black	0	0.064883	0
MGH53_P12_C02	NA	black	0	0	3.7196
MGH53_P12_C03	NA	black	0	3.8891	0
MGH53_P12_C04	NA	black	0	3.3248	0
MGH53_P12_C05	NA	black	0	0	4.2562
MGH53_P12_C06	NA	black	0	0.25338	0
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	-0.881382084633	red	1	0.10568	5.0236
MGH53_P12_C09	NA	black	0	0	2.2314
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	0.10165	0
MGH53_P12_C12	0.121152878326	red	1	3.7168	3.5358
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0.25096	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	5.9965
MGH53_P12_D06	NA	black	0	0.09356	0
MGH53_P12_D07	0.137682548754	red	1	0.041243	3.2606
MGH53_P12_D08	NA	black	0	0	1.8754
MGH53_P12_D09	NA	black	0	0.3115	0
MGH53_P12_D10	NA	black	0	2.8335	0
MGH53_P12_D11	1.14648178213	red	1	0.066261	1.5917
MGH53_P12_D12	NA	black	0	0.77737	0
MGH53_P12_E01	NA	black	0	0	0.27143
MGH53_P12_E02	NA	black	0	0	3.2377
MGH53_P12_E03	-0.414907414339	red	1	1.4657	0.53107
MGH53_P12_E04	NA	black	0	0.34255	0
MGH53_P12_E05	NA	black	0	0.13488	0
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	4.7771
MGH53_P12_E08	NA	black	0	0	0
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	0.2374369097	red	1	1.3242	6.253
MGH53_P12_E12	NA	black	0	0.034216	0
MGH53_P12_F01	-0.422229088088	red	1	0.26063	4.3408
MGH53_P12_F02	NA	black	0	0	0
MGH53_P12_F03	NA	black	0	0	5.3836
MGH53_P12_F04	NA	black	0	3.9791	0
MGH53_P12_F06	NA	black	0	0.04684	0
MGH53_P12_F07	NA	black	0	0.17377	0
MGH53_P12_F08	NA	black	0	2.9338	0
MGH53_P12_F09	NA	black	0	4.2642	0
MGH53_P12_F10	NA	black	0	0.25338	0
MGH53_P12_F11	NA	black	0	0.8496	0
MGH53_P12_F12	-0.0307469163088	red	1	0.79244	3.6241
MGH53_P12_G01	NA	black	0	0	0
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	0.070389	0
MGH53_P12_G07	NA	black	0	0.12168	0
MGH53_P12_G08	NA	black	0	5.3252	0
MGH53_P12_G09	NA	black	0	0.070389	0
MGH53_P12_G10	1.76505393678	green3	2	3.2759	5.0172
MGH53_P12_G11	3.05325511314	black	0	4.6683	5.07
MGH53_P12_G12	-0.489610953564	red	1	0.35389	4.5917
MGH53_P12_H01	0.302916951583	red	1	0.29748	2.848
MGH53_P12_H02	-0.0954756463695	red	1	1	4.4825
MGH53_P12_H03	0.404676184653	red	1	2.9968	3.8695
MGH53_P12_H04	-3.84916518183	black	0	3.438	0.22897
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	0.0232727511789	red	1	0.044044	3.4469
MGH53_P12_H07	NA	black	0	2.176	0
MGH53_P12_H08	NA	black	0	0	0
MGH53_P12_H09	0.521087845415	red	1	0.26063	2.4378
MGH53_P12_H10	-1.13131102131	red	1	2.3926	1.6996
MGH53_P12_H11	0.568385447288	red	1	0.070389	2.538
MGH53_P12_H12	1.84102305496	green3	2	0.085425	0.41034
MGH53_P2_A09	-0.633723127489	red	1	0.074505	4.5568
MGH53_P2_A11	0.503370512082	red	1	0.066261	2.6489
MGH53_P2_A12	-0.401495065957	red	1	0.08134	4.1664
MGH53_P2_B05	0.263017962404	red	1	0.074505	3.0437
MGH53_P2_B07	-0.142145135677	red	1	0.074505	3.7239
MGH53_P2_B09	-0.497061398935	red	1	2.0837	2.4273
MGH53_P2_B10	-0.667757386507	red	1	0.57046	5.5575
MGH53_P2_C01	NA	black	0	0	3.4272
MGH53_P2_C02	-0.412422717111	red	1	0.048236	4.1648
MGH53_P2_C03	NA	black	0	0	4.5916
MGH53_P2_C07	NA	black	0	0.43936	0
MGH53_P2_C09	NA	black	0	0	3.9286
MGH53_P2_D01	2.44346667379	black	0	3.7848	5.192
MGH53_P2_D02	0.196142717779	red	1	2.3366	3.7773
MGH53_P2_D07	NA	black	0	0	2.2528
MGH53_P2_D08	NA	black	0	0.73898	0
MGH53_P2_D12	NA	black	0	0.90997	0
MGH53_P2_E04	NA	black	0	3.1447	0
MGH53_P2_E10	-0.394997465948	red	1	3.799	3.1637
MGH53_P2_F02	NA	black	0	1.9111	0
MGH53_P2_F03	-1.31257024165	red	1	0.092207	5.7595
MGH53_P2_F04	2.91176981821	black	0	3.0241	6.377
MGH53_P2_F05	1.60058520444	green3	2	2.7757	5.3168
MGH53_P2_G02	NA	black	0	0.11902	0
MGH53_P2_G07	NA	black	0	2.2765	0
MGH53_P2_H01	0.0688797232524	red	1	2.7231	3.5403
MGH53_P10_A01	-0.0237824492552	red	1	0.98768	3.7035
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0
MGH53_P10_A04	NA	black	0	0.071763	0
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	4.0442
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0.098958	0
MGH53_P10_A09	NA	black	0	2.5221	0
MGH53_P10_A10	-1.08920759374	red	1	0.24001	5.6697
MGH53_P10_A11	0.711634489088	red	1	0.075875	2.2951
MGH53_P10_A12	NA	black	0	0	3.3865
MGH53_P10_B01	NA	black	0	0	4.5903
MGH53_P10_B02	-1.06653748701	red	1	3.4563	2.5717
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	NA	black	0	0	0
MGH53_P10_B06	-0.279612129022	red	1	0.91609	5.5311
MGH53_P10_B07	NA	black	0	0	5.011
MGH53_P10_B08	NA	black	0	0.24489	0
MGH53_P10_B09	NA	black	0	0.08134	0
MGH53_P10_B10	NA	black	0	0	5.2717
MGH53_P10_B11	NA	black	0	0	0
MGH53_P10_B12	-1.48805610405	red	1	0.067639	6.0107
MGH53_P10_C01	-0.808658872348	red	1	2.5772	2.3716
MGH53_P10_C02	NA	black	0	0.059355	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	4.7249
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0	5.3978
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0.123	0
MGH53_P10_C10	NA	black	0	0.18396	0
MGH53_P10_C11	NA	black	0	0.24489	0
MGH53_P10_C12	NA	black	0	0.20163	0
MGH53_P10_D01	NA	black	0	0	4.8806
MGH53_P10_D02	0.0338265143756	red	1	0.082703	3.4273
MGH53_P10_D03	NA	black	0	0	0
MGH53_P10_D04	NA	black	0	0	0.76893
MGH53_P10_D05	NA	black	0	0	0
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	-1.39708356294	red	1	0.11636	5.9649
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	2.38519537535	black	0	3.0864	5.7737
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	-0.336494360038	red	1	0.13093	4.0822
MGH53_P10_E03	1.11740291038	red	1	2.4735	5.0611
MGH53_P10_E04	NA	black	0	0.029983	0
MGH53_P10_E05	1.6824910589	green3	2	2.7575	5.4338
MGH53_P10_E06	1.86099023641	green3	2	0.089498	0.36625
MGH53_P10_E07	0.0321436198455	red	1	1.2987	3.9756
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	-1.37470245176	red	1	0.10702	5.9027
MGH53_P10_E11	NA	black	0	0.074505	0
MGH53_P10_E12	NA	black	0	0.1776	0
MGH53_P10_F01	NA	black	0	3.318	0
MGH53_P10_F02	0.00852078139736	red	1	1.2035	4.1184
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	1.65457906687	green3	2	3.03	5.1152
MGH53_P10_F05	NA	black	0	0.13093	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	-1.31971897635	red	1	0.086784	5.7605
MGH53_P10_F08	NA	black	0	2.9577	0
MGH53_P10_F09	NA	black	0	2.0282	0
MGH53_P10_F10	NA	black	0	0.14274	0
MGH53_P10_F12	NA	black	0	0	0
MGH53_P10_G01	NA	black	0	0	4.9991
MGH53_P10_G02	NA	black	0	0.1137	0
MGH53_P10_G03	-0.129014751052	red	1	0.053806	3.698
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	3.0249	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0.15704	0
MGH53_P10_G09	2.09752734025	black	0	3.2008	5.3799
MGH53_P10_G11	NA	black	0	0.041243	0
MGH53_P10_H01	NA	black	0	3.1629	0
MGH53_P10_H02	NA	black	0	0	0
MGH53_P10_H04	NA	black	0	0.12697	0
MGH53_P10_H05	NA	black	0	2.6362	0
MGH53_P10_H06	-0.670094154726	red	1	0.085425	4.6301
MGH53_P10_H07	NA	black	0	0.070389	0
MGH53_P10_H08	0.696047027841	red	1	0.082703	2.3138
MGH53_P10_H09	2.69178143999	black	0	3.945	5.2569
MGH53_P10_H10	NA	black	0	0.077243	0
MGH53_P10_H11	NA	black	0	0.21412	0
MGH53_P11_A01	NA	black	0	0	0.22157
MGH53_P11_A02	NA	black	0	0.28214	0
MGH53_P11_A03	NA	black	0	3.1434	0
MGH53_P11_A04	NA	black	0	2.4908	0
MGH53_P11_A06	NA	black	0	0	4.9381
MGH53_P11_A08	-1.02143403852	red	1	0.14535	5.3407
MGH53_P11_A09	-0.332337070095	red	1	0.053806	4.035
MGH53_P11_A10	NA	black	0	2.5168	0
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	3.4756	0
MGH53_P11_B01	NA	black	0	0	3.2738
MGH53_P11_B02	-0.0479972494531	red	1	0.15316	3.5707
MGH53_P11_B04	NA	black	0	0	1.1909
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	0.12961	0
MGH53_P11_B07	NA	black	0	0.11103	0
MGH53_P11_B08	0.164545229088	red	1	1.6475	4.1223
MGH53_P11_B09	NA	black	0	3.4316	0
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	NA	black	0	2.0618	0
MGH53_P11_C01	-0.207521825675	red	1	0.11636	3.8475
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	3.4315
MGH53_P11_C04	1.10957588891	red	1	2.5876	4.9214
MGH53_P11_C05	NA	black	0	0.25217	0
MGH53_P11_C06	0.153966630471	red	1	0.11103	3.2171
MGH53_P11_C07	0.134288681994	red	1	1.3846	4.6665
MGH53_P11_C08	3.39575578785	black	0	2.8466	7.2153
MGH53_P11_C09	0.176002404505	red	1	1.3127	5.744
MGH53_P11_C10	NA	black	0	0	5.0911
MGH53_P11_C11	0.0591157023329	red	1	0.19661	3.3718
MGH53_P11_C12	0.731230578839	red	1	0.12565	2.2054
MGH53_P11_D01	NA	black	0	0	0
MGH53_P11_D02	0.234278284274	red	1	1.5661	4.5875
MGH53_P11_D03	-1.48120618201	red	1	0.084064	6.0375
MGH53_P11_D04	-2.33560511426	black	0	2.9256	0.92903
MGH53_P11_D05	0.00575551319712	red	1	0.34596	3.469
MGH53_P11_D07	NA	black	0	0	4.3865
MGH53_P11_D08	NA	black	0	0.18015	0
MGH53_P11_D09	NA	black	0	3.632	0
MGH53_P11_D10	NA	black	0	0	5.1108
MGH53_P11_D11	-0.474228651394	red	1	0.38736	4.6022
MGH53_P11_D12	NA	black	0	0	0.78994
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	0.403992973244	red	1	0.066261	2.8133
MGH53_P11_E06	NA	black	0	1.5955	0
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	-0.00855226760425	red	1	3.6645	3.4407
MGH53_P11_E12	-0.947169090849	red	1	0.27739	5.4605
MGH53_P11_F01	1.73339707631	green3	2	0.04684	0.68347
MGH53_P11_F02	NA	black	0	0	4.7549
MGH53_P11_F03	NA	black	0	0.18903	0
MGH53_P11_F04	NA	black	0	0.56462	0
MGH53_P11_F05	1.65610717626	green3	2	3.117	5.0419
MGH53_P11_F07	NA	black	0	0.12961	0
MGH53_P11_F10	NA	black	0	0	3.3156
MGH53_P11_F11	NA	black	0	0	4.3049
MGH53_P11_F12	NA	black	0	0	0.46362
MGH53_P11_G01	-0.172390581132	red	1	0.028569	3.7638
MGH53_P11_G02	NA	black	0	0.36065	0
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	2.6057	0
MGH53_P11_G05	NA	black	0	2.0032	0
MGH53_P11_G06	NA	black	0	0.1903	0
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0.05797	0
MGH53_P11_G09	0.071708981571	red	1	0.049631	3.3671
MGH53_P11_G10	NA	black	0	2.9764	0
MGH53_P11_G11	NA	black	0	0.2857	0
MGH53_P11_G12	NA	black	0	0.7866	0
MGH53_P11_H01	NA	black	0	0.43403	0
MGH53_P11_H02	NA	black	0	0.18015	0
MGH53_P11_H04	-0.613896492188	red	1	0.32423	4.8279
MGH53_P11_H05	NA	black	0	0.6332	0
MGH53_P11_H06	0.245373913421	red	1	0.75958	2.4155
MGH53_P11_H07	NA	black	0	0.035624	0
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0.44148	0
MGH53_P11_H10	NA	black	0	0.1375	0
MGH53_P11_H11	NA	black	0	0.12168	0
MGH53_P11_H12	NA	black	0	0.049631	0
MGH53_P9_A01	NA	black	0	0	4.1606
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0.11636	0
MGH53_P9_A04	NA	black	0	0.32884	0
MGH53_P9_A05	-3.0857640824	black	0	3.1114	0.43296
MGH53_P9_A06	NA	black	0	1.1097	0
MGH53_P9_A07	NA	black	0	0	3.7562
MGH53_P9_A08	NA	black	0	2.8817	0
