Cell_name	Zvalue	Color	Cluster	HLA-E	MYC
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0.32884	0
MGH53_P9_F04	-0.723207647368	green3	2	0.094912	5.0668
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0
MGH53_P9_F07	NA	black	0	0	0
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	1.3225	0
MGH53_P9_F11	NA	black	0	0	2.7344
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	1.0257	0
MGH53_P9_G02	NA	black	0	0	2.8584
MGH53_P9_G03	NA	black	0	0	3.7291
MGH53_P9_G04	NA	black	0	0	0
MGH53_P9_G07	NA	black	0	0	4.6564
MGH53_P9_G08	-0.101825956901	green3	2	0.31034	3.7243
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	NA	black	0	3.7179	0
MGH53_P9_H01	NA	black	0	0	5.2159
MGH53_P9_H02	NA	black	0	0	5.359
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0.028569	0
MGH53_P9_H05	NA	black	0	0	3.8674
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	NA	black	0	0	0
MGH53_P9_H08	NA	black	0	0	0
MGH53_P9_H09	NA	black	0	0	3.4712
MGH53_P9_H10	NA	black	0	0	3.8111
MGH53_P9_H11	NA	black	0	0	0
MGH53_P9_H12	NA	black	0	0	5.3661
MGH53_P4_A07	NA	black	0	0	5.0814
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	NA	black	0	0	5.5226
MGH53_P4_B08	NA	black	0	0	3.1507
MGH53_P4_B09	NA	black	0	0	0
MGH53_P4_B10	NA	black	0	0.19787	0
MGH53_P4_B11	NA	black	0	0.001442	0
MGH53_P4_C03	NA	black	0	0	5.0006
MGH53_P4_C11	-0.697791831422	green3	2	0.64985	5.5894
MGH53_P4_C12	NA	black	0	0.3774	0
MGH53_P4_D04	NA	black	0	0	0
MGH53_P4_D05	NA	black	0	0	3.1306
MGH53_P4_D09	NA	black	0	0.21288	0
MGH53_P4_E01	NA	black	0	0	6.16
MGH53_P4_E02	NA	black	0	0	5.7893
MGH53_P4_E07	NA	black	0	0	0
MGH53_P4_E08	NA	black	0	0	4.6313
MGH53_P4_E09	NA	black	0	0.21412	0
MGH53_P4_F01	NA	black	0	0.36737	0
MGH53_P4_F02	NA	black	0	0	0
MGH53_P4_F08	NA	black	0	0	0
MGH53_P4_F11	NA	black	0	0	1.1966
MGH53_P4_G02	NA	black	0	0.9486	0
MGH53_P4_G05	NA	black	0	0.21164	0
MGH53_P4_G07	NA	black	0	0	0
MGH53_P4_G08	NA	black	0	0	0
MGH53_P4_G09	NA	black	0	0.41576	0
MGH53_P4_H10	-0.623129470679	green3	2	0.22651	4.9458
MGH53_P4_H11	NA	black	0	0.61542	0
MGH53_P4_H12	NA	black	0	0.18015	0
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	6.4753	0
MGH54_P14_A04	-0.126942559934	green3	2	0.26424	3.7788
MGH54_P14_A05	NA	black	0	0	0
MGH54_P14_A06	NA	black	0	0.49057	0
MGH54_P14_A07	NA	black	0	0	0
MGH54_P14_A08	NA	black	0	0	0.62387
MGH54_P14_A09	NA	black	0	0	0
MGH54_P14_A10	NA	black	0	0	3.0224
MGH54_P14_A11	NA	black	0	0	3.3297
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	0
MGH54_P14_B04	NA	black	0	0	0
MGH54_P14_B05	NA	black	0	0	1.1223
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	0.61164	0
MGH54_P14_B08	NA	black	0	0	0
MGH54_P14_B09	NA	black	0	0	0
MGH54_P14_B10	NA	black	0	0	0
MGH54_P14_B11	NA	black	0	0.36961	0
MGH54_P14_B12	0.244581241505	green3	2	1.1077	2.2984
MGH54_P14_C01	NA	black	0	0	0
MGH54_P14_C02	NA	black	0	2.0919	0
MGH54_P14_C03	NA	black	0	0.38847	0
MGH54_P14_C04	NA	black	0	0	3.8462
MGH54_P14_C05	NA	black	0	0	0
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	0
MGH54_P14_C09	-0.40322095465	green3	2	0.28214	4.46
MGH54_P14_C10	NA	black	0	0.86394	0
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	0
MGH54_P14_D01	NA	black	0	0	0
MGH54_P14_D02	NA	black	0	5.7395	0
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0.85917	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0	4.3113
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	2.7489	0
MGH54_P14_D10	NA	black	0	0	0
MGH54_P14_D11	NA	black	0	1.6378	0
MGH54_P14_D12	NA	black	0	0	0
MGH54_P14_E01	NA	black	0	0	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0	0
MGH54_P14_E04	NA	black	0	0	2.9159
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0	0
MGH54_P14_E07	NA	black	0	0.48233	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0	0
MGH54_P14_E10	NA	black	0	0.33228	0
MGH54_P14_E11	NA	black	0	0	0
MGH54_P14_E12	NA	black	0	0	0
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0	6.1555
MGH54_P14_F03	NA	black	0	0	0
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	NA	black	0	0	0
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0	0
MGH54_P14_G01	NA	black	0	0	5.2526
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	4.2438
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	-0.34079603813	green3	2	0.34483	4.3387
MGH54_P14_G08	NA	black	0	1.113	0
MGH54_P14_G09	NA	black	0	0.34937	0
MGH54_P14_G10	NA	black	0	0	4.3778
MGH54_P14_G11	NA	black	0	0	0.74157
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	0
MGH54_P14_H05	NA	black	0	0.81476	0
MGH54_P14_H06	-0.620653548177	green3	2	0.37851	5.0692
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0.60786
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	NA	black	0	0	0
MGH54_P15_A04	NA	black	0	0	3.1278
MGH54_P15_A05	NA	black	0	0.82538	0
MGH54_P15_A06	NA	black	0	0	0
MGH54_P15_A07	NA	black	0	4.8839	0
MGH54_P15_A08	NA	black	0	0	0
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	4.3661
MGH54_P15_A12	NA	black	0	0	3.1538
MGH54_P15_B01	NA	black	0	0	2.8746
MGH54_P15_B02	NA	black	0	0	0
MGH54_P15_B03	NA	black	0	0.23511	0
MGH54_P15_B04	NA	black	0	5.8164	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0.031395	0
MGH54_P15_B07	NA	black	0	0	0
MGH54_P15_B09	NA	black	0	0	4.6078
MGH54_P15_B10	NA	black	0	0	0
MGH54_P15_B11	NA	black	0	0.52707	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	4.4845
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0	1.1738
MGH54_P15_C05	NA	black	0	1.0969	0
MGH54_P15_C06	NA	black	0	0	5.1936
MGH54_P15_C07	NA	black	0	0	0
MGH54_P15_C08	NA	black	0	0	0
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	3.6338
MGH54_P15_C11	NA	black	0	0.42438	0
MGH54_P15_C12	NA	black	0	0	4.5608
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0.76977
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	3.6762
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0.63691	0
MGH54_P15_D09	NA	black	0	0.19283	0
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	0	0
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	0	3.2919
MGH54_P15_E03	NA	black	0	0	3.9577
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	0	4.5255
MGH54_P15_E06	NA	black	0	0	3.3218
MGH54_P15_E07	NA	black	0	0.24123	0
MGH54_P15_E08	NA	black	0	0	0
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	0
MGH54_P15_E11	0.463421783035	green3	2	3.0724	5.6635
MGH54_P15_E12	NA	black	0	0	0
MGH54_P15_F01	NA	black	0	0	3.5028
MGH54_P15_F02	-0.777811533098	green3	2	4.0871	1.8428
MGH54_P15_F03	NA	black	0	0	0
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	0	3.151
MGH54_P15_F06	NA	black	0	0.26303	0
MGH54_P15_F07	NA	black	0	4.8414	0
MGH54_P15_F08	NA	black	0	0	0
MGH54_P15_F09	NA	black	0	0	0
MGH54_P15_F10	NA	black	0	0.22651	0
MGH54_P15_F11	NA	black	0	0	0
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0	0
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	NA	black	0	0	0
MGH54_P15_G07	NA	black	0	0.35163	0
MGH54_P15_G08	NA	black	0	0	0
MGH54_P15_G09	NA	black	0	0	0
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	0.857268285095	blue	3	0.76299	0.32998
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0.77653	0
MGH54_P15_H03	NA	black	0	0	0
MGH54_P15_H04	NA	black	0	0	4.9598
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	NA	black	0	0	3.044
MGH54_P15_H09	0.516424628971	green3	2	0.53306	1.9252
MGH54_P15_H10	NA	black	0	0	0
MGH54_P15_H11	NA	black	0	1.1935	0
MGH54_P15_H12	NA	black	0	0	0
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	0
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	0	4.8811
MGH54_P16_A06	NA	black	0	0	3.3625
MGH54_P16_A07	NA	black	0	0.28214	0
MGH54_P16_A08	NA	black	0	0	4.2348
MGH54_P16_A09	NA	black	0	0	0
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0	0
MGH54_P16_A12	NA	black	0	0.41468	0
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	NA	black	0	0.61164	0
MGH54_P16_B03	NA	black	0	0	0.90766
MGH54_P16_B04	NA	black	0	0	3.5852
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0.27977	0
MGH54_P16_B07	NA	black	0	0	0
MGH54_P16_B08	NA	black	0	0	5.141
MGH54_P16_B09	NA	black	0	0.64247	0
MGH54_P16_B10	-0.0932141388569	green3	2	0.21537	3.6893
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0.32193	0
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	-0.0496674968727	green3	2	0.29514	3.5913
MGH54_P16_C06	NA	black	0	0	0
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	0	0
MGH54_P16_C09	NA	black	0	0	3.5362
MGH54_P16_C10	NA	black	0	0	0
MGH54_P16_C11	NA	black	0	0	4.0552
MGH54_P16_C12	NA	black	0	0	0
MGH54_P16_D01	NA	black	0	1.2504	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0.63506
MGH54_P16_D04	NA	black	0	0	4.2456
MGH54_P16_D05	NA	black	0	0	0.83431
MGH54_P16_D06	NA	black	0	0	0
MGH54_P16_D07	NA	black	0	0	0
MGH54_P16_D09	NA	black	0	0.54201	0
MGH54_P16_D10	NA	black	0	0	2.2561
MGH54_P16_D11	NA	black	0	0	0
MGH54_P16_D12	NA	black	0	0	0
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	NA	black	0	0	0
MGH54_P16_E06	NA	black	0	0	0
MGH54_P16_E07	NA	black	0	0	0.36289
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0.95233
MGH54_P16_E10	NA	black	0	0	1.2209
MGH54_P16_E11	0.487131323345	green3	2	4.5421	4.4039
MGH54_P16_E12	NA	black	0	0	0.72509
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	NA	black	0	0.2857	0
MGH54_P16_F05	NA	black	0	0	0
MGH54_P16_F06	NA	black	0	0	0.55483
MGH54_P16_F07	NA	black	0	0	0
MGH54_P16_F08	NA	black	0	0	4.1364
MGH54_P16_F09	NA	black	0	0.39506	0
MGH54_P16_F10	NA	black	0	5.4951	0
MGH54_P16_F11	NA	black	0	0	0
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	5.9061
MGH54_P16_G03	NA	black	0	0	0
MGH54_P16_G04	0.781713271275	green3	2	0.3115	1.4147
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	0	0
MGH54_P16_G07	NA	black	0	0	0
MGH54_P16_G08	NA	black	0	0	0
MGH54_P16_G09	NA	black	0	0	0
MGH54_P16_G10	NA	black	0	0	0
MGH54_P16_G11	NA	black	0	0	0
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	0.515212171135	green3	2	0.93055	1.3414
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	NA	black	0	0	0
MGH54_P16_H05	NA	black	0	0	0
MGH54_P16_H06	NA	black	0	0	0
MGH54_P16_H07	NA	black	0	0	0
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	0	3.07
MGH54_P16_H10	NA	black	0	0	3.7113
MGH54_P16_H11	NA	black	0	0	0
MGH54_P16_H12	NA	black	0	0	5.052
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	-0.442648196616	green3	2	0.45418	4.6704
MGH54_P17_A04	NA	black	0	0	0
MGH54_P17_A05	NA	black	0	0	0
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	NA	black	0	0.39177	0
MGH54_P17_A09	NA	black	0	0	6.1217
MGH54_P17_A10	NA	black	0	0	0
MGH54_P17_A11	NA	black	0	0	0
MGH54_P17_A12	-1.9617191117	red	1	4.9527	0.57821
MGH54_P17_B01	NA	black	0	0	0
MGH54_P17_B02	NA	black	0	0	4.4406
MGH54_P17_B03	NA	black	0	0	3.9966
MGH54_P17_B05	NA	black	0	4.623	0
MGH54_P17_B06	NA	black	0	0.50284	0
MGH54_P17_B07	NA	black	0	0	0
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	0.161768909589	green3	2	0.514	3.0007
MGH54_P17_B11	NA	black	0	0	4.782
MGH54_P17_B12	NA	black	0	0.31034	0
MGH54_P17_C02	NA	black	0	0.27143	0
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0.36513	0
MGH54_P17_C05	-0.305666164258	green3	2	0.32193	4.2395
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	0.41792	0
MGH54_P17_C09	NA	black	0	0	0
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	NA	black	0	0	0
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	NA	black	0	0.40163	0
MGH54_P17_D02	-1.83353243398	red	1	4.7063	0.52005
MGH54_P17_D03	-0.191607742716	green3	2	0.094912	3.8948
MGH54_P17_D04	NA	black	0	0	0
MGH54_P17_D05	NA	black	0	0	0
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	NA	black	0	0	0
MGH54_P17_D09	NA	black	0	0	0
MGH54_P17_D10	NA	black	0	0	4.6456
MGH54_P17_D12	NA	black	0	0	4.4683
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	2.3028
MGH54_P17_E03	NA	black	0	0	4.2401
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0.42116	0
MGH54_P17_E06	NA	black	0	0	3.3923
MGH54_P17_E07	NA	black	0	0	0
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	0	0
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	0	0
MGH54_P17_F01	NA	black	0	0	0
MGH54_P17_F02	NA	black	0	0	0
MGH54_P17_F03	NA	black	0	0	0
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0	0
MGH54_P17_F07	NA	black	0	1.148	0
MGH54_P17_F08	NA	black	0	0	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0	0
MGH54_P17_F11	NA	black	0	0	0
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	NA	black	0	0	0
MGH54_P17_G03	NA	black	0	0	0.6332
MGH54_P17_G04	NA	black	0	0	2.0659
MGH54_P17_G05	NA	black	0	0.7277	0
MGH54_P17_G06	NA	black	0	0.32769	0
MGH54_P17_G07	NA	black	0	0	0
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0.35502	0
MGH54_P17_G11	NA	black	0	5.1484	0
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0	3.4947
MGH54_P17_H02	NA	black	0	0	0
MGH54_P17_H05	NA	black	0	0	0
MGH54_P17_H06	NA	black	0	0	0
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	NA	black	0	0	0
MGH54_P17_H09	NA	black	0	0	0
MGH54_P17_H10	NA	black	0	0	0
MGH54_P17_H11	NA	black	0	0.69866	0
MGH54_P17_H12	NA	black	0	0.54992	0
MGH54_P6_A01	NA	black	0	4.1929	0
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0	0
MGH54_P6_A05	NA	black	0	0	0
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	2.13391452889	black	0	5.1013	6.7528
MGH54_P6_A08	NA	black	0	0.53207	0
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	0	0
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	NA	black	0	0	0
MGH54_P6_B02	NA	black	0	0.10969	0
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	NA	black	0	0	0
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	0.860321349785	blue	3	0.62012	0.66812
MGH54_P6_B07	NA	black	0	0	0
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0.55287	0
MGH54_P6_B10	NA	black	0	0	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	NA	black	0	0	4.0191
MGH54_P6_C03	NA	black	0	0.58592	0
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0	0
MGH54_P6_C08	NA	black	0	0	0
MGH54_P6_C09	NA	black	0	0	0
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0	0
MGH54_P6_C12	NA	black	0	0.55582	0
MGH54_P6_D01	NA	black	0	0	0
MGH54_P6_D02	NA	black	0	0	0.9115
MGH54_P6_D03	NA	black	0	0	4.5154
MGH54_P6_D04	NA	black	0	0	0.43403
MGH54_P6_D05	NA	black	0	4.661	0
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	NA	black	0	0	0
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	0	0
MGH54_P6_D11	0.0218714491267	green3	2	0.4957	3.4069
MGH54_P6_D12	0.900860372337	blue	3	0.5724	0.63227
MGH54_P6_E02	NA	black	0	0	4.4378
MGH54_P6_E03	NA	black	0	0	0
MGH54_P6_E04	NA	black	0	0.48543	0
MGH54_P6_E05	NA	black	0	0	0
MGH54_P6_E07	NA	black	0	0.4844	0
MGH54_P6_E08	NA	black	0	0	0
MGH54_P6_E09	-2.28462734794	black	0	5.3615	0.514
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0
MGH54_P6_F01	NA	black	0	0	0
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0	0
MGH54_P6_F05	NA	black	0	0	0
MGH54_P6_F06	0.372590431229	green3	2	0.71809	2.207
MGH54_P6_F07	NA	black	0	0	0
MGH54_P6_F08	-0.0930147146838	green3	2	0.43082	3.7209
MGH54_P6_F09	NA	black	0	0	5.3432
MGH54_P6_F10	NA	black	0	2.0451	0
MGH54_P6_F11	NA	black	0	0	0
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	0
MGH54_P6_G02	-0.162992244222	green3	2	0.77231	4.0287
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	NA	black	0	0	0
MGH54_P6_G06	NA	black	0	0	0
MGH54_P6_G07	NA	black	0	0	0
MGH54_P6_G08	NA	black	0	0.16736	0
MGH54_P6_G09	NA	black	0	0.59072	0
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	0	0
MGH54_P6_G12	NA	black	0	0	0
MGH54_P6_H01	NA	black	0	5.0283	0
MGH54_P6_H03	NA	black	0	0	6.8856
MGH54_P6_H05	NA	black	0	0	0
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0	0
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	NA	black	0	0	6.1934
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	0	0
MGH54_P6_H12	NA	black	0	0	5.1268
MGH54_P7_A02	NA	black	0	0	0
MGH54_P7_A03	NA	black	0	0	5.1963
MGH54_P7_A04	NA	black	0	0	0
MGH54_P7_A06	NA	black	0	0	0
MGH54_P7_A07	NA	black	0	0	0.76553
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	NA	black	0	0.36737	0
MGH54_P7_A11	NA	black	0	0.4782	0
MGH54_P7_A12	NA	black	0	0	0
MGH54_P7_B01	NA	black	0	0	6.3037
MGH54_P7_B03	NA	black	0	0	0
MGH54_P7_B04	-0.449602505649	green3	2	0.2558	4.5566
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0	6.3655
MGH54_P7_B07	NA	black	0	0	0
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	0	0
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	0	0
MGH54_P7_C03	NA	black	0	0	0.50589
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	NA	black	0	0	0
MGH54_P7_C06	NA	black	0	0.64247	0
MGH54_P7_C07	NA	black	0	0	1.6285
MGH54_P7_C08	NA	black	0	0	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0	0
MGH54_P7_C11	NA	black	0	0.44148	0
MGH54_P7_C12	NA	black	0	0	0
MGH54_P7_D01	NA	black	0	0	0
MGH54_P7_D02	NA	black	0	0	0
MGH54_P7_D03	NA	black	0	0	0
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	0.45024280421	green3	2	0.57821	2.0858
MGH54_P7_D06	NA	black	0	0	0
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0	5.1718
MGH54_P7_D12	NA	black	0	0	5.6701
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	0
MGH54_P7_E03	0.576244955899	green3	2	0.24123	2.0272
MGH54_P7_E04	NA	black	0	0	1.674
MGH54_P7_E05	-3.13790143209	black	0	7.1298	0.82538
MGH54_P7_E06	NA	black	0	0	6.2994
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0.27739	0
MGH54_P7_E10	NA	black	0	0	0
MGH54_P7_E11	NA	black	0	0	4.2904
MGH54_P7_E12	0.201949540001	green3	2	0.33113	2.9437
MGH54_P7_F01	0.00992063967354	green3	2	0.086784	3.4414
MGH54_P7_F02	NA	black	0	0	0
MGH54_P7_F03	NA	black	0	0	0
MGH54_P7_F04	NA	black	0	0.60312	0
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	0.724212509029	green3	2	0.47197	1.3674
MGH54_P7_F08	NA	black	0	0	0
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	3.8673
MGH54_P7_G01	NA	black	0	0	1.3138
MGH54_P7_G02	NA	black	0	0	0
MGH54_P7_G03	NA	black	0	0	0
MGH54_P7_G04	NA	black	0	0	0
MGH54_P7_G06	NA	black	0	0.78492	0
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	NA	black	0	0	0
MGH54_P7_G09	NA	black	0	0.011496	0
MGH54_P7_G10	NA	black	0	0.20539	0
MGH54_P7_G11	NA	black	0	0	0
MGH54_P7_H01	NA	black	0	0	0
MGH54_P7_H02	NA	black	0	4.4021	0
MGH54_P7_H04	NA	black	0	0	0
MGH54_P7_H05	NA	black	0	0	2.5969
