Cell_name	Zvalue	Color	Cluster	POU2F1	STAT3
MGH60_P3_B06	NA	black	0	0	5.337
MGH60_P3_B07	NA	black	0	0	4.4998
MGH60_P3_B10	NA	black	0	0.45943	0
MGH60_P3_B11	NA	black	0	0	0
MGH60_P3_B12	NA	black	0	0	3.4647
MGH60_P3_C03	-0.127067109948	red	1	0.4049	2.5198
MGH60_P3_C04	NA	black	0	1.774	0
MGH60_P3_C07	NA	black	0	0	3.3177
MGH60_P3_C08	NA	black	0	0	4.6061
MGH60_P3_C09	NA	black	0	0	0
MGH60_P3_D01	NA	black	0	0	3.4158
MGH60_P3_D03	NA	black	0	0	1.2073
MGH60_P3_D04	-0.135039420674	red	1	1.3578	1.067
MGH60_P3_D07	NA	black	0	4.3324	0
MGH60_P3_D08	-0.118713061004	red	1	0.84479	2.8836
MGH60_P3_D09	NA	black	0	3.4179	0
MGH60_P3_D10	-1.26347639528	red	1	0.34937	4.8744
MGH60_P3_D11	1.16241668526	red	1	2.0222	5.1646
MGH60_P3_E02	0.87411891146	red	1	2.7351	3.4436
MGH60_P3_E03	-1.17688619989	red	1	0.27977	4.529
MGH60_P3_E04	0.0214891770752	red	1	1.2425	3.3479
MGH60_P3_E06	NA	black	0	0	4.854
MGH60_P3_E07	NA	black	0	0	3.2453
MGH60_P3_E08	NA	black	0	0	1.0122
MGH60_P3_E09	NA	black	0	0	0
MGH60_P3_E10	-0.821969538383	red	1	2.6765	1.3408
MGH60_P3_E11	NA	black	0	0	2.3975
MGH60_P3_E12	-1.75257191978	red	1	0.15316	5.2057
MGH60_P3_F01	-0.0603793780109	red	1	1.177	4.3685
MGH60_P3_F02	NA	black	0	0	3.6367
MGH60_P3_F03	-0.122331582632	red	1	1.144	4.6854
MGH60_P3_F04	0.0132138823634	red	1	1.2314	3.7004
MGH60_P3_F06	0.441744989833	red	1	1.6098	4.5138
MGH60_P3_F07	0.0457888091393	red	1	0.82538	1.9888
MGH60_P3_F08	NA	black	0	0	2.6095
MGH60_P3_F09	NA	black	0	0	0.27977
MGH60_P3_F10	NA	black	0	0	3.8259
MGH60_P3_F11	NA	black	0	0	2.8396
MGH60_P3_F12	-0.0839643605648	red	1	1.0949	3.6125
MGH60_P3_G02	0.271083868916	red	1	1.5018	4.1319
MGH60_P3_G04	-0.145198800134	red	1	0.95531	3.3453
MGH60_P3_G05	NA	black	0	0	3.9074
MGH60_P3_G06	NA	black	0	0	2.0521
MGH60_P3_G07	0.192401527173	red	1	2.3112	2.659
MGH60_P3_G08	NA	black	0	0	0
MGH60_P3_G10	NA	black	0	0	3.0986
MGH60_P3_G11	NA	black	0	0	3.168
MGH60_P3_H02	1.37316136978	red	1	2.8566	3.956
MGH60_P3_H03	NA	black	0	0	0
MGH60_P3_H04	0.213020008102	red	1	1.9264	2.8586
MGH60_P3_H06	-0.317131146384	red	1	0.14535	2.7679
MGH60_P3_H07	NA	black	0	0	4.8142
MGH60_P3_H08	NA	black	0	0	0.76129
MGH60_P3_H09	NA	black	0	0	0
MGH60_P3_H10	NA	black	0	0.53605	0
MGH60_P3_H11	1.22928029196	red	1	1.9701	5.5939
MGH60_P3_H12	NA	black	0	0	2.6432
97_P3_G07	-0.404487943429	red	1	2.6498	1.8432
97_P3_G10	NA	black	0	1.4547	0
97_P3_H02	NA	black	0	0	1.6595
97_P3_A07	NA	black	0	0	0
97_P3_C03	0.598831763646	red	1	0.54201	0.28806
97_P3_H09	0.130937077364	red	1	1.5296	3.0275
97_P3_H12	-0.858516976736	red	1	2.0666	0.58207
97_P3_H08	0.0209783469452	red	1	3.0964	2.4076
97_P3_E02	0.5695269444	red	1	2.2088	3.4015
97_P3_E07	-1.57089266464	red	1	2.539	0.25217
97_P3_C07	0.398064501097	red	1	1.7757	3.6345
97_P3_E04	NA	black	0	0	0.86869
97_P3_C04	NA	black	0	0	2.079
97_P3_F10	NA	black	0	0	3.572
97_P3_F03	0.452209112908	red	1	1.5984	4.6619
97_P3_A09	0.154871310206	red	1	0.93659	0.81065
97_P3_G04	NA	black	0	0	2.0704
97_P3_E09	0.319947026534	red	1	0.096262	1.6248
97_P3_B08	NA	black	0	0	2.1313
97_P3_B12	NA	black	0	0	0
97_P3_E05	0.0551731793221	red	1	0.88675	1.8722
97_P3_D03	-0.66895899915	red	1	0.085425	3.3196
97_P3_D11	0.0323315748163	red	1	1.0963	0.34483
97_P3_H11	0.00633404148203	red	1	1.2528	2.4351
97_P3_C10	NA	black	0	2.8848	0
97_P3_G08	NA	black	0	0.08134	0
97_P3_F06	-0.945623484442	red	1	2.0339	0.3471
97_P3_C01	NA	black	0	0	0
97_P3_A04	NA	black	0	0	0
97_P3_C09	-0.0529794813571	red	1	0.78827	2.4901
97_P3_D10	0.438545379643	red	1	0.35502	1.1667
97_P3_H07	NA	black	0	0.9501	0
97_P3_E01	0.295949312202	red	1	0.2228	1.6045
97_P3_E03	0.779015392858	red	1	0.40708	0.15963
97_P3_B10	0.320158159293	red	1	0.17249	1.585
97_P3_F05	0.987737245818	green3	2	3.0426	3.399
97_P3_G12	-0.853139696846	red	1	0.079975	3.6135
97_P3_B04	NA	black	0	0	3.2543
97_P3_B02	-0.0250731891435	red	1	1.3033	1.9195
97_P3_B07	-0.189044586102	red	1	2.0286	1.903
97_P3_G02	-0.22936122534	red	1	1.3488	0.3173
97_P3_G11	NA	black	0	0	3.1641
97_P3_F11	-0.365840713429	red	1	0.49876	3.2008
97_P3_H03	0.554355578379	red	1	0.6107	0.18777
97_P3_C02	NA	black	0	1.0335	0
97_P3_G06	0.115977695461	red	1	0.14274	1.9819
97_P3_B01	NA	black	0	0	3.0881
97_P3_B05	NA	black	0	1.0902	0
97_P3_E10	NA	black	0	0	0.34369
97_P3_G01	NA	black	0	0	0
97_P3_A08	-0.531913248264	red	1	0.19787	3.199
97_P3_A03	-0.580793547689	red	1	0.34483	3.4774
97_P3_B03	NA	black	0	1.518	0
97_P3_D01	NA	black	0	2.2534	0
97_P3_G03	-0.253399407362	red	1	1.3465	0.13488
97_P3_E11	NA	black	0	0.18269	0
97_P3_D04	1.50996752817	red	1	2.8939	4.0808
97_P3_A11	NA	black	0	0	0.338
97_P3_C12	NA	black	0	1.2004	0
97_P3_D02	NA	black	0	2.0604	0
97_P3_E08	0.666602952939	red	1	2.2963	3.4917
97_P3_D05	NA	black	0	0	4.6168
97_P3_D12	NA	black	0	0	2.9003
97_P3_D09	NA	black	0	0.57531	0
97_P3_F01	NA	black	0	0	0.8504
97_P3_F07	NA	black	0	0	0.81639
97_P3_B11	NA	black	0	0	0
97_P3_H05	0.276876968174	red	1	0.66539	1.148
97_P3_F12	-0.573701670171	red	1	1.6243	0.13225
97_P3_F04	-0.0783667700963	red	1	1.829	2.0793
97_P3_C11	-0.149403134411	red	1	0.070389	2.4439
97_P3_F08	-0.473771783457	red	1	1.5494	0.18396
97_P3_C05	-0.0465078960542	red	1	0.84639	2.5011
97_P3_F09	-0.81453315945	red	1	1.8766	0.25942
97_P3_G05	0.136671893094	red	1	1.5797	2.9588
97_P3_A10	0.609649508976	red	1	0.055196	1.1368
97_P3_A05	0.0258079692093	red	1	0.13619	2.1476
97_P3_C06	0.169300121808	red	1	0.2762	1.8448
97_P3_F02	0.824705047399	red	1	2.7555	3.3692
97_P3_D07	-0.711658500081	red	1	0.3115	3.6943
97_P3_C08	NA	black	0	0	2.816
97_P3_A01	0.968283603659	green3	2	0.086784	0.44042
97_P3_H04	NA	black	0	0	1.0193
97_P3_D08	-0.648095191779	red	1	0.65168	4.3416
97_P3_E06	NA	black	0	0.42653	0
97_P3_E12	NA	black	0	0	2.7467
97_P3_A02	NA	black	0	0.3471	0
97_P3_B06	0.537280655996	red	1	2.2537	3.2979
97_P3_H10	NA	black	0	0	1.1023
97_P5_B09	0.592708306432	red	1	0.07861	1.1454
97_P5_C06	NA	black	0	0	0
97_P5_B10	-0.110191465088	red	1	0.44784	2.4975
97_P6_G02	0.0305391829832	red	1	1.7824	2.3973
97_P6_E06	-0.781416545752	red	1	0.066261	3.4812
97_P6_A03	0.00491383794242	red	1	1.1421	1.2455
97_P5_F07	-0.472281672822	red	1	0.19409	3.0858
97_P5_B05	-0.473938362878	red	1	0.53406	3.5435
97_P6_B11	0.219648226846	red	1	2.6794	2.6376
97_P6_E08	-0.332258498598	red	1	0.17249	2.8123
97_P6_A09	0.0467953623915	red	1	1.0279	1.5835
97_P6_B04	0.498561867908	red	1	1.7924	3.9469
97_P5_A02	NA	black	0	1.326	0
97_P5_C02	NA	black	0	0	3.2447
97_P6_F09	0.139334182632	red	1	0.085425	1.9486
97_P5_A04	0.575069756304	red	1	0.32308	0.88127
97_P5_C04	0.907614789494	red	1	0.077243	0.56949
97_P6_D07	0.873609804572	red	1	2.9492	3.3226
97_P6_A12	NA	black	0	0	0
97_P6_C06	NA	black	0	0	0
97_P6_H04	NA	black	0	0	3.794
97_P5_D09	0.94075970335	green3	2	0.21288	0.25459
97_P6_F03	NA	black	0	0	5.5766
97_P6_F11	NA	black	0	0	3.059
97_P6_H09	0.368425311439	red	1	2.6199	2.843
97_P6_B08	-0.0341369706526	red	1	1.1467	3.3594
97_P5_A10	-0.728062797384	red	1	1.9686	0.66266
97_P6_H07	NA	black	0	0.68796	0
97_P6_C09	-0.232397494527	red	1	0.077243	2.5864
97_P5_G04	0.849433060289	red	1	0.34255	0.15445
97_P6_H01	NA	black	0	0	4.9276
97_P5_B06	NA	black	0	0	3.2273
97_P5_E04	-1.53699905777	red	1	2.5926	0.37184
97_P6_B10	-0.280579742749	red	1	0.089498	2.6736
97_P6_F04	0.570800118523	red	1	2.1919	3.4218
97_P5_E07	-0.209540401979	red	1	0.31034	2.6567
97_P5_G02	NA	black	0	0.18269	0
97_P5_C11	0.349540926133	red	1	1.8032	3.4084
97_P5_A03	1.05252426152	green3	2	2.0625	4.737
97_P6_B02	-0.113484296933	red	1	1.1104	4.1276
97_P6_H12	1.21287894378	red	1	0.014355	0.12035
97_P6_F12	0.405271262968	red	1	1.7004	3.884
97_P6_A02	1.74862731386	red	1	2.6602	4.682
97_P5_C12	0.000327163752102	red	1	0.89763	2.2418
97_P5_C01	NA	black	0	0	2.9212
97_P5_B07	-0.031759596356	red	1	0.9092	2.4641
97_P5_A08	0.77448859697	red	1	0.15056	0.71458
97_P6_H08	-0.0770335232532	red	1	0.073135	2.3219
97_P5_E11	1.44970569591	red	1	2.3646	4.7765
97_P6_A01	NA	black	0	0	1.1427
97_P6_G01	NA	black	0	2.5462	0
97_P5_D10	-0.339215161067	red	1	1.4436	0.26303
97_P5_C10	-0.67645613566	red	1	0.80653	5.1163
97_P6_C11	0.900451896505	red	1	2.3185	3.8817
97_P6_E07	-0.113785737928	red	1	0.94561	3.0959
97_P6_E05	0.256934801541	red	1	0.87342	0.338
97_P5_G07	NA	black	0	0	1.1538
97_P5_D04	NA	black	0	0	1.8036
97_P6_B03	-0.207443031727	red	1	2.1408	1.9222
97_P5_H01	NA	black	0	0	2.4818
97_P6_A11	-0.0275346986704	red	1	1.2904	1.8496
97_P6_E09	0.162444703811	red	1	0.15056	1.8941
97_P6_A10	-1.00729915828	red	1	0.30685	4.2684
97_P5_E02	-0.252905468529	red	1	0.7966	3.402
97_P6_D03	0.23908935891	red	1	1.9138	2.9373
97_P5_A09	-0.460765052178	red	1	1.5415	0.20038
97_P6_B12	-0.392138938571	red	1	1.8388	1.2296
97_P5_H10	-0.239565847249	red	1	0.84077	3.4708
97_P6_A04	-1.01152853385	red	1	0.1635	4.0005
97_P5_B12	-0.563561197541	red	1	0.33342	3.4248
97_P5_A12	NA	black	0	0	0
97_P5_F08	-0.213238412573	red	1	0.35727	2.6931
97_P6_E04	NA	black	0	0	3.7215
97_P6_D04	0.367584770854	red	1	0.67987	0.71458
97_P5_D02	-0.0371332132579	red	1	1.1519	3.4935
97_P6_G10	0.0579432231225	red	1	0.77484	1.959
97_P5_B04	-0.39597876753	red	1	1.5641	0.55189
97_P6_E03	NA	black	0	0.07861	0
97_P5_E05	0.0739229621187	red	1	1.5231	2.7015
97_P5_G05	-0.00254192152788	red	1	1.1629	1.4657
97_P5_D03	NA	black	0	0.1177	0
97_P5_C07	0.0173794757863	red	1	1.1184	1.3016
97_P6_C12	-0.169987100695	red	1	0.22157	2.5333
97_P6_B09	NA	black	0	0	3.6333
97_P5_D07	0.377386116698	red	1	0.26784	1.4005
97_P6_A05	0.614428574078	red	1	0.53804	0.24732
97_P5_C08	0.0971589486471	red	1	0.67897	1.854
97_P5_B03	-1.52006914919	red	1	0.33342	5.3202
97_P6_G08	-0.390121766775	red	1	0.031395	2.8223
97_P6_D12	-0.629405085173	red	1	1.8544	0.6526
97_P6_D01	-0.0283040972715	red	1	1.1795	3.7523
97_P5_H08	-0.816516818762	red	1	0.041243	3.5079
97_P6_C07	1.61630035969	red	1	2.6248	4.5534
97_P6_C02	-0.43175437512	red	1	1.5695	0.43189
97_P5_F02	-0.475947203309	red	1	0.72247	4.0292
97_P5_F04	-0.00699431942888	red	1	1.1629	2.7523
97_P5_H02	0.230705469099	red	1	1.5049	3.7924
97_P6_C08	0.480584928282	red	1	0.41468	0.96938
97_P5_E03	0.492117862298	red	1	0.42653	0.91686
97_P6_D05	-0.264413017985	red	1	1.419	0.53306
97_P5_D01	NA	black	0	0.40817	0
97_P6_F05	-0.272956579863	red	1	0.40054	2.862
97_P5_H06	1.19029586124	red	1	0.03984	0.11237
97_P5_H11	-1.15177530584	red	1	2.275	0.43403
97_P5_E06	1.12673523257	red	1	2.9264	3.6166
97_P6_H02	0.0059846086396	red	1	1.2497	4.9302
97_P6_A08	0.236668383596	red	1	0.46676	1.5714
97_P5_B02	-0.0701981583692	red	1	0.47716	2.4049
97_P5_E10	-0.512033534265	red	1	0.40926	3.4236
97_P5_B11	-0.0435748682727	red	1	1.2073	0.96421
97_P6_G07	0.628965937301	red	1	0.37518	0.64985
97_P5_A05	NA	black	0	0	4.8244
97_P5_A11	0.192083548241	red	1	0.4782	1.6871
97_P6_A06	NA	black	0	0	3.6782
97_P6_F07	0.613528743938	red	1	2.4182	3.2963
97_P6_G04	0.806249201315	red	1	0.37518	0.1776
97_P6_B05	NA	black	0	0	2.9853
97_P5_D06	1.07556996533	green3	2	0.064883	0.27739
97_P6_F08	0.709276750962	red	1	0.49262	0.089498
97_P5_F06	0.265110955746	red	1	0.80488	0.73725
97_P5_D08	0.11812599645	red	1	1.6512	2.7767
97_P5_G11	0.914857760339	red	1	0.11902	0.48852
97_P6_F10	-1.14149535699	red	1	2.3901	0.62387
97_P5_H07	-1.00193833909	red	1	0.34369	4.3408
97_P5_A07	-0.629932855666	red	1	1.6781	0.15186
97_P6_G11	NA	black	0	0.45733	0
97_P5_C03	-0.0468388424036	red	1	0.035624	2.2654
97_P5_F01	NA	black	0	1.3724	0
97_P6_E01	-0.768741217966	red	1	0.11503	3.5189
97_P5_F03	0.266412412722	red	1	0.20163	1.6754
97_P5_B01	NA	black	0	0	0.39177
97_P6_H03	-0.0531682066527	red	1	1.0151	2.8203
97_P6_E12	0.564739970585	red	1	0.49262	0.55483
97_P5_G10	NA	black	0	0	2.7893
97_P5_C05	-0.464696243753	red	1	0.27858	3.1554
97_P6_D11	0.130333236524	red	1	0.22897	1.9389
97_P5_H09	0.863160640206	red	1	0.28333	0.27143
97_P6_B06	NA	black	0	0	0.27977
97_P5_F09	NA	black	0	0	0.73466
97_P6_F02	-0.917842356898	red	1	2.3513	0.90535
97_P5_D11	0.491603231564	red	1	0.12961	1.2869
97_P5_H03	-0.301867424881	red	1	1.406	0.24489
97_P5_D05	-0.041847531234	red	1	1.461	2.0086
97_P6_H05	NA	black	0	0	0
97_P6_D09	-0.135166205621	red	1	1.0172	3.57
97_P6_G09	-0.33328514319	red	1	1.9661	1.5346
97_P6_D08	NA	black	0	0.32884	0
97_P5_G06	0.122665818688	red	1	0.68975	1.7424
97_P5_A01	-0.16534319204	red	1	0.70399	2.8697
97_P6_H10	NA	black	0	0	0.49672
97_P5_G01	0.235572454692	red	1	0.15704	1.7545
97_P6_E02	NA	black	0	0	0.16221
97_P6_B01	NA	black	0	0.21412	0
97_P5_F10	1.08593085067	green3	2	0.13225	0.12433
97_P6_C10	-0.146925314573	red	1	0.27501	2.5087
97_P5_C09	0.028124506207	red	1	0.63877	2.128
97_P5_E12	-0.590783931116	red	1	2.1683	1.2308
97_P5_E01	-0.651175056044	red	1	0.49057	3.9041
97_P6_D02	-0.115376054232	red	1	1.123	4.3041
97_P6_A07	-0.319786069309	red	1	0.75617	3.563
97_P5_G03	0.196691692347	red	1	0.02432	1.8624
97_P6_G12	NA	black	0	0.82049	0
97_P6_C03	0.0668633901477	red	1	0.87184	1.8131
97_P6_H06	0.482728135038	red	1	1.8082	3.8461
97_P5_E09	-1.20599184824	red	1	2.5208	0.70399
97_P6_C01	NA	black	0	2.0286	0
97_P6_G03	NA	black	0	0	2.48
97_P5_G12	0.211605099637	red	1	0.82782	0.9782
97_P5_G09	0.192744091865	red	1	0.57821	1.5984
97_P5_H04	1.13519970162	red	1	0.062122	0.17121
MGH97_P7_B05	NA	black	0	0	2.479
MGH97_P7_E10	NA	black	0	2.8392	0
MGH97_P7_A02	-0.76328821742	red	1	0.21412	3.6424
MGH97_P7_C01	-0.0433578938456	red	1	1.6699	2.1293
MGH97_P7_D06	NA	black	0	0	0.34142
MGH97_P7_H08	0.0322574243364	red	1	1.7381	2.4079
MGH97_P7_G11	-2.17058674216	red	1	0.064883	5.6116
MGH97_P7_A08	NA	black	0	0	3.7264
MGH97_P7_F07	NA	black	0	0	0.73292
MGH97_P7_C04	-0.663834693598	red	1	2.4214	1.3545
MGH97_P7_C02	-0.0157617189837	red	1	1.4452	2.1696
MGH97_P7_F10	0.415791716332	red	1	0.74416	0.16607
MGH97_P7_H05	NA	black	0	2.0621	0
MGH97_P7_B04	0.215712821351	red	1	1.4573	4.01
MGH97_P7_F09	-0.234129336279	red	1	1.3978	0.59741
MGH97_P7_H02	-1.97414463199	red	1	0.13488	5.5072
MGH97_P7_C11	NA	black	0	0	3.1611
MGH97_P7_G07	-1.76724466971	red	1	2.6425	0.16092
MGH97_P7_F06	NA	black	0	0	0.98331
MGH97_P7_A06	NA	black	0	1.8205	0
MGH97_P7_D12	NA	black	0	0.13093	0
MGH97_P7_B02	-0.65669201344	red	1	0.14666	3.3657
MGH97_P7_E03	0.0536160507741	red	1	0.99783	1.6309
MGH97_P7_D02	0.283106417438	red	1	2.1454	2.8862
MGH97_P7_B11	-0.148808595833	red	1	0.079975	2.4457
MGH97_P7_E09	-0.35645769885	red	1	1.4431	0.17249
MGH97_P7_B01	0.0269604116045	red	1	1.044	1.8379
MGH97_P7_G06	NA	black	0	0	0
MGH97_P7_B07	-1.40732885127	red	1	2.4985	0.40708
MGH97_P7_C05	NA	black	0	1	0
MGH97_P7_E07	NA	black	0	0	0
MGH97_P7_B12	-1.519655362	red	1	2.5736	0.36737
MGH97_P7_H07	-0.144304479611	red	1	0.8953	3.1385
MGH97_P7_D04	0.0909370132812	red	1	0.39726	1.9895
MGH97_P7_C06	0.00114922594574	red	1	1.2497	2.2972
MGH97_P7_G09	NA	black	0	0.25096	0
MGH97_P7_E06	NA	black	0	0.10165	0
MGH97_P7_F04	0.510399610739	red	1	0.44361	0.83269
MGH97_P7_C09	NA	black	0	0	1.6799
MGH97_P7_G03	-0.0254120770766	red	1	1.0861	2.7222
MGH97_P7_H01	0.561617570964	red	1	0.36289	0.8472
MGH97_P7_B06	0.191843148964	red	1	1.6713	3.0585
MGH97_P7_C08	0.348304541419	red	1	0.77315	0.39067
MGH97_P7_E08	NA	black	0	2.1609	0
MGH97_P7_F01	-0.335363455971	red	1	1.6964	1.1408
MGH97_P7_H03	1.05242513555	green3	2	0.062122	0.32539
MGH97_P7_B10	-1.25691329206	red	1	2.24	0.20414
MGH97_P7_E11	NA	black	0	0	0
MGH97_P7_C03	-0.422998305786	red	1	2.3832	1.6866
MGH97_P7_H12	NA	black	0	0	3.8204
MGH97_P7_D07	-1.3421674739	red	1	2.4065	0.35952
MGH97_P7_A11	-0.550034551942	red	1	1.7347	0.57046
MGH97_P7_A01	NA	black	0	1.7216	0
MGH97_P7_F12	NA	black	0	0	0
MGH97_P7_F08	-1.31208357262	red	1	0.18777	4.5607
MGH97_P7_D11	1.06524829296	green3	2	2.3934	4.0596
MGH97_P7_H09	NA	black	0	0	0
MGH97_P7_D09	-0.0315857277254	red	1	1.157	3.4427
MGH97_P7_C12	0.571784152316	red	1	0.4957	0.52406
MGH97_P7_H11	-1.4052365781	red	1	0.22527	4.8086
MGH97_P7_A04	0.983933215209	green3	2	0.17887	0.23511
MGH97_P7_H06	NA	black	0	0	0
MGH97_P7_F03	NA	black	0	0	3.325
MGH97_P7_A07	-0.0389548301144	red	1	1.1583	0.15575
MGH97_P7_F11	-0.334917151881	red	1	0.69688	3.4673
MGH97_P7_G08	NA	black	0	0.62293	0
MGH97_P7_E02	0.561136491933	red	1	0.24001	1.0321
MGH97_P7_C07	NA	black	0	0.063503	0
MGH97_P7_A09	NA	black	0	0	3.9798
MGH97_P7_B09	NA	black	0	0	0.18269
MGH97_P7_G10	0.0893039614632	red	1	0.48336	1.9716
MGH97_P7_G02	0.686040742484	red	1	0.4813	0.20414
MGH97_P7_H04	NA	black	0	1.1023	0
MGH97_P7_G01	-1.059586827	red	1	2.3153	0.64062
MGH97_P7_E05	0.165089593781	red	1	0.95829	0.44042
MGH97_P7_E04	-1.12381550011	red	1	2.0666	0.075875
MGH97_P7_E01	NA	black	0	0.36513	0
MGH97_P7_F05	0.387745208841	red	1	1.5105	5.0884
MGH97_P7_D05	-0.731021183729	red	1	0.13225	3.4764
MGH97_P7_A03	NA	black	0	0	0.61636
MGH97_P7_B03	-0.048165211274	red	1	1.6471	2.101
MGH97_P7_A05	1.08162575839	green3	2	0.084064	0.2302
MGH97_P7_D03	NA	black	0	2.8873	0
MGH97_P7_F02	-0.737996986094	red	1	0.12433	3.4786
MGH97_P7_G05	0.395650935286	red	1	2.334	2.9935
MGH97_P7_D08	NA	black	0	0	0
MGH97_P7_G04	NA	black	0	1.2863	0
MGH97_P8_A11	-0.0356749903435	red	1	0.3505	2.2898
MGH97_P10_A12	0.00107471696822	red	1	0.8024	2.2324
MGH97_P10_E09	0.154912964365	red	1	0.4957	1.7811
MGH97_P9_B12	0.0380537227063	red	1	0.10836	2.1253
MGH97_P10_D07	NA	black	0	1.2904	0
MGH97_P8_D11	-0.0394440556875	red	1	0.78994	2.4271
MGH97_P8_G05	NA	black	0	0	4.2429
MGH97_P9_C05	0.383872263131	red	1	0.14926	1.4766
MGH97_P8_D03	NA	black	0	1.3713	0
MGH97_P8_H05	NA	black	0	0	3.5253
MGH97_P10_A09	NA	black	0	1.537	0
MGH97_P10_E03	0.0766487694234	red	1	1.0517	0.39397
MGH97_P10_D04	NA	black	0	1.0405	0
MGH97_P9_D12	NA	black	0	0.73725	0
MGH97_P8_H06	0.00752054519937	red	1	0.69064	2.2013
MGH97_P8_H11	-1.12233089166	red	1	0.53903	5.192
MGH97_P9_F12	0.0669786454754	red	1	1.3768	2.9718
MGH97_P8_D07	-1.11294392983	red	1	0.084064	4.0362
MGH97_P8_H02	NA	black	0	0	1.8408
MGH97_P8_D01	NA	black	0	0	0.18269
MGH97_P10_C04	-0.318538309219	red	1	1.4916	0.59837
MGH97_P9_E06	NA	black	0	0	4.9782
MGH97_P8_F12	-0.237718963867	red	1	0.85838	3.5194
MGH97_P8_H01	NA	black	0	1.1336	0
MGH97_P8_A05	NA	black	0	0	0.29278
MGH97_P9_F10	-0.393068275667	red	1	0.29631	3.0286
MGH97_P10_F10	NA	black	0	0.053806	0
MGH97_P9_G12	0.000775242475797	red	1	1.1897	2.4621
MGH97_P8_B04	-0.58719563899	red	1	1.7334	0.45838
MGH97_P8_E11	NA	black	0	1.2091	0
MGH97_P9_G10	NA	black	0	0	3.7732
MGH97_P10_D11	NA	black	0	0.094912	0
MGH97_P10_D01	-0.0018507082953	red	1	1.229	2.2001
MGH97_P10_H04	NA	black	0	0	2.6636
MGH97_P10_D12	-0.250386027767	red	1	0.051024	2.6053
MGH97_P8_D04	0.158439122393	red	1	0.69332	1.5902
MGH97_P8_F08	-0.0176739305773	red	1	0.34255	2.2479
MGH97_P9_E10	NA	black	0	0.69421	0
MGH97_P9_D11	0.578516594977	red	1	0.5724	0.24975
MGH97_P8_A02	0.546398410839	red	1	0.18269	1.1296
MGH97_P9_F01	0.851326699919	red	1	0.28924	0.2857
MGH97_P8_B08	NA	black	0	0	0.23511
MGH97_P8_A09	NA	black	0	0	0.90766
MGH97_P9_A03	-0.310610424881	red	1	0.19787	2.7889
MGH97_P9_G09	NA	black	0	0	0.69153
MGH97_P10_E02	NA	black	0	0.27977	0
MGH97_P10_H08	NA	black	0	2.2066	0
MGH97_P9_G04	-0.555253661195	red	1	0.54498	3.7824
MGH97_P8_G11	NA	black	0	0	0
MGH97_P10_A06	-1.31605227176	red	1	2.5487	0.59455
MGH97_P10_F08	-1.14630813747	red	1	0.090853	4.1006
MGH97_P8_E08	NA	black	0	0.27262	0
MGH97_P8_G08	NA	black	0	0	0
MGH97_P10_B07	NA	black	0	0.060739	0
MGH97_P9_G11	0.572490457265	red	1	3.2188	2.9288
MGH97_P8_F11	0.047715300885	red	1	2.4386	2.4158
MGH97_P8_F05	NA	black	0	1.9392	0
MGH97_P9_A01	-0.676198296849	red	1	1.7638	0.29631
MGH97_P10_F01	NA	black	0	0	0.17632
MGH97_P8_C10	-0.472179270711	red	1	0.048236	2.9657
MGH97_P8_E02	NA	black	0	0	0
MGH97_P10_B05	NA	black	0	0	0.24245
MGH97_P8_G04	-0.312997272437	red	1	0.092207	2.7301
MGH97_P9_B02	NA	black	0	0.8984	0
MGH97_P8_H08	NA	black	0	0	4.6077
MGH97_P8_F01	0.994397652005	green3	2	0.20414	0.15704
MGH97_P10_H09	NA	black	0	0.74846	0
MGH97_P10_E06	1.13314606348	red	1	0.062122	0.17505
MGH97_P10_D10	-0.179813688084	red	1	0.60975	2.8088
MGH97_P10_A03	1.31195195233	red	1	2.5922	4.167
MGH97_P10_A05	NA	black	0	0	1.46
MGH97_P10_A01	NA	black	0	0.41792	0
MGH97_P9_D09	0.000990801023092	red	1	1.1486	2.1906
MGH97_P9_D06	0.708405164595	red	1	2.1104	3.8195
MGH97_P9_G05	0.613782421679	red	1	1.8627	4.1228
MGH97_P10_E05	NA	black	0	1.1859	0
MGH97_P8_F10	-1.24888533078	red	1	0.51501	5.3956
MGH97_P10_A04	NA	black	0	0	3.0929
MGH97_P9_A07	0.0673562377855	red	1	1.2928	4.1827
MGH97_P9_A08	-0.228380530708	red	1	2.2507	1.9336
MGH97_P9_H12	0.413876774195	red	1	0.56365	0.87106
MGH97_P10_G03	0.130748404379	red	1	1.7084	2.7729
MGH97_P8_B03	0.320991651886	red	1	0.74932	0.66993
MGH97_P10_H07	NA	black	0	0	0.35502
MGH97_P10_E01	-0.508216758123	red	1	0.4351	3.4552
MGH97_P9_F11	NA	black	0	1.679	0
MGH97_P8_B12	-1.22123472387	red	1	2.1912	0.16864
MGH97_P9_H02	NA	black	0	0	0
MGH97_P9_C11	NA	black	0	1.8711	0
MGH97_P8_A01	-0.244042058133	red	1	2.9373	2.1154
MGH97_P10_F07	1.19148914134	red	1	2.3016	4.44
MGH97_P10_G01	0.176216363925	red	1	1.5251	3.3214
MGH97_P10_H05	0.254693588699	red	1	0.75446	1.0043
MGH97_P9_F07	0.844123856085	red	1	0.26063	0.36737
MGH97_P9_D08	-0.0505369059733	red	1	0.3173	2.317
MGH97_P9_E05	-0.0348555578546	red	1	1.5622	2.118
MGH97_P8_B09	NA	black	0	0.48646	0
