Cell_name	Zvalue	Color	Cluster	MYC	RBL1
MGH53_P6_D11	NA	black	0	0	5.3376
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0.35163
MGH53_P6_E02	NA	black	0	0	0.27381
MGH53_P6_E03	-0.48507914214	red	1	5.0494	0.26903
MGH53_P6_E04	-0.223407408493	red	1	6.567	0.72334
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.84398
MGH53_P6_E09	NA	black	0	5.2895	0
MGH53_P6_E10	NA	black	0	0	2.6663
MGH53_P6_F01	-0.864682547468	red	1	5.9941	0.20539
MGH53_P6_F02	NA	black	0	0	0.2302
MGH53_P6_F03	NA	black	0	0	0.12433
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	0	0.92144
MGH53_P6_F06	NA	black	0	0	0.41792
MGH53_P6_F07	NA	black	0	0	2.1243
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0.20414
MGH53_P6_F10	NA	black	0	0	0.41468
MGH53_P6_G01	NA	black	0	0	0.88127
MGH53_P6_G02	NA	black	0	0	3.7189
MGH53_P6_G03	-0.489925659749	red	1	4.9488	0.22527
MGH53_P6_G04	NA	black	0	0	0.23756
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0.60217
MGH53_P6_G08	NA	black	0	0	1.4314
MGH53_P6_G09	-0.864317191888	red	1	6.2943	0.2762
MGH53_P6_G10	NA	black	0	0	0.22033
MGH53_P6_G11	NA	black	0	0	0.22527
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0.38184
MGH53_P6_H05	NA	black	0	0	4.6754
MGH53_P6_H07	NA	black	0	1.7044	0
MGH53_P6_H09	0.61476339642	red	1	1.4404	0.17377
MGH53_P6_H10	-4.69885253373	black	0	0.46989	3.7903
MGH53_P6_H11	0.18455826592	red	1	4.0414	1.4195
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	4.6846	0
MGH53_P7_A04	0.916713677782	green3	2	0.32539	0.18903
MGH53_P7_A05	-0.99893694301	red	1	6.0955	0.13488
MGH53_P7_A06	0.080120115446	red	1	3.014	0.4049
MGH53_P7_A07	NA	black	0	5.2668	0
MGH53_P7_A09	-0.472813944623	red	1	5.1801	0.32539
MGH53_P7_A11	NA	black	0	0	3.1953
MGH53_P7_A12	NA	black	0	0	0.86235
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	5.5341	0
MGH53_P7_B03	NA	black	0	0	0.18777
MGH53_P7_B04	3.82209457129	black	0	5.5716	4.5637
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0	0
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	-0.37427918424	red	1	3.2833	3.839
MGH53_P7_B11	NA	black	0	0	0.36737
MGH53_P7_B12	NA	black	0	0	0.0229
MGH53_P7_C01	NA	black	0	0	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	1.2738	0
MGH53_P7_C04	NA	black	0	0	0.24853
MGH53_P7_C05	NA	black	0	0	0
MGH53_P7_C06	-0.254513505138	red	1	5.5721	0.61824
MGH53_P7_C07	0.991905472097	green3	2	0.26664	0.15186
MGH53_P7_C09	-1.04407987197	red	1	6.8464	0.27501
MGH53_P7_C11	NA	black	0	0	0.21537
MGH53_P7_C12	NA	black	0	0	0.13356
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0.27739
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	NA	black	0	0	0.53306
MGH53_P7_D10	NA	black	0	0	1.3132
MGH53_P7_D11	NA	black	0	4.6532	0
MGH53_P7_D12	NA	black	0	2.9235	0
MGH53_P7_E01	NA	black	0	0	0.26424
MGH53_P7_E02	NA	black	0	4.572	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	NA	black	0	0	0.56071
MGH53_P7_E07	-0.405286575285	red	1	4.7111	0.23634
MGH53_P7_E08	NA	black	0	0	0.28688
MGH53_P7_E09	NA	black	0	0	0
MGH53_P7_E10	NA	black	0	0	0.43616
MGH53_P7_E11	-0.210937245698	red	1	5.3626	0.63413
MGH53_P7_E12	NA	black	0	0.7137	0
MGH53_P7_F01	NA	black	0	0	0.19283
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	0	0.28924
MGH53_P7_F06	NA	black	0	0	0.40381
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	4.4807	0
MGH53_P7_F10	NA	black	0	0	1.6826
MGH53_P7_F11	1.29492248616	green3	2	6.2833	1.7489
MGH53_P7_F12	-0.213338748432	red	1	4.3704	0.40272
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	0	2.5688
MGH53_P7_G05	NA	black	0	0	2.2464
MGH53_P7_G06	NA	black	0	5.0871	0
MGH53_P7_G07	NA	black	0	0	0.34596
MGH53_P7_G08	NA	black	0	0	0.43296
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	-0.258098484367	red	1	4.3106	0.28096
MGH53_P7_G11	NA	black	0	4.7675	0
MGH53_P7_G12	NA	black	0	0.42331	0
MGH53_P7_H01	NA	black	0	5.4525	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	0.57143
MGH53_P7_H04	NA	black	0	0	0.22651
MGH53_P7_H05	NA	black	0	2.3426	0
MGH53_P7_H06	-1.11585206501	red	1	6.5576	0.17377
MGH53_P7_H07	NA	black	0	0	0.55385
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	4.1961
MGH53_P7_H11	-0.883759592202	red	1	5.7546	0.12168
MGH53_P7_H12	0.552661614274	red	1	1.7106	0.15056
MGH53_P8_A01	NA	black	0	2.8109	0
MGH53_P8_A02	0.779441628677	green3	2	6.6148	1.3403
MGH53_P8_A03	NA	black	0	0	0
MGH53_P8_A04	NA	black	0	4.6513	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	NA	black	0	0	4.1283
MGH53_P8_A08	2.47757498802	black	0	4.757	4.9214
MGH53_P8_A09	NA	black	0	0	0.31962
MGH53_P8_A10	-0.905663056561	red	1	6.0566	0.19156
MGH53_P8_A11	NA	black	0	0	0.32423
MGH53_P8_A12	-0.859162354828	red	1	1.4641	1.6351
MGH53_P8_B03	NA	black	0	0	0.31615
MGH53_P8_B04	-0.78552710106	red	1	6.8055	0.41468
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0.18015
MGH53_P8_B10	NA	black	0	3.4372	0
MGH53_P8_B11	NA	black	0	0	0.14012
MGH53_P8_B12	-0.341664107274	red	1	4.9236	0.40163
MGH53_P8_C01	0.208546383518	red	1	5.6427	1.0314
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	-0.369395164242	red	1	3.1583	2.9661
MGH53_P8_C04	NA	black	0	0	0.59455
MGH53_P8_C08	NA	black	0	0	0.29748
MGH53_P8_C09	NA	black	0	4.9504	0
MGH53_P8_C10	NA	black	0	0	0
MGH53_P8_C11	NA	black	0	4.9301	0
MGH53_P8_C12	-0.0386652131594	red	1	3.673	0.54102
MGH53_P8_D01	0.405194255863	red	1	4.3478	1.7062
MGH53_P8_D02	NA	black	0	4.7703	0
MGH53_P8_D03	NA	black	0	0	0.66539
MGH53_P8_D04	NA	black	0	0	0.43403
MGH53_P8_D05	0.302622778765	red	1	0.38294	0.57821
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	NA	black	0	1.4265	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	3.9665
MGH53_P8_D10	-0.826351151404	red	1	7.1088	0.43403
MGH53_P8_D11	NA	black	0	0	0.25096
MGH53_P8_E01	-0.302185217508	red	1	4.6608	0.36849
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0	0.7031
MGH53_P8_E05	NA	black	0	0	2.9577
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	2.26855376694	black	0	5.6639	2.8881
MGH53_P8_E08	-0.626407589121	red	1	6.3677	0.44679
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	-0.16013281083	red	1	4.9103	0.63041
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	-0.273991897708	red	1	4.1729	0.14666
MGH53_P8_F04	-0.0872817642056	red	1	3.8443	0.44042
MGH53_P8_F05	NA	black	0	0	0.32193
MGH53_P8_F06	NA	black	0	0	4.1841
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	1.09344354276	green3	2	4.2926	3.5829
MGH53_P8_F09	NA	black	0	5.5798	0
MGH53_P8_F11	0.794882049884	green3	2	0.81476	0.1776
MGH53_P8_G01	NA	black	0	0	0.27977
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	NA	black	0	0	0.79826
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0
MGH53_P8_G06	NA	black	0	0	0.34596
MGH53_P8_G07	0.726033237236	green3	2	6.7251	1.294
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0.23756
MGH53_P8_G10	NA	black	0	6.4042	0
MGH53_P8_G11	NA	black	0	0	0.69421
MGH53_P8_G12	NA	black	0	2.3457	0
MGH53_P8_H01	NA	black	0	4.2474	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	0.17505
MGH53_P8_H04	NA	black	0	0	0.48749
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0	0
MGH53_P8_H09	-1.00070501351	red	1	6.5904	0.25096
MGH53_P8_H10	-1.65489916235	black	0	2.3942	3.6789
MGH53_P8_H11	-1.0399580302	red	1	6.0224	0.084064
MGH53_P8_H12	-0.383456574682	red	1	1.818	1.2576
MGH53_P1_A03	NA	black	0	0	0.28214
MGH53_P1_A04	NA	black	0	0	0.10299
MGH53_P1_A06	NA	black	0	0	0.68437
MGH53_P1_A07	NA	black	0	0	0
MGH53_P1_A08	NA	black	0	0	0.042644
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	-0.122241645108	red	1	3.7476	0.15704
MGH53_P1_B09	0.280102707511	red	1	1.6599	0.4782
MGH53_P1_B11	NA	black	0	0	0.16479
MGH53_P1_C03	NA	black	0	0	4.087
MGH53_P1_C06	NA	black	0	0	0
MGH53_P1_C09	-0.366310405109	red	1	2.537	1.5926
MGH53_P1_C10	NA	black	0	5.223	0
MGH53_P1_D01	NA	black	0	0	1.4463
MGH53_P1_D05	NA	black	0	0	0.67084
MGH53_P1_D12	-0.0983220693645	red	1	3.7278	0.24975
MGH53_P1_E09	NA	black	0	1.6225	0
MGH53_P1_E12	0.0648016080918	red	1	3.1545	0.2857
MGH53_P12_A01	NA	black	0	3.8674	0
MGH53_P12_A02	NA	black	0	0.83835	0
MGH53_P12_A03	NA	black	0	0	0.24975
MGH53_P12_A04	NA	black	0	0	0.55876
MGH53_P12_A05	0.500289460591	red	1	1.8722	0.15186
MGH53_P12_A06	NA	black	0	0	4.765
MGH53_P12_A08	NA	black	0	0	0
MGH53_P12_A09	0.539776463612	red	1	1.7097	0.16607
MGH53_P12_A10	NA	black	0	4.2684	0
MGH53_P12_A11	-0.589284692829	red	1	5.8404	0.38073
MGH53_P12_A12	0.585035978394	red	1	1.1037	0.2857
MGH53_P12_B01	NA	black	0	0	0
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0	0.14535
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	-0.383251020221	red	1	4.4344	0.1177
MGH53_P12_B07	0.568149634475	red	1	0.86552	0.34255
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	NA	black	0	0	0.22157
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0	0
MGH53_P12_C01	-0.402882291125	red	1	4.6178	0.19409
MGH53_P12_C02	-0.145706409723	red	1	4.1012	0.42223
MGH53_P12_C03	NA	black	0	0.36401	0
MGH53_P12_C04	NA	black	0	0	0.29748
MGH53_P12_C05	NA	black	0	5.1121	0
MGH53_P12_C06	0.605599342982	red	1	3.988	3.2726
MGH53_P12_C07	NA	black	0	5.1809	0
MGH53_P12_C08	NA	black	0	2.6194	0
MGH53_P12_C09	-1.04022538058	red	1	2.2762	2.4924
MGH53_P12_C10	-0.511563529349	red	1	5.1831	0.28451
MGH53_P12_C11	-0.321596079442	red	1	4.5494	0.29042
MGH53_P12_C12	NA	black	0	0	1.1063
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	4.3949
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	6.3128	0
MGH53_P12_D06	0.814724863253	green3	2	0.32423	0.25459
MGH53_P12_D07	NA	black	0	5.1859	0
MGH53_P12_D08	NA	black	0	0	0.17505
MGH53_P12_D09	-0.106875402459	red	1	3.8416	0.35502
MGH53_P12_D10	-0.56301675959	red	1	5.0283	0.16993
MGH53_P12_D11	NA	black	0	0	0.49672
MGH53_P12_D12	NA	black	0	0	0
MGH53_P12_E01	NA	black	0	0	0
MGH53_P12_E02	NA	black	0	2.4913	0
MGH53_P12_E03	NA	black	0	0	4.9833
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	NA	black	0	4.3009	0
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	3.9769
MGH53_P12_E08	0.751320166423	green3	2	4.8688	1.8718
MGH53_P12_E09	NA	black	0	0	0.23143
MGH53_P12_E10	-0.0886029319948	red	1	4.5146	0.67627
MGH53_P12_E12	-0.676578326389	red	1	5.1104	0.075875
MGH53_P12_F01	-0.0564155063633	red	1	3.5505	0.14012
MGH53_P12_F02	NA	black	0	2.4717	0
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	0	0.27262
MGH53_P12_F06	NA	black	0	0	0
MGH53_P12_F07	NA	black	0	6.234	0
MGH53_P12_F08	NA	black	0	0	0
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	-0.0899306350529	red	1	3.6414	0.12829
MGH53_P12_F11	0.84702796178	green3	2	0.20664	0.25217
MGH53_P12_F12	NA	black	0	0.20914	0
MGH53_P12_G01	NA	black	0	0	0.74416
MGH53_P12_G03	NA	black	0	0	0.14012
MGH53_P12_G04	NA	black	0	0	0.15963
MGH53_P12_G07	NA	black	0	0	0.26784
MGH53_P12_G08	NA	black	0	0	1.5455
MGH53_P12_G09	NA	black	0	0	0.49057
MGH53_P12_G10	1.12861484848	green3	2	0.15704	0.088142
MGH53_P12_G11	NA	black	0	7.8625	0
MGH53_P12_G12	0.457416371737	red	1	1.8552	0.21412
MGH53_P12_H01	NA	black	0	3.6688	0
MGH53_P12_H02	NA	black	0	5.5268	0
MGH53_P12_H03	NA	black	0	0	0.26424
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	NA	black	0	0	0.062122
MGH53_P12_H06	0.629302490633	red	1	1.3702	0.18015
MGH53_P12_H07	NA	black	0	0	0.33457
MGH53_P12_H08	NA	black	0	2.9855	0
MGH53_P12_H09	NA	black	0	0	0.83107
MGH53_P12_H10	NA	black	0	2.6173	0
MGH53_P12_H11	NA	black	0	0	0.41034
MGH53_P12_H12	-0.673307883758	red	1	5.1771	0.10836
MGH53_P2_A09	2.7033544748	black	0	5.234	3.9494
MGH53_P2_A11	NA	black	0	0	0
MGH53_P2_A12	NA	black	0	1.3045	0
MGH53_P2_B05	NA	black	0	0	0.014355
MGH53_P2_B07	NA	black	0	0	0.26183
MGH53_P2_B09	NA	black	0	4.6011	0
MGH53_P2_B10	NA	black	0	4.7353	0
MGH53_P2_C01	NA	black	0	0	3.2362
MGH53_P2_C02	0.016896829718	red	1	3.3394	0.15056
MGH53_P2_C03	NA	black	0	0	0.13225
MGH53_P2_C07	NA	black	0	0	4.1996
MGH53_P2_C09	NA	black	0	0	0.4351
MGH53_P2_D01	NA	black	0	0	0
MGH53_P2_D02	NA	black	0	0	0.22897
MGH53_P2_D07	NA	black	0	0	0.52907
MGH53_P2_D08	-0.153860985731	red	1	3.9467	0.28214
MGH53_P2_D12	NA	black	0	4.6679	0
MGH53_P2_E04	NA	black	0	0	0
MGH53_P2_E10	NA	black	0	4.1502	0
MGH53_P2_F02	NA	black	0	0	0.66084
MGH53_P2_F03	0.645909098473	red	1	3.9396	3.8912
MGH53_P2_F04	NA	black	0	0	0.13093
MGH53_P2_F05	NA	black	0	0	0.38184
MGH53_P2_G02	NA	black	0	6.9729	0
MGH53_P2_G07	NA	black	0	0	0.54399
MGH53_P2_H01	-0.349592935886	red	1	4.3299	0.10702
MGH53_P10_A01	NA	black	0	0	2.6055
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	0.0309059302351	red	1	3.5424	1.3757
MGH53_P10_A04	NA	black	0	0	0.16479
MGH53_P10_A05	NA	black	0	0	1.2234
MGH53_P10_A06	-0.522480146914	red	1	4.9884	0.20163
MGH53_P10_A07	NA	black	0	0	0.17121
MGH53_P10_A08	NA	black	0	0	0.30451
MGH53_P10_A09	2.94881279148	black	0	5.4817	3.7956
MGH53_P10_A10	NA	black	0	0	0.14274
MGH53_P10_A11	NA	black	0	0	0.18015
MGH53_P10_A12	-0.36101213305	red	1	4.3565	0.10434
MGH53_P10_B01	NA	black	0	0	1.0875
MGH53_P10_B02	NA	black	0	0	0.13488
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	4.5514	0
MGH53_P10_B05	NA	black	0	0	0.76553
MGH53_P10_B06	NA	black	0	0	1.0676
MGH53_P10_B07	0.000617199007904	red	1	3.3985	0.51803
MGH53_P10_B08	NA	black	0	0	0
MGH53_P10_B09	NA	black	0	0	0
MGH53_P10_B10	NA	black	0	5.4701	0
MGH53_P10_B11	NA	black	0	0	0
MGH53_P10_B12	NA	black	0	0.49467	0
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	NA	black	0	0	3.249
MGH53_P10_C03	NA	black	0	4.4382	0
MGH53_P10_C04	NA	black	0	0.26544	0
MGH53_P10_C05	NA	black	0	0	0.32193
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	-0.366048555031	red	1	5.7043	0.53903
MGH53_P10_C08	NA	black	0	0	2.514
MGH53_P10_C09	NA	black	0	0	0.30568
MGH53_P10_C10	2.05723648638	black	0	4.7695	4.1013
MGH53_P10_C11	NA	black	0	0	0.25096
MGH53_P10_C12	NA	black	0	0	0.20289
MGH53_P10_D01	0.53538955763	red	1	1.7617	0.15186
MGH53_P10_D02	NA	black	0	0	0.1776
MGH53_P10_D03	NA	black	0	0	0
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	6.3244	0
MGH53_P10_D06	NA	black	0	0	0.58111
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0	0.27023
MGH53_P10_E01	NA	black	0	0	0
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	1.87020809322	black	0	5.2362	2.9375
MGH53_P10_E05	NA	black	0	4.8885	0
MGH53_P10_E06	NA	black	0	0.58592	0
MGH53_P10_E07	NA	black	0	4.198	0
MGH53_P10_E08	NA	black	0	0	1.0649
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	NA	black	0	0	0.30568
MGH53_P10_E11	NA	black	0	0	0.15963
MGH53_P10_E12	NA	black	0	0	0.39067
MGH53_P10_F01	-0.318453268432	red	1	5.266	0.50995
MGH53_P10_F02	NA	black	0	6.3277	0
MGH53_P10_F03	-0.454355157332	red	1	4.8744	0.24001
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	0.28333
MGH53_P10_F06	NA	black	0	0	0.33457
MGH53_P10_F07	NA	black	0	0	0
MGH53_P10_F08	NA	black	0	0	0.23266
MGH53_P10_F09	-0.563456111761	red	1	2.2035	1.6835
MGH53_P10_F10	NA	black	0	0	1.4615
MGH53_P10_F12	-0.45120603972	red	1	4.6294	0.12565
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	NA	black	0	2.108	0
MGH53_P10_G03	NA	black	0	0	0.24001
MGH53_P10_G04	NA	black	0	0	0.543
MGH53_P10_G05	NA	black	0	0	0.0229
MGH53_P10_G07	NA	black	0	0	0.66266
MGH53_P10_G08	NA	black	0	0	0.18142
MGH53_P10_G09	NA	black	0	0	0.24732
MGH53_P10_G11	NA	black	0	0	0.52507
MGH53_P10_H01	NA	black	0	0	0
MGH53_P10_H02	-0.256295321066	red	1	2.8722	1.6799
MGH53_P10_H04	NA	black	0	3.8417	0
MGH53_P10_H05	NA	black	0	0	0
MGH53_P10_H06	NA	black	0	0	0
MGH53_P10_H07	0.628102608374	red	1	0.27381	0.37962
MGH53_P10_H08	NA	black	0	4.9678	0
MGH53_P10_H09	NA	black	0	4.7305	0
MGH53_P10_H10	NA	black	0	5.029	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	0.20914
MGH53_P11_A02	5.36509303148	black	0	6.1407	4.9567
MGH53_P11_A03	NA	black	0	0	0.14012
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	-3.70755739828	black	0	0.42761	3.1355
MGH53_P11_A08	NA	black	0	0	0.1776
MGH53_P11_A09	-0.114648135019	red	1	3.7073	0.12168
MGH53_P11_A10	NA	black	0	0	0.2228
MGH53_P11_A11	NA	black	0	0	0.1865
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	1.025
MGH53_P11_B04	NA	black	0	4.017	0
MGH53_P11_B05	NA	black	0	0	0.52607
MGH53_P11_B06	NA	black	0	0	0.14796
MGH53_P11_B07	NA	black	0	2.6081	0
MGH53_P11_B08	NA	black	0	3.2174	0
MGH53_P11_B09	NA	black	0	0	0
MGH53_P11_B11	NA	black	0	3.4371	0
MGH53_P11_B12	NA	black	0	0.58304	0
MGH53_P11_C01	NA	black	0	0	0.13356
MGH53_P11_C02	-0.359988622042	red	1	2.7231	1.7732
MGH53_P11_C03	-0.246731484715	red	1	4.3438	0.32308
MGH53_P11_C04	NA	black	0	3.9976	0
MGH53_P11_C05	-0.348433417197	red	1	4.376	0.14274
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0	0
MGH53_P11_C08	NA	black	0	0	0.17632
MGH53_P11_C09	NA	black	0	0	1.7536
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	4.6786	0
MGH53_P11_C12	NA	black	0	2.2957	0
MGH53_P11_D01	NA	black	0	0	0.34142
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	NA	black	0	5.1053	0
MGH53_P11_D04	NA	black	0	0.47612	0
MGH53_P11_D05	NA	black	0	0	0.18142
MGH53_P11_D07	0.303057204264	red	1	3.7348	3.4858
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	0	0.33571
MGH53_P11_D10	NA	black	0	0	0.25701
MGH53_P11_D11	NA	black	0	0	1.708
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	0.4794230203	red	1	4.5739	1.6608
MGH53_P11_E02	NA	black	0	4.5649	0
MGH53_P11_E04	NA	black	0	3.6839	0
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	0	0.2558
MGH53_P11_E09	NA	black	0	3.7804	0
MGH53_P11_E10	NA	black	0	0	0.38847
MGH53_P11_E11	1.59902149696	black	0	4.6142	3.6933
MGH53_P11_E12	0.033853221778	red	1	0.2762	0.75104
MGH53_P11_F01	NA	black	0	0	2.5497
MGH53_P11_F02	NA	black	0	0	0
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	-0.726179410477	red	1	5.2991	0.10299
MGH53_P11_F05	2.58483177553	black	0	4.8974	4.6148
MGH53_P11_F07	NA	black	0	0	0.13619
MGH53_P11_F10	0.813902552406	green3	2	0.48336	0.22897
MGH53_P11_F11	NA	black	0	7.1254	0
MGH53_P11_F12	NA	black	0	2.8562	0
MGH53_P11_G01	0.473638947499	red	1	4.0843	2.3291
MGH53_P11_G02	NA	black	0	0	0.41359
MGH53_P11_G03	NA	black	0	0	0.18269
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	0	0
MGH53_P11_G06	NA	black	0	0	0.2558
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	NA	black	0	0	2.7281
MGH53_P11_G10	-0.250321595767	red	1	4.1132	0.15316
MGH53_P11_G11	NA	black	0	0	0
MGH53_P11_G12	NA	black	0	5.4137	0
MGH53_P11_H01	-0.459923510371	red	1	2.847	2.2552
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	NA	black	0	3.9575	0
MGH53_P11_H05	NA	black	0	0	0
MGH53_P11_H06	NA	black	0	0	0
MGH53_P11_H07	0.089961667078	red	1	3.1431	0.09356
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0	3.5987
MGH53_P11_H10	NA	black	0	0	0
MGH53_P11_H11	1.83388996963	black	0	5.5731	2.5566
MGH53_P11_H12	0.567322983456	red	1	0.848	0.34596
MGH53_P9_A01	NA	black	0	0	1.7097
MGH53_P9_A02	0.15003252698	red	1	4.4762	1.1097
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	NA	black	0	0	0.19283
MGH53_P9_A06	NA	black	0	4.821	0
MGH53_P9_A07	NA	black	0	4.7909	0
MGH53_P9_A08	NA	black	0	0	0
MGH53_P9_A09	NA	black	0	3.6957	0
MGH53_P9_A10	NA	black	0	0	0
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	0.766923440556	green3	2	0.46153	0.26424
MGH53_P9_B01	NA	black	0	0	0.40708
MGH53_P9_B02	NA	black	0	0	1.6595
MGH53_P9_B03	NA	black	0	0	3.5346
MGH53_P9_B04	NA	black	0	0	1.5627
MGH53_P9_B05	0.241352125978	red	1	3.6866	3.5948
MGH53_P9_B06	-0.466667626848	red	1	4.7927	0.18777
MGH53_P9_B07	NA	black	0	0	0.62012
MGH53_P9_B08	NA	black	0	0	1.0697
MGH53_P9_B09	-0.461484545172	red	1	5.1697	0.33457
MGH53_P9_B11	0.272475883021	red	1	2.52	0.19409
MGH53_P9_B12	-0.154155302883	red	1	3.877	0.20539
MGH53_P9_C01	NA	black	0	0	0
