Cell_name	Zvalue	Color	Cluster	CDKN1B	ING4
MGH60_P7_C12	NA	black	0	0	4.0529
MGH60_P7_D01	-0.00103168012182	red	1	3.2618	4.4304
MGH60_P7_D02	NA	black	0	0	5.1508
MGH60_P7_D03	NA	black	0	0	0
MGH60_P7_D04	NA	black	0	0	0
MGH60_P7_D05	0.648194212163	red	1	4.9365	5.2919
MGH60_P7_D06	2.90254425382	black	0	5.7219	7.159
MGH60_P7_D08	NA	black	0	0	0
MGH60_P7_D09	-3.67330226898	black	0	4.9831	0.52105
MGH60_P7_D10	NA	black	0	0	0
MGH60_P7_D11	NA	black	0	0	6.2162
MGH60_P7_D12	NA	black	0	3.8581	0
MGH60_P7_E01	NA	black	0	0	4.7536
MGH60_P7_E02	NA	black	0	3.0868	0
MGH60_P7_E03	NA	black	0	0	4.39
MGH60_P7_E04	-0.33825627811	red	1	3.7803	3.146
MGH60_P7_E05	NA	black	0	4.0083	0
MGH60_P7_E06	NA	black	0	2.19	0
MGH60_P7_E07	NA	black	0	0	0
MGH60_P7_E08	-0.0243963988299	red	1	1.4998	4.2035
MGH60_P7_E09	-0.670656641651	red	1	3.6775	1.8307
MGH60_P7_E11	-1.52474080374	black	0	4.5753	2.2135
MGH60_P7_E12	NA	black	0	0	0
MGH60_P7_F01	NA	black	0	4.0019	0
MGH60_P7_F03	NA	black	0	5.3216	0
MGH60_P7_F04	1.77199180704	black	0	5.2131	6.5062
MGH60_P7_F05	NA	black	0	3.4733	0
MGH60_P7_F06	NA	black	0	0	1.2104
MGH60_P7_F07	NA	black	0	0	4.608
MGH60_P7_F08	1.56805558657	black	0	1.9222	1.4673
MGH60_P7_F10	NA	black	0	0	4.8591
MGH60_P7_F11	NA	black	0	0	0
MGH60_P7_F12	NA	black	0	3.234	0
MGH60_P7_G01	NA	black	0	0	6.4149
MGH60_P7_G02	-0.0686118482737	red	1	3.3054	6.1551
MGH60_P7_G03	NA	black	0	0	0
MGH60_P7_G04	1.59150152773	black	0	6.2355	5.7077
MGH60_P7_G05	NA	black	0	0	4.8476
MGH60_P7_G06	NA	black	0	0	5.2129
MGH60_P7_G07	NA	black	0	0	5.1056
MGH60_P7_G08	NA	black	0	0	5.0296
MGH60_P7_G09	-2.60047943188	black	0	1.5548	7.0427
MGH60_P7_G10	0.985429033361	green3	2	0.39835	3.3611
MGH60_P7_G11	NA	black	0	3.9077	0
MGH60_P7_G12	NA	black	0	0	0.29396
MGH60_P7_H01	NA	black	0	0	5.1861
MGH60_P7_H02	-0.985347784533	red	1	1.4238	5.2387
MGH60_P7_H03	-0.390644271517	red	1	2.7751	5.6735
MGH60_P7_H04	0.58860735843	red	1	2.6844	1.3231
MGH60_P7_H05	NA	black	0	0	4.5373
MGH60_P7_H06	NA	black	0	3.616	0
MGH60_P7_H07	NA	black	0	0	0
MGH60_P7_H08	NA	black	0	2.6422	0
MGH60_P7_H09	0.225688020368	red	1	4.5021	4.8101
MGH60_P7_H10	NA	black	0	2.7702	0
MGH60_P7_H11	-0.19952024302	red	1	2.9962	5.4857
MGH60_P7_H12	NA	black	0	0	4.7122
MGH60_P3_A01	NA	black	0	2.6485	0
MGH60_P3_A02	NA	black	0	0	0
MGH60_P3_A03	0.105817750107	red	1	3.5323	5.5064
MGH60_P3_A06	2.75506033328	black	0	6.1838	6.617
MGH60_P3_A07	NA	black	0	0	0
MGH60_P3_A08	NA	black	0	0	5.8818
MGH60_P3_A09	-0.0703399813945	red	1	2.5313	4.453
MGH60_P3_A10	0.146784529318	red	1	3.5497	6.1742
MGH60_P3_A11	NA	black	0	0	2.1388
MGH60_P3_A12	NA	black	0	3.1784	0
MGH60_P3_B01	-0.0518364301861	red	1	3.3137	3.2671
MGH60_P3_B04	-0.477224684082	red	1	1.8651	4.8887
MGH60_P3_B06	0.983182584249	green3	2	4.3573	6.5472
MGH60_P3_B07	0.0908880429577	red	1	2.4407	4.0218
MGH60_P3_B10	NA	black	0	3.1574	0
MGH60_P3_B11	NA	black	0	2.8199	0
MGH60_P3_B12	NA	black	0	4.8161	0
MGH60_P3_C03	NA	black	0	0	0
MGH60_P3_C04	NA	black	0	0	3.5706
MGH60_P3_C07	NA	black	0	0	4.7661
MGH60_P3_C08	-0.235827324697	red	1	2.8875	5.3738
MGH60_P3_C09	-1.45484880704	black	0	4.8826	2.6864
MGH60_P3_D01	NA	black	0	5.7414	0
MGH60_P3_D03	NA	black	0	0	5.9818
MGH60_P3_D04	-0.194117626193	red	1	2.9751	5.4006
MGH60_P3_D07	NA	black	0	5.8695	0
MGH60_P3_D08	0.00738191871911	red	1	3.5937	4.3949
MGH60_P3_D09	0.0498037666667	red	1	3.5209	4.8143
MGH60_P3_D10	NA	black	0	0	0
MGH60_P3_D11	NA	black	0	0	3.4299
MGH60_P3_E02	0.0535835024263	red	1	3.7352	4.6076
MGH60_P3_E03	NA	black	0	2.858	0
MGH60_P3_E04	NA	black	0	0	3.4074
MGH60_P3_E06	NA	black	0	0	4.1637
MGH60_P3_E07	NA	black	0	3.8011	0
MGH60_P3_E08	NA	black	0	0	4.3571
MGH60_P3_E09	NA	black	0	4.8034	0
MGH60_P3_E10	NA	black	0	5.4153	0
MGH60_P3_E11	NA	black	0	1.4751	0
MGH60_P3_E12	NA	black	0	3.3546	0
MGH60_P3_F01	NA	black	0	3.0861	0
MGH60_P3_F02	0.450451913625	red	1	4.6028	5.1574
MGH60_P3_F03	NA	black	0	3.6763	0
MGH60_P3_F04	0.0720691419161	red	1	4.3287	4.5498
MGH60_P3_F06	2.0975168209	black	0	5.3504	6.737
MGH60_P3_F07	NA	black	0	2.4678	0
MGH60_P3_F08	-1.5989896617	black	0	5.8021	3.2497
MGH60_P3_F09	NA	black	0	0	5.0745
MGH60_P3_F10	NA	black	0	4.7787	0
MGH60_P3_F11	0.163542993884	red	1	6.9115	4.7116
MGH60_P3_F12	NA	black	0	0	4.4092
MGH60_P3_G02	-0.0134786237663	red	1	2.6554	4.3146
MGH60_P3_G04	-0.0310832255883	red	1	3.2088	4.9422
MGH60_P3_G05	NA	black	0	0	0
MGH60_P3_G06	0.256193223996	red	1	2.0986	3.7605
MGH60_P3_G07	NA	black	0	0	5.1104
MGH60_P3_G08	2.15015939111	black	0	6.0653	6.2113
MGH60_P3_G10	NA	black	0	0	0
MGH60_P3_G11	NA	black	0	3.753	0
MGH60_P3_H02	-0.177568322655	red	1	2.9497	5.259
MGH60_P3_H03	-0.0385469026313	red	1	0.50995	4.123
MGH60_P3_H04	-0.425416198527	red	1	1.4952	4.6635
MGH60_P3_H06	NA	black	0	0	4.2466
MGH60_P3_H07	-3.15067411434	black	0	1.3663	7.2956
MGH60_P3_H08	NA	black	0	0	4.9655
MGH60_P3_H09	NA	black	0	0	5.1875
MGH60_P3_H10	NA	black	0	5.0403	0
MGH60_P3_H11	NA	black	0	4.9006	0
MGH60_P3_H12	NA	black	0	0	7.4608
97_P3_G07	0.231430994204	red	1	2.8418	2.917
97_P3_G10	0.301605573346	red	1	2.5787	3.2804
97_P3_H02	-0.130764974771	red	1	3.0529	5.2746
97_P3_A07	-0.101054678164	red	1	2.2394	4.436
97_P3_C03	NA	black	0	2.9624	0
97_P3_H09	NA	black	0	0.4844	0
97_P3_H12	NA	black	0	0	4.1935
97_P3_H08	0.237515787713	red	1	2.7366	3.2406
97_P3_E02	0.311039266716	red	1	5.3139	4.8073
97_P3_E07	NA	black	0	4.3369	0
97_P3_C07	NA	black	0	0	3.9939
97_P3_E04	0.315896597225	red	1	2.7725	2.6627
97_P3_C04	NA	black	0	2.3329	0
97_P3_F10	NA	black	0	0	0
97_P3_F03	NA	black	0	0	4.4419
97_P3_A09	-0.0636471651773	red	1	4.0124	4.2041
97_P3_G04	NA	black	0	3.1886	0
97_P3_E09	NA	black	0	3.8878	0
97_P3_B08	4.46612519056	black	0	0.36401	0.64062
97_P3_B12	0.197846608785	red	1	1.6341	3.933
97_P3_E05	0.078143904487	red	1	2.3479	4.0672
97_P3_D03	1.7900326039	black	0	1.8282	1.275
97_P3_D11	NA	black	0	1.2762	0
97_P3_H11	NA	black	0	0	0
97_P3_C10	NA	black	0	2.9882	0
97_P3_G08	0.0358169283172	red	1	3.1112	2.1319
97_P3_F06	NA	black	0	0.88596	0
97_P3_C01	NA	black	0	0	0
97_P3_A04	0.104010541182	red	1	2.4033	3.9966
97_P3_C09	0.144107718681	red	1	2.7916	3.6047
97_P3_D10	NA	black	0	0	4.5804
97_P3_H07	NA	black	0	0	4.7788
97_P3_E01	2.47588694931	black	0	1.5797	0.71984
97_P3_E03	2.79416317548	black	0	1.4457	0.56657
97_P3_B10	0.593324904159	red	1	2.2582	2.9231
97_P3_F05	NA	black	0	0	4.5464
97_P3_G12	NA	black	0	0	1.85
97_P3_B04	0.0541584522104	red	1	2.7251	4.0658
97_P3_B02	NA	black	0	4.2064	0
97_P3_B07	NA	black	0	2.1293	0
97_P3_G02	NA	black	0	0	4.6393
97_P3_G11	NA	black	0	2.8947	0
97_P3_F11	-0.0240622533914	red	1	3.2699	3.3629
97_P3_H03	NA	black	0	0	3.1517
97_P3_C02	-0.0497601705054	red	1	3.2368	2.6422
97_P3_G06	NA	black	0	1.2845	0
97_P3_B01	NA	black	0	0.95308	0
97_P3_B05	NA	black	0	0	3.5751
97_P3_E10	NA	black	0	0	0
97_P3_G01	NA	black	0	0	4.2254
97_P3_A08	NA	black	0	0	3.7311
97_P3_A03	-0.488260050551	red	1	3.0165	6.7978
97_P3_B03	NA	black	0	0	1.1506
97_P3_D01	NA	black	0	3.3327	0
97_P3_G03	NA	black	0	0	5.2737
97_P3_E11	-1.61309550052	black	0	4.0593	0.98258
97_P3_D04	-0.0386367005421	red	1	1.3454	4.2039
97_P3_A11	NA	black	0	0	0
97_P3_C12	NA	black	0	0	2.5018
97_P3_D02	-0.53748988598	red	1	4.1374	3.1953
97_P3_E08	-1.68770696128	black	0	0.93433	5.5755
97_P3_D05	0.402528747441	red	1	4.5859	5.085
97_P3_D12	-0.136889265458	red	1	4.0013	4.0004
97_P3_D09	NA	black	0	0	3.487
97_P3_F01	-0.11944936219	red	1	2.6551	4.6558
97_P3_F07	1.04928017337	green3	2	1.1603	3.0834
97_P3_B11	NA	black	0	1.6763	0
97_P3_H05	NA	black	0	4.1873	0
97_P3_F12	NA	black	0	0.27143	0
97_P3_F04	0.890821078311	red	1	2.1319	2.4404
97_P3_C11	1.29874727735	green3	2	1.8965	2.0465
97_P3_F08	0.37198107622	red	1	2.7799	2.1953
97_P3_C05	0.269478493041	red	1	2.019	3.7617
97_P3_F09	NA	black	0	0	0
97_P3_G05	-0.0150284371749	red	1	3.2434	4.8269
97_P3_A10	-1.46617109091	black	0	3.8461	0.54399
97_P3_A05	NA	black	0	0	3.8426
97_P3_C06	-0.319137824449	red	1	3.6236	2.8379
97_P3_F02	NA	black	0	0	4.0116
97_P3_D07	0.310436471412	red	1	2.412	3.4589
97_P3_C08	NA	black	0	0	3.455
97_P3_A01	NA	black	0	1.9734	0
97_P3_H04	0.26824563971	red	1	2.4117	3.5722
97_P3_D08	1.28860463105	green3	2	1.7769	2.2597
97_P3_E06	NA	black	0	0	3.6623
97_P3_E12	NA	black	0	3.0733	0
97_P3_A02	NA	black	0	4.3877	0
97_P3_B06	0.01811375299	red	1	3.3974	4.7037
97_P3_H10	-0.261276131248	red	1	1.9884	4.6291
97_P5_B09	NA	black	0	0.9396	0
97_P5_C06	NA	black	0	0	0
97_P5_B10	NA	black	0	1.9928	0
97_P6_G02	NA	black	0	2.7778	0
97_P6_E06	0.249601450399	red	1	1.2431	3.8966
97_P6_A03	NA	black	0	0	3.271
97_P5_F07	NA	black	0	0	2.7124
97_P5_B05	NA	black	0	0	2.3668
97_P6_B11	2.61482134202	black	0	0.7031	1.8777
97_P6_E08	NA	black	0	0	4.2873
97_P6_A09	0.00702543483712	red	1	3.6688	4.3898
97_P6_B04	NA	black	0	0	0
97_P5_A02	0.0304376368376	red	1	3.7234	4.5006
97_P5_C02	0.848873792957	red	1	0.95829	3.353
97_P6_F09	0.0759108416369	red	1	1.7895	4.092
97_P5_A04	NA	black	0	3.8951	0
97_P5_C04	1.16322961234	green3	2	1.1935	2.9462
97_P6_D07	NA	black	0	1.4093	0
97_P6_A12	NA	black	0	3.5925	0
97_P6_C06	NA	black	0	0	2.9846
97_P6_H04	NA	black	0	3.7072	0
97_P5_D09	NA	black	0	1.2135	0
97_P6_F03	NA	black	0	0	0
97_P6_F11	NA	black	0	0	3.1232
97_P6_H09	-0.353364387141	red	1	1.2004	4.5011
97_P6_B08	NA	black	0	0	2.8963
97_P5_A10	NA	black	0	0	0.926
97_P6_H07	-0.529146456185	red	1	4.881	3.7839
97_P6_C09	0.343425566319	red	1	2.5281	3.2169
97_P5_G04	-0.842496768574	red	1	3.9561	2.2141
97_P6_H01	NA	black	0	0	6.696
97_P5_B06	-0.388550689358	red	1	3.8386	3.1035
97_P5_E04	NA	black	0	0	3.8187
97_P6_B10	-0.663704394211	red	1	4.1863	3.0079
97_P6_F04	-0.00719069163926	red	1	3.3909	4.209
97_P5_E07	NA	black	0	0	4.3713
97_P5_G02	-0.605315620717	red	1	3.7754	2.336
97_P5_C11	NA	black	0	0	3.7394
97_P5_A03	NA	black	0	0	3.2291
97_P6_B02	NA	black	0	0	4.3172
97_P6_H12	NA	black	0	2.4714	0
97_P6_F12	0.867212304611	red	1	2.489	1.2992
97_P6_A02	0.165124376134	red	1	4.2892	4.7484
97_P5_C12	NA	black	0	0	3.9176
97_P5_C01	0.378294732069	red	1	1.6717	3.6893
97_P5_B07	-0.00880730619451	red	1	2.9159	4.3415
97_P5_A08	-0.610917827324	red	1	4.1299	3.0342
97_P6_H08	NA	black	0	0	0
97_P5_E11	0.0199657005222	red	1	3.3909	4.7975
97_P6_A01	NA	black	0	3.9844	0
97_P6_G01	0.760706017328	red	1	2.0666	2.8154
97_P5_D10	-0.0703651936909	red	1	0.26183	4.1223
97_P5_C10	0.120958122667	red	1	2.9978	0.87027
97_P6_C11	0.0631174851528	red	1	2.1564	4.1107
97_P6_E07	NA	black	0	3.5601	0
97_P6_E05	NA	black	0	0	3.3137
97_P5_G07	0.106775703102	red	1	2.6572	3.8971
97_P5_D04	-0.345573388526	red	1	1.569	4.5957
97_P6_B03	NA	black	0	0	2.8057
97_P5_H01	-0.0712450674238	red	1	4.0437	4.1937
97_P6_A11	-0.425069167594	red	1	3.5639	2.2182
97_P6_E09	NA	black	0	3.279	0
97_P6_A10	NA	black	0	3.2804	0
97_P5_E02	-0.023821087686	red	1	3.358	3.8781
97_P6_D03	0.0181102841481	red	1	3.0907	4.0849
97_P5_A09	1.08725795734	green3	2	1.3363	2.9503
97_P6_B12	NA	black	0	3.5259	0
97_P5_H10	NA	black	0	4.3222	0
97_P6_A04	NA	black	0	0	3.0731
97_P5_B12	NA	black	0	0	0
97_P5_A12	NA	black	0	3.7485	0
97_P5_F08	-0.930982282238	red	1	1.4163	5.177
97_P6_E04	NA	black	0	0	0
97_P6_D04	-0.156537436819	red	1	3.2138	1.406
97_P5_D02	0.0210321620973	red	1	3.3788	5.017
97_P6_G10	0.705147940328	red	1	1.7097	3.2197
97_P5_B04	NA	black	0	2.0482	0
97_P6_E03	-0.26495478328	red	1	2.7044	5.1576
97_P5_E05	0.0827783766749	red	1	3.0138	0.71282
97_P5_G05	0.786992704317	red	1	0.3774	3.5112
97_P5_D03	2.16681668727	black	0	1.1801	1.8456
97_P5_C07	NA	black	0	0	2.6544
97_P6_C12	0.159234648567	red	1	2.6808	3.6795
97_P6_B09	-0.874937519649	red	1	0.34028	4.693
97_P5_D07	NA	black	0	0	2.7596
97_P6_A05	-0.167458863253	red	1	3.9231	3.8612
97_P5_C08	-0.0177514975212	red	1	3.3202	3.832
97_P5_B03	-0.0997606906364	red	1	3.059	5.0924
97_P6_G08	-1.12898162711e-05	red	1	4.5263	4.4228
97_P6_D12	NA	black	0	2.4338	0
97_P6_D01	NA	black	0	1.3852	0
97_P5_H08	NA	black	0	0	0.96273
97_P6_C07	NA	black	0	0	0
97_P6_C02	2.54750823136	black	0	1.3443	1.1322
97_P5_F02	-0.0166449572658	red	1	3.2363	4.8237
97_P5_F04	NA	black	0	0	3.8974
97_P5_H02	NA	black	0	0	0
97_P6_C08	-0.211059260675	red	1	1.7338	4.4757
97_P5_E03	0.796540465299	red	1	2.3208	2.2621
97_P6_D05	NA	black	0	0	3.3741
97_P5_D01	0.308849852621	red	1	2.3882	3.4848
97_P6_F05	1.62440092675	black	0	1.6397	1.9358
97_P5_H06	-2.29751172565	black	0	4.4476	0.9486
97_P5_H11	NA	black	0	0	0
97_P5_E06	0.149185394741	red	1	2.1398	3.9502
97_P6_H02	NA	black	0	2.826	0
97_P6_A08	1.90312924659	black	0	1.9437	0.67717
97_P5_B02	1.13258524842	green3	2	1.708	2.5919
97_P5_E10	2.36789339259	black	0	0.85997	1.9672
97_P5_B11	NA	black	0	0	0.60027
97_P6_G07	NA	black	0	3.885	0
97_P5_A05	0.174244371217	red	1	3.6641	5.4723
97_P5_A11	NA	black	0	0.9486	0
97_P6_A06	0.0676250479465	red	1	1.9993	4.1051
97_P6_F07	-1.53104187788	black	0	0.92372	5.4389
97_P6_G04	NA	black	0	0.89375	0
97_P6_B05	0.434197460047	red	1	1.0559	3.7272
97_P5_D06	1.16141295013	green3	2	0.84479	3.1017
97_P6_F08	-0.187522819265	red	1	3.5907	3.3143
97_P5_F06	NA	black	0	0	4.855
97_P5_D08	-0.159936656253	red	1	3.58	3.4232
97_P5_G11	1.24259557342	green3	2	1.1525	2.8842
97_P6_F10	NA	black	0	0	4.7245
97_P5_H07	NA	black	0	4.1188	0
97_P5_A07	NA	black	0	0	0
97_P6_G11	NA	black	0	3.6884	0
97_P5_C03	NA	black	0	0	0.81803
97_P5_F01	-1.18934402013	red	1	3.8179	1.0272
97_P6_E01	NA	black	0	0	0
97_P5_F03	NA	black	0	0	4.9096
97_P5_B01	NA	black	0	0.70487	0
97_P6_H03	NA	black	0	2.9069	0
97_P6_E12	NA	black	0	0	0
97_P5_G10	0.105752738467	red	1	3.0328	2.9307
97_P5_C05	1.29828749439	green3	2	1.9557	1.9309
97_P6_D11	-0.0227037207841	red	1	3.3444	3.8467
97_P5_H09	NA	black	0	3.0144	0
97_P6_B06	1.4101870745	green3	2	1.1979	2.6758
97_P5_F09	NA	black	0	0	2.6693
97_P6_F02	3.03276228458	black	0	1.3086	0.55287
97_P5_D11	NA	black	0	1.8941	0
97_P5_H03	NA	black	0	0	0
97_P5_D05	2.49903863218	black	0	0.976	1.7185
97_P6_H05	NA	black	0	0	0
97_P6_D09	NA	black	0	0	3.3336
97_P6_G09	NA	black	0	0	5.6213
97_P6_D08	NA	black	0	2.7939	0
97_P5_G06	2.18309054703	black	0	0.32998	2.4844
97_P5_A01	NA	black	0	2.5541	0
97_P6_H10	NA	black	0	0	0
97_P5_G01	0.0109886293346	red	1	2.4862	4.2267
97_P6_E02	1.83215290571	black	0	0.80323	2.5135
97_P6_B01	NA	black	0	0	4.079
97_P5_F10	-0.00785827933535	red	1	3.1901	2.719
97_P6_C10	-0.538005706758	red	1	3.4546	1.2522
97_P5_C09	-1.56282271952	black	0	4.026	0.97233
97_P5_E12	NA	black	0	0	2.344
97_P5_E01	-0.0986186056743	red	1	0.95754	4.2189
97_P6_D02	NA	black	0	0	0
97_P6_A07	NA	black	0	0	3.0524
97_P5_G03	0.263378475911	red	1	3.9637	5.2338
97_P6_G12	NA	black	0	0	0
97_P6_C03	-0.704592786058	red	1	4.047	2.7049
97_P6_H06	NA	black	0	0	3.448
97_P5_E09	NA	black	0	0	0
97_P6_C01	NA	black	0	0	0
97_P6_G03	1.01507008326	green3	2	1.2875	3.0594
97_P5_G12	NA	black	0	1.9583	0
97_P5_G09	1.09939284901	green3	2	0.47508	3.2593
97_P5_H04	-0.772320364262	red	1	3.4773	0.56657
MGH97_P7_B05	0.693421279007	red	1	4.0524	6.6175
MGH97_P7_E10	0.0389005881539	red	1	3.1253	3.5183
MGH97_P7_A02	NA	black	0	0	1.5231
MGH97_P7_C01	NA	black	0	0	0
MGH97_P7_D06	NA	black	0	0	2.0973
MGH97_P7_H08	1.09947876499	green3	2	2.4359	0.5568
MGH97_P7_G11	NA	black	0	0	5.5133
MGH97_P7_A08	NA	black	0	0	0
MGH97_P7_F07	NA	black	0	0	5.6927
MGH97_P7_C04	NA	black	0	4.4191	0
MGH97_P7_C02	0.588073573407	red	1	2.0346	3.1817
MGH97_P7_F10	NA	black	0	4.3872	0
MGH97_P7_H05	0.0176323854076	red	1	4.1903	4.4354
MGH97_P7_B04	NA	black	0	0	0
MGH97_P7_F09	0.997921206505	green3	2	4.5824	6.1477
MGH97_P7_H02	0.150382715565	red	1	4.001	4.826
MGH97_P7_C11	NA	black	0	0	2.0451
MGH97_P7_G07	NA	black	0	0	0.95308
MGH97_P7_F06	NA	black	0	0	4.5629
MGH97_P7_A06	NA	black	0	0	3.45
MGH97_P7_D12	NA	black	0	3.8508	0
MGH97_P7_B02	NA	black	0	0	4.3832
MGH97_P7_E03	-0.0577716146095	red	1	1.8148	4.2827
MGH97_P7_D02	NA	black	0	0	4.2633
MGH97_P7_B11	NA	black	0	0	5.4723
MGH97_P7_E09	NA	black	0	1.359	0
MGH97_P7_B01	-0.0150045773602	red	1	3.2918	3.7285
MGH97_P7_G06	NA	black	0	0	0
MGH97_P7_B07	NA	black	0	0	5.0597
MGH97_P7_C05	-0.195196253019	red	1	2.4351	4.7191
MGH97_P7_E07	NA	black	0	3.1055	0
MGH97_P7_B12	NA	black	0	0	4.6152
MGH97_P7_H07	NA	black	0	0	4.9277
MGH97_P7_D04	NA	black	0	0	4.3423
MGH97_P7_C06	0.00843393244669	red	1	2.2293	4.2179
MGH97_P7_G09	-0.0461354581459	red	1	3.8282	4.1957
MGH97_P7_E06	NA	black	0	5.377	0
MGH97_P7_F04	NA	black	0	3.9391	0
MGH97_P7_C09	0.062712428545	red	1	3.7145	4.6652
MGH97_P7_G03	-0.101114642828	red	1	3.1924	5.6264
MGH97_P7_H01	NA	black	0	3.4718	0
MGH97_P7_B06	NA	black	0	0	0.47093
MGH97_P7_C08	NA	black	0	0	0.69866
MGH97_P7_E08	NA	black	0	4.1136	0
MGH97_P7_F01	0.369094070923	red	1	1.1557	3.7809
MGH97_P7_H03	NA	black	0	0	0.584
MGH97_P7_B10	-0.245294660115	red	1	4.1812	3.8519
MGH97_P7_E11	0.196544553735	red	1	3.9287	5.0379
MGH97_P7_C03	0.664431023771	red	1	4.5664	5.5532
MGH97_P7_H12	-0.332354091642	red	1	4.1467	3.6388
MGH97_P7_D07	NA	black	0	0	3.9939
MGH97_P7_A11	NA	black	0	0	0
MGH97_P7_A01	0.169538214001	red	1	3.7008	5.3075
MGH97_P7_F12	NA	black	0	2.0197	0
MGH97_P7_F08	0.163917532236	red	1	4.6943	4.6789
MGH97_P7_D11	NA	black	0	0	0
MGH97_P7_H09	NA	black	0	0	0
MGH97_P7_D09	NA	black	0	0	0
MGH97_P7_C12	1.3538347401	green3	2	2.3164	0.37295
MGH97_P7_H11	NA	black	0	0	0
MGH97_P7_A04	1.49024721154	green3	2	5.8962	5.7511
MGH97_P7_H06	0.576148926047	red	1	1.6411	3.4328
MGH97_P7_F03	NA	black	0	4.0611	0
MGH97_P7_A07	NA	black	0	4.1318	0
MGH97_P7_F11	-0.318771562785	red	1	4.4424	3.8644
MGH97_P7_G08	-0.116663965789	red	1	2.9688	4.9933
MGH97_P7_E02	NA	black	0	0	4.1764
MGH97_P7_C07	0.692133720898	red	1	0.34369	3.584
MGH97_P7_A09	NA	black	0	0	0
MGH97_P7_B09	0.0063548902601	red	1	3.6249	4.3869
MGH97_P7_G10	-0.308964725991	red	1	1.9385	4.6815
MGH97_P7_G02	NA	black	0	5.1058	0
MGH97_P7_H04	-0.331982627722	red	1	2.1702	4.8347
MGH97_P7_G01	0.154900409249	red	1	1.1204	3.9938
MGH97_P7_E05	-0.192107509236	red	1	1.5251	4.4035
MGH97_P7_E04	-0.205463363834	red	1	2.3193	4.6771
MGH97_P7_E01	0.58536088677	red	1	4.6279	5.3684
MGH97_P7_F05	NA	black	0	4.9658	0
MGH97_P7_D05	NA	black	0	2.7517	0
MGH97_P7_A03	-0.103657300257	red	1	3.5262	3.6112
MGH97_P7_B03	0.00385943121465	red	1	3.3218	4.5683
MGH97_P7_A05	NA	black	0	4.9976	0
MGH97_P7_D03	-0.472934776751	red	1	2.7926	5.969
MGH97_P7_F02	NA	black	0	0	4.0571
MGH97_P7_G05	0.378178070844	red	1	4.7554	4.984
MGH97_P7_D08	NA	black	0	0.69955	0
MGH97_P7_G04	0.0660622532802	red	1	3.6354	4.7573
MGH97_P8_A11	NA	black	0	3.9705	0
MGH97_P10_A12	NA	black	0	0	4.6389
MGH97_P10_E09	0.472676024671	red	1	1.5375	3.6011
MGH97_P9_B12	1.02793331508	green3	2	2.4795	0.52607
MGH97_P10_D07	NA	black	0	1.4038	0
MGH97_P8_D11	0.212812795594	red	1	2.11	3.8376
MGH97_P8_G05	NA	black	0	0	3.3079
MGH97_P9_C05	-1.33252916383	red	1	3.9249	1.0929
MGH97_P8_D03	NA	black	0	0	3.546
MGH97_P8_H05	NA	black	0	0	0
MGH97_P10_A09	NA	black	0	2.9809	0
MGH97_P10_E03	NA	black	0	0	0
MGH97_P10_D04	NA	black	0	0	4.3647
MGH97_P9_D12	NA	black	0	0	0
MGH97_P8_H06	-1.28948572017	red	1	1.7294	5.8261
MGH97_P8_H11	NA	black	0	2.9835	0
MGH97_P9_F12	2.10445056896	black	0	1.2351	1.852
MGH97_P8_D07	NA	black	0	4.0796	0
MGH97_P8_H02	NA	black	0	2.1638	0
MGH97_P8_D01	0.0974852779145	red	1	2.7993	3.8298
MGH97_P10_C04	NA	black	0	2.2225	0
MGH97_P9_E06	NA	black	0	4.4504	0
MGH97_P8_F12	-0.940010988654	red	1	1.3907	5.1714
MGH97_P8_H01	0.408693735185	red	1	1.1947	3.7366
MGH97_P8_A05	0.100945906165	red	1	3.9499	4.695
MGH97_P9_F10	-0.17739833662	red	1	3.9113	3.8221
MGH97_P10_F10	NA	black	0	0	1.9321
MGH97_P9_G12	NA	black	0	0.18015	0
MGH97_P8_B04	-0.0565426129623	red	1	3.0993	4.8689
MGH97_P8_E11	NA	black	0	0	0
MGH97_P9_G10	NA	black	0	0	4.1253
MGH97_P10_D11	-0.0397325949403	red	1	3.476	3.9675
MGH97_P10_D01	NA	black	0	0.64062	0
MGH97_P10_H04	NA	black	0	0	0
MGH97_P10_D12	NA	black	0	0	5.2684
MGH97_P8_D04	NA	black	0	0	0
MGH97_P8_F08	NA	black	0	4.171	0
MGH97_P9_E10	NA	black	0	3.5431	0
MGH97_P9_D11	-0.0137586978585	red	1	3.2615	4.9123
MGH97_P8_A02	NA	black	0	0	0
MGH97_P9_F01	NA	black	0	1.4766	0
MGH97_P8_B08	NA	black	0	0	4.775
MGH97_P8_A09	NA	black	0	2.8034	0
MGH97_P9_A03	NA	black	0	4.8174	0
MGH97_P9_G09	-0.0465991672328	red	1	3.8694	4.2089
MGH97_P10_E02	NA	black	0	5.6973	0
MGH97_P10_H08	NA	black	0	0	0
MGH97_P9_G04	NA	black	0	0	5.0445
MGH97_P8_G11	NA	black	0	2.0892	0
MGH97_P10_A06	0.0416927174517	red	1	2.943	4.0184
MGH97_P10_F08	NA	black	0	0	5.2235
MGH97_P8_E08	NA	black	0	3.8358	0
MGH97_P8_G08	NA	black	0	3.6454	0
MGH97_P10_B07	0.0576489032986	red	1	1.4772	4.1063
MGH97_P9_G11	NA	black	0	0	0
MGH97_P8_F11	NA	black	0	0	0
MGH97_P8_F05	NA	black	0	3.799	0
