Cell_name	Zvalue	Color	Cluster	BRCA1	MTA1
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	0.31722475347	green3	2	0.1635	0.56462
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	4.7886
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	0.283982303109	green3	2	0.23266	0.54102
MGH53_P6_G04	NA	black	0	0.12961	0
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	2.4163
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	0
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	-0.0993838433053	green3	2	0.46989	1.6022
MGH53_P6_H02	NA	black	0	0.17887	0
MGH53_P6_H03	NA	black	0	0	1.037
MGH53_P6_H04	NA	black	0	0	0.45207
MGH53_P6_H05	-0.191420368265	green3	2	0.24489	1.568
MGH53_P6_H07	NA	black	0	0.43189	0
MGH53_P6_H09	NA	black	0	0	0
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	NA	black	0	3.8146	0
MGH53_P7_A01	NA	black	0	0	3.1378
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	0.307010042194	green3	2	0.21661	0.514
MGH53_P7_A05	NA	black	0	0	0.29631
MGH53_P7_A06	NA	black	0	0	2.0377
MGH53_P7_A07	NA	black	0	0	0
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	0.312396622733	green3	2	0.21288	0.50792
MGH53_P7_A12	NA	black	0	0.52406	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0.47923	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	2.0976
MGH53_P7_B05	NA	black	0	0	0.82619
MGH53_P7_B06	NA	black	0	0	0.89064
MGH53_P7_B07	0.385962178469	green3	2	0.14274	0.46153
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	NA	black	0	1.5548	0
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0	0
MGH53_P7_C01	NA	black	0	0	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0.92752	0
MGH53_P7_C04	NA	black	0	0.28214	0
MGH53_P7_C05	9.31568296359	black	0	3.1755	4.8263
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	NA	black	0	0.21785	0
MGH53_P7_C11	NA	black	0	0.12961	0
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0.43082	0
MGH53_P7_D02	NA	black	0	0	1.6257
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0.049631	0
MGH53_P7_D11	NA	black	0	0	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0.29042	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0.36401
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0.64062
MGH53_P7_E06	NA	black	0	0.35163	0
MGH53_P7_E07	NA	black	0	0	0
MGH53_P7_E08	NA	black	0	0.32998	0
MGH53_P7_E09	NA	black	0	0	0
MGH53_P7_E10	NA	black	0	0.18777	0
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	0	0
MGH53_P7_F01	NA	black	0	0.21661	0
MGH53_P7_F02	NA	black	0	0.47197	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	0.2228	0
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	0	0
MGH53_P7_F10	-0.254335654212	green3	2	0.20914	1.6581
MGH53_P7_F11	NA	black	0	0	0
MGH53_P7_F12	NA	black	0	0	0
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	0.453010353447	green3	2	0.19156	0.2461
MGH53_P7_G05	NA	black	0	0	0.23266
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0.12961	0
MGH53_P7_G08	NA	black	0	0	1.6933
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0.11237	0
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0.49774	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0.29278	0
MGH53_P7_H05	NA	black	0	0	0.21909
MGH53_P7_H06	NA	black	0	0	0
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0.24975	0
MGH53_P7_H11	NA	black	0	0	0.4916
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	0.494510503871	green3	2	0.16607	0.21288
MGH53_P8_A03	NA	black	0	0.11902	0
MGH53_P8_A04	NA	black	0	0	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	0.14091740341	green3	2	0.41792	0.62293
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0.22033	0
MGH53_P8_A11	NA	black	0	0.1865	0
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	0.59072
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	2.1648
MGH53_P8_B09	NA	black	0	0	0
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	NA	black	0	2.6717	0
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	2.079
MGH53_P8_C03	NA	black	0	0	1.2259
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	0.134028120288	green3	2	0.21412	0.8844
MGH53_P8_C09	NA	black	0	0	0.21661
MGH53_P8_C10	-0.010519925207	green3	2	0.22033	1.1814
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	0.61824	0
MGH53_P8_D01	NA	black	0	1.7506	0
MGH53_P8_D02	NA	black	0	0.19283	0
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	3.1137
MGH53_P8_D05	NA	black	0	0	1.0186
MGH53_P8_D06	NA	black	0	0.22774	0
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	1.4131
MGH53_P8_D10	NA	black	0	0	1.3978
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	-1.38283245107	black	0	0.34369	4.4152
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	3.0702
MGH53_P8_E08	NA	black	0	0	2.1114
MGH53_P8_E09	NA	black	0	0	1.3214
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0.99639
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	0.86869
MGH53_P8_F04	NA	black	0	0	0
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	-0.0483218652258	green3	2	0.20539	1.2552
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	0.39726	0
MGH53_P8_F09	0.00411930724047	green3	2	0.085425	1.1506
MGH53_P8_F11	NA	black	0	0.16736	0
MGH53_P8_G01	NA	black	0	0	1.5734
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	-0.0457091062976	green3	2	0.63877	2.0115
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	-0.55044641531	red	1	0.17887	2.1525
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	NA	black	0	2.0925	0
MGH53_P8_G12	NA	black	0	0	1.4463
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	1.5893
MGH53_P8_H04	NA	black	0	0.51702	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0.87342
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	-0.123733789351	green3	2	0.4782	1.7247
MGH53_P8_H09	NA	black	0	0.1003	0
MGH53_P8_H10	NA	black	0	0.21412	0
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	NA	black	0	0	0
MGH53_P1_A03	NA	black	0	0	1.9833
MGH53_P1_A04	-0.0842689727734	green3	2	0.16736	1.3127
MGH53_P1_A06	0.568432839919	green3	2	0.12168	0.15963
MGH53_P1_A07	0.157234417968	green3	2	0.14666	0.87735
MGH53_P1_A08	NA	black	0	0.15316	0
MGH53_P1_B04	-1.12420158386	black	0	0.42008	4.435
MGH53_P1_B08	NA	black	0	0	1.0215
MGH53_P1_B09	NA	black	0	0.29631	0
MGH53_P1_B11	-0.196724836424	green3	2	0.18777	1.5301
MGH53_P1_C03	NA	black	0	0	1.8217
MGH53_P1_C06	NA	black	0	0.15834	0
MGH53_P1_C09	0.239993619594	green3	2	0.40054	0.27858
MGH53_P1_C10	NA	black	0	0	1.7883
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	0	0
MGH53_P1_D12	NA	black	0	0	2.6406
MGH53_P1_E09	NA	black	0	0.61164	0
MGH53_P1_E12	-0.0958897660718	green3	2	0.13093	1.3214
MGH53_P12_A01	0.0308622265206	green3	2	0.17632	1.101
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	NA	black	0	0	1.9542
MGH53_P12_A04	NA	black	0	0.30801	0
MGH53_P12_A05	NA	black	0	0	0
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	NA	black	0	0	0
MGH53_P12_A09	0.56350814651	green3	2	0.12433	0.1635
MGH53_P12_A10	NA	black	0	0	0
MGH53_P12_A11	NA	black	0	0.17121	0
MGH53_P12_A12	NA	black	0	0	0.1865
MGH53_P12_B01	NA	black	0	0	0.83915
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0.16736	0
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	NA	black	0	0.055196	0
MGH53_P12_B07	NA	black	0	0	2.7405
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	0.391835207608	green3	2	0.13093	0.46676
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0.15186	0
MGH53_P12_C01	NA	black	0	0	0
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	0.376869958215	green3	2	0.24123	0.3115
MGH53_P12_C04	0.164659062079	green3	2	0.44573	0.43616
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	NA	black	0	0.10299	0
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	NA	black	0	0	0.2762
MGH53_P12_C11	NA	black	0	0	0
MGH53_P12_C12	NA	black	0	0	0
MGH53_P12_D01	NA	black	0	0	1.144
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	2.1144
MGH53_P12_D04	NA	black	0	0	1.6234
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	0
MGH53_P12_D07	NA	black	0	0	0.78241
MGH53_P12_D08	-0.10114567702	green3	2	0.19787	1.3556
MGH53_P12_D09	NA	black	0	0	1.1985
MGH53_P12_D10	0.37185020111	green3	2	0.18015	0.43403
MGH53_P12_D11	-1.68983989044	black	0	0.16736	3.9528
MGH53_P12_D12	NA	black	0	0	0.46362
MGH53_P12_E01	NA	black	0	0.15445	0
MGH53_P12_E02	NA	black	0	0	1.1878
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	0	0.46467
MGH53_P12_E05	NA	black	0	0	0.93885
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	-2.19264106446	black	0	3.4733	0.49978
MGH53_P12_E08	0.43371452365	green3	2	0.14796	0.36401
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0.95084
MGH53_P12_E12	NA	black	0	0	1.7355
MGH53_P12_F01	NA	black	0	0	0
MGH53_P12_F02	NA	black	0	0	0
MGH53_P12_F03	-0.740889647655	red	1	0.17887	2.479
MGH53_P12_F04	NA	black	0	0	0
MGH53_P12_F06	NA	black	0	0.24367	0
MGH53_P12_F07	NA	black	0	0	0
MGH53_P12_F08	NA	black	0	0	0.9381
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	0.534607011466	green3	2	0.14143	0.18396
MGH53_P12_F11	NA	black	0	0.13488	0
MGH53_P12_F12	-0.731059205427	red	1	0.073135	2.2476
MGH53_P12_G01	NA	black	0	3.2217	0
MGH53_P12_G03	NA	black	0	0.16092	0
MGH53_P12_G04	NA	black	0	0	0
MGH53_P12_G07	NA	black	0	0	0
MGH53_P12_G08	-1.04747091514	red	1	0.1635	2.9405
MGH53_P12_G09	NA	black	0	0.37184	0
MGH53_P12_G10	NA	black	0	0	1.0496
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	2.2821
MGH53_P12_H01	NA	black	0	0	0.76299
MGH53_P12_H02	-0.481062355385	red	1	2.4346	0.95159
MGH53_P12_H03	NA	black	0	0	0.76384
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	NA	black	0	0	0.39397
MGH53_P12_H06	0.192124349245	green3	2	0.41684	0.41576
MGH53_P12_H07	NA	black	0	0	0.74244
MGH53_P12_H08	NA	black	0	0	0.80488
MGH53_P12_H09	NA	black	0	0	1.9982
MGH53_P12_H10	NA	black	0	0	0.53406
MGH53_P12_H11	NA	black	0	0	1.3539
MGH53_P12_H12	-0.400425460655	green3	2	1.5792	0.78241
MGH53_P2_A09	0.160806222933	green3	2	0.44467	0.45838
MGH53_P2_A11	-0.703036127586	red	1	0.1865	2.4327
MGH53_P2_A12	NA	black	0	0	3.1099
MGH53_P2_B05	NA	black	0	0.29631	0
MGH53_P2_B07	-0.00250558233654	green3	2	0.34255	1.1693
MGH53_P2_B09	0.442398059464	green3	2	0.14405	0.35389
MGH53_P2_B10	NA	black	0	0	2.9802
MGH53_P2_C01	0.356803067836	green3	2	0.010064	0.64708
MGH53_P2_C02	NA	black	0	0	1.6973
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0.71017	0
MGH53_P2_C09	-0.154012605774	green3	2	0.34142	1.5835
MGH53_P2_D01	0.189943150791	green3	2	0.12433	0.83188
MGH53_P2_D02	NA	black	0	0	1.0902
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0	0
MGH53_P2_D12	NA	black	0	0	0.22033
MGH53_P2_E04	0.385806309355	green3	2	0.1635	0.43189
MGH53_P2_E10	NA	black	0	0	3.5115
MGH53_P2_F02	NA	black	0	0	0
MGH53_P2_F03	NA	black	0	0.2228	0
MGH53_P2_F04	NA	black	0	0	2.6821
MGH53_P2_F05	NA	black	0	0	2.2892
MGH53_P2_G02	NA	black	0	0	0
MGH53_P2_G07	NA	black	0	3.8347	0
MGH53_P2_H01	-0.0390648382713	green3	2	0.11636	1.2228
MGH53_P10_A01	0.165302200625	green3	2	0.40817	0.54992
MGH53_P10_A02	NA	black	0	0.71458	0
MGH53_P10_A03	NA	black	0	5.4231	0
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0.052416	0
MGH53_P10_A07	0.638138945279	green3	2	0.0086303	0.23511
MGH53_P10_A08	NA	black	0	0	0.33914
MGH53_P10_A09	NA	black	0	0	0.80571
MGH53_P10_A10	NA	black	0	0	0
MGH53_P10_A11	NA	black	0	0.36401	0
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	0.15445	0
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	NA	black	0	0	0
MGH53_P10_B06	NA	black	0	4.4201	0
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	0	0
MGH53_P10_B09	NA	black	0	0	0
MGH53_P10_B10	NA	black	0	0	1.4212
MGH53_P10_B11	-1.45335575765	black	0	0.20163	3.7381
MGH53_P10_B12	NA	black	0	0.17505	0
MGH53_P10_C01	NA	black	0	0	0.22651
MGH53_P10_C02	NA	black	0	0.42116	0
MGH53_P10_C03	NA	black	0	0	3.6524
MGH53_P10_C04	-0.141496383796	green3	2	0.17377	1.4195
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	-1.16828539075	black	0	0.18269	3.199
MGH53_P10_C07	NA	black	0	0	0.76553
MGH53_P10_C08	0.418590774973	green3	2	0.21288	0.2762
MGH53_P10_C09	NA	black	0	0	0
MGH53_P10_C10	-0.125407334504	green3	2	0.33113	1.4967
MGH53_P10_C11	NA	black	0	0.15834	0
MGH53_P10_C12	NA	black	0	0.22033	0
MGH53_P10_D01	NA	black	0	0	1.1223
MGH53_P10_D02	NA	black	0	0.1903	0
MGH53_P10_D03	-0.111909141072	green3	2	0.97453	0.84157
MGH53_P10_D04	NA	black	0	0.19912	0
MGH53_P10_D05	-0.022805917412	green3	2	0.53605	1.319
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	0	1.7638
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0.20664	0
MGH53_P10_E01	NA	black	0	0.17249	0
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	NA	black	0	0.20664	0
MGH53_P10_E05	NA	black	0	0	0.76129
MGH53_P10_E06	NA	black	0	0.39726	0
MGH53_P10_E07	NA	black	0	0	0.5888
MGH53_P10_E08	NA	black	0	0.37629	0
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0.097611	0
MGH53_P10_E12	0.502816246912	green3	2	0.16221	0.20414
MGH53_P10_F01	NA	black	0	0	0
MGH53_P10_F02	NA	black	0	0	0.50894
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	NA	black	0	0	0.48749
MGH53_P10_F05	NA	black	0	0	0.42008
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	0	1.9668
MGH53_P10_F08	NA	black	0	0	0.848
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	0	0
MGH53_P10_F12	NA	black	0	3.2717	0
MGH53_P10_G01	NA	black	0	0.14666	0
MGH53_P10_G02	NA	black	0	0.15056	0
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0.34028	0
MGH53_P10_G05	NA	black	0	0.18015	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0.28924	0
MGH53_P10_G09	NA	black	0	0.22033	0
MGH53_P10_G11	NA	black	0	0	0
MGH53_P10_H01	NA	black	0	0	0
MGH53_P10_H02	NA	black	0	3.9033	0
MGH53_P10_H04	NA	black	0	0.30334	0
MGH53_P10_H05	NA	black	0	0	1.0642
MGH53_P10_H06	NA	black	0	0	0.25942
MGH53_P10_H07	NA	black	0	0.17887	0
MGH53_P10_H08	NA	black	0	0	1.1545
MGH53_P10_H09	NA	black	0	0	1.6942
MGH53_P10_H10	NA	black	0	0	1.1395
MGH53_P10_H11	NA	black	0	0	1.0976
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	0.12961	0
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	NA	black	0	0	0.36737
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	NA	black	0	0	0
MGH53_P11_A10	NA	black	0	0.14535	0
MGH53_P11_A11	-0.060637492257	green3	2	0.20664	1.2798
MGH53_P11_A12	-0.285229214229	green3	2	0.15963	1.6645
MGH53_P11_B01	NA	black	0	0.16864	0
MGH53_P11_B02	NA	black	0	0.37851	0
MGH53_P11_B04	0.502913335919	green3	2	0.15963	0.20914
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	1.5926	0
MGH53_P11_B07	NA	black	0	0	0
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	0
MGH53_P11_B11	NA	black	0	0	0.27739
MGH53_P11_B12	NA	black	0	0	0
MGH53_P11_C01	-0.606552822653	red	1	0.15445	2.2016
MGH53_P11_C02	NA	black	0	0	1.2945
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	0	0.96938
MGH53_P11_C05	NA	black	0	0.16479	0
MGH53_P11_C06	NA	black	0	0	3.2832
MGH53_P11_C07	NA	black	0	0.22527	0
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	1.0144
MGH53_P11_C10	-0.776927248725	red	1	2.2966	0.76043
MGH53_P11_C11	NA	black	0	0	2.0328
MGH53_P11_C12	NA	black	0	0	2.3001
MGH53_P11_D01	0.0751913385458	green3	2	0.27501	0.98331
MGH53_P11_D02	0.212443455594	green3	2	1.1725	1.5777
MGH53_P11_D03	NA	black	0	0	0
MGH53_P11_D04	-1.29255980188	black	0	0.31499	4.0454
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	NA	black	0	0.25338	0
MGH53_P11_D09	NA	black	0	0	0.60975
MGH53_P11_D10	NA	black	0	0	2.6781
MGH53_P11_D11	NA	black	0	0	0.52707
MGH53_P11_D12	NA	black	0	0	0.18015
MGH53_P11_E01	NA	black	0	0.24975	0
MGH53_P11_E02	0.242961539506	green3	2	1.3051	1.5405
MGH53_P11_E04	-0.133275859711	green3	2	0.81885	0.42008
MGH53_P11_E06	NA	black	0	0	1.3499
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	0.22404	0
MGH53_P11_E10	NA	black	0	0.23879	0
MGH53_P11_E11	NA	black	0	0.11636	0
MGH53_P11_E12	NA	black	0	0	0
MGH53_P11_F01	NA	black	0	0.11636	0
MGH53_P11_F02	-0.0611678894962	green3	2	0.23879	1.2904
MGH53_P11_F03	NA	black	0	0	2.0465
MGH53_P11_F04	NA	black	0	0.11902	0
MGH53_P11_F05	NA	black	0	0	0
MGH53_P11_F07	NA	black	0	0.32884	0
MGH53_P11_F10	NA	black	0	0	0.73898
MGH53_P11_F11	NA	black	0	0	0
MGH53_P11_F12	NA	black	0	0	1.0745
MGH53_P11_G01	NA	black	0	0	4.2581
MGH53_P11_G02	NA	black	0	0	0.58304
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0	0.24123
MGH53_P11_G05	-1.25200390516	black	0	0.33457	4.0868
MGH53_P11_G06	NA	black	0	0	1.111
MGH53_P11_G07	NA	black	0	0	0.59168
MGH53_P11_G08	-0.434395099518	green3	2	0.15186	1.9103
MGH53_P11_G09	NA	black	0	0	1.2546
MGH53_P11_G10	NA	black	0	0	1.4324
MGH53_P11_G11	NA	black	0	0	0
MGH53_P11_G12	NA	black	0	0	0.48027
MGH53_P11_H01	NA	black	0	3.6715	0
MGH53_P11_H02	NA	black	0	0.26544	0
MGH53_P11_H04	NA	black	0	0	0
MGH53_P11_H05	NA	black	0	0	0.57821
MGH53_P11_H06	NA	black	0	0.18903	0
MGH53_P11_H07	NA	black	0	0	2.0409
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	1.8663	0
MGH53_P11_H10	NA	black	0	0	0
MGH53_P11_H11	NA	black	0	0	2.2345
MGH53_P11_H12	NA	black	0	0	0.41359
MGH53_P9_A01	NA	black	0	0	0.99639
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	3.3626
MGH53_P9_A04	NA	black	0	0	2.4122
MGH53_P9_A05	NA	black	0	0	0
MGH53_P9_A06	NA	black	0	0.24123	0
MGH53_P9_A07	NA	black	0	0	0.76723
MGH53_P9_A08	NA	black	0	0	0
MGH53_P9_A09	NA	black	0	0.20414	0
MGH53_P9_A10	NA	black	0	0	4.1761
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	0
MGH53_P9_B01	NA	black	0	0	0.39067
MGH53_P9_B02	NA	black	0	0	0.87814
MGH53_P9_B03	NA	black	0	0	0
MGH53_P9_B04	NA	black	0	0	1.1884
MGH53_P9_B05	NA	black	0	0.24123	0
MGH53_P9_B06	NA	black	0	0	0.71633
MGH53_P9_B07	NA	black	0	0	2.225
MGH53_P9_B08	NA	black	0	0	0
MGH53_P9_B09	NA	black	0	0	0.68347
MGH53_P9_B11	NA	black	0	0	1.2197
MGH53_P9_B12	NA	black	0	0.23511	0
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	-1.99624412142	black	0	4.1946	0.71105
MGH53_P9_C04	NA	black	0	0	0.44784
MGH53_P9_C05	NA	black	0	0	2.1754
MGH53_P9_C06	-0.222467674907	green3	2	0.99783	0.56949
MGH53_P9_C07	NA	black	0	3.5524	0
MGH53_P9_C08	NA	black	0	0	1.6631
MGH53_P9_C09	NA	black	0	0.22404	0
MGH53_P9_C10	NA	black	0	0	0
MGH53_P9_C11	NA	black	0	0	0
MGH53_P9_C12	NA	black	0	0	0.26063
MGH53_P9_D01	0.132833075125	green3	2	0.21039	0.88908
MGH53_P9_D02	NA	black	0	0	0
MGH53_P9_D03	NA	black	0	0	1.7681
MGH53_P9_D04	NA	black	0	0	0
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	0	3.0154
MGH53_P9_D09	NA	black	0	0	0.35276
MGH53_P9_D10	NA	black	0	0	0
MGH53_P9_D11	NA	black	0	0.24975	0
MGH53_P9_D12	0.15362401834	green3	2	0.19661	0.85519
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	1.708
MGH53_P9_F06	NA	black	0	0.55189	0
MGH53_P9_F07	NA	black	0	0	0
MGH53_P9_F08	NA	black	0	0	2.7581
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0	0
MGH53_P9_F11	NA	black	0	0.20163	0
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	0	0.19912
MGH53_P9_G02	NA	black	0	0	0
MGH53_P9_G03	-1.21869734322	black	0	0.26544	3.6335
MGH53_P9_G04	NA	black	0	0.30685	0
MGH53_P9_G07	NA	black	0	0	3.4845
MGH53_P9_G08	-0.0174412064486	green3	2	0.70221	0.76638
MGH53_P9_G09	NA	black	0	0	1.7176
