Cell_name	Zvalue	Color	Cluster	NANOG	STAT3
MGH53_P10_A04	-0.200972133202	red	1	0.82701	4.767
MGH53_P10_A05	-0.04025285851	red	1	0.92144	4.6265
MGH53_P10_A06	NA	black	0	0	1.9705
MGH53_P10_A07	NA	black	0	1.0179	0
MGH53_P10_A08	0.446479507474	red	1	0.54893	0.20414
MGH53_P10_A09	-0.225359132551	red	1	1.1699	0.98331
MGH53_P10_A10	NA	black	0	0	3.5624
MGH53_P10_A11	NA	black	0	0	5.7501
MGH53_P10_A12	0.141903268294	red	1	0.34255	1.8294
MGH53_P10_B01	NA	black	0	0	0.46884
MGH53_P10_B02	0.547281273223	red	1	0.49365	0.082703
MGH53_P10_B03	NA	black	0	0	0.25459
MGH53_P10_B04	-0.644088782016	red	1	1.4103	0.36961
MGH53_P10_B05	-0.0622420740606	red	1	0.87971	3.8944
MGH53_P10_B06	NA	black	0	0	0.16479
MGH53_P10_B07	NA	black	0	2.2166	0
MGH53_P10_B08	0.069434002498	red	1	0.6173	1.8655
MGH53_P10_B09	NA	black	0	0	0.56365
MGH53_P10_B10	NA	black	0	1.0766	0
MGH53_P10_B11	-0.608762223736	red	1	0.36401	3.8474
MGH53_P10_B12	0.463432401771	red	1	0.54597	0.14012
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	0.773040901439	red	1	0.28333	0.24853
MGH53_P10_C03	NA	black	0	0	4.2036
MGH53_P10_C04	-0.00945348756341	red	1	0.30685	2.2354
MGH53_P10_C05	NA	black	0	0	0.49876
MGH53_P10_C06	3.85185052481	black	0	3.1882	5.0286
MGH53_P10_C07	0.667182321571	red	1	1.2833	5.4209
MGH53_P10_C08	NA	black	0	1.5945	0
MGH53_P10_C09	NA	black	0	0	2.9482
MGH53_P10_C10	NA	black	0	0.85917	0
MGH53_P10_C11	-0.504771530294	red	1	1.2845	0.30217
MGH53_P10_C12	-0.643912218856	red	1	0.54498	4.68
MGH53_P10_D01	NA	black	0	0.29866	0
MGH53_P10_D02	NA	black	0	0.32077	0
MGH53_P10_D03	-0.41623294693	red	1	0.67536	4.5883
MGH53_P10_D04	NA	black	0	0	3.7236
MGH53_P10_D05	NA	black	0	0.56267	0
MGH53_P10_D06	-0.624726318627	red	1	0.5568	4.6795
MGH53_P10_D07	-0.474093722726	red	1	0.64893	4.6677
MGH53_P10_D08	NA	black	0	0.5509	0
MGH53_P10_D09	NA	black	0	2.0346	0
MGH53_P10_D12	-1.00231002747	red	1	0.37407	4.8865
MGH53_P10_E01	NA	black	0	0.34937	0
MGH53_P10_E03	NA	black	0	0	0.2228
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	0.715838256175	red	1	0.3471	0.18015
MGH53_P10_E06	NA	black	0	1.2023	0
MGH53_P10_E07	-0.418458411802	red	1	0.51501	3.7517
MGH53_P10_E08	NA	black	0	0.53804	0
MGH53_P10_E09	-0.351662071464	red	1	0.56365	3.682
MGH53_P10_E10	-0.0841540765745	red	1	0.91073	5.1802
MGH53_P10_E11	NA	black	0	0.49262	0
MGH53_P10_E12	0.688963416898	red	1	1.7159	3.6467
MGH53_P10_F01	NA	black	0	0	4.6992
MGH53_P10_F02	-0.574109327312	red	1	0.37072	3.7757
MGH53_P10_F03	NA	black	0	0	0.10969
MGH53_P10_F04	NA	black	0	0	3.9291
MGH53_P10_F05	-0.489401631597	red	1	0.61542	4.5057
MGH53_P10_F06	-0.536764481512	red	1	0.52105	4.1855
MGH53_P10_F07	5.67285034563	black	0	4.7073	4.7924
MGH53_P10_F08	0.575379305862	red	1	0.4489	0.20789
MGH53_P10_F09	NA	black	0	0.9222	0
MGH53_P10_F10	NA	black	0	0.32308	0
MGH53_P10_F12	NA	black	0	0	3.4039
MGH53_P10_G01	0.827567367318	red	1	0.25459	0.20163
MGH53_P10_G02	NA	black	0	0	5.3277
MGH53_P10_G03	NA	black	0	0.48954	0
MGH53_P10_G04	NA	black	0	0.56365	0
MGH53_P10_G05	0.446108606753	red	1	0.30801	1.0531
MGH53_P10_G07	NA	black	0	0	0.30685
MGH53_P10_G08	-0.154264191585	red	1	0.99711	0.097611
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	0.730662188597	red	1	0.3584	0.089498
MGH53_P10_H01	NA	black	0	0	4.2268
MGH53_P10_H02	NA	black	0	1.9657	0
MGH53_P10_H04	0.0138719890505	red	1	0.87735	0.12961
MGH53_P10_H05	NA	black	0	0	0.50284
MGH53_P10_H06	0.44292801503	red	1	0.53705	0.29396
MGH53_P10_H07	NA	black	0	0.74244	0
MGH53_P10_H08	NA	black	0	1.5612	0
MGH53_P10_H09	NA	black	0	0	0
MGH53_P10_H10	NA	black	0	0	0.15834
MGH53_P10_H11	NA	black	0	0.81967	0
MGH53_P11_A01	NA	black	0	0.21785	0
MGH53_P11_A02	-0.0691478937093	red	1	0.59646	2.5566
MGH53_P11_A03	NA	black	0	0	0
MGH53_P11_A04	NA	black	0	0	0.31499
MGH53_P11_A06	0.138621228099	red	1	0.47197	1.7334
MGH53_P11_A08	NA	black	0	0	2.9061
MGH53_P11_A09	NA	black	0	0.97085	0
MGH53_P11_A10	-0.0903903968445	red	1	0.75531	3.0489
MGH53_P11_A11	-0.00380837175112	red	1	0.89064	0.15963
MGH53_P11_A12	-0.202383120684	red	1	0.6581	3.3723
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	3.8058
MGH53_P11_B04	-0.0632861606109	red	1	0.87971	3.9144
MGH53_P11_B05	1.10438988685	red	1	0.067639	0.12697
MGH53_P11_B06	NA	black	0	0.27977	0
MGH53_P11_B07	0.501482023222	red	1	0.33571	0.83996
MGH53_P11_B08	NA	black	0	5.8621	0
MGH53_P11_B09	0.415450537629	red	1	0.58111	0.14405
MGH53_P11_B11	NA	black	0	0.79244	0
MGH53_P11_B12	NA	black	0	0	2.3127
MGH53_P11_C01	NA	black	0	0	0
MGH53_P11_C02	NA	black	0	0	2.817
MGH53_P11_C03	NA	black	0	0	4.3136
MGH53_P11_C04	-0.89290258628	red	1	0.29396	4.324
MGH53_P11_C05	NA	black	0	0.28924	0
MGH53_P11_C06	0.569664032858	red	1	0.47197	0.11237
MGH53_P11_C07	0.136222493187	red	1	0.7866	0.17505
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	0.411344290489	red	1	0.58207	0.15963
MGH53_P11_C10	-1.09340625554	red	1	0.30334	4.811
MGH53_P11_C11	NA	black	0	0.43616	0
MGH53_P11_C12	NA	black	0	0.61918	0
MGH53_P11_D01	NA	black	0	0.70752	0
MGH53_P11_D02	NA	black	0	0	4.9239
MGH53_P11_D03	0.644480294915	red	1	0.36737	0.31962
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	0.33342	0
MGH53_P11_D07	NA	black	0	0.30217	0
MGH53_P11_D08	0.35286961071	red	1	1.1661	4.7616
MGH53_P11_D09	NA	black	0	0	0
MGH53_P11_D10	NA	black	0	0.011496	0
MGH53_P11_D11	NA	black	0	0.37518	0
MGH53_P11_D12	-0.763233450022	red	1	0.23879	3.8863
MGH53_P11_E01	NA	black	0	0.59741	0
MGH53_P11_E02	NA	black	0	0	4.1705
MGH53_P11_E04	0.17588000265	red	1	0.75275	0.25459
MGH53_P11_E06	NA	black	0	0	2.2425
MGH53_P11_E08	0.0105727653396	red	1	0.8844	1.4657
MGH53_P11_E09	0.0853653855825	red	1	0.82456	0.17377
MGH53_P11_E10	NA	black	0	0	0.18142
MGH53_P11_E11	0.0419199352805	red	1	0.9782	3.7828
MGH53_P11_E12	0.648382615206	red	1	0.31267	0.49262
MGH53_P11_F01	0.919763246858	red	1	0.21909	0.089498
MGH53_P11_F02	0.354747606198	red	1	0.6332	0.079975
MGH53_P11_F03	NA	black	0	0	0.14535
MGH53_P11_F04	0.927589646052	red	1	0.21288	0.090853
MGH53_P11_F05	-0.0319496692897	red	1	0.91073	0.13356
MGH53_P11_F07	0.736542897635	red	1	0.31034	0.2558
MGH53_P11_F10	-0.780591486351	red	1	0.29631	4.0745
MGH53_P11_F11	-0.0811670608789	red	1	0.89995	4.7705
MGH53_P11_F12	0.425463500059	red	1	0.42223	0.84077
MGH53_P11_G01	0.36807851343	red	1	0.6248	0.069015
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	0.8166540093	red	1	0.27143	0.17377
MGH53_P11_G04	NA	black	0	0	2.2391
MGH53_P11_G05	NA	black	0	0.40708	0
MGH53_P11_G06	-0.0174466728765	red	1	1.0172	1.9964
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0.40381	0
MGH53_P11_G09	-0.712757269535	red	1	0.42116	4.3161
MGH53_P11_G10	NA	black	0	0	0.1137
MGH53_P11_G11	-0.967755011802	red	1	0.27501	4.4305
MGH53_P11_G12	0.547248001621	red	1	0.42546	0.41251
MGH53_P11_H01	-0.398921535548	red	1	0.47716	3.5652
MGH53_P11_H02	-0.454524549363	red	1	0.67084	4.7439
MGH53_P11_H04	0.39152886939	red	1	0.58785	0.22774
MGH53_P11_H05	-0.00954944562067	red	1	1.0186	2.112
MGH53_P11_H06	-0.230630062388	red	1	0.62574	3.3908
MGH53_P11_H07	NA	black	0	1.1336	0
MGH53_P11_H08	NA	black	0	0	0.51803
MGH53_P11_H09	NA	black	0	0	0.28214
MGH53_P11_H10	-0.114044109928	red	1	0.68077	2.9501
MGH53_P11_H11	NA	black	0	0	4.7527
MGH53_P11_H12	0.478982405554	red	1	0.31267	0.95531
MGH53_P9_A01	NA	black	0	0.80074	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	4.1077
MGH53_P9_A05	NA	black	0	0	4.2095
MGH53_P9_A06	0.624988649611	red	1	0.41359	0.19409
MGH53_P9_A07	NA	black	0	0	0
MGH53_P9_A08	1.14140229191	red	1	0.0057593	0.20664
MGH53_P9_A09	NA	black	0	0.67987	0
MGH53_P9_A10	0.386819900994	red	1	1.1303	5.822
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	0.00427171049058	red	1	0.89064	1.9294
MGH53_P9_B01	0.778096385304	red	1	0.28333	0.23511
MGH53_P9_B02	NA	black	0	0	4.995
MGH53_P9_B03	-0.116644932099	red	1	1.0314	0.91073
MGH53_P9_B04	NA	black	0	0	0.63877
MGH53_P9_B05	0.63556022325	red	1	3.0045	2.8351
MGH53_P9_B06	NA	black	0	0.89918	0
MGH53_P9_B07	NA	black	0	0.35614	0
MGH53_P9_B08	NA	black	0	0.83915	0
MGH53_P9_B09	NA	black	0	0	0
MGH53_P9_B11	NA	black	0	0.37629	0
MGH53_P9_B12	-0.767212921408	red	1	0.40599	4.4069
MGH53_P9_C01	-0.434728530475	red	1	1.211	0.19283
MGH53_P9_C02	NA	black	0	0	2.043
MGH53_P9_C03	NA	black	0	0	0
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	NA	black	0	0	1.9176
MGH53_P9_C06	-0.0751450982651	red	1	0.40708	2.4431
MGH53_P9_C07	-1.09382524918	red	1	1.7303	0.29278
MGH53_P9_C08	NA	black	0	0	1.512
MGH53_P9_C09	NA	black	0	0	2.0738
MGH53_P9_C10	NA	black	0	0	0.35276
MGH53_P9_C11	NA	black	0	1.0766	0
MGH53_P9_C12	1.15106975576	red	1	0.0229	0.14926
MGH53_P9_D01	NA	black	0	0	0
MGH53_P9_D02	0.0216668315866	red	1	0.976	2.8938
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	0.217948526071	red	1	1.1037	4.3513
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	2.09451596636	black	0	3.2995	3.7459
MGH53_P9_D09	0.333299581445	red	1	0.45207	1.0766
MGH53_P9_D10	0.769229265588	red	1	1.4875	4.4591
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	1.0614	0
MGH53_P9_F04	NA	black	0	0	2.5358
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0.02148
MGH53_P9_F07	0.0825626576554	red	1	1.1577	2.8007
MGH53_P9_F08	NA	black	0	0	2.8562
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0	4.2675
MGH53_P9_F11	NA	black	0	0	3.1424
MGH53_P9_F12	0.858630863376	red	1	1.5553	4.4453
MGH53_P9_G01	-0.026495964178	red	1	0.95903	1.4875
MGH53_P9_G02	NA	black	0	0	1.7702
MGH53_P9_G03	NA	black	0	0.67084	0
MGH53_P9_G04	-0.357146606837	red	1	0.71545	4.6041
MGH53_P9_G07	-0.349477462861	red	1	0.7433	4.8329
MGH53_P9_G08	0.29009378588	red	1	0.64985	0.38073
MGH53_P9_G09	-0.616537197786	red	1	0.68706	5.6867
MGH53_P9_G12	0.716715696869	red	1	0.32077	0.27501
MGH53_P9_H01	-0.0754598557451	red	1	0.85997	3.7684
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0.9396	0
MGH53_P9_H05	NA	black	0	0	0.34142
MGH53_P9_H06	-0.127243071574	red	1	0.77737	3.4995
MGH53_P9_H07	NA	black	0	0.37629	0
MGH53_P9_H08	NA	black	0	0	0.38184
MGH53_P9_H09	0.3532190536	red	1	0.62574	0.15834
MGH53_P9_H10	NA	black	0	0	0
MGH53_P9_H11	NA	black	0	0	0
MGH53_P9_H12	NA	black	0	1.0229	0
MGH53_P4_A07	-0.586568969223	red	1	0.32884	3.6997
MGH53_P4_B01	NA	black	0	0.82701	0
MGH53_P4_B02	NA	black	0	0.51602	0
MGH53_P4_B08	0.798987567909	red	1	0.27501	0.20789
MGH53_P4_B09	-0.525725704292	red	1	0.44679	3.8666
MGH53_P4_B10	-0.15959457949	red	1	1.0093	0.21909
MGH53_P4_B11	-1.04113210583	red	1	0.086784	4.0744
MGH53_P4_C03	0.26858167335	red	1	1.1814	3.961
MGH53_P4_C11	0.414584441769	red	1	0.58785	0.097611
MGH53_P4_C12	1.50615668032	black	0	2.8341	3.5745
MGH53_P4_D04	0.511239043858	red	1	0.49365	0.23389
MGH53_P4_D05	NA	black	0	0	0.26784
MGH53_P4_D09	0.573674610807	red	1	0.44996	0.20914
MGH53_P4_E01	NA	black	0	0	2.4649
MGH53_P4_E02	-0.0394415683578	red	1	0.91686	4.4225
MGH53_P4_E07	-0.023341688724	red	1	0.91227	0.47405
MGH53_P4_E08	0.864077741178	red	1	0.2461	0.1375
MGH53_P4_E09	0.857757757831	red	1	0.26063	0.10434
MGH53_P4_F01	NA	black	0	0.84639	0
MGH53_P4_F02	NA	black	0	1.434	0
MGH53_P4_F08	-0.0932387128396	red	1	0.83269	3.65
MGH53_P4_F11	NA	black	0	0	4.4972
MGH53_P4_G02	NA	black	0	0	4.1571
MGH53_P4_G05	NA	black	0	0	1.9523
MGH53_P4_G07	0.245049245561	red	1	0.69599	0.28806
MGH53_P4_G08	NA	black	0	0	4.392
MGH53_P4_G09	-0.168550260471	red	1	1.0279	0.36625
MGH53_P4_H10	0.101386803044	red	1	0.8024	0.51096
MGH53_P4_H11	3.26022670286	black	0	3.8252	4.1535
MGH53_P4_H12	0.568402964085	red	1	1.7053	3.4199
MGH54_P14_A01	NA	black	0	0	3.5322
MGH54_P14_A02	NA	black	0	0	0.70399
MGH54_P14_A03	NA	black	0	0.79992	0
MGH54_P14_A04	NA	black	0	3.6541	0
MGH54_P14_A05	NA	black	0	0	0
MGH54_P14_A06	NA	black	0	0	0.28688
MGH54_P14_A07	-0.318006844212	red	1	0.63506	3.8484
MGH54_P14_A08	NA	black	0	0	3.7891
MGH54_P14_A09	NA	black	0	0	3.9374
MGH54_P14_A10	NA	black	0	0	0
MGH54_P14_A11	-0.381356194929	red	1	0.42438	3.3755
MGH54_P14_A12	NA	black	0	0	1.2079
MGH54_P14_B01	NA	black	0	0	0.72944
MGH54_P14_B02	NA	black	0	0.80405	0
MGH54_P14_B03	NA	black	0	0	0
MGH54_P14_B04	0.463118999816	red	1	0.54201	0.16736
MGH54_P14_B05	NA	black	0	0	2.5366
MGH54_P14_B06	-0.279422986586	red	1	0.48852	3.198
MGH54_P14_B07	NA	black	0	0	0.18777
MGH54_P14_B08	NA	black	0	0	3.8931
MGH54_P14_B09	NA	black	0	0	1.6239
MGH54_P14_B10	-0.55460614949	red	1	1.3144	0.26424
MGH54_P14_B11	0.250865931351	red	1	0.69777	0.21288
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	-0.13314544911	red	1	0.79494	3.6994
MGH54_P14_C02	1.9224172791	black	0	2.0395	5.0308
MGH54_P14_C03	NA	black	0	0.47405	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	-0.152189804531	red	1	0.32769	2.6072
MGH54_P14_C06	NA	black	0	1.2672	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	2.4109
MGH54_P14_C09	0.823835044995	red	1	0.0071955	0.76977
MGH54_P14_C10	NA	black	0	0	3.2046
MGH54_P14_C11	-0.882219087443	red	1	0.338	4.4471
MGH54_P14_C12	-0.262483761544	red	1	1.1003	0.33685
MGH54_P14_D01	0.271715867782	red	1	3.076	2.5632
MGH54_P14_D02	0.401145781035	red	1	3.7493	2.626
MGH54_P14_D03	NA	black	0	0.61164	0
MGH54_P14_D04	NA	black	0	0	2.8752
MGH54_P14_D05	NA	black	0	1.111	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	0.0323977019372	red	1	0.86394	0.16092
MGH54_P14_D08	NA	black	0	0.52005	0
MGH54_P14_D09	0.690105107836	red	1	0.37184	0.15963
MGH54_P14_D10	NA	black	0	0	0.19661
MGH54_P14_D11	NA	black	0	0	2.2023
MGH54_P14_D12	NA	black	0	0	0.24975
MGH54_P14_E01	-0.893837509559	red	1	1.6017	0.35389
MGH54_P14_E02	0.769384478937	red	1	1.629	4.0009
MGH54_P14_E03	NA	black	0	0	0.34369
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	-0.376466704613	red	1	0.40708	3.3234
MGH54_P14_E06	-0.00674136473583	red	1	0.71017	2.2848
MGH54_P14_E07	NA	black	0	0.83915	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	0.315552830603	red	1	0.6107	0.50792
MGH54_P14_E10	-1.12667288	red	1	0.41359	5.401
MGH54_P14_E11	-0.0169035870297	red	1	0.86235	2.6823
MGH54_P14_E12	NA	black	0	0.83512	0
MGH54_P14_F01	NA	black	0	0	2.6519
MGH54_P14_F02	NA	black	0	0	2.774
MGH54_P14_F03	NA	black	0	0	0
MGH54_P14_F04	NA	black	0	0.43723	0
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0	0.41576
MGH54_P14_F08	0.480631163366	red	1	0.52607	0.18396
MGH54_P14_F09	NA	black	0	2.1677	0
MGH54_P14_F10	NA	black	0	1.0936	0
MGH54_P14_F11	NA	black	0	0.40381	0
MGH54_P14_G01	NA	black	0	0	3.7793
MGH54_P14_G02	NA	black	0	0	2.4993
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	1.4916	0
MGH54_P14_G06	0.636137174395	red	1	0.41359	0.15575
MGH54_P14_G07	NA	black	0	1.0335	0
MGH54_P14_G08	NA	black	0	0	1.7137
MGH54_P14_G09	NA	black	0	0	0.19409
MGH54_P14_G10	0.140067590175	red	1	1.0614	4.0176
MGH54_P14_G11	NA	black	0	0	0.24245
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	-3.92845323276	black	0	4.8044	0.91533
MGH54_P14_H02	NA	black	0	0.83026	0
MGH54_P14_H03	-0.179911509785	red	1	1.1551	1.1706
MGH54_P14_H04	NA	black	0	0.93508	0
MGH54_P14_H05	NA	black	0	0	1.2702
MGH54_P14_H06	NA	black	0	0	3.901
MGH54_P14_H07	0.778466636577	red	1	0.31034	0.13881
MGH54_P14_H08	NA	black	0	0.67356	0
MGH54_P14_H09	NA	black	0	0	0.22404
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	3.3453
MGH54_P14_H12	0.741803966809	red	1	0.096262	0.774
MGH54_P15_A02	0.100190022672	red	1	1.0342	3.8349
MGH54_P15_A03	NA	black	0	0	0.22404
MGH54_P15_A04	NA	black	0	0	4.8151
MGH54_P15_A05	1.21276769708	red	1	1.9445	4.1632
MGH54_P15_A06	0.136124031576	red	1	0.44996	1.7643
MGH54_P15_A07	-0.0768665970801	red	1	0.95382	0.37629
MGH54_P15_A08	NA	black	0	0	2.2943
MGH54_P15_A09	0.688875571819	red	1	0.37184	0.1635
MGH54_P15_A10	NA	black	0	1.683	0
MGH54_P15_A11	0.0587152444824	red	1	0.84398	0.22404
MGH54_P15_A12	NA	black	0	0.44148	0
MGH54_P15_B01	NA	black	0	0	1.0101
MGH54_P15_B02	-0.0166744327301	red	1	0.9138	3.5633
MGH54_P15_B03	NA	black	0	1.0384	0
MGH54_P15_B04	NA	black	0	0	3.5906
MGH54_P15_B05	NA	black	0	0	3.9326
MGH54_P15_B06	NA	black	0	2.8869	0
MGH54_P15_B07	NA	black	0	0	0.48749
MGH54_P15_B09	0.578443437012	red	1	0.44679	0.20664
MGH54_P15_B10	0.156343237709	red	1	0.75104	0.54399
MGH54_P15_B11	0.064015998446	red	1	0.83915	0.2916
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0.95159	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0	4.0863
MGH54_P15_C05	-0.137853577566	red	1	0.69688	3.1512
MGH54_P15_C06	-0.138624086752	red	1	0.61259	2.9117
MGH54_P15_C07	NA	black	0	0	0
MGH54_P15_C08	-0.509304089306	red	1	0.42008	3.7363
MGH54_P15_C09	NA	black	0	0.65627	0
MGH54_P15_C10	NA	black	0	0	3.8793
MGH54_P15_C11	-0.288129211062	red	1	0.51299	3.2861
MGH54_P15_C12	NA	black	0	0	0.16092
MGH54_P15_D01	NA	black	0	0	3.6988
MGH54_P15_D02	-2.07650954132	black	0	3.2348	1.0101
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0.56755	0
MGH54_P15_D05	-0.762145856448	red	1	0.34369	4.1734
MGH54_P15_D07	NA	black	0	0	5.2399
MGH54_P15_D08	-0.127291177429	red	1	1.0007	0.45523
MGH54_P15_D09	-0.285950105138	red	1	0.68527	3.9674
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	0.00103484875503	red	1	0.97453	2.2768
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	-0.165246667242	red	1	1.2406	1.5064
MGH54_P15_E02	-0.310075570645	red	1	0.61259	3.7061
MGH54_P15_E03	NA	black	0	0	2.1843
MGH54_P15_E04	NA	black	0	0	4.3901
MGH54_P15_E05	NA	black	0	0	0.34596
MGH54_P15_E06	0.363926623002	red	1	0.58592	0.39397
MGH54_P15_E07	NA	black	0	0	1.0766
MGH54_P15_E08	-3.87672989803	black	0	3.9471	0.46362
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	1.0976
MGH54_P15_E11	NA	black	0	0	4.3503
MGH54_P15_E12	0.275828355686	red	1	0.67536	0.24853
MGH54_P15_F01	NA	black	0	3.9658	0
MGH54_P15_F02	NA	black	0	0	3.2702
MGH54_P15_F03	0.0802602453954	red	1	1.2363	2.6558
MGH54_P15_F04	NA	black	0	0	1.1596
MGH54_P15_F05	NA	black	0	0.38736	0
MGH54_P15_F06	NA	black	0	1.9855	0
MGH54_P15_F07	NA	black	0	0	0.31383
MGH54_P15_F08	0.457595336253	red	1	0.5509	0.13619
MGH54_P15_F09	-0.0342313694318	red	1	0.83754	2.8518
MGH54_P15_F10	-0.377338557154	red	1	0.48027	3.5037
MGH54_P15_F11	0.478260720732	red	1	0.53903	0.1137
MGH54_P15_F12	NA	black	0	0.57434	0
MGH54_P15_G03	0.0560112920494	red	1	0.84639	0.17632
MGH54_P15_G04	NA	black	0	4.2626	0
MGH54_P15_G05	0.0627655218517	red	1	1.1941	2.6147
MGH54_P15_G06	NA	black	0	0	3.3461
MGH54_P15_G07	NA	black	0	0.64708	0
MGH54_P15_G08	NA	black	0	0	0.12961
MGH54_P15_G09	0.313204158699	red	1	0.66357	0.074505
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	0.141029783501	red	1	0.78325	0.16864
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0	4.1764
MGH54_P15_H03	NA	black	0	0	0.22897
MGH54_P15_H04	NA	black	0	2.0745	0
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	3.55487685256	black	0	4.2888	4.0751
MGH54_P15_H08	NA	black	0	0	0.15316
MGH54_P15_H09	NA	black	0	0.29631	0
MGH54_P15_H10	-0.256381231471	red	1	0.1137	2.6882
MGH54_P15_H11	NA	black	0	0	0
MGH54_P15_H12	NA	black	0	0	0
MGH54_P16_A01	NA	black	0	2.0854	0
MGH54_P16_A02	NA	black	0	0	1.8797
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	-0.122487688463	red	1	0.63134	2.873
MGH54_P16_A06	NA	black	0	0	0
MGH54_P16_A07	NA	black	0	0	4.0485
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	0
MGH54_P16_A10	-0.285616786733	red	1	0.73898	4.3762
MGH54_P16_A11	NA	black	0	0	0.16993
MGH54_P16_A12	NA	black	0	0	3.2102
MGH54_P16_B01	NA	black	0	0	2.7983
MGH54_P16_B02	-0.0562627302628	red	1	0.69599	2.6185
MGH54_P16_B03	NA	black	0	0.73292	0
MGH54_P16_B04	NA	black	0	0	0.14535
MGH54_P16_B05	NA	black	0	0	0.12961
MGH54_P16_B06	0.618286189856	red	1	0.3471	0.46989
MGH54_P16_B07	0.468528079849	red	1	0.23143	1.1316
MGH54_P16_B08	NA	black	0	0	0.46153
MGH54_P16_B09	NA	black	0	0	0.20414
MGH54_P16_B10	NA	black	0	0	4.3482
MGH54_P16_B11	NA	black	0	2.9609	0
MGH54_P16_B12	0.460237224418	red	1	0.54498	0.16221
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	4.9457
MGH54_P16_C03	NA	black	0	0	1.184
MGH54_P16_C04	NA	black	0	0	3.0834
MGH54_P16_C05	NA	black	0	0	1.8976
MGH54_P16_C06	0.292270150871	red	1	1.115	5.0272
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	0	0
MGH54_P16_C09	NA	black	0	0	3.1803
MGH54_P16_C10	0.452603679475	red	1	0.21537	1.1928
MGH54_P16_C11	NA	black	0	0	0.16092
MGH54_P16_C12	NA	black	0	0	2.1795
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	4.2915
MGH54_P16_D03	-0.55965437756	red	1	0.39287	3.7988
MGH54_P16_D04	NA	black	0	0	4.8806
MGH54_P16_D05	-0.448332239778	red	1	0.61824	4.3464
MGH54_P16_D06	0.0924518264752	red	1	0.55483	1.8258
MGH54_P16_D07	NA	black	0	0	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	0.42223
MGH54_P16_D11	NA	black	0	1.3022	0
MGH54_P16_D12	0.28187134828	red	1	0.55483	0.96569
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	3.63320598667	black	0	4.8897	3.8916
MGH54_P16_E03	NA	black	0	0	3.275
MGH54_P16_E04	NA	black	0	0	4.5714
