Cell_name	Zvalue	Color	Cluster	SSTR2	TP53
MGH53_P9_B11	NA	black	0	0	0.63134
MGH53_P9_B12	NA	black	0	0	4.4021
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	3.5589
MGH53_P9_C03	-0.289523824301	red	1	0.91227	4.748
MGH53_P9_C04	NA	black	0	0	1.488
MGH53_P9_C05	NA	black	0	0	2.766
MGH53_P9_C06	NA	black	0	0	2.6175
MGH53_P9_C07	-0.377782620949	red	1	0.41468	4.0093
MGH53_P9_C08	-0.00462292076484	red	1	1.338	2.8191
MGH53_P9_C09	NA	black	0	0	3.6558
MGH53_P9_C10	NA	black	0	0	5.5662
MGH53_P9_C11	NA	black	0	0	1.8311
MGH53_P9_C12	NA	black	0	0	0.31615
MGH53_P9_D01	-0.0770240406819	red	1	0.26303	2.9773
MGH53_P9_D02	0.168337325272	red	1	0.74674	2.0398
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	2.2265
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	0	4.184
MGH53_P9_D09	NA	black	0	0	3.2161
MGH53_P9_D10	NA	black	0	0	0
MGH53_P9_D11	NA	black	0	0	1.1654
MGH53_P9_D12	NA	black	0	0	0.32193
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0
MGH53_P9_F07	NA	black	0	0	2.1894
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	4.0147
MGH53_P9_F10	NA	black	0	0	4.5284
MGH53_P9_F11	NA	black	0	0	0.3173
MGH53_P9_F12	NA	black	0	0	5.0514
MGH53_P9_G01	-0.70720282525	red	1	0.18777	4.7506
MGH53_P9_G02	NA	black	0	0	1.2048
MGH53_P9_G03	-0.62721820874	red	1	4.4731	1.8852
MGH53_P9_G04	NA	black	0	0.43082	0
MGH53_P9_G07	0.434927457708	red	1	3.5835	3.3571
MGH53_P9_G08	NA	black	0	0	0
MGH53_P9_G09	NA	black	0	0	0.28451
MGH53_P9_G12	-0.284505678141	red	1	0.22897	3.5472
MGH53_P9_H01	NA	black	0	0	4.637
MGH53_P9_H02	NA	black	0	0	3.9102
MGH53_P9_H03	NA	black	0	0.46571	0
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	0.302674341488	red	1	0.44679	1.8383
MGH53_P9_H07	NA	black	0	4.6964	0
MGH53_P9_H08	NA	black	0	0	0
MGH53_P9_H09	NA	black	0	0	0.58592
MGH53_P9_H10	NA	black	0	0	3.6562
MGH53_P9_H11	NA	black	0	0	2.4662
MGH53_P9_H12	NA	black	0	0	4.6088
MGH53_P4_A07	NA	black	0	0	2.2654
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	-0.352024725108	red	1	0.92296	5.4591
MGH53_P4_B08	NA	black	0	0	0.65352
MGH53_P4_B09	-1.00239595901	red	1	5.5376	1.7207
MGH53_P4_B10	NA	black	0	0.17505	0
MGH53_P4_B11	0.839163031546	green3	2	0.1375	0.84238
MGH53_P4_C03	NA	black	0	0	1.1725
MGH53_P4_C11	NA	black	0	0	5.7795
MGH53_P4_C12	0.889298652325	green3	2	0.34483	0.42975
MGH53_P4_D04	NA	black	0	0	0
MGH53_P4_D05	0.434863625694	red	1	0.2228	1.6717
MGH53_P4_D09	0.947234411702	green3	2	0.17377	0.56169
MGH53_P4_E01	NA	black	0	0	0
MGH53_P4_E02	NA	black	0	0	0
MGH53_P4_E07	3.33066451309	black	0	7.3219	4.4559
MGH53_P4_E08	NA	black	0	0	0
MGH53_P4_E09	NA	black	0	0	0
MGH53_P4_F01	-0.405416502962	red	1	0.26063	3.9273
MGH53_P4_F02	-0.733564736763	red	1	0.55974	5.982
MGH53_P4_F08	1.10054168774	green3	2	0.1776	0.22897
MGH53_P4_F11	NA	black	0	0.22651	0
MGH53_P4_G02	NA	black	0	0	2.315
MGH53_P4_G05	-0.00150969487673	red	1	0.14143	2.7736
MGH53_P4_G07	NA	black	0	0.24853	0
MGH53_P4_G08	NA	black	0	0	4.927
MGH53_P4_G09	NA	black	0	0	5.0166
MGH53_P4_H10	0.571129719944	red	1	0.14796	1.4195
MGH53_P4_H11	NA	black	0	0	0
MGH53_P4_H12	-0.566904614981	red	1	0.16221	4.2938
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	7.7936	0
MGH54_P14_A04	0.0141844321539	red	1	1.0503	2.6362
MGH54_P14_A05	NA	black	0	0	0
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	-0.488423435222	red	1	0.34596	4.2994
MGH54_P14_A08	0.235200050948	red	1	0.27977	2.1342
MGH54_P14_A09	NA	black	0	0	1.3606
MGH54_P14_A10	NA	black	0	0	3.0632
MGH54_P14_A11	NA	black	0	0.2857	0
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	0.79826
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	0
MGH54_P14_B04	NA	black	0	0	0
MGH54_P14_B05	0.758253769661	green3	2	0.27143	0.8504
MGH54_P14_B06	-0.304556915085	red	1	0.34937	3.6945
MGH54_P14_B07	NA	black	0	0	4.1726
MGH54_P14_B08	NA	black	0	0	1.6708
MGH54_P14_B09	NA	black	0	0	0
MGH54_P14_B10	NA	black	0	4.6938	0
MGH54_P14_B11	NA	black	0	0.33571	0
MGH54_P14_B12	NA	black	0	4.568	0
MGH54_P14_C01	NA	black	0	0	1.3051
MGH54_P14_C02	0.0635780412021	red	1	1.0983	2.2507
MGH54_P14_C03	NA	black	0	0	1.067
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	0.76723
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	3.9645
MGH54_P14_C09	NA	black	0	0	1.3391
MGH54_P14_C10	NA	black	0	0	0.45628
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	0
MGH54_P14_D01	-0.864500161262	red	1	5.1374	1.7706
MGH54_P14_D02	NA	black	0	0	2.8588
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0	2.2729
MGH54_P14_D08	NA	black	0	0	2.2759
MGH54_P14_D09	NA	black	0	0	0
MGH54_P14_D10	NA	black	0	0	0
MGH54_P14_D11	NA	black	0	0	0
MGH54_P14_D12	NA	black	0	0	0
MGH54_P14_E01	NA	black	0	0	0.68437
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0	0.7031
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0	0.29748
MGH54_P14_E07	NA	black	0	0.44996	0
MGH54_P14_E08	NA	black	0	0.24975	0
MGH54_P14_E09	NA	black	0	0	1.2744
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0	4.2594
MGH54_P14_E12	NA	black	0	0	1.3237
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0	4.6809
MGH54_P14_F03	NA	black	0	0	5.5528
MGH54_P14_F04	NA	black	0	0	4.0204
MGH54_P14_F06	NA	black	0	0	3.1286
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	NA	black	0	0	0
MGH54_P14_F09	NA	black	0	0	1.3818
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0	0
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0.82944
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	4.4304
MGH54_P14_G06	NA	black	0	0.27977	0
MGH54_P14_G07	0.247072680362	red	1	0.51501	1.9516
MGH54_P14_G08	NA	black	0	5.9621	0
MGH54_P14_G09	NA	black	0	0	0
MGH54_P14_G10	-0.970024878854	red	1	4.8681	1.6003
MGH54_P14_G11	NA	black	0	0.34028	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	3.8297
MGH54_P14_H03	NA	black	0	0	3.821
MGH54_P14_H04	NA	black	0	0	2.237
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	0	3.3143
MGH54_P14_H07	NA	black	0	0.07861	0
MGH54_P14_H08	NA	black	0	0	0.86473
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0.27501	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0.47508	0
MGH54_P15_A02	NA	black	0	2.2166	0
MGH54_P15_A03	NA	black	0	0	0
MGH54_P15_A04	NA	black	0	0	0
MGH54_P15_A05	NA	black	0	0	2.8071
MGH54_P15_A06	NA	black	0	0	0
MGH54_P15_A07	NA	black	0	0	0
MGH54_P15_A08	NA	black	0	0	0
MGH54_P15_A09	-0.0731316365024	red	1	0.26063	2.9662
MGH54_P15_A10	NA	black	0	0	5.535
MGH54_P15_A11	NA	black	0	0	4.3259
MGH54_P15_A12	NA	black	0	0	2.0728
MGH54_P15_B01	NA	black	0	0	2.4348
MGH54_P15_B02	NA	black	0	0	0
MGH54_P15_B03	NA	black	0	0.39287	0
MGH54_P15_B04	NA	black	0	2.7	0
MGH54_P15_B05	NA	black	0	0	4.757
MGH54_P15_B06	NA	black	0	0	4.3458
MGH54_P15_B07	NA	black	0	0	0
MGH54_P15_B09	NA	black	0	0	1.8777
MGH54_P15_B10	NA	black	0	0	0
MGH54_P15_B11	NA	black	0	0.24975	0
MGH54_P15_C01	NA	black	0	0	2.9773
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0	0
MGH54_P15_C05	NA	black	0	0	4.0535
MGH54_P15_C06	-0.611305179571	red	1	0.14405	4.3981
MGH54_P15_C07	NA	black	0	0.42438	0
MGH54_P15_C08	NA	black	0	0	0
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	1.1237
MGH54_P15_C12	NA	black	0	0	5.0076
MGH54_P15_D01	NA	black	0	1.9653	0
MGH54_P15_D02	NA	black	0	0	1.3057
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	1.3403
MGH54_P15_D05	-0.721067412306	red	1	0.37295	5.2069
MGH54_P15_D07	-0.0275814891514	red	1	0.64062	2.8608
MGH54_P15_D08	NA	black	0	0.41251	0
MGH54_P15_D09	-0.479109944693	red	1	0.35727	4.2844
MGH54_P15_D10	0.570878622388	red	1	0.11902	1.4463
MGH54_P15_D11	NA	black	0	0.67987	0
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	2.116
MGH54_P15_E02	NA	black	0	0	2.4926
MGH54_P15_E03	NA	black	0	0.24123	0
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	0	2.2113
MGH54_P15_E06	NA	black	0	0	4.7426
MGH54_P15_E07	NA	black	0	0	4.0595
MGH54_P15_E08	NA	black	0	0	0
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	0.42546
MGH54_P15_E11	1.51082645984	green3	2	3.9898	4.6367
MGH54_P15_E12	0.97458829439	green3	2	0.27262	0.3505
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	2.679
MGH54_P15_F03	NA	black	0	0	0
MGH54_P15_F04	NA	black	0	0	0.63877
MGH54_P15_F05	NA	black	0	0	0
MGH54_P15_F06	NA	black	0	0	5.9802
MGH54_P15_F07	-0.0514928370208	red	1	0.49672	2.9315
MGH54_P15_F08	NA	black	0	0	0
MGH54_P15_F09	NA	black	0	0	4.7214
MGH54_P15_F10	NA	black	0	0	5.0116
MGH54_P15_F11	0.761885716899	green3	2	0.1903	0.94636
MGH54_P15_F12	NA	black	0	0	1.8999
MGH54_P15_G03	NA	black	0	0	0.8844
MGH54_P15_G04	NA	black	0	0	1.7583
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	NA	black	0	0	2.3016
MGH54_P15_G07	NA	black	0	0	4.9955
MGH54_P15_G08	NA	black	0	0	0.68527
MGH54_P15_G09	NA	black	0	0	0
MGH54_P15_G10	NA	black	0	0.16092	0
MGH54_P15_G11	NA	black	0	0	0
MGH54_P15_G12	NA	black	0	0	4.8726
MGH54_P15_H01	NA	black	0	0	4.4013
MGH54_P15_H03	NA	black	0	0	0
MGH54_P15_H04	NA	black	0	0	0
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	-0.420430039181	red	1	0.63599	4.5976
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	NA	black	0	0	0
MGH54_P15_H11	NA	black	0	5.8809	0
MGH54_P15_H12	-0.446016914556	red	1	0.53705	4.4792
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	4.2079
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	0	4.3907
MGH54_P16_A06	NA	black	0	0	5.5557
MGH54_P16_A07	NA	black	0	0	1.4217
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	2.6072
MGH54_P16_A10	NA	black	0	0.22897	0
MGH54_P16_A11	NA	black	0	0	5.2694
MGH54_P16_A12	-0.751521660113	red	1	3.0167	0.83188
MGH54_P16_B01	NA	black	0	0	3.7004
MGH54_P16_B02	NA	black	0	0	0.65168
MGH54_P16_B03	NA	black	0	0	4.1625
MGH54_P16_B04	NA	black	0	0	0.29866
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	0	0.55778
MGH54_P16_B08	0.850061103575	green3	2	0.39067	0.44784
MGH54_P16_B09	NA	black	0	0	0
MGH54_P16_B10	1.15858535135	green3	2	2.7077	5.6096
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	5.6523
MGH54_P16_C01	NA	black	0	0	2.0261
MGH54_P16_C02	NA	black	0	0	5.1276
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	3.5491
MGH54_P16_C05	0.0263532355941	red	1	0.49262	2.6704
MGH54_P16_C06	NA	black	0	0	5.1651
MGH54_P16_C07	NA	black	0	0	1.3584
MGH54_P16_C08	NA	black	0	0	0
MGH54_P16_C09	NA	black	0	0	5.0104
MGH54_P16_C10	-0.445889730822	red	1	0.44679	4.3066
MGH54_P16_C11	NA	black	0	0	2.1365
MGH54_P16_C12	NA	black	0	0	0.98987
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	0	0
MGH54_P16_D05	NA	black	0	0	2.346
MGH54_P16_D06	NA	black	0	0	0
MGH54_P16_D07	NA	black	0	0	4.0207
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	4.1144
MGH54_P16_D11	NA	black	0	0	0
MGH54_P16_D12	NA	black	0	0.23266	0
MGH54_P16_E01	NA	black	0	0	3.7019
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	NA	black	0	0	0
MGH54_P16_E06	NA	black	0	0	3.9754
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	4.2606
MGH54_P16_E11	NA	black	0	0	0
MGH54_P16_E12	NA	black	0	0	3.1643
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	NA	black	0	0.25701	0
MGH54_P16_F05	NA	black	0	0	0
MGH54_P16_F06	NA	black	0	0	0.31615
MGH54_P16_F07	NA	black	0	0	2.4144
MGH54_P16_F08	NA	black	0	0	1.5588
MGH54_P16_F09	NA	black	0	0	5.1865
MGH54_P16_F10	NA	black	0	5.4034	0
MGH54_P16_F11	NA	black	0	0	0
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	4.1485
MGH54_P16_G03	NA	black	0	0	2.1087
MGH54_P16_G04	NA	black	0	0	0
MGH54_P16_G05	NA	black	0	0	4.2975
MGH54_P16_G06	NA	black	0	0	4.3975
MGH54_P16_G07	0.584646013042	red	1	0.19661	1.342
MGH54_P16_G08	NA	black	0	0	4.6532
MGH54_P16_G09	NA	black	0	0	0
MGH54_P16_G10	0.0282120297009	red	1	0.29866	2.6857
MGH54_P16_G11	-0.562579579999	red	1	0.21412	4.349
MGH54_P16_G12	NA	black	0	0	3.6913
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	NA	black	0	0	1.4378
MGH54_P16_H05	NA	black	0	0	0.9138
MGH54_P16_H06	NA	black	0	0	0
MGH54_P16_H07	NA	black	0	0	5.5296
MGH54_P16_H08	NA	black	0	0	3.0199
MGH54_P16_H09	NA	black	0	0	1.962
MGH54_P16_H10	NA	black	0	0.12565	0
MGH54_P16_H11	NA	black	0	0	0
MGH54_P16_H12	NA	black	0	0	0
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	0.328528824384	red	1	0.72683	1.45
MGH54_P17_A04	NA	black	0	0	2.2801
MGH54_P17_A05	NA	black	0	0.54003	0
MGH54_P17_A06	NA	black	0	0	1.3109
MGH54_P17_A07	NA	black	0	0	5.6418
MGH54_P17_A08	-0.0415450208845	red	1	0.35163	2.885
MGH54_P17_A09	NA	black	0	2.8663	0
MGH54_P17_A10	NA	black	0	0	0
MGH54_P17_A11	NA	black	0	0	2.0014
MGH54_P17_A12	NA	black	0	4.3285	0
MGH54_P17_B01	1.45514408518	green3	2	3.444	5.0703
MGH54_P17_B02	NA	black	0	0	0
MGH54_P17_B03	NA	black	0	0.58976	0
MGH54_P17_B05	NA	black	0	0	0
MGH54_P17_B06	NA	black	0	0	5.4684
MGH54_P17_B07	NA	black	0	0	0
MGH54_P17_B08	NA	black	0	0	2.4565
MGH54_P17_B09	NA	black	0	0	4.782
MGH54_P17_B10	NA	black	0	0	4.1536
MGH54_P17_B11	NA	black	0	0	3.0236
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0	0.42223
MGH54_P17_C05	NA	black	0	0	2.7976
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	0	0.47093
MGH54_P17_C08	NA	black	0	0	4.9339
MGH54_P17_C09	NA	black	0	0	5.5406
MGH54_P17_C10	NA	black	0	0	2.8842
MGH54_P17_C11	NA	black	0	0	0
MGH54_P17_C12	NA	black	0	0	1.8331
MGH54_P17_D01	NA	black	0	0	5.3316
MGH54_P17_D02	-1.98212888339	red	1	4.9155	0.53903
MGH54_P17_D03	NA	black	0	0	3.8771
MGH54_P17_D04	0.513151558161	red	1	0.36625	1.338
MGH54_P17_D05	NA	black	0	0	0
MGH54_P17_D06	NA	black	0	0	4.3833
MGH54_P17_D07	NA	black	0	0	1.2833
MGH54_P17_D09	NA	black	0	0	2.2564
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	3.9469
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	0	2.7325
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	0	0
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	0.855659647544	green3	2	0.27023	0.62574
MGH54_P17_F01	NA	black	0	0	0
MGH54_P17_F02	NA	black	0	0	0
MGH54_P17_F03	NA	black	0	0	2.4805
MGH54_P17_F04	NA	black	0	0.85439	0
MGH54_P17_F05	NA	black	0	0	4.1605
MGH54_P17_F07	NA	black	0	5.5445	0
MGH54_P17_F08	NA	black	0	0	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	-0.321504603292	red	1	0.29631	3.7039
MGH54_P17_F11	NA	black	0	0	3.2402
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	NA	black	0	0	4.8982
MGH54_P17_G03	NA	black	0	0	5.4814
MGH54_P17_G04	NA	black	0	0	0.45418
MGH54_P17_G05	NA	black	0	0	0
MGH54_P17_G06	NA	black	0	0.34028	0
MGH54_P17_G07	NA	black	0	0	3.3201
MGH54_P17_G08	NA	black	0	0.67356	0
MGH54_P17_G09	NA	black	0	0	2.0342
MGH54_P17_G10	NA	black	0	0	3.7708
MGH54_P17_G11	NA	black	0	6.6452	0
MGH54_P17_G12	NA	black	0	0	2.1953
MGH54_P17_H01	NA	black	0	0	0
MGH54_P17_H02	0.526506425975	red	1	5.6334	3.0161
MGH54_P17_H05	NA	black	0	0	0
MGH54_P17_H06	NA	black	0	0	0
MGH54_P17_H07	NA	black	0	0.57725	0
MGH54_P17_H08	NA	black	0	0	0
MGH54_P17_H09	NA	black	0	0	0
MGH54_P17_H10	NA	black	0	0.092207	0
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	0
MGH54_P6_A01	-0.136195120805	red	1	5.7767	2.4665
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	0.39177	0
MGH54_P6_A04	NA	black	0	0.39726	0
MGH54_P6_A05	NA	black	0	0	0
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	-0.158507284367	red	1	0.45207	3.2814
MGH54_P6_A08	NA	black	0	0	0
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	0	0
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	NA	black	0	0	1.0786
MGH54_P6_B02	-0.135465643224	red	1	0.76469	3.3936
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	NA	black	0	0	0
MGH54_P6_B05	0.139845385778	red	1	0.42331	2.3331
MGH54_P6_B06	NA	black	0	0	0
MGH54_P6_B07	NA	black	0	0	0
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0	0.9092
MGH54_P6_B10	NA	black	0	0	0.82619
MGH54_P6_B11	0.26616442461	red	1	0.6397	1.7778
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	3.955
MGH54_P6_C02	-0.407505223126	red	1	0.13225	3.8192
MGH54_P6_C03	NA	black	0	0	0
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	0.81558	0
MGH54_P6_C07	NA	black	0	0	0
MGH54_P6_C08	NA	black	0	0	1.7945
MGH54_P6_C09	NA	black	0	0	0
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0	1.373
MGH54_P6_C12	NA	black	0	0	5.0882
MGH54_P6_D01	NA	black	0	0	0
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	5.2774
MGH54_P6_D04	-0.808264032131	red	1	0.097611	4.894
MGH54_P6_D05	NA	black	0	0	0
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	NA	black	0	0	1.9287
MGH54_P6_D09	NA	black	0	0	1.6799
MGH54_P6_D10	NA	black	0	0	0
MGH54_P6_D11	NA	black	0	0	4.9869
MGH54_P6_D12	NA	black	0	0	2.326
MGH54_P6_E02	NA	black	0	0	0
MGH54_P6_E03	-0.456667017037	red	1	0.31499	4.1502
MGH54_P6_E04	NA	black	0	0	0.54992
MGH54_P6_E05	NA	black	0	0	4.0629
MGH54_P6_E07	NA	black	0	0	4.341
MGH54_P6_E08	NA	black	0	0	0
MGH54_P6_E09	1.83083906384	green3	2	4.7816	4.4698
MGH54_P6_E10	NA	black	0	0	4.5144
MGH54_P6_E11	NA	black	0	0	1.7264
MGH54_P6_E12	0.0647739895644	red	1	0.7536	2.4652
MGH54_P6_F01	NA	black	0	0.2302	0
MGH54_P6_F02	NA	black	0	0	0
MGH54_P6_F03	NA	black	0	0	0
MGH54_P6_F05	NA	black	0	0.55876	0
MGH54_P6_F06	NA	black	0	0	3.0952
MGH54_P6_F07	NA	black	0	0	2.2104
MGH54_P6_F08	NA	black	0	0	4.6293
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0	0
MGH54_P6_F11	NA	black	0	0	2.9797
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0	0
MGH54_P6_G02	NA	black	0	0	0
MGH54_P6_G03	NA	black	0	0	3.4781
MGH54_P6_G04	NA	black	0	0	0
MGH54_P6_G06	NA	black	0	0	4.1998
MGH54_P6_G07	NA	black	0	0	0
MGH54_P6_G08	-0.630424912292	red	1	0.38626	4.8892
MGH54_P6_G09	NA	black	0	0	0.67446
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	0	3.2522
MGH54_P6_G12	NA	black	0	0	2.6095
MGH54_P6_H01	NA	black	0	5.0887	0
MGH54_P6_H03	NA	black	0	4.3907	0
MGH54_P6_H05	NA	black	0	0	1.8032
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0.27858	0
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	NA	black	0	3.4901	0
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	0	1.269
MGH54_P6_H12	NA	black	0	5.3923	0
MGH54_P7_A02	NA	black	0	0	5.8078
MGH54_P7_A03	NA	black	0	6.8483	0
MGH54_P7_A04	NA	black	0	0	3.8406
MGH54_P7_A06	NA	black	0	0	0
MGH54_P7_A07	0.761713309637	green3	2	0.58688	0.31383
MGH54_P7_A08	NA	black	0	0.33113	0
MGH54_P7_A10	NA	black	0	0	3.6967
MGH54_P7_A11	NA	black	0	0	0.52406
MGH54_P7_A12	NA	black	0	0	0
MGH54_P7_B01	NA	black	0	0	4.9044
MGH54_P7_B03	NA	black	0	0	0
MGH54_P7_B04	NA	black	0	0	0
MGH54_P7_B05	NA	black	0	0	0.33685
MGH54_P7_B06	NA	black	0	0	0
MGH54_P7_B07	NA	black	0	0.37629	0
MGH54_P7_B08	NA	black	0	0.28451	0
MGH54_P7_B09	-0.261151921642	red	1	0.31499	3.5329
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	0	4.016
MGH54_P7_C03	NA	black	0	0	6.0987
MGH54_P7_C04	NA	black	0	0.26664	0
MGH54_P7_C05	NA	black	0	0	0
MGH54_P7_C06	NA	black	0	0	0
MGH54_P7_C07	-0.183638742859	red	1	0.95606	4.0214
MGH54_P7_C08	NA	black	0	0	3.014
MGH54_P7_C09	NA	black	0	0	2.5094
