Cell_name	Zvalue	Color	Cluster	SP1	STAR
MGH53_P4_B10	-0.0479588503681	green3	2	1.6599	0.41792
MGH53_P4_B11	0.359679417276	green3	2	0.30568	0.41251
MGH53_P4_C03	NA	black	0	0	0.58207
MGH53_P4_C11	0.24322591124	green3	2	0.069015	0.58111
MGH53_P4_C12	NA	black	0	0	3.8677
MGH53_P4_D04	NA	black	0	0	0.39506
MGH53_P4_D05	NA	black	0	0	0
MGH53_P4_D09	NA	black	0	0	0.20414
MGH53_P4_E01	6.10686543296	black	0	3.7038	5.2079
MGH53_P4_E02	NA	black	0	0	0
MGH53_P4_E07	NA	black	0	0	0
MGH53_P4_E08	NA	black	0	0	0.24001
MGH53_P4_E09	NA	black	0	1.9616	0
MGH53_P4_F01	NA	black	0	0	0.28451
MGH53_P4_F02	NA	black	0	0	0
MGH53_P4_F08	-0.146062093379	green3	2	3.2251	0.81311
MGH53_P4_F11	NA	black	0	0	0.24975
MGH53_P4_G02	0.176093314789	green3	2	0.97966	0.39506
MGH53_P4_G05	-0.440457785662	green3	2	4.2157	0.74416
MGH53_P4_G07	NA	black	0	0	0.48336
MGH53_P4_G08	NA	black	0	0	0.46362
MGH53_P4_G09	-0.294017098378	green3	2	2.2992	0.38405
MGH53_P4_H10	-0.215700353334	green3	2	1.9003	0.1375
MGH53_P4_H11	0.423599263197	green3	2	0.24975	0.3584
MGH53_P4_H12	NA	black	0	0	0.83431
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	2.1405	0
MGH54_P14_A04	NA	black	0	0	0.4049
MGH54_P14_A05	NA	black	0	0.18269	0
MGH54_P14_A06	NA	black	0	0	0.48543
MGH54_P14_A07	-0.489338018861	green3	2	3.9114	0.67627
MGH54_P14_A08	NA	black	0	0	0.30568
MGH54_P14_A09	0.0398018068673	green3	2	1.7115	4.7706
MGH54_P14_A10	NA	black	0	0	0.3584
MGH54_P14_A11	NA	black	0	0	0
MGH54_P14_A12	NA	black	0	3.5125	0
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	1.3868	0
MGH54_P14_B04	NA	black	0	3.9311	0
MGH54_P14_B05	NA	black	0	0	0
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	0	0
MGH54_P14_B08	NA	black	0	0	0
MGH54_P14_B09	NA	black	0	0	0.3471
MGH54_P14_B10	NA	black	0	0	0
MGH54_P14_B11	NA	black	0	0	0.6581
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0	0
MGH54_P14_C02	NA	black	0	0	0
MGH54_P14_C03	NA	black	0	0	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	0
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0.26544	0
MGH54_P14_C09	-0.951835192594	red	1	3.4902	0.28333
MGH54_P14_C10	NA	black	0	0	0
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	1.5514	0
MGH54_P14_D01	NA	black	0	0	0
MGH54_P14_D02	NA	black	0	0	0
MGH54_P14_D03	NA	black	0	0	0.44255
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0	0.27977
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	0	0.28333
MGH54_P14_D10	NA	black	0	0	0.50386
MGH54_P14_D11	NA	black	0	0	0
MGH54_P14_D12	NA	black	0	0	0
MGH54_P14_E01	NA	black	0	0	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0	0
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0	0.25217
MGH54_P14_E07	-0.153167037388	green3	2	2.0279	0.47508
MGH54_P14_E08	NA	black	0	0	0.48233
MGH54_P14_E09	NA	black	0	0	0
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0	0.45733
MGH54_P14_E12	NA	black	0	0.11636	0
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0.89685	0
MGH54_P14_F03	NA	black	0	3.1429	0
MGH54_P14_F04	NA	black	0	0	0.34596
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	0.498843293079	green3	2	0.11902	0.32193
MGH54_P14_F08	NA	black	0	0	0.19912
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0.54696
MGH54_P14_F11	NA	black	0	0	0
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0.49876
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	0
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	NA	black	0	0	0
MGH54_P14_G08	NA	black	0	3.768	0
MGH54_P14_G09	NA	black	0	0	0.22157
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	NA	black	0	0	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	1.3791
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	0.76469
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0	0.29983
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	NA	black	0	0	0.74244
MGH54_P15_A04	NA	black	0	0.81147	0
MGH54_P15_A05	NA	black	0	0	0.77905
MGH54_P15_A06	NA	black	0	0.94636	0
MGH54_P15_A07	NA	black	0	0	0.62387
MGH54_P15_A08	NA	black	0	1.263	0
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	1.0293
MGH54_P15_A12	NA	black	0	0	0
MGH54_P15_B01	NA	black	0	3.2305	0
MGH54_P15_B02	NA	black	0	1.4103	0
MGH54_P15_B03	-0.492796402455	green3	2	2.4268	0.16993
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	0
MGH54_P15_B07	NA	black	0	0	0.44996
MGH54_P15_B09	NA	black	0	2.3528	0
MGH54_P15_B10	NA	black	0	0.13356	0
MGH54_P15_B11	NA	black	0	0	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0	0
MGH54_P15_C05	NA	black	0	0	0
MGH54_P15_C06	NA	black	0	0	0
MGH54_P15_C07	NA	black	0	3.05	0
MGH54_P15_C08	NA	black	0	0	0.37851
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	0.41034
MGH54_P15_C12	NA	black	0	0	0
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	1.8396	0
MGH54_P15_D03	NA	black	0	0	1.8722
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0.26424
MGH54_P15_D09	NA	black	0	0	0
MGH54_P15_D10	NA	black	0	0	0
MGH54_P15_D11	NA	black	0	0	0
MGH54_P15_D12	NA	black	0	0	0.3115
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	0.63877	0
MGH54_P15_E03	NA	black	0	0	0
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	0	0
MGH54_P15_E06	NA	black	0	0	0
MGH54_P15_E07	NA	black	0	0	0
MGH54_P15_E08	NA	black	0	0	0.7277
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	0
MGH54_P15_E11	NA	black	0	0	0
MGH54_P15_E12	NA	black	0	0	0
MGH54_P15_F01	NA	black	0	0	2.2491
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0	0
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	1.1104	0
MGH54_P15_F06	NA	black	0	0	0.67265
MGH54_P15_F07	NA	black	0	0	0
MGH54_P15_F08	NA	black	0	0	0
MGH54_P15_F09	NA	black	0	0	0.26784
MGH54_P15_F10	NA	black	0	0	0.36625
MGH54_P15_F11	NA	black	0	0	0.20789
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0	0.37518
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	-0.112841625477	green3	2	2.0465	0.59168
MGH54_P15_G06	-0.382900639619	green3	2	2.4597	0.34937
MGH54_P15_G07	NA	black	0	3.728	0
MGH54_P15_G08	NA	black	0	0	0.22527
MGH54_P15_G09	NA	black	0	0	0
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	NA	black	0	3.6323	0
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	-0.578907821526	red	1	3.0606	0.41251
MGH54_P15_H04	-0.410073750767	green3	2	2.4319	0.29278
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	1.8821	0
MGH54_P15_H08	NA	black	0	2.2339	0
MGH54_P15_H09	NA	black	0	0.19156	0
MGH54_P15_H10	NA	black	0	0	0
MGH54_P15_H11	NA	black	0	0	0
MGH54_P15_H12	NA	black	0	0	0.584
MGH54_P16_A01	NA	black	0	0	0.69777
MGH54_P16_A02	NA	black	0	0.73031	0
MGH54_P16_A04	NA	black	0	0	0.38405
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	NA	black	0	0	0.97453
MGH54_P16_A07	NA	black	0	0	0
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0.05797	0
MGH54_P16_A10	NA	black	0	0	0.46153
MGH54_P16_A11	NA	black	0	0	0.27858
MGH54_P16_A12	0.0418811075658	green3	2	1.0983	0.71633
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	NA	black	0	0	0
MGH54_P16_B03	NA	black	0	0	0
MGH54_P16_B04	NA	black	0	0	0.65718
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	0.27262
MGH54_P16_B07	NA	black	0	0	0.25942
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	0.0115303592747	green3	2	1.4552	0.63599
MGH54_P16_B10	NA	black	0	1.6299	0
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	NA	black	0	0	0.2916
MGH54_P16_C06	NA	black	0	0	0
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	-0.854352618715	red	1	3.282	0.27381
MGH54_P16_C09	NA	black	0	0	0
MGH54_P16_C10	NA	black	0	0	0.26303
MGH54_P16_C11	NA	black	0	0	0
MGH54_P16_C12	NA	black	0	3.4147	0
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	0	0.94261
MGH54_P16_D05	NA	black	0	0	0
MGH54_P16_D06	NA	black	0	0	0
MGH54_P16_D07	NA	black	0	1.4054	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	2.3508	0
MGH54_P16_D11	NA	black	0	2.0268	0
MGH54_P16_D12	NA	black	0	1.216	0
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	0.85599
MGH54_P16_E03	NA	black	0	2.3254	0
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	NA	black	0	0	0
MGH54_P16_E06	NA	black	0	1.1506	0
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	0.36625
MGH54_P16_E11	NA	black	0	0	0.46571
MGH54_P16_E12	NA	black	0	0	0
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	NA	black	0	0	0
MGH54_P16_F05	NA	black	0	0	0
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	0.0236491907574	green3	2	1.4568	0.22033
MGH54_P16_F08	0.271724787957	green3	2	0.64801	0.40381
MGH54_P16_F09	NA	black	0	0	0
MGH54_P16_F10	NA	black	0	3.4046	0
MGH54_P16_F11	-0.0189214568831	green3	2	1.5499	0.24732
MGH54_P16_G01	NA	black	0	0	0.67897
MGH54_P16_G02	NA	black	0	0	0
MGH54_P16_G03	NA	black	0	0	0
MGH54_P16_G04	NA	black	0	0	0
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	0	0.20038
MGH54_P16_G07	NA	black	0	0	0
MGH54_P16_G08	-1.69638040993	black	0	4.6721	0.24975
MGH54_P16_G09	NA	black	0	1.2546	0
MGH54_P16_G10	NA	black	0	0	0
MGH54_P16_G11	NA	black	0	0	0.23634
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	4.1094
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	NA	black	0	0	0
MGH54_P16_H05	0.0518537276391	green3	2	1.3929	0.2461
MGH54_P16_H06	NA	black	0	0	0
MGH54_P16_H07	NA	black	0	0	4.442
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	0	0
MGH54_P16_H10	NA	black	0	0	0.24489
MGH54_P16_H11	0.596679092845	green3	2	0.086784	0.23634
MGH54_P16_H12	NA	black	0	0	0
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	NA	black	0	3.7023	0
MGH54_P17_A04	NA	black	0	0	0
MGH54_P17_A05	NA	black	0	1.9902	0
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0	0.46467
MGH54_P17_A08	NA	black	0	4.4306	0
MGH54_P17_A09	NA	black	0	0	0
MGH54_P17_A10	NA	black	0	0	0.61447
MGH54_P17_A11	NA	black	0	0	0.32308
MGH54_P17_A12	NA	black	0	0	0
MGH54_P17_B01	0.0192956187087	green3	2	1.2815	0.75018
MGH54_P17_B02	NA	black	0	0	0
MGH54_P17_B03	NA	black	0	0.18269	0
MGH54_P17_B05	NA	black	0	0	0.48027
MGH54_P17_B06	NA	black	0	0	0.50386
MGH54_P17_B07	NA	black	0	1.5926	0
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	1.4071	0
MGH54_P17_B10	NA	black	0	0	0
MGH54_P17_B11	0.155686941512	green3	2	1.1177	0.30918
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0.13225	0
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0	0
MGH54_P17_C05	-0.411696383297	green3	2	2.4766	0.31962
MGH54_P17_C06	NA	black	0	0	0
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	0	0
MGH54_P17_C09	NA	black	0	0	0
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	NA	black	0	3.0286	0
MGH54_P17_C12	NA	black	0	0	0.21661
MGH54_P17_D01	NA	black	0	3.6373	0
MGH54_P17_D02	NA	black	0	0	0
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0	0
MGH54_P17_D05	NA	black	0	3.7747	0
MGH54_P17_D06	-0.548772402159	red	1	2.8637	0.36177
MGH54_P17_D07	NA	black	0	0	0
MGH54_P17_D09	NA	black	0	3.2016	0
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	1.1852	0
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	1.5845	0
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	1.1473	0
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	0	0.25459
MGH54_P17_F01	NA	black	0	0.34028	0
MGH54_P17_F02	NA	black	0	0	0
MGH54_P17_F03	NA	black	0	0	0
MGH54_P17_F04	NA	black	0	0	0.53207
MGH54_P17_F05	NA	black	0	0.14012	0
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0	5.3453
MGH54_P17_F11	NA	black	0	1.2406	0
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	2.3937
MGH54_P17_G02	-0.451743650971	green3	2	3.2456	0.57337
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	1.1667	0
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	NA	black	0	0	0
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0	0
MGH54_P17_G11	NA	black	0	0	0
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0.39506	0
MGH54_P17_H02	NA	black	0	0.27262	0
MGH54_P17_H05	NA	black	0	1.9153	0
MGH54_P17_H06	NA	black	0	0.82782	0
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	-0.400733065535	green3	2	2.547	0.37518
MGH54_P17_H09	-0.647510364705	red	1	3.0692	0.35614
MGH54_P17_H10	NA	black	0	0	0
MGH54_P17_H11	NA	black	0	0	0.69153
MGH54_P17_H12	NA	black	0	1.5425	0
MGH54_P6_A01	NA	black	0	0	0.55974
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0	0.17249
MGH54_P6_A05	NA	black	0	3.5177	0
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	NA	black	0	0	1.3918
MGH54_P6_A08	NA	black	0	2.6415	0
MGH54_P6_A09	NA	black	0	1.2314	0
MGH54_P6_A10	NA	black	0	0	0.48233
MGH54_P6_A11	NA	black	0	0	0.94785
MGH54_P6_A12	NA	black	0	0	0
MGH54_P6_B01	NA	black	0	0	0.39067
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	NA	black	0	0	0
MGH54_P6_B04	NA	black	0	2.6383	0
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	NA	black	0	0	0
MGH54_P6_B07	-0.057370487305	green3	2	0.48646	0.90072
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0	0.86552
MGH54_P6_B10	NA	black	0	0	4.8503
MGH54_P6_B11	NA	black	0	0	3.9313
MGH54_P6_B12	NA	black	0	0	4.7634
MGH54_P6_C01	NA	black	0	0.13225	0
MGH54_P6_C02	NA	black	0	0	0
MGH54_P6_C03	NA	black	0	0	0.57918
MGH54_P6_C04	NA	black	0	0	0
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0	0
MGH54_P6_C08	NA	black	0	0	0
MGH54_P6_C09	NA	black	0	1.1731	0
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0	0.5509
MGH54_P6_C12	NA	black	0	0	0.98623
MGH54_P6_D01	NA	black	0	0	1.1276
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	0.67627
MGH54_P6_D04	NA	black	0	0	0
MGH54_P6_D05	-0.459385365996	green3	2	3.027	0.50691
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	NA	black	0	0.73466	0
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	0	0.42653
MGH54_P6_D11	NA	black	0	1.6425	0
MGH54_P6_D12	NA	black	0	0.22651	0
MGH54_P6_E02	NA	black	0	0	2.626
MGH54_P6_E03	NA	black	0	0	0.3505
MGH54_P6_E04	NA	black	0	0	0
MGH54_P6_E05	NA	black	0	0	0
MGH54_P6_E07	NA	black	0	0	0.85917
MGH54_P6_E08	-0.179696029911	green3	2	2.0225	0.40163
MGH54_P6_E09	NA	black	0	0	0
MGH54_P6_E10	NA	black	0	0	0
MGH54_P6_E11	NA	black	0	0	2.9345
MGH54_P6_E12	NA	black	0	0	0
MGH54_P6_F01	NA	black	0	0	0.25217
MGH54_P6_F02	NA	black	0	0	1.3219
MGH54_P6_F03	NA	black	0	1.9355	0
MGH54_P6_F05	NA	black	0	0	0.60502
MGH54_P6_F06	NA	black	0	0	0.53804
MGH54_P6_F07	NA	black	0	0	0.42116
MGH54_P6_F08	0.34503819711	green3	2	0.3115	0.42761
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0	0
MGH54_P6_F11	NA	black	0	0.18396	0
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	2.6274	0
MGH54_P6_G02	-0.138511698381	green3	2	2.8321	0.77062
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	0.241896288632	green3	2	0.86869	0.32654
MGH54_P6_G06	NA	black	0	0	0.35389
MGH54_P6_G07	0.260520686806	green3	2	0.3774	0.50995
MGH54_P6_G08	NA	black	0	0	0.34028
MGH54_P6_G09	NA	black	0	0	0.58496
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	2.4839	0
MGH54_P6_G12	-0.158342200643	green3	2	0.32423	0.99783
MGH54_P6_H01	NA	black	0	2.9902	0
MGH54_P6_H03	NA	black	0	0	0.65901
MGH54_P6_H05	NA	black	0	0.09356	0
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	-0.0957477785896	green3	2	1.2091	1.2376
MGH54_P6_H08	NA	black	0	0	0.96421
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	NA	black	0	2.373	0
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	NA	black	0	0	0.4351
MGH54_P7_A03	NA	black	0	0	0
MGH54_P7_A04	NA	black	0	0	0
MGH54_P7_A06	NA	black	0	0	0.24001
MGH54_P7_A07	0.559675423135	green3	2	0.1003	0.26784
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	NA	black	0	0	0.07861
MGH54_P7_A12	NA	black	0	0	0.35502
MGH54_P7_B01	NA	black	0	0	0.29042
MGH54_P7_B03	NA	black	0	0	0.60217
MGH54_P7_B04	NA	black	0	0	0.72247
MGH54_P7_B05	NA	black	0	0	0
MGH54_P7_B06	NA	black	0	0	0
MGH54_P7_B07	NA	black	0	4.0565	0
MGH54_P7_B08	NA	black	0	0	2.7954
MGH54_P7_B09	NA	black	0	0	0.62012
MGH54_P7_B10	NA	black	0	0	0.29631
MGH54_P7_B12	NA	black	0	0	0.34142
MGH54_P7_C01	NA	black	0	0	0.31615
MGH54_P7_C03	NA	black	0	0	0
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	-0.204783389912	green3	2	1.9895	0.29983
MGH54_P7_C06	NA	black	0	0	0
MGH54_P7_C07	NA	black	0	0	0
MGH54_P7_C08	NA	black	0	0	0.35389
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0	0.2558
MGH54_P7_C11	NA	black	0	0	0
MGH54_P7_C12	NA	black	0	0	0.39616
MGH54_P7_D01	NA	black	0	0	0
MGH54_P7_D02	NA	black	0	0	0.39067
MGH54_P7_D03	NA	black	0	0	0
MGH54_P7_D04	NA	black	0	0	0.44573
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	-1.23314187188	red	1	4.3134	0.36849
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	1.0286	0
MGH54_P7_D12	-0.231579657676	green3	2	1.9211	0.12433
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	0
MGH54_P7_E03	NA	black	0	0	0
MGH54_P7_E04	NA	black	0	0	0.51197
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	NA	black	0	0	0.94785
MGH54_P7_E08	NA	black	0	0	0.77989
MGH54_P7_E09	NA	black	0	0	0
MGH54_P7_E10	NA	black	0	0	0
MGH54_P7_E11	NA	black	0	0	0.46884
MGH54_P7_E12	NA	black	0	0	0
MGH54_P7_F01	NA	black	0	0	0
MGH54_P7_F02	NA	black	0	0.19787	0
MGH54_P7_F03	NA	black	0	0	0
MGH54_P7_F04	NA	black	0	0	0.82293
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0	0.42546
MGH54_P7_F08	NA	black	0	0	0.25822
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	NA	black	0	0	0.28096
MGH54_P7_G02	NA	black	0	0	0.19661
MGH54_P7_G03	NA	black	0	0	0
MGH54_P7_G04	NA	black	0	0	0.61353
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	NA	black	0	0	0
MGH54_P7_G09	NA	black	0	0	0
MGH54_P7_G10	NA	black	0	1.4335	0
MGH54_P7_G11	NA	black	0	0	0
MGH54_P7_H01	NA	black	0	0	0
MGH54_P7_H02	NA	black	0	0	0.75958
MGH54_P7_H04	NA	black	0	0	0
MGH54_P7_H05	NA	black	0	0	0
MGH54_P7_H09	NA	black	0	0	0
MGH54_P7_H10	NA	black	0	0	0.22527
MGH54_P8_A01	NA	black	0	0	0.42438
MGH54_P8_A06	NA	black	0	0	1.3606
MGH54_P8_A07	NA	black	0	0	0.60502
MGH54_P8_A09	NA	black	0	0	0.4916
MGH54_P8_A10	NA	black	0	0	0.70487
MGH54_P8_A11	NA	black	0	0	0.34255
MGH54_P8_A12	NA	black	0	0	0
MGH54_P8_B01	NA	black	0	0	0.39835
MGH54_P8_B02	NA	black	0	0	0.61918
MGH54_P8_B04	NA	black	0	0	0.28688
MGH54_P8_B08	NA	black	0	0	0.41034
MGH54_P8_B09	NA	black	0	0	0.46153
MGH54_P8_B12	NA	black	0	0	0.65352
MGH54_P8_C02	NA	black	0	0	0
MGH54_P8_C04	0.0847011935341	green3	2	0.088142	0.73031
MGH54_P8_C06	NA	black	0	0	0
MGH54_P8_C07	NA	black	0	3.6396	0
MGH54_P8_C09	-1.23557959717	red	1	4.6896	0.45207
MGH54_P8_C12	NA	black	0	0	0
MGH54_P8_D01	NA	black	0	0	0
MGH54_P8_D03	NA	black	0	0	0.55876
MGH54_P8_D04	NA	black	0	0	0.28924
MGH54_P8_D05	NA	black	0	0	0.98477
MGH54_P8_D06	NA	black	0	0	0
