Cell_name	Zvalue	Color	Cluster	POU2F1	SNAPC1
MGH36_P7_D07	NA	black	0	0	0.51702
MGH36_P7_D08	-0.971857231181	red	1	3.4366	0.49774
MGH36_P7_D09	NA	black	0	0.027154	0
MGH36_P7_D10	0.714774021697	red	1	0.032806	0.15445
MGH36_P7_D11	0.912183760409	red	1	3.0351	1.8836
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	3.8704	0
MGH36_P7_E05	0.3649094427	red	1	0.051024	0.61164
MGH36_P7_E07	NA	black	0	0.78073	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	1.1342	0
MGH36_P7_E12	0.705093891157	red	1	0.032806	0.16736
MGH36_P7_F01	-1.64602886485	red	1	4.2892	0.35952
MGH36_P7_F02	NA	black	0	3.1102	0
MGH36_P7_F03	0.70858412795	red	1	0.055196	0.14405
MGH36_P7_F04	0.631374862996	green3	2	0.051024	0.25217
MGH36_P7_F06	0.688623805603	red	1	0.055196	0.17121
MGH36_P7_F08	NA	black	0	0	4.2413
MGH36_P7_F09	0.698677299158	red	1	0.02432	0.18269
MGH36_P7_F10	NA	black	0	0.43403	0
MGH36_P7_F11	-0.0239323689205	red	1	0.035624	1.1316
MGH36_P7_F12	-2.59902672212	black	0	0.069015	4.5299
MGH36_P7_G01	-2.01590985997	black	0	0.018634	3.663
MGH36_P7_G02	NA	black	0	0.027154	0
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0	0.77989
MGH36_P7_G05	NA	black	0	3.0467	0
MGH36_P7_G06	NA	black	0	0	0
MGH36_P7_G08	NA	black	0	3.7841	0
MGH36_P7_G09	NA	black	0	0.035624	0
MGH36_P7_G10	NA	black	0	0	0.8213
MGH36_P7_G11	-1.33400961358	red	1	0.034216	2.8294
MGH36_P7_H01	NA	black	0	1.9027	0
MGH36_P7_H02	-1.643467128	red	1	0.11636	3.3834
MGH36_P7_H03	NA	black	0	1.2302	0
MGH36_P7_H04	NA	black	0	0	0.14796
MGH36_P7_H07	NA	black	0	0.21537	0
MGH36_P7_H08	0.598704584997	green3	2	0.059355	0.29042
MGH36_P7_H10	NA	black	0	0.02432	0
MGH36_P7_H11	0.710720030589	red	1	0.044044	0.15056
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	2.3604	0
MGH36_P5_A03	NA	black	0	1.7519	0
MGH36_P5_A05	0.530410094056	green3	2	0.1375	0.32998
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	0.496399310441	green3	2	0.048236	0.43616
MGH36_P5_A08	NA	black	0	0.92296	0
MGH36_P5_A09	2.52950014801	black	0	2.8586	3.4394
MGH36_P5_B02	-0.357883932523	red	1	1.8254	0.29866
MGH36_P5_B03	NA	black	0	0	0.543
MGH36_P5_B04	NA	black	0	0.19409	0
MGH36_P5_B05	0.564582910824	green3	2	0.14666	0.27262
MGH36_P5_B06	0.702705686289	red	1	0.014355	0.18523
MGH36_P5_B07	0.515052178074	green3	2	0.075875	0.39397
MGH36_P5_B08	-0.0830180330233	red	1	0.92752	1.5979
MGH36_P5_B09	0.391329953169	red	1	0.58785	0.096262
MGH36_P5_B10	NA	black	0	2.2642	0
MGH36_P5_B11	0.641020041098	green3	2	0.048236	0.24123
MGH36_P5_C01	NA	black	0	2.6606	0
MGH36_P5_C02	-1.54946545736	red	1	3.4093	0.10165
MGH36_P5_C03	0.724032292616	red	1	0.03984	0.13619
MGH36_P5_C04	0.769749926908	red	1	0.055196	0.060739
MGH36_P5_C05	0.615843172489	green3	2	0.011496	0.301
MGH36_P5_C06	0.641646020694	green3	2	0.11503	0.1865
MGH36_P5_C09	-0.340263654055	red	1	1.7355	0.21412
MGH36_P5_C11	NA	black	0	0	0.096262
MGH36_P5_C12	NA	black	0	0.073135	0
MGH36_P5_D01	0.0970208725361	red	1	1.6007	1.4709
MGH36_P5_D02	0.195363061457	red	1	0.8528	0.18777
MGH36_P5_D03	-0.694344026905	red	1	2.2379	0.14926
MGH36_P5_D04	0.716724658389	red	1	0.062122	0.12697
MGH36_P5_D06	0.400471724029	red	1	0.025738	0.57531
MGH36_P5_D07	0.48238575071	green3	2	0.071763	0.44148
MGH36_P5_D08	0.777034025081	red	1	0.038436	0.066261
MGH36_P5_D09	-2.27712483027	black	0	0.45943	5.6132
MGH36_P5_D11	0.706293752392	red	1	0.049631	0.15186
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	0.197572194014	red	1	1.3016	4.4101
MGH36_P5_E03	-0.372996015751	red	1	1.7677	0.18142
MGH36_P5_E05	-0.133343332007	red	1	1.4772	0.45733
MGH36_P5_E07	0.659473715066	red	1	0.03984	0.2228
MGH36_P5_E08	-0.667824433592	red	1	2.7115	0.4813
MGH36_P5_E09	0.404409947872	red	1	0.027154	0.56949
MGH36_P5_E10	0.684473395604	red	1	0.014355	0.20914
MGH36_P5_E11	-1.10598438595	red	1	2.9241	0.18777
MGH36_P5_F02	0.296219539605	red	1	0.72857	0.1003
MGH36_P5_F04	-0.655959350186	red	1	2.2464	0.21039
MGH36_P5_F05	-0.784032023064	red	1	2.409	0.1776
MGH36_P5_F06	-0.61267935328	red	1	2.1127	0.14796
MGH36_P5_F07	0.0420613316441	red	1	1.099	0.2461
MGH36_P5_F08	-1.99018196594	black	0	0.13881	3.9116
MGH36_P5_F09	-0.245883599392	red	1	2.2101	0.77062
MGH36_P5_F10	-0.154988409533	red	1	0.86076	1.8266
MGH36_P5_F11	-3.13731755366	black	0	0.062122	5.1963
MGH36_P5_G01	NA	black	0	1.9023	0
MGH36_P5_G02	NA	black	0	0	0.14926
MGH36_P5_G04	NA	black	0	0	0.2302
MGH36_P5_G06	-1.64340422537	red	1	4.2428	0.34823
MGH36_P5_G07	0.682045231617	red	1	0.042644	0.1903
MGH36_P5_G08	-2.35402542478	black	0	0.042644	4.1445
MGH36_P5_G09	0.55917401807	green3	2	0.048236	0.35163
MGH36_P5_G10	0.596698954135	green3	2	0.074505	0.28214
MGH36_P5_G11	-1.72671275665	red	1	3.8781	0.18903
MGH36_P5_H02	-1.32962332437	red	1	3.151	0.12961
MGH36_P5_H03	0.208874222135	red	1	0.39177	0.70399
MGH36_P5_H05	0.170369829306	red	1	0.86631	0.27262
MGH36_P5_H06	0.254419747722	red	1	0.086784	0.74932
MGH36_P5_H07	-0.602052792164	red	1	2.3536	0.36289
MGH36_P5_H09	-0.0495104788341	red	1	0.13225	1.1725
MGH36_P10_A02	NA	black	0	2.4859	0
MGH36_P10_A04	NA	black	0	0.89064	0
MGH36_P10_A05	NA	black	0	0.35614	0
MGH36_P10_A06	NA	black	0	0.15186	0
MGH36_P10_A07	0.0824494605306	red	1	0.27143	0.96643
MGH36_P10_A09	NA	black	0	1.2222	0
MGH36_P10_A11	NA	black	0	0.36849	0
MGH36_P10_A12	1.7583646949	red	1	3.0695	2.5529
MGH36_P10_B01	-0.140091576578	red	1	1.4049	0.21412
MGH36_P10_B03	NA	black	0	1.3323	0
MGH36_P10_B05	NA	black	0	1.196	0
MGH36_P10_B07	0.456014885514	green3	2	0.069015	0.47923
MGH36_P10_B08	NA	black	0	1.157	0
MGH36_P10_B10	NA	black	0	1.6045	0
MGH36_P10_B11	NA	black	0	0	2.4573
MGH36_P10_C01	NA	black	0	0	2.9627
MGH36_P10_C03	NA	black	0	0	0.37629
MGH36_P10_C04	-0.105893001535	red	1	1.3945	0.39726
MGH36_P10_C06	NA	black	0	1.5155	0
MGH36_P10_C07	NA	black	0	3.1018	0
MGH36_P10_C08	NA	black	0	0.53406	0
MGH36_P10_C09	-1.75943630482	red	1	0.066261	3.4351
MGH36_P10_C10	NA	black	0	0.29514	0
MGH36_P10_C12	0.293434705375	red	1	1.442	2.9237
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	2.16532734493	black	0	3.342	2.664
MGH36_P10_D03	-0.480450967026	red	1	2.1134	0.3584
MGH36_P10_D04	NA	black	0	2.2222	0
MGH36_P10_D05	NA	black	0	0	1.1421
MGH36_P10_D07	NA	black	0	0	0.21164
MGH36_P10_D09	0.514290084416	green3	2	0.082703	0.39067
MGH36_P10_D10	NA	black	0	1.1622	0
MGH36_P10_D11	NA	black	0	0	3.7315
MGH36_P10_D12	-0.144380693179	red	1	1.6581	0.67084
MGH36_P10_E02	NA	black	0	2.5457	0
MGH36_P10_E03	NA	black	0	1.2271	0
MGH36_P10_E04	-0.424038513434	red	1	1.9568	0.3115
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0.69777	0
MGH36_P10_E10	NA	black	0	2.8274	0
MGH36_P10_E11	NA	black	0	1.0663	0
MGH36_P10_E12	NA	black	0	0.16864	0
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	0.20163
MGH36_P10_F05	NA	black	0	0.03984	0
MGH36_P10_F06	NA	black	0	0.07861	0
MGH36_P10_F08	4.09590059912	black	0	3.0934	4.4249
MGH36_P10_F09	NA	black	0	0.62293	0
MGH36_P10_F10	NA	black	0	0.5509	0
MGH36_P10_F11	-0.523781745677	red	1	0.8488	3.3502
MGH36_P10_F12	-0.949331301603	red	1	0.035624	2.3369
MGH36_P10_G01	-0.861030535187	red	1	0.54003	3.0762
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	1.787	0
MGH36_P10_G05	-0.19821578414	red	1	1.5003	0.21164
MGH36_P10_G06	NA	black	0	1.4044	0
MGH36_P10_G07	0.606258595008	green3	2	0.056584	0.28214
MGH36_P10_G08	NA	black	0	0	4.1467
MGH36_P10_G09	-0.295236072784	red	1	0.68706	1.9953
MGH36_P10_G10	NA	black	0	0.70576	0
MGH36_P10_G11	NA	black	0	2.014	0
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0.33228	0
MGH36_P10_H04	NA	black	0	2.4484	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	1.01944341642	red	1	1.6668	4.5022
MGH36_P10_H12	-0.22177945442	red	1	0.21785	1.4484
MGH36_P8_A01	NA	black	0	2.344	0
MGH36_P8_A03	NA	black	0	1.3679	0
MGH36_P8_A04	0.060763377994	red	1	1.3028	1.9111
MGH36_P8_A06	NA	black	0	0.67265	0
MGH36_P8_A07	1.81062879478	red	1	2.4	3.4086
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	-0.707843172327	red	1	2.3426	0.22033
MGH36_P8_A11	-0.608397736151	red	1	0.37962	2.2342
MGH36_P8_A12	0.201494302091	red	1	0.24001	0.77905
MGH36_P8_B01	-1.34539537349	red	1	0.14143	3.0197
MGH36_P8_B02	NA	black	0	0	0
MGH36_P8_B03	NA	black	0	0	0
MGH36_P8_B04	NA	black	0	0.18142	0
MGH36_P8_B05	NA	black	0	0.976	0
MGH36_P8_B08	-0.700989359824	red	1	2.4201	0.2857
MGH36_P8_B09	-0.790106970432	red	1	0.07861	2.1712
MGH36_P8_B10	-0.11831784429	red	1	1.1144	3.2019
MGH36_P8_B11	NA	black	0	1.6572	0
MGH36_P8_B12	NA	black	0	1.0587	0
MGH36_P8_C01	-9.09761161587e-05	red	1	1.1827	1.0697
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	3.91625745089	black	0	2.9207	4.5993
MGH36_P8_C05	NA	black	0	1.3317	0
MGH36_P8_C06	NA	black	0	1.7816	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	3.0652	0
MGH36_P8_D01	NA	black	0	0	3.4037
MGH36_P8_D03	0.525422082229	green3	2	2.0925	2.0025
MGH36_P8_D04	0.0525566326054	red	1	1.2351	3.7042
MGH36_P8_D05	NA	black	0	1.9822	0
MGH36_P8_D07	NA	black	0	0.045443	0
MGH36_P8_D08	NA	black	0	0	0
MGH36_P8_D09	0.468876310268	green3	2	0.096262	0.44573
MGH36_P8_D10	NA	black	0	0.3471	0
MGH36_P8_D11	0.0377944067413	red	1	1.229	2.8813
MGH36_P8_D12	NA	black	0	0.079975	0
MGH36_P8_E01	NA	black	0	0.64155	0
MGH36_P8_E02	0.120561233612	red	1	1.4335	1.8552
MGH36_P8_E03	-0.167247650072	red	1	1.905	0.77905
MGH36_P8_E04	1.67764816382	red	1	2.3992	3.2397
MGH36_P8_E05	1.45408458983	red	1	2.236	3.2444
MGH36_P8_E06	NA	black	0	0.077243	0
MGH36_P8_E08	-0.246974072462	red	1	1.5524	0.14535
MGH36_P8_E10	NA	black	0	0	0.47405
MGH36_P8_F02	NA	black	0	1.722	0
MGH36_P8_F04	NA	black	0	0	0.419
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	-1.45340905584	red	1	0.39067	3.7937
MGH36_P8_G01	-1.11299524772	red	1	0.18396	2.7592
MGH36_P8_G02	NA	black	0	0	4.4858
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	NA	black	0	0	2.4785
MGH36_P8_G05	NA	black	0	3.1185	0
MGH36_P8_G06	0.0925197736566	red	1	1.9501	1.3068
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0.39287
MGH36_P8_G09	NA	black	0	2.766	0
MGH36_P8_G10	-1.3976497521	red	1	0.052416	2.9394
MGH36_P8_G12	0.202879009822	red	1	0.65535	0.52005
MGH36_P8_H01	NA	black	0	0.12565	0
MGH36_P8_H03	NA	black	0	1.809	0
MGH36_P8_H04	NA	black	0	0	0.87814
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	1.3511	0
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	-1.67207334349	red	1	0.36849	4.1063
MGH36_P8_H11	-0.464079503469	red	1	1.8922	0.15575
MGH36_P9_A01	-0.610105161331	red	1	0.15186	1.988
MGH36_P9_A02	NA	black	0	1.5705	0
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0.97526	0
MGH36_P9_A06	NA	black	0	2.3291	0
MGH36_P9_A07	0.00333834496587	red	1	1.1661	0.22651
MGH36_P9_A09	NA	black	0	0	3.5218
MGH36_P9_A10	0.692944919766	red	1	1.8274	2.7761
MGH36_P9_A11	-0.36120924607	red	1	1.7799	0.22897
MGH36_P9_A12	NA	black	0	1.8608	0
MGH36_P9_B01	0.502172214093	green3	2	2.7521	1.6187
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0.39287	0
MGH36_P9_B07	NA	black	0	1.6964	0
MGH36_P9_B08	NA	black	0	1.2345	0
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	0.13488	0
MGH36_P9_B11	-0.125106649104	red	1	1.406	0.3115
MGH36_P9_B12	0.157570225619	red	1	0.20539	0.85838
MGH36_P9_C01	NA	black	0	1.8516	0
MGH36_P9_C02	-0.0201058159854	red	1	1.2963	0.86156
MGH36_P9_C03	NA	black	0	0	0.86711
MGH36_P9_C05	-0.165013016847	red	1	1.4865	0.32769
MGH36_P9_C07	NA	black	0	0	0.28924
MGH36_P9_C08	NA	black	0	0	2.9146
MGH36_P9_C09	-0.550239599067	red	1	2.1557	0.2857
MGH36_P9_C11	NA	black	0	0	0.21661
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	1.434	0
MGH36_P9_D07	NA	black	0	0.12168	0
MGH36_P9_D08	NA	black	0	0	3.234
MGH36_P9_D09	NA	black	0	2.4797	0
MGH36_P9_D10	-0.0333407155588	red	1	0.57628	1.1903
MGH36_P9_D11	-0.902707539982	red	1	2.8875	0.34483
MGH36_P9_E01	NA	black	0	0.51299	0
MGH36_P9_E02	NA	black	0	1.0201	0
MGH36_P9_E03	-0.782775239695	red	1	2.3989	0.17121
MGH36_P9_E04	0.308702155872	red	1	0.7031	0.11503
MGH36_P9_E05	-0.831261342742	red	1	0.40054	2.681
MGH36_P9_E06	0.465703439662	green3	2	0.089498	0.45418
MGH36_P9_E07	-0.279074220105	red	1	1.6924	0.31383
MGH36_P9_E08	1.48791528773	red	1	2.8168	2.5178
MGH36_P9_E10	NA	black	0	0.46467	0
MGH36_P9_E11	NA	black	0	2.113	0
MGH36_P9_E12	-0.209108247427	red	1	0.2558	1.4425
MGH36_P9_F02	NA	black	0	2.2872	0
MGH36_P9_F03	0.59624418341	green3	2	0.060739	0.29278
MGH36_P9_F04	0.571379678194	green3	2	1.8687	2.3962
MGH36_P9_F08	-0.712012570049	red	1	2.3228	0.19912
MGH36_P9_F09	-0.343473276659	red	1	0.64893	2.0656
MGH36_P9_F10	NA	black	0	1.1808	0
MGH36_P9_F11	NA	black	0	0	3.3262
MGH36_P9_F12	NA	black	0	0.38626	0
MGH36_P9_G03	0.000718923827111	red	1	1.1718	0.38957
MGH36_P9_G04	NA	black	0	0	0.86631
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	-1.23147136527	red	1	0.24245	3.0437
MGH36_P9_G07	0.0132966053039	red	1	1.1243	0.73118
MGH36_P9_G08	-1.27120220302	red	1	0.27143	3.1669
MGH36_P9_G09	1.18171912115	red	1	2.2561	2.8088
MGH36_P9_G10	-1.61317079847	red	1	0.02432	3.1683
MGH36_P9_G11	NA	black	0	0.45523	0
MGH36_P9_H01	NA	black	0	0.21039	0
MGH36_P9_H02	NA	black	0	0	4.1114
MGH36_P9_H03	NA	black	0	2.5526	0
MGH36_P9_H04	NA	black	0	0.17632	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0.073135	0
MGH36_P9_H08	NA	black	0	1.412	0
MGH36_P9_H10	0.409994531324	green3	2	0.43936	0.26303
MGH36_P9_H11	-0.219456762286	red	1	1.5205	0.17377
MGH36_P9_H12	NA	black	0	1.2786	0
MGH36_P2_A01	2.70567663963	black	0	2.7832	3.7209
MGH36_P2_A03	-0.35114965729	red	1	1.7502	0.20914
MGH36_P2_A04	NA	black	0	0	4.0332
MGH36_P2_A05	0.690738356757	red	1	0.032806	0.1865
MGH36_P2_A06	2.41739652937	black	0	2.7704	3.4601
MGH36_P2_A07	-1.06035928184	red	1	3.4053	0.42868
MGH36_P2_A08	NA	black	0	0	0.28924
MGH36_P2_A11	0.609406590683	green3	2	0.071763	0.26664
MGH36_P2_B03	0.793311764538	red	1	0.014355	0.066261
MGH36_P2_B04	0.66980275092	red	1	0.092207	0.16607
MGH36_P2_B05	-1.57426610319	red	1	3.9767	0.30568
MGH36_P2_B06	0.410604605123	green3	2	0.60502	0.012926
MGH36_P2_B07	-0.351225573293	red	1	1.6627	0.048236
MGH36_P2_B08	-0.113661396105	red	1	1.3657	0.23511
MGH36_P2_B09	-0.149322101844	red	1	1.4011	0.14143
MGH36_P2_B10	-0.526216860067	red	1	1.9888	0.15704
MGH36_P2_B11	NA	black	0	0.071763	0
MGH36_P2_B12	0.69922780842	red	1	0.05797	0.15445
MGH36_P2_C02	0.689167967474	red	1	0.037031	0.18523
MGH36_P2_C03	0.757668669743	red	1	0.02148	0.10702
MGH36_P2_C04	-0.183186976227	red	1	1.4772	0.21661
MGH36_P2_C07	-1.19037287885	red	1	2.8276	0.055196
MGH36_P2_C08	0.498814083318	green3	2	0.066261	0.42223
MGH36_P2_C09	0.450910606645	green3	2	0.48749	0.11237
MGH36_P2_C10	0.702798535533	red	1	0.069015	0.14012
MGH36_P2_C11	-0.842035107775	red	1	2.473	0.15834
MGH36_P2_C12	NA	black	0	0	0.47612
MGH36_P2_D01	1.18635533207	red	1	2.5714	2.4297
MGH36_P2_D02	0.706689114736	red	1	0.070389	0.13356
MGH36_P2_D04	NA	black	0	1.107	0
MGH36_P2_D05	0.726145967069	red	1	0.074505	0.10299
MGH36_P2_D06	0.00218701651703	red	1	0.96864	1.0969
MGH36_P2_D07	0.668708311273	red	1	0.089498	0.16993
MGH36_P2_D08	0.775991049473	red	1	0.05797	0.049631
MGH36_P2_D09	0.7058135975	red	1	0.12697	0.082703
MGH36_P2_D10	-0.795505216112	red	1	3.0903	0.51501
MGH36_P2_D11	0.350701783946	red	1	0.2228	0.54794
MGH36_P2_E01	0.227932403968	red	1	0.72857	0.33685
MGH36_P2_E02	0.654946978083	red	1	0.020058	0.24367
MGH36_P2_E03	-0.346405290292	red	1	1.8193	0.3173
MGH36_P2_E04	-0.522870568625	red	1	1.9697	0.14012
MGH36_P2_E06	0.792179447831	red	1	0.012926	0.069015
MGH36_P2_E07	0.608569581864	green3	2	0.018634	0.30568
MGH36_P2_E08	-0.87017301682	red	1	2.7795	0.32077
MGH36_P2_E09	0.522563355342	green3	2	0.41684	0.060739
MGH36_P2_E10	1.19382231698	red	1	1.6982	4.8519
MGH36_P2_F02	NA	black	0	1.9764	0
MGH36_P2_F03	1.1582484079	red	1	1.722	4.5508
MGH36_P2_F04	0.241111923022	red	1	0.82619	0.055196
MGH36_P2_F06	0.492867599126	green3	2	0.20914	0.33228
MGH36_P2_F07	NA	black	0	0	0.092207
MGH36_P2_F08	0.647301985466	red	1	0.017209	0.2558
MGH36_P2_F10	0.671526784012	red	1	0.03984	0.20664
MGH36_P2_F11	-1.07080346961	red	1	2.8129	0.15445
MGH36_P2_F12	0.560194027571	green3	2	0.064883	0.33914
MGH36_P2_G01	NA	black	0	0.16993	0
MGH36_P2_G02	0.751128298565	red	1	0.014355	0.12168
MGH36_P2_G03	0.775450059651	red	1	0.011496	0.092207
MGH36_P2_G04	NA	black	0	2.9214	0
MGH36_P2_G05	-0.715795202278	red	1	2.1667	0.04684
MGH36_P2_G07	NA	black	0	0	3.6093
MGH36_P2_G08	0.703150752938	red	1	0.15704	0.056584
MGH36_P2_G09	NA	black	0	0.010064	0
MGH36_P2_G11	-2.68049024813	black	0	0.042644	4.5567
MGH36_P2_G12	-1.04784055714	red	1	3.0411	0.29514
MGH36_P2_H01	NA	black	0	0.14926	0
MGH36_P2_H02	NA	black	0	0.54794	0
MGH36_P2_H03	-0.722373410104	red	1	2.4364	0.27143
MGH36_P2_H04	0.768281743923	red	1	0.028569	0.086784
MGH36_P2_H05	0.704373369541	red	1	0.096262	0.1137
MGH36_P2_H06	0.546654165047	green3	2	0.14274	0.30217
MGH36_P2_H07	0.513763419906	green3	2	0.11237	0.37184
MGH36_P2_H10	0.623944609534	green3	2	0.011496	0.29042
MGH53_P5_A02	NA	black	0	0	1.962
MGH53_P5_A03	2.91429992174	black	0	3.2945	3.2415
MGH53_P5_A04	NA	black	0	1.2792	0
MGH53_P5_A06	NA	black	0	3.6174	0
MGH53_P5_A07	NA	black	0	3.1215	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	2.6232	0
MGH53_P5_A11	-0.155731952111	red	1	0.83915	1.7858
MGH53_P5_B01	NA	black	0	1.9115	0
MGH53_P5_B03	NA	black	0	1.766	0
MGH53_P5_B04	NA	black	0	0.12829	0
MGH53_P5_B05	NA	black	0	0	0.63691
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	NA	black	0	1.1686	0
MGH53_P5_B08	NA	black	0	2.6576	0
MGH53_P5_B09	NA	black	0	0.4957	0
MGH53_P5_B10	-0.809721942722	red	1	0.81885	4.2355
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	1.3657
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	1.1947	0
MGH53_P5_C04	NA	black	0	0	4.9187
MGH53_P5_C05	NA	black	0	2.7828	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0.14796	0
MGH53_P5_C08	NA	black	0	0.38184	0
MGH53_P5_C09	-0.345533424764	red	1	1.9264	0.43403
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	-0.13886082343	red	1	1.763	0.76638
MGH53_P5_D01	1.33335817084	red	1	2.2774	2.9904
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	3.6452	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	3.7066	0
MGH53_P5_D09	0.990844428398	red	1	1.6215	4.7962
MGH53_P5_D11	NA	black	0	0	0.95531
MGH53_P5_E01	NA	black	0	0.24732	0
MGH53_P5_E02	NA	black	0	2.8546	0
MGH53_P5_E03	NA	black	0	0.24123	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	1.7954
MGH53_P5_E09	0.000957033478262	red	1	1.1979	1.2004
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	0.0562960722719	red	1	0.96791	0.70576
MGH53_P5_F03	-1.3539791619	red	1	0.36737	3.5461
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	-0.685230214302	red	1	0.22157	2.168
MGH53_P5_F07	-0.287344350884	red	1	1.923	0.54696
MGH53_P5_F08	NA	black	0	0	0.86235
MGH53_P5_F10	NA	black	0	0	3.1499
MGH53_P5_F11	NA	black	0	0.36737	0
MGH53_P5_G01	NA	black	0	2.0058	0
MGH53_P5_G04	NA	black	0	0.60502	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0.18015	0
MGH53_P5_G08	-1.95606004251	black	0	0.090853	3.7474
MGH53_P5_G09	0.0365480476338	red	1	1.0983	0.37962
MGH53_P5_G10	-0.675218603058	red	1	2.1355	0.074505
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	3.2313
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	-0.165265953603	red	1	0.20414	1.3567
MGH53_P5_H05	0.129854707744	red	1	0.21661	0.89918
MGH53_P5_H07	NA	black	0	0.4678	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	-0.589919725355	red	1	2.7	0.55287
MGH53_P6_A01	-0.104160997055	red	1	1.4854	0.61353
MGH53_P6_A02	NA	black	0	0	0.46884
MGH53_P6_A03	NA	black	0	0.55189	0
MGH53_P6_A04	0.526949979178	green3	2	0.20914	0.27858
MGH53_P6_A05	NA	black	0	1.648	0
MGH53_P6_A06	NA	black	0	0.048236	0
MGH53_P6_A07	NA	black	0	0.14926	0
MGH53_P6_A08	-1.56787920337	red	1	3.3433	0.056584
MGH53_P6_A09	NA	black	0	2.0257	0
MGH53_P6_A10	-0.440615762636	red	1	1.8691	0.17377
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	1.1512
MGH53_P6_B03	-0.00570750691215	red	1	1.1865	0.44042
MGH53_P6_B04	0.41803480249	green3	2	0.25338	0.419
MGH53_P6_B05	-0.595151904106	red	1	0.79992	3.345
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0
MGH53_P6_B10	NA	black	0	0.059355	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	-0.90980853435	red	1	0.048236	2.299
MGH53_P6_C04	-0.293671809704	red	1	1.6309	0.15963
MGH53_P6_C05	NA	black	0	1.7621	0
MGH53_P6_C06	-0.377222377402	red	1	2.0007	0.43936
MGH53_P6_C07	NA	black	0	0.044044	0
MGH53_P6_C08	NA	black	0	0.40708	0
MGH53_P6_C09	NA	black	0	3.3825	0
MGH53_P6_C10	NA	black	0	0	0.26903
MGH53_P6_C11	NA	black	0	3.9212	0
