Cell_name	Zvalue	Color	Cluster	BCL2L11	CREB1
MGH53_P6_G04	NA	black	0	0	0.096262
MGH53_P6_G05	NA	black	0	0	2.0356
MGH53_P6_G06	NA	black	0	0	0.95084
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0.41359	0
MGH53_P6_G09	NA	black	0	0	2.8482
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	4.0405
MGH53_P6_H01	NA	black	0	0	0.3471
MGH53_P6_H02	NA	black	0	0	2.724
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0.19912
MGH53_P6_H07	NA	black	0	0	1.976
MGH53_P6_H09	NA	black	0	0	0.038436
MGH53_P6_H10	NA	black	0	0	0.090853
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	0.17377
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0	2.7523
MGH53_P7_A05	NA	black	0	0	1.6323
MGH53_P7_A06	NA	black	0	0	0
MGH53_P7_A07	NA	black	0	0	1.2376
MGH53_P7_A09	NA	black	0	0	4.383
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	0	0.1635
MGH53_P7_B01	-1.29605512133	red	1	0.18269	2.7527
MGH53_P7_B02	-0.676061292349	green3	2	2.1661	0.10299
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	0.096262
MGH53_P7_B05	NA	black	0	0	0.08134
MGH53_P7_B06	NA	black	0	0	0
MGH53_P7_B07	-0.0926778745126	green3	2	1.6929	0.77905
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	NA	black	0	0	2.1894
MGH53_P7_B11	NA	black	0	0	0.59072
MGH53_P7_B12	NA	black	0	0	0
MGH53_P7_C01	NA	black	0	0	0.69777
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	NA	black	0	0	0.1003
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	NA	black	0	0	3.2815
MGH53_P7_C09	NA	black	0	0	0.22404
MGH53_P7_C11	NA	black	0	0	2.8718
MGH53_P7_C12	NA	black	0	0	0.53007
MGH53_P7_D01	NA	black	0	0	0.17505
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	1.39883093914	blue	3	2.0939	3.242
MGH53_P7_D04	NA	black	0	0	0.23511
MGH53_P7_D05	NA	black	0	0	2.5991
MGH53_P7_D06	NA	black	0	0	0.14143
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0	0.20539
MGH53_P7_D11	NA	black	0	0	0.13356
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0.11902
MGH53_P7_E02	NA	black	0	0	0.22774
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	1.9298	0
MGH53_P7_E06	NA	black	0	0	0.38847
MGH53_P7_E07	NA	black	0	0	0.067639
MGH53_P7_E08	NA	black	0	0	0.13093
MGH53_P7_E09	NA	black	0	0	0.60975
MGH53_P7_E10	NA	black	0	0	0.16864
MGH53_P7_E11	NA	black	0	0	0.075875
MGH53_P7_E12	0.717407141419	green3	2	0.10568	0.053806
MGH53_P7_F01	NA	black	0	0	3.7732
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0	0.20914
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	NA	black	0	0	0.21537
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	0	0
MGH53_P7_F10	NA	black	0	0	3.4759
MGH53_P7_F11	-2.73831582473	black	0	0.073135	4.2887
MGH53_P7_F12	NA	black	0	0	0.62854
MGH53_P7_G01	NA	black	0	0	0.20414
MGH53_P7_G03	NA	black	0	0	3.7881
MGH53_P7_G04	NA	black	0	0	0
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0.096262	0
MGH53_P7_G08	NA	black	0	0	0.084064
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0.044044
MGH53_P7_G12	NA	black	0	0	2.6702
MGH53_P7_H01	NA	black	0	0	0.20414
MGH53_P7_H02	NA	black	0	0	3.6606
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0	0.49262
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	0	0.1375
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	0
MGH53_P7_H11	NA	black	0	0	2.7353
MGH53_P7_H12	NA	black	0	0	0.22651
MGH53_P8_A01	NA	black	0	0	1.7891
MGH53_P8_A02	0.695983713706	green3	2	0.12565	0.064883
MGH53_P8_A03	NA	black	0	0	0.04684
MGH53_P8_A04	NA	black	0	0	0
MGH53_P8_A05	NA	black	0	0	2.426
MGH53_P8_A06	NA	black	0	0.079975	0
MGH53_P8_A07	NA	black	0	0	0.053806
MGH53_P8_A08	NA	black	0	0	0.096262
MGH53_P8_A09	NA	black	0	0	0.21785
MGH53_P8_A10	NA	black	0	0	0.10434
MGH53_P8_A11	NA	black	0	0	0.21164
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	3.2071	0
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	NA	black	0	0	0.038436
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	NA	black	0	0	0.12961
MGH53_P8_C02	NA	black	0	0	0.19409
MGH53_P8_C03	NA	black	0	0	0.08134
MGH53_P8_C04	NA	black	0	0	4.2663
MGH53_P8_C08	NA	black	0	0	1.2491
MGH53_P8_C09	NA	black	0	0	0
MGH53_P8_C10	NA	black	0	0	1.2969
MGH53_P8_C11	NA	black	0	0	0.31267
MGH53_P8_C12	NA	black	0	0	0.23389
MGH53_P8_D01	NA	black	0	0	3.5545
MGH53_P8_D02	NA	black	0	0	0
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0.10702
MGH53_P8_D05	NA	black	0	0	0.028569
MGH53_P8_D06	NA	black	0	0	2.7696
MGH53_P8_D07	NA	black	0	0	2.1545
MGH53_P8_D08	NA	black	0	1.6299	0
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0	0.26424
MGH53_P8_E05	NA	black	0	0	1.7429
MGH53_P8_E06	NA	black	0	0	3.2308
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	3.225
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	NA	black	0	0	0.24975
MGH53_P8_F02	NA	black	0	0	0.59646
MGH53_P8_F04	NA	black	0	0	0
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	NA	black	0	0	0.22897
MGH53_P8_F07	NA	black	0	0.45312	0
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	NA	black	0	0	0
MGH53_P8_F11	NA	black	0	0	0.12433
MGH53_P8_G01	0.197722887954	green3	2	0.80488	0.2461
MGH53_P8_G02	1.38845173475	blue	3	5.1769	1.5768
MGH53_P8_G03	NA	black	0	0	0.14796
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0
MGH53_P8_G06	0.277416744948	green3	2	0.29983	0.55778
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	NA	black	0	0	1.9115
MGH53_P8_G09	NA	black	0	0	0.10836
MGH53_P8_G10	NA	black	0	0	1.4714
MGH53_P8_G11	NA	black	0	0	0.10165
MGH53_P8_G12	NA	black	0	0	0.31615
MGH53_P8_H01	NA	black	0	0	0.38847
MGH53_P8_H02	NA	black	0	0	0.089498
MGH53_P8_H03	NA	black	0	0	0.10836
MGH53_P8_H04	NA	black	0	2.3036	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	3.6612
MGH53_P8_H07	NA	black	0	0	4.993
MGH53_P8_H08	NA	black	0	0	0.29278
MGH53_P8_H09	NA	black	0	0	3.758
MGH53_P8_H10	NA	black	0	0	2.6318
MGH53_P8_H11	0.72499272261	green3	2	0.071763	0.073135
MGH53_P8_H12	NA	black	0	0	0.79494
MGH53_P1_A03	NA	black	0	0	2.4764
MGH53_P1_A04	NA	black	0	0	0
MGH53_P1_A06	NA	black	0	0	3.054
MGH53_P1_A07	NA	black	0	0	0.12961
MGH53_P1_A08	NA	black	0	0	4.255
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	NA	black	0	0	0
MGH53_P1_B09	NA	black	0	0	0
MGH53_P1_B11	NA	black	0	0	0.14535
MGH53_P1_C03	NA	black	0	0	0.056584
MGH53_P1_C06	NA	black	0	0	3.6613
MGH53_P1_C09	NA	black	0	1.8488	0
MGH53_P1_C10	NA	black	0	1.0718	0
MGH53_P1_D01	NA	black	0	0	0.21537
MGH53_P1_D05	NA	black	0	0	0
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	NA	black	0	0	0.12433
MGH53_P1_E12	NA	black	0	0	0.071763
MGH53_P12_A01	NA	black	0	0	2.147
MGH53_P12_A02	NA	black	0	0	0.088142
MGH53_P12_A03	NA	black	0	0	3.0409
MGH53_P12_A04	NA	black	0	0	0.025738
MGH53_P12_A05	NA	black	0	0	0
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	-0.0722076654919	green3	2	1.0215	1.6164
MGH53_P12_A09	NA	black	0	1.3351	0
MGH53_P12_A10	NA	black	0	0	1.0649
MGH53_P12_A11	NA	black	0	0	2.0759
MGH53_P12_A12	NA	black	0	0	0.10836
MGH53_P12_B01	NA	black	0	0	3.223
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0	0.12697
MGH53_P12_B05	-1.47982420497	red	1	0.26183	3.1574
MGH53_P12_B06	NA	black	0	0	0.052416
MGH53_P12_B07	NA	black	0	0	0.053806
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	NA	black	0	0	0.051024
MGH53_P12_B11	NA	black	0	0	3.1587
MGH53_P12_B12	NA	black	0	0	0.28451
MGH53_P12_C01	NA	black	0	0	0.064883
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	NA	black	0	0	3.8891
MGH53_P12_C04	NA	black	0	0	3.3248
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	-0.276034125609	green3	2	1.6586	0.25338
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	NA	black	0	0	0.10568
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	NA	black	0	0.14535	0
MGH53_P12_C11	NA	black	0	0	0.10165
MGH53_P12_C12	NA	black	0	0	3.7168
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0.25096
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	0.09356
MGH53_P12_D07	NA	black	0	0	0.041243
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	NA	black	0	0	0.3115
MGH53_P12_D10	NA	black	0	0	2.8335
MGH53_P12_D11	NA	black	0	0	0.066261
MGH53_P12_D12	NA	black	0	0	0.77737
MGH53_P12_E01	NA	black	0	0	0
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	1.4657
MGH53_P12_E04	NA	black	0	0	0.34255
MGH53_P12_E05	NA	black	0	0	0.13488
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	0
MGH53_P12_E08	NA	black	0	0	0
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	1.3242
MGH53_P12_E12	NA	black	0	0	0.034216
MGH53_P12_F01	NA	black	0	0	0.26063
MGH53_P12_F02	NA	black	0	0	0
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	0	3.9791
MGH53_P12_F06	0.733461188722	green3	2	0.089498	0.04684
MGH53_P12_F07	NA	black	0	0	0.17377
MGH53_P12_F08	NA	black	0	0	2.9338
MGH53_P12_F09	NA	black	0	0	4.2642
MGH53_P12_F10	NA	black	0	0	0.25338
MGH53_P12_F11	0.104736833723	green3	2	0.19409	0.8496
MGH53_P12_F12	NA	black	0	0	0.79244
MGH53_P12_G01	NA	black	0	0	0
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	-1.09482497491	red	1	2.7183	0.070389
MGH53_P12_G07	NA	black	0	0	0.12168
MGH53_P12_G08	-3.49605991677	black	0	0.1177	5.3252
MGH53_P12_G09	NA	black	0	0	0.070389
MGH53_P12_G10	NA	black	0	0	3.2759
MGH53_P12_G11	NA	black	0	0	4.6683
MGH53_P12_G12	NA	black	0	0	0.35389
MGH53_P12_H01	NA	black	0	0	0.29748
MGH53_P12_H02	NA	black	0	0	1
MGH53_P12_H03	NA	black	0	0	2.9968
MGH53_P12_H04	NA	black	0	0	3.438
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	NA	black	0	0	0.044044
MGH53_P12_H07	-0.847642592018	green3	2	0.20038	2.176
MGH53_P12_H08	NA	black	0	0	0
MGH53_P12_H09	NA	black	0	0	0.26063
MGH53_P12_H10	NA	black	0	0	2.3926
MGH53_P12_H11	NA	black	0	0	0.070389
MGH53_P12_H12	NA	black	0	0	0.085425
MGH53_P2_A09	NA	black	0	0	0.074505
MGH53_P2_A11	NA	black	0	0	0.066261
MGH53_P2_A12	NA	black	0	0	0.08134
MGH53_P2_B05	NA	black	0	0	0.074505
MGH53_P2_B07	NA	black	0	0	0.074505
MGH53_P2_B09	NA	black	0	0	2.0837
MGH53_P2_B10	NA	black	0	0	0.57046
MGH53_P2_C01	NA	black	0	0	0
MGH53_P2_C02	NA	black	0	0	0.048236
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0	0.43936
MGH53_P2_C09	NA	black	0	0	0
MGH53_P2_D01	NA	black	0	0	3.7848
MGH53_P2_D02	NA	black	0	0	2.3366
MGH53_P2_D07	NA	black	0	0.25217	0
MGH53_P2_D08	NA	black	0	0	0.73898
MGH53_P2_D12	NA	black	0	0	0.90997
MGH53_P2_E04	NA	black	0	0	3.1447
MGH53_P2_E10	NA	black	0	0	3.799
MGH53_P2_F02	NA	black	0	0	1.9111
MGH53_P2_F03	NA	black	0	0	0.092207
MGH53_P2_F04	NA	black	0	0	3.0241
MGH53_P2_F05	0.707151433485	green3	2	1.7672	2.7757
MGH53_P2_G02	NA	black	0	0	0.11902
MGH53_P2_G07	NA	black	0	0	2.2765
MGH53_P2_H01	NA	black	0	0	2.7231
MGH53_P10_A01	NA	black	0	0	0.98768
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0
MGH53_P10_A04	NA	black	0	0	0.071763
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	0
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0.098958
MGH53_P10_A09	NA	black	0	0	2.5221
MGH53_P10_A10	NA	black	0	0	0.24001
MGH53_P10_A11	NA	black	0	0	0.075875
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	0	3.4563
MGH53_P10_B03	NA	black	0	0.24853	0
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	NA	black	0	0	0
MGH53_P10_B06	NA	black	0	0	0.91609
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	0	0.24489
MGH53_P10_B09	NA	black	0	0	0.08134
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0.15186	0
MGH53_P10_B12	0.689630711279	green3	2	0.13225	0.067639
MGH53_P10_C01	NA	black	0	0	2.5772
MGH53_P10_C02	NA	black	0	0	0.059355
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	0
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0	0.123
MGH53_P10_C10	NA	black	0	0	0.18396
MGH53_P10_C11	NA	black	0	0	0.24489
MGH53_P10_C12	NA	black	0	0	0.20163
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0	0.082703
MGH53_P10_D03	NA	black	0	0	0
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	0	0
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	-0.960359366723	red	1	2.5984	0.11636
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	3.0864
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	NA	black	0	0	0.13093
MGH53_P10_E03	NA	black	0	0	2.4735
MGH53_P10_E04	NA	black	0	0	0.029983
MGH53_P10_E05	NA	black	0	0	2.7575
MGH53_P10_E06	NA	black	0	0	0.089498
MGH53_P10_E07	NA	black	0	0	1.2987
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	NA	black	0	0	0.10702
MGH53_P10_E11	NA	black	0	0	0.074505
MGH53_P10_E12	NA	black	0	0	0.1776
MGH53_P10_F01	NA	black	0	0	3.318
MGH53_P10_F02	NA	black	0	0	1.2035
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	NA	black	0	0	3.03
MGH53_P10_F05	NA	black	0	0	0.13093
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	0	0.086784
MGH53_P10_F08	NA	black	0	0	2.9577
MGH53_P10_F09	NA	black	0	0	2.0282
MGH53_P10_F10	NA	black	0	0	0.14274
MGH53_P10_F12	NA	black	0	0	0
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	-1.62399346237	red	1	3.5463	0.1137
MGH53_P10_G03	NA	black	0	0	0.053806
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	0	3.0249
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0	0.15704
MGH53_P10_G09	NA	black	0	0	3.2008
MGH53_P10_G11	NA	black	0	0	0.041243
MGH53_P10_H01	NA	black	0	0	3.1629
MGH53_P10_H02	NA	black	0	0	0
MGH53_P10_H04	NA	black	0	0	0.12697
MGH53_P10_H05	NA	black	0	0	2.6362
MGH53_P10_H06	NA	black	0	0	0.085425
MGH53_P10_H07	NA	black	0	0	0.070389
MGH53_P10_H08	NA	black	0	0	0.082703
MGH53_P10_H09	NA	black	0	0	3.945
MGH53_P10_H10	0.66904216886	green3	2	0.15316	0.077243
MGH53_P10_H11	NA	black	0	0	0.21412
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	NA	black	0	0	0.28214
MGH53_P11_A03	NA	black	0	0	3.1434
MGH53_P11_A04	NA	black	0	0	2.4908
MGH53_P11_A06	NA	black	0	0	0
MGH53_P11_A08	NA	black	0	0	0.14535
MGH53_P11_A09	NA	black	0	0	0.053806
MGH53_P11_A10	NA	black	0	0	2.5168
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	0	3.4756
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	0.15316
MGH53_P11_B04	NA	black	0	0	0
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	0	0.12961
MGH53_P11_B07	NA	black	0	0	0.11103
MGH53_P11_B08	NA	black	0	0	1.6475
MGH53_P11_B09	NA	black	0	0	3.4316
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	NA	black	0	0	2.0618
MGH53_P11_C01	NA	black	0	0	0.11636
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	0	2.5876
MGH53_P11_C05	NA	black	0	0	0.25217
MGH53_P11_C06	0.673673544305	green3	2	0.10702	0.11103
MGH53_P11_C07	NA	black	0	0	1.3846
MGH53_P11_C08	NA	black	0	0	2.8466
MGH53_P11_C09	NA	black	0	0	1.3127
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	0.19661
MGH53_P11_C12	NA	black	0	0	0.12565
MGH53_P11_D01	NA	black	0	0	0
MGH53_P11_D02	NA	black	0	0	1.5661
MGH53_P11_D03	-0.612390348749	green3	2	2.0548	0.084064
MGH53_P11_D04	NA	black	0	0	2.9256
MGH53_P11_D05	NA	black	0	0	0.34596
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	NA	black	0	0	0.18015
MGH53_P11_D09	NA	black	0	0	3.632
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	-0.481684033819	green3	2	2.1957	0.38736
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	NA	black	0	0	0.066261
MGH53_P11_E06	NA	black	0	0	1.5955
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	2.7519	0
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	0	3.6645
MGH53_P11_E12	NA	black	0	0	0.27739
MGH53_P11_F01	-1.93296089371	red	1	3.8021	0.04684
MGH53_P11_F02	NA	black	0	0	0
MGH53_P11_F03	NA	black	0	0	0.18903
MGH53_P11_F04	NA	black	0	0	0.56462
MGH53_P11_F05	NA	black	0	0	3.117
MGH53_P11_F07	NA	black	0	0	0.12961
MGH53_P11_F10	NA	black	0	0	0
MGH53_P11_F11	NA	black	0	2.4052	0
MGH53_P11_F12	NA	black	0	0	0
MGH53_P11_G01	NA	black	0	0	0.028569
MGH53_P11_G02	NA	black	0	0	0.36065
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0	2.6057
MGH53_P11_G05	NA	black	0	0	2.0032
MGH53_P11_G06	NA	black	0	0	0.1903
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	0.05797
MGH53_P11_G09	NA	black	0	0	0.049631
MGH53_P11_G10	NA	black	0	0	2.9764
MGH53_P11_G11	NA	black	0	0	0.2857
MGH53_P11_G12	NA	black	0	0	0.7866
MGH53_P11_H01	0.436482225858	green3	2	0.090853	0.43403
MGH53_P11_H02	NA	black	0	0	0.18015
MGH53_P11_H04	NA	black	0	0	0.32423
MGH53_P11_H05	NA	black	0	0	0.6332
MGH53_P11_H06	NA	black	0	0	0.75958
MGH53_P11_H07	NA	black	0	0	0.035624
MGH53_P11_H08	NA	black	0	1.364	0
MGH53_P11_H09	0.0412966889528	green3	2	1.067	0.44148
MGH53_P11_H10	0.635378511579	green3	2	0.1375	0.1375
MGH53_P11_H11	0.61583865646	green3	2	0.18777	0.12168
MGH53_P11_H12	NA	black	0	0	0.049631
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0.11636
MGH53_P9_A04	NA	black	0	0	0.32884
MGH53_P9_A05	NA	black	0	0	3.1114
MGH53_P9_A06	NA	black	0	0	1.1097
MGH53_P9_A07	NA	black	0	0	0
MGH53_P9_A08	NA	black	0	0	2.8817
MGH53_P9_A09	NA	black	0	0	2.5074
MGH53_P9_A10	NA	black	0	0	0.18777
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	0
MGH53_P9_B01	NA	black	0	0	0
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	0	2.0824
MGH53_P9_B04	NA	black	0	0	0
MGH53_P9_B05	NA	black	0	0	2.8777
MGH53_P9_B06	NA	black	0	0.16221	0
MGH53_P9_B07	-1.98537114337	red	1	0.15575	3.5886
MGH53_P9_B08	NA	black	0	0	0.084064
MGH53_P9_B09	NA	black	0	1.4076	0
MGH53_P9_B11	NA	black	0	0	2.7086
MGH53_P9_B12	NA	black	0	0	2.71
MGH53_P9_C01	NA	black	0	0	0.9313
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	NA	black	0	0.23511	0
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	NA	black	0	0	2.7422
MGH53_P9_C06	NA	black	0	0	1.537
MGH53_P9_C07	NA	black	0	0	1.4238
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0	0.086784
MGH53_P9_C10	NA	black	0	0	3.2501
MGH53_P9_C11	NA	black	0	0	2.5278
MGH53_P9_C12	NA	black	0	0	0.2228
MGH53_P9_D01	NA	black	0	0	0
MGH53_P9_D02	NA	black	0	0	0
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	0.16092
MGH53_P9_D05	NA	black	0	3.8104	0
MGH53_P9_D08	0.279169883418	green3	2	1.4319	2.7334
MGH53_P9_D09	NA	black	0	0	0.21039
MGH53_P9_D10	1.38667983613	blue	3	2.3031	2.7916
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0	0
MGH53_P9_F04	NA	black	0	0	0.082703
MGH53_P9_F05	NA	black	0	0	0.089498
MGH53_P9_F06	NA	black	0	0	0.12035
MGH53_P9_F07	NA	black	0	0	0
MGH53_P9_F08	NA	black	0	0	2.1444
MGH53_P9_F09	NA	black	0	0	0.079975
MGH53_P9_F10	NA	black	0	0	0.2762
MGH53_P9_F11	-0.155244051944	green3	2	1.4131	0.16479
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	0	0
MGH53_P9_G02	NA	black	0	0	1.4668
MGH53_P9_G03	NA	black	0	0	3.2171
MGH53_P9_G04	NA	black	0	0	0.092207
MGH53_P9_G07	NA	black	0	0.13881	0
MGH53_P9_G08	NA	black	0	0	0
MGH53_P9_G09	NA	black	0	0	0.13619
MGH53_P9_G12	NA	black	0	0	0
MGH53_P9_H01	NA	black	0	0	0
MGH53_P9_H02	1.41267343501	blue	3	2.6638	2.3818
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	NA	black	0	0	3.2488
MGH53_P9_H07	NA	black	0	0	2.4468
MGH53_P9_H08	NA	black	0	0	3.7278
MGH53_P9_H09	NA	black	0	0	2.0803
MGH53_P9_H10	NA	black	0	0	0
MGH53_P9_H11	NA	black	0	0	0
MGH53_P9_H12	NA	black	0	0	1.7966
MGH53_P4_A07	NA	black	0	0	2.4766
MGH53_P4_B01	NA	black	0	0	0.19156
MGH53_P4_B02	NA	black	0	0	0.12565
MGH53_P4_B08	-1.47912368727	red	1	0.12035	2.8815
MGH53_P4_B09	NA	black	0	0	0.04684
MGH53_P4_B10	-0.24896550106	green3	2	0.10434	1.3156
