Cell_name	Zvalue	Color	Cluster	ACOX1	PPARA
MGH36_P4_F06	NA	black	0	0	1.8094
MGH36_P4_F07	0.0382780398284	red	1	1.5627	0.07861
MGH36_P4_F09	0.599504644593	red	1	0.096262	0.063503
MGH36_P4_F10	NA	black	0	2.9738	0
MGH36_P4_F11	NA	black	0	0.074505	0
MGH36_P4_F12	-5.06480482864	black	0	0.085425	3.3974
MGH36_P4_G01	0.104332374627	red	1	0.12697	0.37962
MGH36_P4_G02	0.374717925203	red	1	0.44042	0.14405
MGH36_P4_G03	-5.73101687228	black	0	0.090853	3.7679
MGH36_P4_G04	NA	black	0	2.5509	0
MGH36_P4_G05	NA	black	0	0	0.18523
MGH36_P4_G06	0.636160861665	red	1	0.062122	0.048236
MGH36_P4_G08	0.174674966258	red	1	1.0186	0.1865
MGH36_P4_G09	0.524716518984	red	1	0.11902	0.10702
MGH36_P4_G10	0.396875802449	red	1	0.25942	0.16607
MGH36_P4_G11	NA	black	0	2.6374	0
MGH36_P4_H01	-0.685834150214	red	1	3.435	0.092207
MGH36_P4_H02	NA	black	0	0.084064	0
MGH36_P4_H03	-0.211217959223	red	1	4.4248	0.41251
MGH36_P4_H04	0.461550263509	red	1	0.092207	0.15316
MGH36_P4_H05	0.0485004396503	red	1	1.2461	0.34483
MGH36_P4_H09	0.386164876997	red	1	0.41792	0.14012
MGH36_P4_H12	-0.67383619145	red	1	3.7376	0.15704
MGH36_P6_A02	-0.537565339736	red	1	3.009	0.075875
MGH36_P6_A04	-0.222741135212	red	1	2.263	0.096262
MGH36_P6_A05	0.365710050915	red	1	0.18777	0.20038
MGH36_P6_A07	-2.92692812398	black	0	0.24245	2.3757
MGH36_P6_A08	NA	black	0	0	0.68885
MGH36_P6_A09	NA	black	0	0	0.12168
MGH36_P6_A10	-0.697867867862	red	1	3.4172	0.08134
MGH36_P6_A11	0.632873153483	red	1	0.098958	0.041243
MGH36_P6_B03	NA	black	0	0.123	0
MGH36_P6_B04	-0.768333027893	red	1	3.438	0.04684
MGH36_P6_B05	NA	black	0	0	0
MGH36_P6_B06	NA	black	0	1.7493	0
MGH36_P6_B10	-0.948443429695	red	1	3.8553	0.051024
MGH36_P6_B11	0.490209288973	red	1	0.063503	0.14012
MGH36_P6_B12	3.77886349885	black	0	3.9655	2.2001
MGH36_P6_C02	NA	black	0	2.8337	0
MGH36_P6_C03	0.00990887537134	red	1	1.6206	0.26544
MGH36_P6_C04	NA	black	0	3.0025	0
MGH36_P6_C05	NA	black	0	3.3721	0
MGH36_P6_C06	0.202405688147	red	1	0.077243	0.31962
MGH36_P6_C07	0.510232154936	red	1	0.066261	0.12697
MGH36_P6_C08	-0.547529353634	red	1	2.9754	0.05797
MGH36_P6_C09	NA	black	0	0.39506	0
MGH36_P6_C11	NA	black	0	1.9019	0
MGH36_P6_C12	0.564109436431	red	1	0.29396	0.035624
MGH36_P6_D01	0.0425021895698	red	1	1.5499	0.085425
MGH36_P6_D02	NA	black	0	1.6206	0
MGH36_P6_D03	-0.401600378107	red	1	2.8156	0.12433
MGH36_P6_D04	NA	black	0	0.32884	0
MGH36_P6_D05	4.23798792669	black	0	3.9931	2.3929
MGH36_P6_D06	0.485951365565	red	1	0.056584	0.14405
MGH36_P6_D07	-0.958120709625	red	1	4.2132	0.11103
MGH36_P6_D08	NA	black	0	0.42223	0
MGH36_P6_D10	0.156540811552	red	1	3.8652	0.55582
MGH36_P6_D11	0.45610647917	red	1	0.24975	0.12565
MGH36_P6_E02	4.84996769812	black	0	4.1601	2.5233
MGH36_P6_E03	NA	black	0	0	0.11237
MGH36_P6_E04	-2.72645949958	black	0	0.13619	2.1359
MGH36_P6_E05	3.22378577498	black	0	3.4976	2.3437
MGH36_P6_E06	-0.604789554057	red	1	3.4675	0.14405
MGH36_P6_E07	-0.471994188072	red	1	3.0609	0.1375
MGH36_P6_E08	-0.0351947472352	red	1	1.8679	0.28451
MGH36_P6_E09	-0.287738774072	red	1	2.9493	0.24975
MGH36_P6_E10	NA	black	0	0.24001	0
MGH36_P6_E11	0.41557375309	green3	2	3.1248	0.76723
MGH36_P6_E12	-0.510240003749	red	1	4.7313	0.32539
MGH36_P6_F01	-0.103745455489	red	1	1.943	0.09356
MGH36_P6_F04	-1.10099251367	red	1	4.1214	0.038436
MGH36_P6_F06	NA	black	0	0.49057	0
MGH36_P6_F07	0.560290894301	red	1	0.074505	0.09356
MGH36_P6_F08	-0.376957446682	red	1	2.5223	0.032806
MGH36_P6_F10	0.417079521783	green3	2	0.21164	0.16092
MGH36_P6_F12	0.200308142357	red	1	0.90612	0.19156
MGH36_P6_G01	-0.638369600087	red	1	3.1285	0.041243
MGH36_P6_G02	0.149045101325	red	1	1.1309	0.17887
MGH36_P6_G03	-0.611726392253	red	1	3.0963	0.049631
MGH36_P6_G04	-0.776874493843	red	1	4.0779	0.1635
MGH36_P6_G05	-0.0380202948181	red	1	1.7664	0.09356
MGH36_P6_G06	0.462301884453	red	1	0.16607	0.13881
MGH36_P6_G07	NA	black	0	0	0.10165
MGH36_P6_G08	-0.0574103967538	red	1	1.8754	0.18777
MGH36_P6_G09	NA	black	0	0.45838	0
MGH36_P6_G10	0.436334584533	green3	2	0.61164	0.035624
MGH36_P6_G11	0.374405776317	red	1	0.10836	0.20664
MGH36_P6_G12	0.27113615797	red	1	0.19156	0.26424
MGH36_P6_H06	-0.431243964575	red	1	2.7386	0.071763
MGH36_P6_H07	0.599065907784	red	1	0.049631	0.074505
MGH36_P6_H10	0.592342729198	red	1	2.1184	2.0851
MGH36_P6_H12	0.033190645463	red	1	1.5656	0.12697
MGH36_P7_A01	0.607359277817	red	1	2.0858	2.3564
MGH36_P7_A02	NA	black	0	0.064883	0
MGH36_P7_A03	-1.02990031785	red	1	4.0415	0.052416
MGH36_P7_A04	0.0129003896536	red	1	0.29631	0.43936
MGH36_P7_A06	0.255624163694	red	1	2.306	0.88986
MGH36_P7_A07	NA	black	0	0	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	-4.03116616019	black	0	0.10434	2.8524
MGH36_P7_A10	0.241668002987	red	1	0.90612	0.13619
MGH36_P7_A11	2.60403481228	black	0	3.3577	2.1047
MGH36_P7_A12	0.184806596933	red	1	1.1622	0.088142
MGH36_P7_B01	NA	black	0	0.096262	0
MGH36_P7_B02	0.375635002841	red	1	0.21537	0.18903
MGH36_P7_B03	-0.379769078974	red	1	3.0065	0.19156
MGH36_P7_B04	1.00617891985	red	1	2.4518	1.8922
MGH36_P7_B06	0.373580561897	red	1	0.16993	0.19787
MGH36_P7_B07	-0.114895530599	red	1	2.0172	0.13881
MGH36_P7_B08	NA	black	0	0	0.19912
MGH36_P7_B09	-0.43459266329	red	1	3.1901	0.19156
MGH36_P7_B10	NA	black	0	0.81721	0
MGH36_P7_B11	0.130385932014	red	1	1.0963	0.22897
MGH36_P7_B12	0.161431083549	red	1	1.2528	0.063503
MGH36_P7_C11	NA	black	0	3.4075	0
MGH36_P7_D01	NA	black	0	0	0.079975
MGH36_P7_D02	NA	black	0	0.77737	0
MGH36_P7_D03	-0.301818963237	red	1	2.654	0.16607
MGH36_P7_D05	NA	black	0	2.9674	0
MGH36_P7_D06	-0.796716301659	red	1	3.8435	0.1177
MGH36_P7_D07	0.399716398025	red	1	0.68527	0.042644
MGH36_P7_D08	0.512881316152	red	1	0.19156	0.098958
MGH36_P7_D09	-0.675785921498	red	1	3.1971	0.037031
MGH36_P7_D10	-0.18987273685	red	1	2.2076	0.1177
MGH36_P7_D11	-0.122680626674	red	1	0.20789	0.53107
MGH36_P7_E01	NA	black	0	0	0.43296
MGH36_P7_E03	0.531886541297	red	1	0.21039	0.08134
MGH36_P7_E04	NA	black	0	0.22033	0
MGH36_P7_E05	-2.01019054815	black	0	0.23143	1.7841
MGH36_P7_E07	NA	black	0	0.05797	0
MGH36_P7_E08	0.5389547886	red	1	0.10702	0.1003
MGH36_P7_E10	0.568746950806	red	1	0.062122	0.090853
MGH36_P7_E12	NA	black	0	2.2428	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	2.7606	0
MGH36_P7_F03	-0.547024224594	red	1	2.9203	0.03984
MGH36_P7_F04	NA	black	0	0.097611	0
MGH36_P7_F06	NA	black	0	0.1003	0
MGH36_P7_F08	-1.01439070196	red	1	4.3178	0.10568
MGH36_P7_F09	-0.186766627206	red	1	0.038436	0.55974
MGH36_P7_F10	NA	black	0	3.0903	0
MGH36_P7_F11	0.983578764342	red	1	2.8361	1.3556
MGH36_P7_F12	NA	black	0	3.3137	0
MGH36_P7_G01	-0.733111693017	red	1	3.3703	0.049631
MGH36_P7_G02	NA	black	0	1.3852	0
MGH36_P7_G03	NA	black	0	0.13619	0
MGH36_P7_G04	0.0773043862923	red	1	0.32423	0.39177
MGH36_P7_G05	0.416742502975	green3	2	0.1635	0.16993
MGH36_P7_G06	NA	black	0	0	0.09356
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	0.503550798519	red	1	0.067639	0.13093
MGH36_P7_G10	0.554248106089	red	1	0.1865	0.071763
MGH36_P7_G11	NA	black	0	0.16221	0
MGH36_P7_H01	-6.29876950465	black	0	0.12697	4.1431
MGH36_P7_H02	4.65992160988	black	0	3.6412	3.0124
MGH36_P7_H03	-1.19183623131	red	1	4.595	0.084064
MGH36_P7_H04	0.529503078701	red	1	0.20038	0.085425
MGH36_P7_H07	-0.863557618661	red	1	3.9219	0.10165
MGH36_P7_H08	0.455073284042	red	1	0.10836	0.15445
MGH36_P7_H10	0.429573427707	green3	2	0.32998	0.12697
MGH36_P7_H11	0.612473703229	red	1	0.07861	0.059355
MGH36_P7_H12	0.320874825955	red	1	0.20163	0.22897
MGH36_P5_A02	NA	black	0	0	3.271
MGH36_P5_A03	-0.116341050314	red	1	2.4044	0.31034
MGH36_P5_A05	NA	black	0	0	0.096262
MGH36_P5_A06	NA	black	0	1.3707	0
MGH36_P5_A07	0.222335119676	red	1	4.2592	0.57434
MGH36_P5_A08	-1.91484807329	black	0	6.2695	0.090853
MGH36_P5_A09	-1.05542914867	red	1	5.0212	0.18015
MGH36_P5_B02	-0.652227602111	red	1	3.7778	0.17377
MGH36_P5_B03	0.398613668	red	1	0.088142	0.19409
MGH36_P5_B04	0.253652973969	red	1	0.12035	0.28333
MGH36_P5_B05	0.439860197164	green3	2	0.21039	0.14535
MGH36_P5_B06	-0.552025279573	red	1	0.45101	0.89297
MGH36_P5_B07	0.308683533181	red	1	0.34028	0.21661
MGH36_P5_B08	-1.11837078886	red	1	5.2275	0.18269
MGH36_P5_B09	0.100551436442	red	1	1.4287	0.025738
MGH36_P5_B10	0.524922813165	red	1	0.10568	0.10969
MGH36_P5_B11	-0.0979444532925	red	1	0.062122	0.50691
MGH36_P5_C01	0.931917881233	red	1	4.661	0.80653
MGH36_P5_C02	-0.601790985593	red	1	3.4929	0.15056
MGH36_P5_C03	-0.845051121713	red	1	4.0494	0.13093
MGH36_P5_C04	0.41924111305	green3	2	0.53207	0.079975
MGH36_P5_C05	0.425776203936	green3	2	0.20038	0.15704
MGH36_P5_C06	-0.809059071094	red	1	4.4117	0.19409
MGH36_P5_C09	-0.0132641168656	red	1	1.6168	0.64801
MGH36_P5_C11	-1.26044547551	red	1	4.841	0.096262
MGH36_P5_C12	0.380723365873	red	1	0.52105	0.1177
MGH36_P5_D01	-0.0389199417689	red	1	1.1557	0.53107
MGH36_P5_D02	-0.717229453402	red	1	1.4314	2.5651
MGH36_P5_D03	0.135168009949	red	1	1.2277	0.14926
MGH36_P5_D04	-1.17400193961	red	1	0.17632	1.2123
MGH36_P5_D06	-1.85348895514	black	0	5.6589	0.037031
MGH36_P5_D07	-0.596599936212	red	1	3.3193	0.1177
MGH36_P5_D08	-1.16089107965	red	1	4.3111	0.049631
MGH36_P5_D09	0.648215022177	red	1	0.053806	0.042644
MGH36_P5_D11	-0.817678299494	red	1	3.7516	0.090853
MGH36_P5_D12	NA	black	0	0	0.39616
MGH36_P5_E01	0.0823218335657	red	1	0.49876	0.38073
MGH36_P5_E02	0.432454698753	green3	2	0.48646	0.082703
MGH36_P5_E03	-0.752710714305	red	1	3.3656	0.037031
MGH36_P5_E05	0.481967277788	red	1	2.1414	1.6466
MGH36_P5_E07	-0.411470713762	red	1	2.9411	0.15186
MGH36_P5_E08	0.0811004355064	red	1	1.3374	0.21412
MGH36_P5_E09	0.45592478252	red	1	0.15445	0.14535
MGH36_P5_E10	-0.175554910244	red	1	2.0745	0.041243
MGH36_P5_E11	0.55258889988	red	1	0.10969	0.090853
MGH36_P5_F02	-0.184964319067	red	1	2.1897	0.11503
MGH36_P5_F04	-0.864080008744	red	1	3.8424	0.086784
MGH36_P5_F05	0.568544930316	red	1	0.069015	0.089498
MGH36_P5_F06	0.311684945184	red	1	0.72683	0.12035
MGH36_P5_F07	0.301519168844	red	1	0.15186	0.24853
MGH36_P5_F08	-3.09875476629	black	0	0.13488	2.3542
MGH36_P5_F09	-0.453453057855	red	1	3.9518	0.2857
MGH36_P5_F10	3.23147713016	black	0	3.1199	2.9117
MGH36_P5_F11	-0.667581958443	red	1	4.0519	0.20539
MGH36_P5_G01	NA	black	0	2.7088	0
MGH36_P5_G02	NA	black	0	1.913	0
MGH36_P5_G04	0.538773410517	red	1	0.24001	0.069015
MGH36_P5_G06	0.472082826199	red	1	0.19156	0.12697
MGH36_P5_G07	-1.31191364142	red	1	4.744	0.066261
MGH36_P5_G08	0.454485360457	red	1	0.32884	0.10836
MGH36_P5_G09	-0.979617476843	red	1	3.836	0.032806
MGH36_P5_G10	0.396894754794	red	1	0.07861	0.19661
MGH36_P5_G11	0.401655543636	green3	2	0.12433	0.1865
MGH36_P5_H02	0.622599417453	red	1	0.097611	0.048236
MGH36_P5_H03	0.476048997621	red	1	0.084064	0.14535
MGH36_P5_H05	0.453927373373	red	1	0.29748	0.11636
MGH36_P5_H06	0.534606689416	red	1	0.094912	0.10568
MGH36_P5_H07	0.042749349915	red	1	1.5155	0.17887
MGH36_P5_H09	-0.0360320192784	red	1	0.47197	0.48027
MGH36_P10_A02	0.197300057503	red	1	0.94935	0.18015
MGH36_P10_A04	0.377964105353	red	1	0.37851	0.15575
MGH36_P10_A05	0.0786458931475	red	1	1.8303	1.1104
MGH36_P10_A06	0.342654024262	red	1	0.26424	0.20414
MGH36_P10_A07	0.308183837179	red	1	0.57628	0.16864
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	1.4212	0
MGH36_P10_B01	-0.508279387923	red	1	3.6702	0.22774
MGH36_P10_B03	2.71397485117	black	0	3.703	1.8691
MGH36_P10_B05	0.124681321177	red	1	1.2827	0.13225
MGH36_P10_B07	NA	black	0	2.8223	0
MGH36_P10_B08	NA	black	0	0.24975	0
MGH36_P10_B10	0.342130832506	red	1	0.64062	0.1177
MGH36_P10_B11	NA	black	0	2.2516	0
MGH36_P10_C01	0.509329435336	red	1	0.17249	0.10568
MGH36_P10_C03	-0.879145007372	red	1	0.38626	1.115
MGH36_P10_C04	0.284062167595	red	1	0.90149	0.08134
MGH36_P10_C06	NA	black	0	1.5504	0
MGH36_P10_C07	-0.459554550863	red	1	2.9473	0.11636
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0.22651	0
MGH36_P10_C10	NA	black	0	0	0.16607
MGH36_P10_C12	-0.409794605153	red	1	2.6492	0.056584
MGH36_P10_D01	NA	black	0	0	1.1097
MGH36_P10_D02	NA	black	0	2.3821	0
MGH36_P10_D03	NA	black	0	2.1641	0
MGH36_P10_D04	-3.65426294995	black	0	0.19535	2.7587
MGH36_P10_D05	-1.10625808569	red	1	4.406	0.085425
MGH36_P10_D07	NA	black	0	0.94561	0
MGH36_P10_D09	NA	black	0	0	3.4338
MGH36_P10_D10	NA	black	0	0	0.017209
MGH36_P10_D11	-0.689652248603	red	1	3.3746	0.075875
MGH36_P10_D12	NA	black	0	0.96421	0
MGH36_P10_E02	NA	black	0	2.9249	0
MGH36_P10_E03	NA	black	0	3.1192	0
MGH36_P10_E04	NA	black	0	3.2615	0
MGH36_P10_E05	NA	black	0	0.26303	0
MGH36_P10_E07	NA	black	0	0	0.067639
MGH36_P10_E10	-0.526247896304	red	1	3.4999	0.19283
MGH36_P10_E11	0.517188885698	red	1	0.21909	0.089498
MGH36_P10_E12	NA	black	0	0	0.049631
MGH36_P10_F02	NA	black	0	2.9521	0
MGH36_P10_F03	0.189057667362	red	1	1.115	0.11237
MGH36_P10_F05	-0.248936231135	red	1	2.8586	0.26424
MGH36_P10_F06	4.17458017864	black	0	4.8018	1.8608
MGH36_P10_F08	NA	black	0	0.075875	0
MGH36_P10_F09	NA	black	0	0	0.18903
MGH36_P10_F10	0.505582488974	red	1	0.053806	0.13225
MGH36_P10_F11	-0.221734973532	red	1	1.1884	0.8922
MGH36_P10_F12	-0.297284810997	red	1	2.3612	0.044044
MGH36_P10_G01	-0.657791064271	red	1	3.6835	0.15575
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	-0.18232849778	red	1	3.7764	0.39616
MGH36_P10_G05	-0.358518517861	red	1	4.1447	0.34142
MGH36_P10_G06	NA	black	0	0	1.5351
MGH36_P10_G07	NA	black	0	0.15316	0
MGH36_P10_G08	NA	black	0	1.5607	0
MGH36_P10_G09	0.0260665827542	red	1	1.5979	0.052416
MGH36_P10_G10	0.385929766431	red	1	0.13356	0.19535
MGH36_P10_G11	4.71257589054	black	0	4.846	2.0193
MGH36_P10_H01	NA	black	0	2.0004	0
MGH36_P10_H03	NA	black	0	1.2222	0
MGH36_P10_H04	NA	black	0	1.7523	0
MGH36_P10_H05	NA	black	0	0.21661	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	2.3406	0
MGH36_P10_H11	-1.12638414248	red	1	4.3413	0.067639
MGH36_P10_H12	NA	black	0	1.473	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	-3.72777308611	black	0	0.18396	2.7866
MGH36_P8_A06	NA	black	0	2.8158	0
MGH36_P8_A07	-0.621655329441	red	1	3.3438	0.10836
MGH36_P8_A08	NA	black	0	3.436	0
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	2.1418	0
MGH36_P8_A12	-0.132633006487	red	1	2.5568	0.32077
MGH36_P8_B01	0.364261333329	red	1	0.24732	0.19156
MGH36_P8_B02	NA	black	0	0	0
MGH36_P8_B03	0.583180078361	red	1	0.15186	0.060739
MGH36_P8_B04	-0.953641694572	red	1	4.1272	0.098958
MGH36_P8_B05	NA	black	0	2.5511	0
MGH36_P8_B08	2.09793102371	black	0	4.1424	1.3539
MGH36_P8_B09	-0.0448493557476	red	1	1.8871	0.25701
MGH36_P8_B10	2.05440906041	black	0	3.5781	1.5945
MGH36_P8_B11	-0.614964067818	red	1	3.8054	0.19535
MGH36_P8_B12	NA	black	0	1.2203	0
MGH36_P8_C01	NA	black	0	1.6544	0
MGH36_P8_C02	NA	black	0	2.6913	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	-1.46711407314	red	1	0.28688	1.4704
MGH36_P8_C06	-0.38593015131	red	1	3.1942	0.22404
MGH36_P8_C09	4.58378595027	black	0	4.2069	2.3693
MGH36_P8_C10	0.450360024782	green3	2	0.096262	0.15963
MGH36_P8_C12	-0.0434101688379	red	1	2.6964	0.42975
MGH36_P8_D01	-0.0973920268185	red	1	1.923	0.089498
MGH36_P8_D03	0.341981358562	red	1	0.28214	0.20163
MGH36_P8_D04	-0.204221320527	red	1	2.6492	0.26303
MGH36_P8_D05	NA	black	0	2.4324	0
MGH36_P8_D07	0.425082981926	green3	2	3.1961	0.76043
MGH36_P8_D08	NA	black	0	1.3863	0
MGH36_P8_D09	NA	black	0	0	1.2732
MGH36_P8_D10	-0.620903214669	red	1	3.2575	0.088142
MGH36_P8_D11	-0.206913586537	red	1	2.2987	0.14143
MGH36_P8_D12	0.120893269052	red	1	0.87184	0.30334
MGH36_P8_E01	NA	black	0	0	0
MGH36_P8_E02	1.40627146994	red	1	3.8844	1.1316
MGH36_P8_E03	-0.165395672786	red	1	2.0731	0.063503
MGH36_P8_E04	-2.51744004284	black	0	0.27143	2.1493
MGH36_P8_E05	0.731821029599	red	1	3.7145	0.84559
MGH36_P8_E06	NA	black	0	2.3417	0
MGH36_P8_E08	-0.307240602236	red	1	2.4826	0.094912
MGH36_P8_E10	-0.523675012768	red	1	0.61447	0.93433
MGH36_P8_F02	0.105521635876	red	1	3.4766	0.53903
MGH36_P8_F04	NA	black	0	0.19787	0
MGH36_P8_F05	0.522085081937	red	1	0.27023	0.073135
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	0.546111353757	red	1	2.3074	1.4016
MGH36_P8_G01	NA	black	0	0.22033	0
MGH36_P8_G02	-1.1811635965	red	1	1.1941	2.5115
MGH36_P8_G03	NA	black	0	0	1.315
MGH36_P8_G04	-0.331400719179	red	1	2.5031	0.075875
MGH36_P8_G05	NA	black	0	0.11237	0
MGH36_P8_G06	2.11929921688	black	0	3.1483	1.9928
MGH36_P8_G07	-0.352559820242	red	1	2.994	0.20914
MGH36_P8_G08	-0.707358763405	red	1	3.3443	0.05797
MGH36_P8_G09	-0.243897408683	red	1	2.3095	0.090853
MGH36_P8_G10	0.0963673854313	red	1	3.1135	0.54399
MGH36_P8_G12	-0.0437725582677	red	1	1.8225	0.18142
MGH36_P8_H01	NA	black	0	2.103	0
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	2.66942087174	black	0	2.9738	2.7174
MGH36_P8_H06	0.397710650065	red	1	0.35614	0.14535
MGH36_P8_H07	-0.325035145405	red	1	3.222	0.26784
MGH36_P8_H09	NA	black	0	2.2818	0
MGH36_P8_H10	0.376951519436	red	1	4.4661	0.62574
MGH36_P8_H11	0.18123378725	red	1	0.83188	0.23756
MGH36_P9_A01	0.336618376033	red	1	0.26784	0.20789
MGH36_P9_A02	NA	black	0	4.2669	0
MGH36_P9_A03	0.898583376759	red	1	4.0322	0.87106
MGH36_P9_A05	NA	black	0	2.2425	0
MGH36_P9_A06	-0.166435246512	red	1	1.2265	0.81311
MGH36_P9_A07	0.132198827995	red	1	1.1947	0.1776
MGH36_P9_A09	NA	black	0	0.23879	0
MGH36_P9_A10	NA	black	0	1.792	0
MGH36_P9_A11	1.69367155104	black	0	2.6823	2.3167
MGH36_P9_A12	NA	black	0	0.48233	0
MGH36_P9_B01	NA	black	0	3.4064	0
MGH36_P9_B04	NA	black	0	0.21785	0
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	0.0568872067729	red	1	0.94336	0.3774
MGH36_P9_B08	NA	black	0	2.2615	0
MGH36_P9_B09	-0.225748789629	red	1	3.7711	0.37518
MGH36_P9_B10	-0.219298633823	red	1	3.3414	0.3471
MGH36_P9_B11	0.285067282931	red	1	2.6922	0.75788
MGH36_P9_B12	0.0774481505273	red	1	0.35389	0.39067
MGH36_P9_C01	NA	black	0	3.8977	0
MGH36_P9_C02	-0.810574287747	red	1	3.7762	0.098958
MGH36_P9_C03	NA	black	0	2.6232	0
MGH36_P9_C05	-0.601848015913	red	1	3.2588	0.1003
MGH36_P9_C07	-0.380938417412	red	1	2.6358	0.079975
MGH36_P9_C08	NA	black	0	3.4053	0
MGH36_P9_C09	NA	black	0	0	0.079975
MGH36_P9_C11	NA	black	0	2.1757	0
MGH36_P9_C12	0.170353724608	red	1	1.9456	1.196
MGH36_P9_D05	NA	black	0	2.9294	0
MGH36_P9_D07	-0.638380419927	red	1	3.6959	0.16736
MGH36_P9_D08	NA	black	0	1.8797	0
MGH36_P9_D09	NA	black	0	0.44996	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	-0.545423655272	red	1	3.547	0.1903
MGH36_P9_E01	0.353374275028	red	1	0.2558	0.19787
MGH36_P9_E02	NA	black	0	2.1457	0
MGH36_P9_E03	-0.253155097236	red	1	2.8392	0.25701
MGH36_P9_E04	0.00406364183923	red	1	2.2872	0.47508
MGH36_P9_E05	-0.0334196841733	red	1	1.7532	0.090853
MGH36_P9_E06	NA	black	0	1.7765	0
MGH36_P9_E07	NA	black	0	2.9512	0
MGH36_P9_E08	0.28717708607	red	1	3.039	0.68885
MGH36_P9_E10	-0.11275189266	red	1	2.0165	0.14405
MGH36_P9_E11	NA	black	0	4.3327	0
MGH36_P9_E12	0.316046092276	red	1	0.16221	0.23756
MGH36_P9_F02	-0.0748299289616	red	1	1.8906	0.13225
MGH36_P9_F03	0.644300320517	red	1	2.845	1.0398
MGH36_P9_F04	0.0458996397413	red	1	1.4993	0.18777
MGH36_P9_F08	0.633960364178	red	1	2.3964	1.4103
MGH36_P9_F09	0.670142410517	red	1	2.6196	1.2116
MGH36_P9_F10	NA	black	0	2.8879	0
MGH36_P9_F11	-0.343111702022	red	1	0.76469	0.82212
MGH36_P9_F12	NA	black	0	0.2461	0
MGH36_P9_G03	-0.268228104765	red	1	2.2854	0.038436
MGH36_P9_G04	NA	black	0	3.5111	0
MGH36_P9_G05	-0.298129448808	red	1	2.7772	0.20414
MGH36_P9_G06	-2.63903100047	black	0	0.25338	2.207
MGH36_P9_G07	-0.34487677984	red	1	3.0597	0.22774
MGH36_P9_G08	-0.219278234993	red	1	2.8742	0.2916
MGH36_P9_G09	-0.466881520138	red	1	3.2504	0.18269
MGH36_P9_G10	NA	black	0	2.3222	0
MGH36_P9_G11	-0.214648724468	red	1	2.4396	0.19156
MGH36_P9_H01	-0.242255115658	red	1	1.4404	1.3323
MGH36_P9_H02	0.285968426498	red	1	0.90458	0.077243
MGH36_P9_H03	NA	black	0	2.0807	0
MGH36_P9_H04	-1.74695787946	black	0	0.97012	2.6295
MGH36_P9_H06	-0.416524913607	red	1	4.392	0.33571
MGH36_P9_H07	NA	black	0	0.13225	0
MGH36_P9_H08	NA	black	0	1.2154	0
MGH36_P9_H10	0.447367661907	green3	2	0.13619	0.15445
MGH36_P9_H11	NA	black	0	3.0561	0
MGH36_P9_H12	-0.895825869943	red	1	0.097611	1.005
MGH36_P2_A01	0.322981371078	red	1	0.086784	0.24245
MGH36_P2_A03	-0.19155474443	red	1	2.1545	0.077243
MGH36_P2_A04	-1.35643129328	red	1	0.12565	1.3004
MGH36_P2_A05	-0.00643616422391	red	1	1.6955	0.21909
MGH36_P2_A06	0.275593533295	red	1	0.13225	0.26784
MGH36_P2_A07	-0.765850461649	red	1	3.9179	0.14405
MGH36_P2_A08	-0.0293865235691	red	1	1.7312	0.042644
MGH36_P2_A11	0.522389611569	red	1	0.15704	0.1003
MGH36_P2_B03	-0.767456662984	red	1	3.4931	0.060739
MGH36_P2_B04	0.313768501334	red	1	0.44148	0.19409
MGH36_P2_B05	-0.74981321321	red	1	3.7508	0.123
MGH36_P2_B06	0.467543732316	red	1	0.34255	0.094912
MGH36_P2_B07	0.188526051128	red	1	1.0538	0.14796
MGH36_P2_B08	-0.538775334722	red	1	2.9508	0.056584
MGH36_P2_B09	-0.0141774362387	red	1	1.6448	0.75702
MGH36_P2_B10	0.537343246398	red	1	0.15445	0.090853
MGH36_P2_B11	0.583333872632	red	1	0.21039	0.045443
MGH36_P2_B12	0.172210118199	red	1	0.10702	0.33685
MGH36_P2_C02	0.643925624662	red	1	0.029983	0.051024
MGH36_P2_C03	-0.240217988561	red	1	2.2482	0.05797
MGH36_P2_C04	NA	black	0	3.2347	0
MGH36_P2_C07	-0.0272744154995	red	1	1.7411	0.10836
MGH36_P2_C08	-0.254360293284	red	1	2.4375	0.14012
MGH36_P2_C09	-0.193285276416	red	1	2.3285	0.17632
