Cell_name	Zvalue	Color	Cluster	SP1	TNFRSF10B
MGH53_P9_H10	NA	black	0	0	0
MGH53_P9_H11	NA	black	0	0.20539	0
MGH53_P9_H12	NA	black	0	0	0.30801
MGH53_P4_A07	NA	black	0	0	0
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	NA	black	0	0.16092	0
MGH53_P4_B08	NA	black	0	0.53605	0
MGH53_P4_B09	NA	black	0	0	0.3774
MGH53_P4_B10	-0.107444213902	red	1	1.6599	0.41359
MGH53_P4_B11	0.995268503595	red	1	0.30568	0.2461
MGH53_P4_C03	NA	black	0	0	0
MGH53_P4_C11	1.13943650842	red	1	0.069015	0.32539
MGH53_P4_C12	NA	black	0	0	0.35952
MGH53_P4_D04	NA	black	0	0	0.41576
MGH53_P4_D05	NA	black	0	0	4.2446
MGH53_P4_D09	NA	black	0	0	0.1375
MGH53_P4_E01	NA	black	0	3.7038	0
MGH53_P4_E02	NA	black	0	0	4.6293
MGH53_P4_E07	NA	black	0	0	0.29866
MGH53_P4_E08	NA	black	0	0	0.16607
MGH53_P4_E09	-0.384358489274	red	1	1.9616	0.14535
MGH53_P4_F01	NA	black	0	0	0.24123
MGH53_P4_F02	NA	black	0	0	0.96643
MGH53_P4_F08	-1.31691749811	red	1	3.2251	0.34483
MGH53_P4_F11	NA	black	0	0	0.1903
MGH53_P4_G02	0.458643955524	red	1	0.97966	0.16993
MGH53_P4_G05	-2.35224916943	red	1	4.2157	0.10702
MGH53_P4_G07	NA	black	0	0	5.2232
MGH53_P4_G08	NA	black	0	0	0
MGH53_P4_G09	-0.628543698706	red	1	2.2992	0.27977
MGH53_P4_H10	-0.340227028245	red	1	1.9003	0.09356
MGH53_P4_H11	-1.56305924014	red	1	0.24975	4.9083
MGH53_P4_H12	NA	black	0	0	0.52306
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	2.1405	0
MGH54_P14_A04	NA	black	0	0	0.16993
MGH54_P14_A05	-1.09013370131	red	1	0.18269	3.9553
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	1.89154601441	red	1	3.9114	3.8562
MGH54_P14_A08	NA	black	0	0	0
MGH54_P14_A09	NA	black	0	1.7115	0
MGH54_P14_A10	NA	black	0	0	0
MGH54_P14_A11	NA	black	0	0	5.1962
MGH54_P14_A12	-0.622582506105	red	1	3.5125	1.3785
MGH54_P14_B01	NA	black	0	0	5.2073
MGH54_P14_B02	NA	black	0	0	4.0943
MGH54_P14_B03	NA	black	0	1.3868	0
MGH54_P14_B04	1.34120919316	red	1	3.9311	3.329
MGH54_P14_B05	NA	black	0	0	0.2302
MGH54_P14_B06	NA	black	0	0	4.1588
MGH54_P14_B07	NA	black	0	0	0
MGH54_P14_B08	NA	black	0	0	0.26424
MGH54_P14_B09	NA	black	0	0	0.23879
MGH54_P14_B10	NA	black	0	0	0
MGH54_P14_B11	NA	black	0	0	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0	0.63506
MGH54_P14_C02	NA	black	0	0	0
MGH54_P14_C03	NA	black	0	0	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	3.8657
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0.26544	0
MGH54_P14_C09	2.84397554747	black	0	3.4902	5.3176
MGH54_P14_C10	NA	black	0	0	1.8953
MGH54_P14_C11	NA	black	0	0	4.2428
MGH54_P14_C12	-0.0249394468585	red	1	1.5514	0.53107
MGH54_P14_D01	NA	black	0	0	0.56365
MGH54_P14_D02	NA	black	0	0	0
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	NA	black	0	0	0
MGH54_P14_D08	NA	black	0	0	0.21785
MGH54_P14_D09	NA	black	0	0	0.19661
MGH54_P14_D10	NA	black	0	0	0
MGH54_P14_D11	NA	black	0	0	0
MGH54_P14_D12	NA	black	0	0	0
MGH54_P14_E01	NA	black	0	0	4.8423
MGH54_P14_E02	NA	black	0	0	0.62761
MGH54_P14_E03	NA	black	0	0	0
MGH54_P14_E04	NA	black	0	0	0.53506
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0	0.58592
MGH54_P14_E07	NA	black	0	2.0279	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0	0
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0	0
MGH54_P14_E12	NA	black	0	0.11636	0
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0.89685	0
MGH54_P14_F03	NA	black	0	3.1429	0
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0.11902	0
MGH54_P14_F08	NA	black	0	0	0.54201
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0	4.2012
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0
MGH54_P14_G04	NA	black	0	0	0
MGH54_P14_G05	NA	black	0	0	0.27501
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	NA	black	0	0	0
MGH54_P14_G08	3.53338572333	black	0	3.768	5.6092
MGH54_P14_G09	NA	black	0	0	0.22897
MGH54_P14_G10	NA	black	0	0	0.25096
MGH54_P14_G11	NA	black	0	0	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0.60881
MGH54_P14_H04	NA	black	0	0	0
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0	0
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	NA	black	0	0	0
MGH54_P15_A04	NA	black	0	0.81147	0
MGH54_P15_A05	NA	black	0	0	0
MGH54_P15_A06	-0.257476067729	red	1	0.94636	3.1255
MGH54_P15_A07	NA	black	0	0	0
MGH54_P15_A08	NA	black	0	1.263	0
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	0.2762
MGH54_P15_A12	NA	black	0	0	0
MGH54_P15_B01	NA	black	0	3.2305	0
MGH54_P15_B02	NA	black	0	1.4103	0
MGH54_P15_B03	1.01585116856	red	1	2.4268	4.5754
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	0.27143
MGH54_P15_B07	NA	black	0	0	0
MGH54_P15_B09	NA	black	0	2.3528	0
MGH54_P15_B10	NA	black	0	0.13356	0
MGH54_P15_B11	NA	black	0	0	0.26784
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	4.2373
MGH54_P15_C03	NA	black	0	0	0.23756
MGH54_P15_C04	NA	black	0	0	3.7178
MGH54_P15_C05	NA	black	0	0	0
MGH54_P15_C06	NA	black	0	0	0
MGH54_P15_C07	NA	black	0	3.05	0
MGH54_P15_C08	NA	black	0	0	0.48852
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	1.7351
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0	6.3032
MGH54_P15_D01	NA	black	0	0	2.3752
MGH54_P15_D02	NA	black	0	1.8396	0
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0
MGH54_P15_D09	NA	black	0	0	0.17121
MGH54_P15_D10	NA	black	0	0	0.33113
MGH54_P15_D11	NA	black	0	0	0
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	3.4295
MGH54_P15_E02	NA	black	0	0.63877	0
MGH54_P15_E03	NA	black	0	0	0.18269
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	0	0
MGH54_P15_E06	NA	black	0	0	0
MGH54_P15_E07	NA	black	0	0	0.60312
MGH54_P15_E08	NA	black	0	0	0
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	0.25459
MGH54_P15_E11	NA	black	0	0	0.13356
MGH54_P15_E12	NA	black	0	0	0
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0	0.45418
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	0.338968844787	red	1	1.1104	0.21288
MGH54_P15_F06	NA	black	0	0	0.18015
MGH54_P15_F07	NA	black	0	0	0.35389
MGH54_P15_F08	NA	black	0	0	0.13881
MGH54_P15_F09	NA	black	0	0	0
MGH54_P15_F10	NA	black	0	0	0
MGH54_P15_F11	NA	black	0	0	0
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0	0.21288
MGH54_P15_G04	NA	black	0	0	2.9107
MGH54_P15_G05	-0.38739305267	red	1	2.0465	0.44573
MGH54_P15_G06	-0.425918491918	red	1	2.4597	1.0724
MGH54_P15_G07	NA	black	0	3.728	0
MGH54_P15_G08	NA	black	0	0	0
MGH54_P15_G09	NA	black	0	0	0.11636
MGH54_P15_G10	NA	black	0	0	0
MGH54_P15_G11	2.15698379523	red	1	3.6323	4.3718
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	-1.16586703808	red	1	3.0606	0.38184
MGH54_P15_H04	0.817852149722	red	1	2.4319	4.081
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	1.8821	0
MGH54_P15_H08	NA	black	0	2.2339	0
MGH54_P15_H09	NA	black	0	0.19156	0
MGH54_P15_H10	NA	black	0	0	0
MGH54_P15_H11	NA	black	0	0	0
MGH54_P15_H12	NA	black	0	0	2.3612
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0.73031	0
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	NA	black	0	0	3.4589
MGH54_P16_A07	NA	black	0	0	0.64985
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0.05797	0
MGH54_P16_A10	NA	black	0	0	0.15704
MGH54_P16_A11	NA	black	0	0	0
MGH54_P16_A12	NA	black	0	1.0983	0
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	NA	black	0	0	0
MGH54_P16_B03	NA	black	0	0	0
MGH54_P16_B04	NA	black	0	0	0
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	0	0
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	NA	black	0	1.4552	0
MGH54_P16_B10	NA	black	0	1.6299	0
MGH54_P16_B11	NA	black	0	0	0.17377
MGH54_P16_B12	NA	black	0	0	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0	0
MGH54_P16_C04	NA	black	0	0	1.9169
MGH54_P16_C05	NA	black	0	0	0.20289
MGH54_P16_C06	NA	black	0	0	0
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	3.282	0
MGH54_P16_C09	NA	black	0	0	0.14274
MGH54_P16_C10	NA	black	0	0	0
MGH54_P16_C11	NA	black	0	0	3.9992
MGH54_P16_C12	NA	black	0	3.4147	0
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0	3.7458
MGH54_P16_D04	NA	black	0	0	0.86948
MGH54_P16_D05	NA	black	0	0	0
MGH54_P16_D06	NA	black	0	0	4.4919
MGH54_P16_D07	NA	black	0	1.4054	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	2.3508	0
MGH54_P16_D11	-0.352485919263	red	1	2.0268	0.53705
MGH54_P16_D12	NA	black	0	1.216	0
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	2.3254	0
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	NA	black	0	0	0.22033
MGH54_P16_E06	NA	black	0	1.1506	0
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	0	0.24732
MGH54_P16_E11	NA	black	0	0	0
MGH54_P16_E12	NA	black	0	0	0.17377
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	NA	black	0	0	0
MGH54_P16_F05	NA	black	0	0	1.4605
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	NA	black	0	1.4568	0
MGH54_P16_F08	NA	black	0	0.64801	0
MGH54_P16_F09	NA	black	0	0	0.26903
MGH54_P16_F10	-1.00775142486	red	1	3.4046	0.87892
MGH54_P16_F11	NA	black	0	1.5499	0
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	0.26183
MGH54_P16_G03	NA	black	0	0	0
MGH54_P16_G04	NA	black	0	0	0.8953
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	0	2.0342
MGH54_P16_G07	NA	black	0	0	0
MGH54_P16_G08	2.33594917931	red	1	4.6721	3.745
MGH54_P16_G09	NA	black	0	1.2546	0
MGH54_P16_G10	NA	black	0	0	0
MGH54_P16_G11	NA	black	0	0	0.077243
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0.37962
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	NA	black	0	0	0.40599
MGH54_P16_H04	NA	black	0	0	0
MGH54_P16_H05	NA	black	0	1.3929	0
MGH54_P16_H06	NA	black	0	0	0.96347
MGH54_P16_H07	NA	black	0	0	0
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	0	0
MGH54_P16_H10	NA	black	0	0	0.80571
MGH54_P16_H11	1.21198707199	red	1	0.086784	0.18903
MGH54_P16_H12	NA	black	0	0	0
MGH54_P17_A01	NA	black	0	0	0
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	NA	black	0	3.7023	0
MGH54_P17_A04	NA	black	0	0	0
MGH54_P17_A05	NA	black	0	1.9902	0
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	0.124993163702	red	1	4.4306	2.1725
MGH54_P17_A09	NA	black	0	0	0
MGH54_P17_A10	NA	black	0	0	0.24975
MGH54_P17_A11	NA	black	0	0	0
MGH54_P17_A12	NA	black	0	0	0.65352
MGH54_P17_B01	NA	black	0	1.2815	0
MGH54_P17_B02	NA	black	0	0	0
MGH54_P17_B03	1.04559834782	red	1	0.18269	0.33228
MGH54_P17_B05	NA	black	0	0	5.178
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	NA	black	0	1.5926	0
MGH54_P17_B08	NA	black	0	0	0.33457
MGH54_P17_B09	NA	black	0	1.4071	0
MGH54_P17_B10	NA	black	0	0	0.14796
MGH54_P17_B11	NA	black	0	1.1177	0
MGH54_P17_B12	NA	black	0	0	0
MGH54_P17_C02	NA	black	0	0.13225	0
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0	0.25217
MGH54_P17_C05	-0.732738172411	red	1	2.4766	0.36849
MGH54_P17_C06	NA	black	0	0	0.35389
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	0	0
MGH54_P17_C09	NA	black	0	0	4.1694
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	NA	black	0	3.0286	0
MGH54_P17_C12	NA	black	0	0	3.5858
MGH54_P17_D01	-1.29759360068	red	1	3.6373	0.70044
MGH54_P17_D02	NA	black	0	0	0.26903
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0	0
MGH54_P17_D05	0.282539011327	red	1	3.7747	2.3612
MGH54_P17_D06	NA	black	0	2.8637	0
MGH54_P17_D07	NA	black	0	0	0
MGH54_P17_D09	NA	black	0	3.2016	0
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0	0.38847
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0.20163
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	0.197715369612	red	1	1.1852	0.74416
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	1.5845	0
MGH54_P17_E08	NA	black	0	0	0.24489
MGH54_P17_E09	0.223755714991	red	1	1.1473	0.72421
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	0	0
MGH54_P17_F01	NA	black	0	0.34028	0
MGH54_P17_F02	NA	black	0	0	0
MGH54_P17_F03	NA	black	0	0	4.6066
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0.14012	0
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	5.0493
MGH54_P17_F09	NA	black	0	0	0.16221
MGH54_P17_F10	NA	black	0	0	0
MGH54_P17_F11	NA	black	0	1.2406	0
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	0.65352
MGH54_P17_G02	NA	black	0	3.2456	0
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	1.1667	0
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	NA	black	0	0	1.0363
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0	0
MGH54_P17_G11	NA	black	0	0	0.17505
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0.39506	0
MGH54_P17_H02	1.01382486585	red	1	0.27262	0.26183
MGH54_P17_H05	-0.281953034368	red	1	1.9153	0.50182
MGH54_P17_H06	NA	black	0	0.82782	0
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	-0.738104714334	red	1	2.547	0.47405
MGH54_P17_H09	NA	black	0	3.0692	0
MGH54_P17_H10	NA	black	0	0	0
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	0.0409980036096	red	1	1.5425	4.6327
MGH54_P6_A01	NA	black	0	0	0
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0	0
MGH54_P6_A05	NA	black	0	3.5177	0
MGH54_P6_A06	NA	black	0	0	0
MGH54_P6_A07	NA	black	0	0	0.34937
MGH54_P6_A08	NA	black	0	2.6415	0
MGH54_P6_A09	0.143829754151	red	1	1.2314	0.9501
MGH54_P6_A10	NA	black	0	0	0
MGH54_P6_A11	NA	black	0	0	5.1446
MGH54_P6_A12	NA	black	0	0	1.2172
MGH54_P6_B01	NA	black	0	0	0
MGH54_P6_B02	NA	black	0	0	0
MGH54_P6_B03	NA	black	0	0	0.17249
MGH54_P6_B04	-0.867180999528	red	1	2.6383	0.34483
MGH54_P6_B05	NA	black	0	0	0
MGH54_P6_B06	NA	black	0	0	4.736
MGH54_P6_B07	0.0447117163484	red	1	0.48646	2.0004
MGH54_P6_B08	NA	black	0	0	0
MGH54_P6_B09	NA	black	0	0	0
MGH54_P6_B10	NA	black	0	0	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0.37518
MGH54_P6_C01	NA	black	0	0.13225	0
MGH54_P6_C02	NA	black	0	0	0
MGH54_P6_C03	NA	black	0	0	0
MGH54_P6_C04	NA	black	0	0	0.24732
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0	0
MGH54_P6_C08	NA	black	0	0	0.27381
MGH54_P6_C09	0.134871539588	red	1	1.1731	1.2035
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0	0
MGH54_P6_C12	NA	black	0	0	0
MGH54_P6_D01	NA	black	0	0	2.2765
MGH54_P6_D02	NA	black	0	0	0
MGH54_P6_D03	NA	black	0	0	0
MGH54_P6_D04	NA	black	0	0	0
MGH54_P6_D05	NA	black	0	3.027	0
MGH54_P6_D07	NA	black	0	0	2.8867
MGH54_P6_D08	NA	black	0	0.73466	0
MGH54_P6_D09	NA	black	0	0	0
MGH54_P6_D10	NA	black	0	0	0.301
MGH54_P6_D11	0.0344866209231	red	1	1.6425	2.6803
MGH54_P6_D12	0.787597763372	red	1	0.22651	0.72247
MGH54_P6_E02	NA	black	0	0	0
MGH54_P6_E03	NA	black	0	0	0
MGH54_P6_E04	NA	black	0	0	0.58496
MGH54_P6_E05	NA	black	0	0	1.0909
MGH54_P6_E07	NA	black	0	0	0
MGH54_P6_E08	NA	black	0	2.0225	0
MGH54_P6_E09	NA	black	0	0	0
MGH54_P6_E10	NA	black	0	0	0.33571
MGH54_P6_E11	NA	black	0	0	0
MGH54_P6_E12	NA	black	0	0	0
MGH54_P6_F01	NA	black	0	0	0
MGH54_P6_F02	NA	black	0	0	1.005
MGH54_P6_F03	NA	black	0	1.9355	0
MGH54_P6_F05	NA	black	0	0	0.42331
MGH54_P6_F06	NA	black	0	0	0
MGH54_P6_F07	NA	black	0	0	0.49467
MGH54_P6_F08	NA	black	0	0.3115	0
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0	0.51299
MGH54_P6_F11	1.04256931759	red	1	0.18396	0.33571
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	2.6274	0
MGH54_P6_G02	-0.470381091352	red	1	2.8321	1.281
MGH54_P6_G03	NA	black	0	0	0
MGH54_P6_G04	-0.523074437835	red	1	0.86869	3.9407
MGH54_P6_G06	NA	black	0	0	0.32539
MGH54_P6_G07	0.877588780762	red	1	0.3774	0.36177
MGH54_P6_G08	NA	black	0	0	0.31846
MGH54_P6_G09	NA	black	0	0	3.2929
MGH54_P6_G10	NA	black	0	0	0
MGH54_P6_G11	NA	black	0	2.4839	0
MGH54_P6_G12	NA	black	0	0.32423	0
MGH54_P6_H01	NA	black	0	2.9902	0
MGH54_P6_H03	NA	black	0	0	0
MGH54_P6_H05	0.804736656753	red	1	0.09356	0.82456
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	1.2091	0
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	NA	black	0	0	0
MGH54_P6_H10	NA	black	0	0	0
MGH54_P6_H11	-0.472621055815	red	1	2.373	0.8472
MGH54_P6_H12	NA	black	0	0	0.90458
MGH54_P7_A02	NA	black	0	0	0
MGH54_P7_A03	NA	black	0	0	0
MGH54_P7_A04	NA	black	0	0	0.40054
MGH54_P7_A06	NA	black	0	0	0.16736
MGH54_P7_A07	1.09539260563	red	1	0.1003	0.35614
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	NA	black	0	0	0
MGH54_P7_A12	NA	black	0	0	0.20038
MGH54_P7_B01	NA	black	0	0	2.6745
MGH54_P7_B03	NA	black	0	0	0
MGH54_P7_B04	NA	black	0	0	4.7656
MGH54_P7_B05	NA	black	0	0	0.20664
MGH54_P7_B06	NA	black	0	0	0.56267
MGH54_P7_B07	NA	black	0	4.0565	0
MGH54_P7_B08	NA	black	0	0	0.21661
MGH54_P7_B09	NA	black	0	0	0.24001
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0	0.24245
MGH54_P7_C01	NA	black	0	0	0
MGH54_P7_C03	NA	black	0	0	0
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	-0.394106305725	red	1	1.9895	0.21412
MGH54_P7_C06	NA	black	0	0	0
MGH54_P7_C07	NA	black	0	0	0
MGH54_P7_C08	NA	black	0	0	0
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	NA	black	0	0	0
MGH54_P7_C11	NA	black	0	0	0
MGH54_P7_C12	NA	black	0	0	0.47197
MGH54_P7_D01	NA	black	0	0	0
MGH54_P7_D02	NA	black	0	0	0
MGH54_P7_D03	NA	black	0	0	0
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	4.02255745773	black	0	4.3134	5.3184
MGH54_P7_D08	NA	black	0	0	0.20539
MGH54_P7_D11	NA	black	0	1.0286	0
MGH54_P7_D12	-0.349216712793	red	1	1.9211	0.14666
MGH54_P7_E01	NA	black	0	0	0
MGH54_P7_E02	NA	black	0	0	0.34483
MGH54_P7_E03	NA	black	0	0	0.31267
MGH54_P7_E04	NA	black	0	0	0.19409
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	NA	black	0	0	0
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	0.20789
MGH54_P7_E10	NA	black	0	0	0.5955
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	NA	black	0	0	0
MGH54_P7_F01	NA	black	0	0	0
MGH54_P7_F02	1.14317297921	red	1	0.19787	0.14535
MGH54_P7_F03	NA	black	0	0	0.27023
MGH54_P7_F04	NA	black	0	0	0.56365
MGH54_P7_F05	NA	black	0	0	0
MGH54_P7_F06	NA	black	0	0	0
MGH54_P7_F08	NA	black	0	0	0
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0.19661
MGH54_P7_G01	NA	black	0	0	0
MGH54_P7_G02	NA	black	0	0	0
MGH54_P7_G03	NA	black	0	0	3.9168
MGH54_P7_G04	NA	black	0	0	0.090853
MGH54_P7_G06	NA	black	0	0	0.4957
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	NA	black	0	0	0
MGH54_P7_G09	NA	black	0	0	0
MGH54_P7_G10	0.0649673368469	red	1	1.4335	0.3173
MGH54_P7_G11	NA	black	0	0	0.36513
MGH54_P7_H01	NA	black	0	0	0.54794
MGH54_P7_H02	NA	black	0	0	0.30568
MGH54_P7_H04	NA	black	0	0	0
MGH54_P7_H05	NA	black	0	0	0
MGH54_P7_H09	NA	black	0	0	0
MGH54_P7_H10	NA	black	0	0	0.51702
MGH54_P8_A01	NA	black	0	0	0
MGH54_P8_A06	NA	black	0	0	0.60881
MGH54_P8_A07	NA	black	0	0	4.6829
MGH54_P8_A09	NA	black	0	0	0.13488
MGH54_P8_A10	NA	black	0	0	0.33685
MGH54_P8_A11	NA	black	0	0	0.12829
MGH54_P8_A12	NA	black	0	0	0
MGH54_P8_B01	NA	black	0	0	0
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	NA	black	0	0	0.4678
MGH54_P8_B08	NA	black	0	0	0
MGH54_P8_B09	NA	black	0	0	0.38957
MGH54_P8_B12	NA	black	0	0	0.22774
MGH54_P8_C02	NA	black	0	0	0
