Cell_name	Zvalue	Color	Cluster	HDAC2	MYC
MGH53_P6_A09	NA	black	0	3.9183	0
MGH53_P6_A10	NA	black	0	0	0
MGH53_P6_A11	2.91451329763	black	0	0.084064	0.22651
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	4.911	0
MGH53_P6_B03	0.541139913309	green3	2	3.3258	5.5862
MGH53_P6_B04	0.222710794533	green3	2	4.3114	3.8346
MGH53_P6_B05	NA	black	0	0.10568	0
MGH53_P6_B06	NA	black	0	1.2172	0
MGH53_P6_B07	0.112314037857	green3	2	2.8335	4.904
MGH53_P6_B09	1.08580796348	green3	2	4.831	4.8268
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0.21537	0
MGH53_P6_C03	-1.83315132895	red	1	4.2625	0.48646
MGH53_P6_C04	NA	black	0	3.0418	0
MGH53_P6_C05	-0.345312702522	green3	2	3.5686	2.4936
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	0.939347881999	green3	2	4.317	4.9937
MGH53_P6_C08	-0.71269769009	green3	2	0.22897	4.2542
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	4.2093	0
MGH53_P6_C11	NA	black	0	0	5.4047
MGH53_P6_C12	NA	black	0	4.8732	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0.42223	0
MGH53_P6_D03	1.63879368898	blue	3	4.736	5.6102
MGH53_P6_D05	NA	black	0	0.13488	0
MGH53_P6_D07	NA	black	0	0.27977	0
MGH53_P6_D08	NA	black	0	0.14405	0
MGH53_P6_D09	-0.415595218324	green3	2	0.14143	3.8957
MGH53_P6_D10	2.71208133563	black	0	0.1635	0.35389
MGH53_P6_D11	NA	black	0	4.2557	0
MGH53_P6_D12	NA	black	0	4.9678	0
MGH53_P6_E01	NA	black	0	0.50182	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	1.04858129149	green3	2	4.4494	5.0494
MGH53_P6_E04	-0.0979311695105	green3	2	2.5489	6.567
MGH53_P6_E05	NA	black	0	5.045	0
MGH53_P6_E06	NA	black	0	4.811	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	-0.0281827992615	green3	2	2.5816	5.2895
MGH53_P6_E10	NA	black	0	1.9613	0
MGH53_P6_F01	-2.15694746006	black	0	0.3173	5.9941
MGH53_P6_F02	NA	black	0	0.15186	0
MGH53_P6_F03	NA	black	0	0.30217	0
MGH53_P6_F04	NA	black	0	4.5394	0
MGH53_P6_F05	NA	black	0	5.0367	0
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0.09356	0
MGH53_P6_F10	NA	black	0	4.7363	0
MGH53_P6_G01	NA	black	0	4.3516	0
MGH53_P6_G02	NA	black	0	0.19283	0
MGH53_P6_G03	0.951588201177	green3	2	4.392	4.9488
MGH53_P6_G04	NA	black	0	0.074505	0
MGH53_P6_G05	NA	black	0	0.34596	0
MGH53_P6_G06	NA	black	0	0.54399	0
MGH53_P6_G07	NA	black	0	4.5375	0
MGH53_P6_G08	NA	black	0	0.055196	0
MGH53_P6_G09	2.16211606563	black	0	4.7403	6.2943
MGH53_P6_G10	NA	black	0	6.004	0
MGH53_P6_G11	NA	black	0	5.7951	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	3.5835	0
MGH53_P6_H03	NA	black	0	0.31962	0
MGH53_P6_H04	NA	black	0	0.20789	0
MGH53_P6_H05	NA	black	0	2.4555	0
MGH53_P6_H07	1.57239056994	blue	3	0.098958	1.7044
MGH53_P6_H09	-0.913308787768	green3	2	3.8215	1.4404
MGH53_P6_H10	2.58810656236	black	0	0.18523	0.46989
MGH53_P6_H11	0.248681593045	green3	2	3.8063	4.0414
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	3.6228	0
MGH53_P7_A03	0.503264577098	green3	2	3.7536	4.6846
MGH53_P7_A04	2.53444383192	black	0	0.34369	0.32539
MGH53_P7_A05	-1.02219995384	green3	2	1.5724	6.0955
MGH53_P7_A06	0.0926412145227	green3	2	2.0257	3.014
MGH53_P7_A07	0.895081443337	green3	2	3.9906	5.2668
MGH53_P7_A09	-1.56560024653	red	1	0.1635	5.1801
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0.14012	0
MGH53_P7_B02	0.0154698983919	green3	2	2.6464	5.5341
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	1.38503062268	blue	3	4.439	5.5716
MGH53_P7_B05	NA	black	0	3.6355	0
MGH53_P7_B06	NA	black	0	3.7136	0
MGH53_P7_B07	NA	black	0	4.1633	0
MGH53_P7_B08	NA	black	0	0.17121	0
MGH53_P7_B10	-0.137047449044	green3	2	4.5331	3.2833
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	4.0405	0
MGH53_P7_C01	NA	black	0	3.7769	0
MGH53_P7_C02	NA	black	0	0.32654	0
MGH53_P7_C03	-1.04762742117	green3	2	3.8938	1.2738
MGH53_P7_C04	NA	black	0	0.28451	0
MGH53_P7_C05	NA	black	0	4.031	0
MGH53_P7_C06	-1.92363813178	black	0	0.15834	5.5721
MGH53_P7_C07	-2.16936080474	black	0	4.4322	0.26664
MGH53_P7_C09	NA	black	0	0	6.8464
MGH53_P7_C11	NA	black	0	4.8544	0
MGH53_P7_C12	NA	black	0	1.0036	0
MGH53_P7_D01	NA	black	0	1.0922	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	3.8176	0
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	0.22774	0
MGH53_P7_D07	NA	black	0	4.2277	0
MGH53_P7_D10	NA	black	0	0	0
MGH53_P7_D11	-1.07724809852	green3	2	0.19409	4.6532
MGH53_P7_D12	NA	black	0	0	2.9235
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	0.340141829142	green3	2	3.4607	4.572
MGH53_P7_E03	NA	black	0	4.1355	0
MGH53_P7_E04	NA	black	0	0.31846	0
MGH53_P7_E05	NA	black	0	5.5033	0
MGH53_P7_E06	NA	black	0	4.7088	0
MGH53_P7_E07	-0.51827190065	green3	2	1.4947	4.7111
MGH53_P7_E08	NA	black	0	0.11636	0
MGH53_P7_E09	NA	black	0	3.8764	0
MGH53_P7_E10	NA	black	0	0.10702	0
MGH53_P7_E11	NA	black	0	0	5.3626
MGH53_P7_E12	2.35937831719	black	0	0.20414	0.7137
MGH53_P7_F01	NA	black	0	0.22897	0
MGH53_P7_F02	NA	black	0	4.7817	0
MGH53_P7_F04	NA	black	0	4.089	0
MGH53_P7_F05	NA	black	0	4.1397	0
MGH53_P7_F06	NA	black	0	0.1635	0
MGH53_P7_F08	NA	black	0	4.9969	0
MGH53_P7_F09	NA	black	0	0	4.4807
MGH53_P7_F10	NA	black	0	3.7732	0
MGH53_P7_F11	1.3367331307	blue	3	3.9365	6.2833
MGH53_P7_F12	-0.592401168712	green3	2	0.8679	4.3704
MGH53_P7_G01	NA	black	0	4.6648	0
MGH53_P7_G03	NA	black	0	0.36625	0
MGH53_P7_G04	NA	black	0	0	0
MGH53_P7_G05	NA	black	0	0.21412	0
MGH53_P7_G06	NA	black	0	0	5.0871
MGH53_P7_G07	NA	black	0	0.33342	0
MGH53_P7_G08	NA	black	0	0.12433	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	-0.765582643347	green3	2	0.21785	4.3106
MGH53_P7_G11	0.805171895326	green3	2	4.3273	4.7675
MGH53_P7_G12	-2.98620234037	black	0	5.2565	0.42331
MGH53_P7_H01	NA	black	0	0	5.4525
MGH53_P7_H02	NA	black	0	0.338	0
MGH53_P7_H03	NA	black	0	4.6996	0
MGH53_P7_H04	NA	black	0	4.0233	0
MGH53_P7_H05	NA	black	0	0	2.3426
MGH53_P7_H06	-2.57817259405	black	0	0.36849	6.5576
MGH53_P7_H07	NA	black	0	0.20289	0
MGH53_P7_H08	NA	black	0	0.14666	0
MGH53_P7_H10	NA	black	0	3.5263	0
MGH53_P7_H11	-2.17352513027	black	0	0.059355	5.7546
MGH53_P7_H12	-1.39756586977	red	1	4.7562	1.7106
MGH53_P8_A01	-0.508430129144	green3	2	4.6847	2.8109
MGH53_P8_A02	1.66413241477	blue	3	4.0888	6.6148
MGH53_P8_A03	NA	black	0	4.0885	0
MGH53_P8_A04	-1.09347077484	green3	2	0.15445	4.6513
MGH53_P8_A05	NA	black	0	2.0458	0
MGH53_P8_A06	NA	black	0	0.33571	0
MGH53_P8_A07	NA	black	0	4.3859	0
MGH53_P8_A08	1.56902495592	blue	3	6.0243	4.757
MGH53_P8_A09	NA	black	0	0.56949	0
MGH53_P8_A10	-1.54758386706	red	1	1.0072	6.0566
MGH53_P8_A11	NA	black	0	0.11103	0
MGH53_P8_A12	0.90030181976	green3	2	1.3448	1.4641
MGH53_P8_B03	NA	black	0	4.2912	0
MGH53_P8_B04	-2.89016661879	black	0	0.28333	6.8055
MGH53_P8_B08	NA	black	0	3.1212	0
MGH53_P8_B09	NA	black	0	4.8202	0
MGH53_P8_B10	-0.0251100535561	green3	2	4.3619	3.4372
MGH53_P8_B11	NA	black	0	5.7043	0
MGH53_P8_B12	0.699279069639	green3	2	3.9404	4.9236
MGH53_P8_C01	1.66251950017	blue	3	4.7347	5.6427
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	-0.195542875694	green3	2	4.2921	3.1583
MGH53_P8_C04	NA	black	0	5.1506	0
MGH53_P8_C08	NA	black	0	5.088	0
MGH53_P8_C09	1.20311500843	green3	2	4.8656	4.9504
MGH53_P8_C10	NA	black	0	1.4952	0
MGH53_P8_C11	1.00146692608	green3	2	4.5103	4.9301
MGH53_P8_C12	-0.0160944025368	green3	2	2.4052	3.673
MGH53_P8_D01	-0.608150467236	green3	2	0.77821	4.3478
MGH53_P8_D02	-1.22306945256	green3	2	0.10969	4.7703
MGH53_P8_D03	NA	black	0	3.4114	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	0	0.38294
MGH53_P8_D06	NA	black	0	0.24853	0
MGH53_P8_D07	-1.1665941852	green3	2	4.1502	1.4265
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0.17121	0
MGH53_P8_D10	1.52809389401	blue	3	3.7926	7.1088
MGH53_P8_D11	NA	black	0	4.2718	0
MGH53_P8_E01	0.874952792103	green3	2	4.6473	4.6608
MGH53_P8_E03	NA	black	0	0.21661	0
MGH53_P8_E04	NA	black	0	2.5375	0
MGH53_P8_E05	NA	black	0	4.0743	0
MGH53_P8_E06	NA	black	0	1.9609	0
MGH53_P8_E07	0.852448616196	green3	2	3.6918	5.6639
MGH53_P8_E08	0.868771513161	green3	2	3.4547	6.3677
MGH53_P8_E09	NA	black	0	0.46153	0
MGH53_P8_E10	NA	black	0	5.1498	0
MGH53_P8_E11	0.141080697305	green3	2	2.8871	4.9103
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	0.312412539468	green3	2	3.833	4.1729
MGH53_P8_F04	0.191370814754	green3	2	4.0225	3.8443
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	NA	black	0	3.6668	0
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	0.796830012697	green3	2	5.3227	4.2926
MGH53_P8_F09	-2.01759586002	black	0	0.048236	5.5798
MGH53_P8_F11	2.36201634077	black	0	0.10969	0.81476
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	6.1086	0
MGH53_P8_G03	NA	black	0	5.0052	0
MGH53_P8_G04	NA	black	0	5.1264	0
MGH53_P8_G05	NA	black	0	0.43403	0
MGH53_P8_G06	NA	black	0	0.42868	0
MGH53_P8_G07	-1.6287634624	red	1	1.2744	6.7251
MGH53_P8_G08	NA	black	0	0.48852	0
MGH53_P8_G09	NA	black	0	0.08134	0
MGH53_P8_G10	NA	black	0	0	6.4042
MGH53_P8_G11	NA	black	0	0.041243	0
MGH53_P8_G12	NA	black	0	0	2.3457
MGH53_P8_H01	-0.610899718948	green3	2	0.54498	4.2474
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	4.0522	0
MGH53_P8_H04	NA	black	0	1.7672	0
MGH53_P8_H05	NA	black	0	4.8958	0
MGH53_P8_H06	NA	black	0	4.541	0
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0.52507	0
MGH53_P8_H09	2.38756717788	black	0	4.7417	6.5904
MGH53_P8_H10	0.403320124214	green3	2	1.5499	2.3942
MGH53_P8_H11	-2.43011112559	black	0	0.055196	6.0224
MGH53_P8_H12	1.14724758976	green3	2	0.65352	1.818
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	3.7012	0
MGH53_P1_A06	NA	black	0	0.14012	0
MGH53_P1_A07	NA	black	0	3.4094	0
MGH53_P1_A08	NA	black	0	3.412	0
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	-0.286879915335	green3	2	0.10165	3.7476
MGH53_P1_B09	1.56569877016	blue	3	0.17249	1.6599
MGH53_P1_B11	NA	black	0	4.5518	0
MGH53_P1_C03	NA	black	0	3.4302	0
MGH53_P1_C06	NA	black	0	4.0689	0
MGH53_P1_C09	-0.341255479658	green3	2	3.6019	2.537
MGH53_P1_C10	0.184592252205	green3	2	2.9103	5.223
MGH53_P1_D01	NA	black	0	4.7577	0
MGH53_P1_D05	NA	black	0	0.25217	0
MGH53_P1_D12	0.0159935565405	green3	2	2.7736	3.7278
MGH53_P1_E09	-2.03646532272	black	0	5.5843	1.6225
MGH53_P1_E12	-0.220862775302	green3	2	4.4775	3.1545
MGH53_P12_A01	0.346496031956	green3	2	5.085	3.8674
MGH53_P12_A02	-2.15085334297	black	0	4.816	0.83835
MGH53_P12_A03	NA	black	0	3.8002	0
MGH53_P12_A04	NA	black	0	0.1865	0
MGH53_P12_A05	1.44841817953	blue	3	0.049631	1.8722
MGH53_P12_A06	NA	black	0	0.86631	0
MGH53_P12_A08	NA	black	0	5.8249	0
MGH53_P12_A09	-0.724647331386	green3	2	3.7193	1.7097
MGH53_P12_A10	0.319800150268	green3	2	3.7115	4.2684
MGH53_P12_A11	-1.79768919549	red	1	0.57628	5.8404
MGH53_P12_A12	-1.05508201559	green3	2	3.8076	1.1037
MGH53_P12_B01	NA	black	0	0.26784	0
MGH53_P12_B02	NA	black	0	3.2109	0
MGH53_P12_B03	NA	black	0	4.6896	0
MGH53_P12_B04	NA	black	0	4.6359	0
MGH53_P12_B05	NA	black	0	3.6703	0
MGH53_P12_B06	-0.550243987016	green3	2	1.0942	4.4344
MGH53_P12_B07	-1.52181869636	red	1	4.183	0.86552
MGH53_P12_B08	NA	black	0	1.442	0
MGH53_P12_B09	NA	black	0	3.6388	0
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0.3173	0
MGH53_P12_C01	0.501657627458	green3	2	3.8159	4.6178
MGH53_P12_C02	0.521923333233	green3	2	4.9228	4.1012
MGH53_P12_C03	NA	black	0	0	0.36401
MGH53_P12_C04	NA	black	0	3.9986	0
MGH53_P12_C05	0.648088257846	green3	2	3.7033	5.1121
MGH53_P12_C06	0.327106611177	green3	2	4.3636	3.988
MGH53_P12_C07	0.817869927116	green3	2	3.9342	5.1809
MGH53_P12_C08	NA	black	0	0	2.6194
MGH53_P12_C09	NA	black	0	0	2.2762
MGH53_P12_C10	NA	black	0	0	5.1831
MGH53_P12_C11	0.53470651777	green3	2	3.9773	4.5494
MGH53_P12_C12	NA	black	0	0.63691	0
MGH53_P12_D01	NA	black	0	3.8552	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0.22033	0
MGH53_P12_D04	NA	black	0	1.5266	0
MGH53_P12_D05	1.30519652933	green3	2	3.8926	6.3128
MGH53_P12_D06	2.53792664938	black	0	0.34142	0.32423
MGH53_P12_D07	0.997520952051	green3	2	4.2205	5.1859
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	-0.105956750076	green3	2	1.8667	3.8416
MGH53_P12_D10	-1.45416340316	red	1	0.12035	5.0283
MGH53_P12_D11	NA	black	0	2.5061	0
MGH53_P12_D12	NA	black	0	3.9056	0
MGH53_P12_E01	NA	black	0	4.0353	0
MGH53_P12_E02	-0.292070460005	green3	2	3.4183	2.4913
MGH53_P12_E03	NA	black	0	5.6932	0
MGH53_P12_E04	NA	black	0	1.6026	0
MGH53_P12_E05	0.70699844063	green3	2	4.9826	4.3009
MGH53_P12_E06	NA	black	0	4.2079	0
MGH53_P12_E07	NA	black	0	3.0595	0
MGH53_P12_E08	0.691409311724	green3	2	3.9766	4.8688
MGH53_P12_E09	NA	black	0	4.822	0
MGH53_P12_E10	-0.956263102279	green3	2	0.18903	4.5146
MGH53_P12_E12	0.877869265671	green3	2	4.0918	5.1104
MGH53_P12_F01	0.0323151821773	green3	2	3.7059	3.5505
MGH53_P12_F02	NA	black	0	0	2.4717
MGH53_P12_F03	NA	black	0	0.19535	0
MGH53_P12_F04	NA	black	0	0.18269	0
MGH53_P12_F06	NA	black	0	0.069015	0
MGH53_P12_F07	1.0662224062	green3	2	3.6897	6.234
MGH53_P12_F08	NA	black	0	4.8321	0
MGH53_P12_F09	NA	black	0	1.0447	0
MGH53_P12_F10	0.04615446266	green3	2	3.3301	3.6414
MGH53_P12_F11	-1.06369298956	green3	2	3.4725	0.20664
MGH53_P12_F12	1.99389055649	black	0	0.88596	0.20914
MGH53_P12_G01	NA	black	0	2.6749	0
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	0	0
MGH53_P12_G07	NA	black	0	1.1177	0
MGH53_P12_G08	NA	black	0	2.7135	0
MGH53_P12_G09	NA	black	0	0.10299	0
MGH53_P12_G10	-1.29924490441	green3	2	3.6533	0.15704
MGH53_P12_G11	3.24125986489	black	0	4.6786	7.8625
MGH53_P12_G12	-0.699812782174	green3	2	3.7796	1.8552
MGH53_P12_H01	-0.151760106571	green3	2	0.78492	3.6688
MGH53_P12_H02	0.389719947385	green3	2	3.1436	5.5268
MGH53_P12_H03	NA	black	0	0.082703	0
MGH53_P12_H04	NA	black	0	0.15575	0
MGH53_P12_H05	NA	black	0	1.5039	0
MGH53_P12_H06	-0.407245146921	green3	2	3.1213	1.3702
MGH53_P12_H07	NA	black	0	0.088142	0
MGH53_P12_H08	-0.0392287907318	green3	2	2.8288	2.9855
MGH53_P12_H09	NA	black	0	1.2388	0
MGH53_P12_H10	-0.117198675963	green3	2	2.9793	2.6173
MGH53_P12_H11	NA	black	0	3.6677	0
MGH53_P12_H12	1.29951952026	green3	2	4.7216	5.1771
MGH53_P2_A09	0.0478192890752	green3	2	2.6971	5.234
MGH53_P2_A11	NA	black	0	4.3406	0
MGH53_P2_A12	-1.56604168601	red	1	4.5627	1.3045
MGH53_P2_B05	NA	black	0	0	0
MGH53_P2_B07	NA	black	0	1.2738	0
MGH53_P2_B09	0.841820393693	green3	2	4.6743	4.6011
MGH53_P2_B10	NA	black	0	0	4.7353
MGH53_P2_C01	NA	black	0	2.9762	0
MGH53_P2_C02	-0.0345655262634	green3	2	3.3516	3.3394
MGH53_P2_C03	NA	black	0	0.9501	0
MGH53_P2_C07	NA	black	0	0.43616	0
MGH53_P2_C09	NA	black	0	0.22157	0
MGH53_P2_D01	NA	black	0	3.9097	0
MGH53_P2_D02	NA	black	0	4.1081	0
MGH53_P2_D07	NA	black	0	4.5474	0
MGH53_P2_D08	-0.229581487039	green3	2	1.3545	3.9467
MGH53_P2_D12	NA	black	0	0	4.6679
MGH53_P2_E04	NA	black	0	1.9826	0
MGH53_P2_E10	-0.612460514688	green3	2	0.26424	4.1502
MGH53_P2_F02	NA	black	0	3.6778	0
MGH53_P2_F03	0.405615334787	green3	2	5.0472	3.9396
MGH53_P2_F04	NA	black	0	2.1709	0
MGH53_P2_F05	NA	black	0	4.5598	0
MGH53_P2_G02	3.45747071242	black	0	5.362	6.9729
MGH53_P2_G07	NA	black	0	1.4356	0
MGH53_P2_H01	NA	black	0	0	4.3299
MGH53_P10_A01	NA	black	0	0	0
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	0.0562019247849	green3	2	5.3478	3.5424
MGH53_P10_A04	NA	black	0	0.35727	0
MGH53_P10_A05	NA	black	0	3.1107	0
MGH53_P10_A06	0.328286556532	green3	2	3.2113	4.9884
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	1.27068718829	green3	2	4.3623	5.4817
MGH53_P10_A10	NA	black	0	0.18142	0
MGH53_P10_A11	NA	black	0	0.11103	0
MGH53_P10_A12	0.0233953657751	green3	2	2.6868	4.3565
MGH53_P10_B01	NA	black	0	3.6785	0
MGH53_P10_B02	NA	black	0	0.17249	0
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	0.808116304086	green3	2	4.6832	4.5514
MGH53_P10_B05	NA	black	0	4.5913	0
MGH53_P10_B06	NA	black	0	0.123	0
MGH53_P10_B07	NA	black	0	0	3.3985
MGH53_P10_B08	NA	black	0	1.726	0
MGH53_P10_B09	NA	black	0	0.12035	0
MGH53_P10_B10	-0.353675652103	green3	2	2.1447	5.4701
MGH53_P10_B11	NA	black	0	0	0
MGH53_P10_B12	2.65684436188	black	0	0.1003	0.49467
MGH53_P10_C01	NA	black	0	3.4255	0
MGH53_P10_C02	NA	black	0	0.066261	0
MGH53_P10_C03	NA	black	0	0	4.4382
MGH53_P10_C04	-2.4859424306	black	0	4.7005	0.26544
MGH53_P10_C05	NA	black	0	5.7435	0
MGH53_P10_C06	NA	black	0	0.73639	0
MGH53_P10_C07	-2.01253896786	black	0	0.19535	5.7043
MGH53_P10_C08	NA	black	0	3.036	0
MGH53_P10_C09	NA	black	0	4.1003	0
MGH53_P10_C10	1.12170078409	green3	2	5.0087	4.7695
MGH53_P10_C11	NA	black	0	3.9333	0
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	0.699141864694	green3	2	1.4558	1.7617
MGH53_P10_D02	NA	black	0	0.10836	0
MGH53_P10_D03	NA	black	0	0.93282	0
MGH53_P10_D04	NA	black	0	4.0117	0
MGH53_P10_D05	NA	black	0	0	6.3244
MGH53_P10_D06	NA	black	0	4.0693	0
MGH53_P10_D07	NA	black	0	0.17377	0
MGH53_P10_D08	NA	black	0	1.201	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0.1177	0
MGH53_P10_E01	NA	black	0	0.19156	0
MGH53_P10_E03	NA	black	0	0.086784	0
MGH53_P10_E04	0.9494022754	green3	2	4.0994	5.2362
MGH53_P10_E05	0.297767397771	green3	2	3.193	4.8885
MGH53_P10_E06	-3.36322610101	black	0	5.7605	0.58592
MGH53_P10_E07	-0.725264787789	green3	2	0.014355	4.198
MGH53_P10_E08	NA	black	0	3.3159	0
MGH53_P10_E09	NA	black	0	0	0
MGH53_P10_E10	NA	black	0	4.3528	0
MGH53_P10_E11	NA	black	0	3.8952	0
MGH53_P10_E12	NA	black	0	0.089498	0
MGH53_P10_F01	-0.879290799757	green3	2	1.2998	5.266
MGH53_P10_F02	-2.47559325233	black	0	0.28451	6.3277
MGH53_P10_F03	-0.615603652293	green3	2	1.4383	4.8744
MGH53_P10_F04	NA	black	0	0.3505	0
MGH53_P10_F05	NA	black	0	4.6502	0
MGH53_P10_F06	NA	black	0	0.1003	0
MGH53_P10_F07	NA	black	0	2.6358	0
MGH53_P10_F08	NA	black	0	2.5368	0
MGH53_P10_F09	0.202693584026	green3	2	2.1522	2.2035
MGH53_P10_F10	NA	black	0	0.8922	0
MGH53_P10_F12	NA	black	0	0	4.6294
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	-1.19725582152	green3	2	4.9826	2.108
MGH53_P10_G03	NA	black	0	4.2086	0
MGH53_P10_G04	NA	black	0	4.9021	0
MGH53_P10_G05	NA	black	0	0	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0.96199	0
MGH53_P10_G09	NA	black	0	3.7191	0
MGH53_P10_G11	NA	black	0	3.5589	0
MGH53_P10_H01	NA	black	0	3.1662	0
MGH53_P10_H02	0.518473866535	green3	2	0.071763	2.8722
MGH53_P10_H04	0.276225776198	green3	2	4.7018	3.8417
MGH53_P10_H05	NA	black	0	4.0461	0
MGH53_P10_H06	NA	black	0	0.1177	0
MGH53_P10_H07	2.85056646506	black	0	0.10299	0.27381
MGH53_P10_H08	NA	black	0	0	4.9678
MGH53_P10_H09	0.449254573252	green3	2	3.594	4.7305
MGH53_P10_H10	NA	black	0	0	5.029
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	-2.38284104858	black	0	0.21537	6.1407
MGH53_P11_A03	NA	black	0	2.2366	0
MGH53_P11_A04	NA	black	0	3.7202	0
MGH53_P11_A06	-1.409601593	red	1	3.8499	0.42761
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	0.0535158480445	green3	2	3.2143	3.7073
MGH53_P11_A10	NA	black	0	2.6304	0
MGH53_P11_A11	NA	black	0	5.2427	0
MGH53_P11_A12	NA	black	0	3.8138	0
MGH53_P11_B01	NA	black	0	0.071763	0
MGH53_P11_B02	NA	black	0	0	0
MGH53_P11_B04	0.210032678137	green3	2	3.6628	4.017
MGH53_P11_B05	NA	black	0	3.9685	0
MGH53_P11_B06	NA	black	0	0.56949	0
MGH53_P11_B07	-0.54648214499	green3	2	4.3245	2.6081
MGH53_P11_B08	-0.184610349011	green3	2	4.5443	3.2174
MGH53_P11_B09	NA	black	0	0.24245	0
MGH53_P11_B11	-0.0024979395305	green3	2	0.123	3.4371
MGH53_P11_B12	1.78933482816	blue	3	0.86473	0.58304
MGH53_P11_C01	NA	black	0	3.6969	0
MGH53_P11_C02	NA	black	0	0	2.7231
MGH53_P11_C03	NA	black	0	0	4.3438
MGH53_P11_C04	0.435775403817	green3	2	4.9283	3.9976
MGH53_P11_C05	-0.835328635529	green3	2	0.18269	4.376
MGH53_P11_C06	NA	black	0	3.4457	0
MGH53_P11_C07	NA	black	0	1.2552	0
MGH53_P11_C08	NA	black	0	5.5245	0
MGH53_P11_C09	NA	black	0	4.0842	0
MGH53_P11_C10	NA	black	0	4.5385	0
MGH53_P11_C11	-0.639933594197	green3	2	1.1972	4.6786
MGH53_P11_C12	-0.924702300312	green3	2	4.7363	2.2957
MGH53_P11_D01	NA	black	0	4.5644	0
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	NA	black	0	0	5.1053
MGH53_P11_D04	-0.561485419396	green3	2	3.0956	0.47612
MGH53_P11_D05	NA	black	0	0.63877	0
MGH53_P11_D07	-0.264223111048	green3	2	0.19409	3.7348
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	4.3144	0
MGH53_P11_D10	NA	black	0	3.7157	0
MGH53_P11_D11	NA	black	0	4.02	0
MGH53_P11_D12	NA	black	0	0.91609	0
MGH53_P11_E01	0.471350115822	green3	2	3.7876	4.5739
MGH53_P11_E02	0.0660717640026	green3	2	2.7811	4.5649
MGH53_P11_E04	-0.0785436250714	green3	2	1.6902	3.6839
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	3.4621	0
MGH53_P11_E09	NA	black	0	0	3.7804
MGH53_P11_E10	NA	black	0	0.13488	0
