Cell_name	Zvalue	Color	Cluster	NOX4	STAT3
MGH53_P6_A04	NA	black	0	0.42438	0
MGH53_P6_A05	-5.09980597701	black	0	4.5788	0.25822
MGH53_P6_A06	NA	black	0	0	3.3009
MGH53_P6_A07	NA	black	0	0	0.13356
MGH53_P6_A08	NA	black	0	0	0.49774
MGH53_P6_A09	NA	black	0	0	0.1375
MGH53_P6_A10	2.10902269733	black	0	3.4382	3.3953
MGH53_P6_A11	NA	black	0	0	1.364
MGH53_P6_A12	NA	black	0	0	0.61164
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	0.130391266649	red	1	0.73466	3.3067
MGH53_P6_B04	NA	black	0	0	2.2513
MGH53_P6_B05	-0.802935455696	red	1	0.15575	5.2603
MGH53_P6_B06	NA	black	0	0	4.2586
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	0.494797540605	green3	2	0.12433	0.27381
MGH53_P6_B10	0.445914875078	green3	2	0.18523	0.16221
MGH53_P6_C01	NA	black	0	0	0.28688
MGH53_P6_C03	NA	black	0	0.15056	0
MGH53_P6_C04	0.424579116522	green3	2	0.19787	0.18777
MGH53_P6_C05	NA	black	0	0	3.538
MGH53_P6_C06	NA	black	0	0	4.6317
MGH53_P6_C07	0.531524419338	green3	2	0.14012	0.045443
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	1.25756378027	red	1	1.1499	5.5795
MGH53_P6_C10	NA	black	0	3.103	0
MGH53_P6_C11	NA	black	0	0	5.1798
MGH53_P6_C12	NA	black	0	0	0.91991
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	-0.454711084078	red	1	0.90843	0.26424
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	0	0.90458
MGH53_P6_D08	0.336996364996	red	1	0.21661	0.514
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	-0.335901798924	red	1	0.38405	5.1191
MGH53_P6_D11	-0.685953579116	red	1	0.11503	4.5878
MGH53_P6_D12	NA	black	0	0	2.2488
MGH53_P6_E01	-1.67132312318	black	0	2.009	0.42008
MGH53_P6_E02	5.98390358262	black	0	3.4713	5.5024
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.73466
MGH53_P6_E09	NA	black	0	0	4.2628
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	2.4036582036	black	0	1.6924	5.5627
MGH53_P6_F02	NA	black	0	0	2.6801
MGH53_P6_F03	NA	black	0	0	5.3263
MGH53_P6_F04	NA	black	0	0	3.9204
MGH53_P6_F05	NA	black	0	0	5.1994
MGH53_P6_F06	NA	black	0	0	4.8726
MGH53_P6_F07	NA	black	0	0	0.29278
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0.24245
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	0.0221359853144	red	1	0.73898	2.3604
MGH53_P6_G02	NA	black	0	0	0.29748
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	0.445180205381	green3	2	0.1635	0.2857
MGH53_P6_G05	NA	black	0	0	2.8045
MGH53_P6_G06	NA	black	0	0	4.3567
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	0.37518
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0.35614
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0.1635
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	0.171258036151	red	1	0.39726	0.2228
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	NA	black	0	0	0.07861
MGH53_P6_H10	NA	black	0	0	5.5694
MGH53_P6_H11	NA	black	0	0	1.6064
MGH53_P7_A01	NA	black	0	0	0.32654
MGH53_P7_A02	NA	black	0	0	3.405
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0	0.56949
MGH53_P7_A05	NA	black	0	0	2.8548
MGH53_P7_A06	-0.828128271147	red	1	0.20914	5.8091
MGH53_P7_A07	NA	black	0	0	0.37072
MGH53_P7_A09	NA	black	0	0	0.44679
MGH53_P7_A11	NA	black	0	0	0.47197
MGH53_P7_A12	NA	black	0	2.0979	0
MGH53_P7_B01	0.28454634771	red	1	0.2916	0.33914
MGH53_P7_B02	NA	black	0	0	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	5.0863
MGH53_P7_B05	NA	black	0	0	0.16864
MGH53_P7_B06	NA	black	0	0	0.1137
MGH53_P7_B07	-0.347078747278	red	1	0.3173	4.4239
MGH53_P7_B08	NA	black	0	5.626	0
MGH53_P7_B10	NA	black	0	0	3.2666
MGH53_P7_B11	NA	black	0	0	0.32998
MGH53_P7_B12	NA	black	0	0	0.090853
MGH53_P7_C01	NA	black	0	0	0.23511
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0.47405	0
MGH53_P7_C04	NA	black	0	0	0.37629
MGH53_P7_C05	NA	black	0	0	3.1434
MGH53_P7_C06	NA	black	0	0	1.9317
MGH53_P7_C07	0.465542629379	green3	2	0.15186	0.25822
MGH53_P7_C09	NA	black	0	0	0.45523
MGH53_P7_C11	0.525709353543	green3	2	0.11237	0.21039
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0	4.5362
MGH53_P7_D02	NA	black	0	0	0.67987
MGH53_P7_D03	NA	black	0	0	0.74846
MGH53_P7_D04	NA	black	0	0	0.67265
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	0	0.2762
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	-0.57283915212	red	1	0.12035	4.2219
MGH53_P7_D11	NA	black	0	0	5.5693
MGH53_P7_D12	NA	black	0	0	3.4137
MGH53_P7_E01	NA	black	0	0	5.7819
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	2.2001
MGH53_P7_E04	NA	black	0	0	0.66448
MGH53_P7_E05	NA	black	0	0	1.8821
MGH53_P7_E06	NA	black	0	0	5.3259
MGH53_P7_E07	1.03423732987	red	1	1.0724	5.3947
MGH53_P7_E08	0.467687113796	green3	2	0.15056	0.2558
MGH53_P7_E09	-0.0384619384324	red	1	0.48852	3.1252
MGH53_P7_E10	-0.550566043868	red	1	0.1635	4.355
MGH53_P7_E11	NA	black	0	0	4.8918
MGH53_P7_E12	NA	black	0	0	0.62761
MGH53_P7_F01	NA	black	0	0	0.17632
MGH53_P7_F02	NA	black	0	0	4.2059
MGH53_P7_F04	0.466190048909	green3	2	0.1635	0.19409
MGH53_P7_F05	NA	black	0	0	0.17249
MGH53_P7_F06	NA	black	0	0	6.8079
MGH53_P7_F08	-0.557477439295	red	1	0.17505	4.4465
MGH53_P7_F09	NA	black	0	0	1.5465
MGH53_P7_F10	NA	black	0	0	0
MGH53_P7_F11	NA	black	0	0	0.085425
MGH53_P7_F12	NA	black	0	0	0.24489
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0.48027
MGH53_P7_G04	NA	black	0	0	0.10299
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	0.13619
MGH53_P7_G07	NA	black	0	0	1.0079
MGH53_P7_G08	-0.449004345931	red	1	0.096262	3.7019
MGH53_P7_G09	-1.40495496622	red	1	0.096262	6.8139
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	0	1.2497
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0.78409
MGH53_P7_H03	NA	black	0	0.52907	0
MGH53_P7_H04	NA	black	0	0	3.1283
MGH53_P7_H05	NA	black	0	0	0.12961
MGH53_P7_H06	-0.631791390443	red	1	0.15575	4.6209
MGH53_P7_H07	NA	black	0	0	0.39067
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	4.292
MGH53_P7_H11	0.871329675213	red	1	1.5984	3.5105
MGH53_P7_H12	-0.688914960871	red	1	0.16607	4.9028
MGH53_P8_A01	NA	black	0	0	0.60312
MGH53_P8_A02	NA	black	0	0	2.76
MGH53_P8_A03	0.546754355369	green3	2	0.10299	0.17505
MGH53_P8_A04	NA	black	0	0	0.6248
MGH53_P8_A05	NA	black	0	0	0.42438
MGH53_P8_A06	11.185784469	black	0	4.8361	6.4603
MGH53_P8_A07	NA	black	0	0	0.11237
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	NA	black	0	0	0.22157
MGH53_P8_A10	NA	black	0	0	1.9123
MGH53_P8_A11	NA	black	0	0	0.50792
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	3.4311	0
MGH53_P8_B04	NA	black	0	0	4.3364
MGH53_P8_B08	NA	black	0	0	0.22033
MGH53_P8_B09	NA	black	0	0	0.17505
MGH53_P8_B10	0.603965424987	red	1	2.9373	2.6271
MGH53_P8_B11	NA	black	0	0	0.045443
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	-4.13120935809	black	0	3.6289	0.12961
MGH53_P8_C02	NA	black	0	0	0.13356
MGH53_P8_C03	NA	black	0	0	2.7534
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0.38847
MGH53_P8_C09	NA	black	0	0	0.12433
MGH53_P8_C10	-0.479223987651	red	1	0.21412	4.3522
MGH53_P8_C11	NA	black	0	0	4.3727
MGH53_P8_C12	NA	black	0	0	0.44042
MGH53_P8_D01	NA	black	0	0	3.2753
MGH53_P8_D02	0.146222315617	red	1	0.10165	1.6443
MGH53_P8_D03	NA	black	0	0	5.8457
MGH53_P8_D04	-0.254927127661	red	1	0.23634	3.4297
MGH53_P8_D05	NA	black	0	0	0.21412
MGH53_P8_D06	NA	black	0	0	1.5941
MGH53_P8_D07	NA	black	0	0	2.9694
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	0.010064
MGH53_P8_D10	NA	black	0	0	3.9836
MGH53_P8_D11	NA	black	0	0	0.26063
MGH53_P8_E01	NA	black	0	0	2.1293
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0	1.1362
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0.58592
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0.31383
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0.47301	0
MGH53_P8_E11	NA	black	0	0	4.467
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0.14796	0
MGH53_P8_F04	NA	black	0	0	0.23511
MGH53_P8_F05	NA	black	0	0	3.5509
MGH53_P8_F06	NA	black	0	0	0.15316
MGH53_P8_F07	NA	black	0	0	3.5413
MGH53_P8_F08	0.697454736003	red	1	1.4093	3.476
MGH53_P8_F09	NA	black	0	0	0.066261
MGH53_P8_F11	NA	black	0	0	3.8708
MGH53_P8_G01	NA	black	0	0	0.25096
MGH53_P8_G02	NA	black	0	0	1.0072
MGH53_P8_G03	NA	black	0	0	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	4.2636
MGH53_P8_G06	NA	black	0	0	0.78241
MGH53_P8_G07	NA	black	0	0	0.47301
MGH53_P8_G08	NA	black	0	0	0.45838
MGH53_P8_G09	NA	black	0	0	0.10969
MGH53_P8_G10	NA	black	0	0	4.4484
MGH53_P8_G11	-0.396487573069	red	1	0.1137	3.5782
MGH53_P8_G12	NA	black	0	0	1.3167
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	0.15316
MGH53_P8_H04	NA	black	0	0	0.42868
MGH53_P8_H05	NA	black	0	0	0.41359
MGH53_P8_H06	NA	black	0	0	5.2506
MGH53_P8_H07	NA	black	0	0	0.57143
MGH53_P8_H08	NA	black	0	0	4.5093
MGH53_P8_H09	NA	black	0	0	0.33113
MGH53_P8_H10	NA	black	0	0	0.3115
MGH53_P8_H11	-0.188057002948	red	1	0.089498	2.8055
MGH53_P8_H12	NA	black	0	0	0.67265
MGH53_P1_A03	NA	black	0	0	0.72159
MGH53_P1_A04	NA	black	0	0	3.354
MGH53_P1_A06	NA	black	0	0	0
MGH53_P1_A07	NA	black	0	0	0.30801
MGH53_P1_A08	NA	black	0	0	2.5094
MGH53_P1_B04	NA	black	0	0.33571	0
MGH53_P1_B08	-2.4353480127	black	0	2.5221	0.2857
MGH53_P1_B09	NA	black	0	0	4.0406
MGH53_P1_B11	NA	black	0	0	0.26424
MGH53_P1_C03	0.429331853345	green3	2	0.16092	0.36737
MGH53_P1_C06	NA	black	0	0	0
MGH53_P1_C09	NA	black	0	0.1865	0
MGH53_P1_C10	-0.075420073269	red	1	0.4049	2.9813
MGH53_P1_D01	NA	black	0	0.33457	0
MGH53_P1_D05	NA	black	0	0	4.4733
MGH53_P1_D12	NA	black	0	0	3.8961
MGH53_P1_E09	NA	black	0	0	0.26424
MGH53_P1_E12	-0.448133393134	red	1	0.14666	3.8851
MGH53_P12_A01	NA	black	0	0.27739	0
MGH53_P12_A02	NA	black	0	0.19409	0
MGH53_P12_A03	0.365798599014	green3	2	0.25096	0.14274
MGH53_P12_A04	NA	black	0	0.26664	0
MGH53_P12_A05	NA	black	0	0	0.57821
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	0.334516324103	red	1	0.19787	0.61918
MGH53_P12_A09	NA	black	0	2.8649	0
MGH53_P12_A10	NA	black	0	0	0.78492
MGH53_P12_A11	NA	black	0	0.14926	0
MGH53_P12_A12	NA	black	0	0	0.41792
MGH53_P12_B01	NA	black	0	0	0
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	0.0732784596532	red	1	0.24001	1.7891
MGH53_P12_B04	-0.454280073783	red	1	0.14535	3.9027
MGH53_P12_B05	-0.453052811788	red	1	0.11103	3.7664
MGH53_P12_B06	NA	black	0	0	4.2534
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	0.137669871678	red	1	0.41468	0.39397
MGH53_P12_B09	NA	black	0	0	3.4817
MGH53_P12_B11	NA	black	0	0	3.8995
MGH53_P12_B12	NA	black	0	0	3.8436
MGH53_P12_C01	NA	black	0	0	4.5453
MGH53_P12_C02	NA	black	0	0	3.2857
MGH53_P12_C03	NA	black	0	0.21039	0
MGH53_P12_C04	-0.169082355104	red	1	0.29748	3.2107
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	NA	black	0	0	0.13488
MGH53_P12_C07	NA	black	0	0	3.8735
MGH53_P12_C08	NA	black	0	0	0.45418
MGH53_P12_C09	NA	black	0	0	0.14926
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	0	0
MGH53_P12_C12	NA	black	0	0	0.2857
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	3.0853
MGH53_P12_D03	NA	black	0	0	3.8923
MGH53_P12_D04	NA	black	0	0	0.23879
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	0.31962
MGH53_P12_D07	NA	black	0	0	0
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	NA	black	0	0	2.2032
MGH53_P12_D10	NA	black	0	0	0
MGH53_P12_D11	-0.48823736428	red	1	0.27858	4.8789
MGH53_P12_D12	NA	black	0	0	0.36737
MGH53_P12_E01	NA	black	0	0	0.32539
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	0.22033
MGH53_P12_E04	NA	black	0	0	0.27739
MGH53_P12_E05	NA	black	0	0	3.9435
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	0.30685
MGH53_P12_E08	NA	black	0	0	0.41143
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	3.8468
MGH53_P12_E12	NA	black	0	0	0.15704
MGH53_P12_F01	NA	black	0	0	0
MGH53_P12_F02	0.441357258861	green3	2	0.18142	0.20539
MGH53_P12_F03	NA	black	0	0	0.2857
MGH53_P12_F04	NA	black	0	0	0.25338
MGH53_P12_F06	NA	black	0	0	0.34028
MGH53_P12_F07	NA	black	0	0	0.29748
MGH53_P12_F08	NA	black	0	0	0.26784
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	0	0
MGH53_P12_F12	NA	black	0	0	3.6322
MGH53_P12_G01	NA	black	0	0	0.28214
MGH53_P12_G03	NA	black	0	0	1.9877
MGH53_P12_G04	NA	black	0	0	0.14143
MGH53_P12_G07	NA	black	0	0	1.2666
MGH53_P12_G08	NA	black	0	0.26063	0
MGH53_P12_G09	NA	black	0	0	0.16993
MGH53_P12_G10	NA	black	0	0	1.5266
MGH53_P12_G11	0.442293253145	green3	2	0.16864	0.27143
MGH53_P12_G12	NA	black	0	0	0.1177
MGH53_P12_H01	NA	black	0	0	0
MGH53_P12_H02	NA	black	0	0	4.0187
MGH53_P12_H03	NA	black	0	0	3.3371
MGH53_P12_H04	NA	black	0	0	0.12829
MGH53_P12_H05	NA	black	0	0	4.5916
MGH53_P12_H06	NA	black	0	0	0
MGH53_P12_H07	0.516272861801	green3	2	0.13356	0.14274
MGH53_P12_H08	NA	black	0	0	1.2998
MGH53_P12_H09	NA	black	0	0	2.9201
MGH53_P12_H10	0.287852770063	red	1	0.13356	1.0524
MGH53_P12_H11	NA	black	0	0	2.7368
MGH53_P12_H12	-0.0137438981523	red	1	0.47508	2.4678
MGH53_P2_A09	NA	black	0	0.88753	0
MGH53_P2_A11	NA	black	0	0	0.2916
MGH53_P2_A12	NA	black	0	0	4.0208
MGH53_P2_B05	NA	black	0	0	0.123
MGH53_P2_B07	0.304882575087	red	1	0.301	0.11902
MGH53_P2_B09	NA	black	0	0	0.098958
MGH53_P2_B10	NA	black	0	0	0.59646
MGH53_P2_C01	-0.693521494972	red	1	0.10299	4.5508
MGH53_P2_C02	NA	black	0	0	2.3196
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0	3.2713
MGH53_P2_C09	-0.165584133804	red	1	0.33228	3.3471
MGH53_P2_D01	NA	black	0	0	3.972
MGH53_P2_D02	NA	black	0	0	0.13619
MGH53_P2_D07	NA	black	0	0	0.29866
MGH53_P2_D08	NA	black	0	0	3.265
MGH53_P2_D12	NA	black	0	0	4.9098
MGH53_P2_E04	NA	black	0	0	3.3222
MGH53_P2_E10	-0.278661503282	red	1	0.18903	3.3683
MGH53_P2_F02	-0.230712838149	red	1	0.19535	3.1821
MGH53_P2_F03	-4.25124342164	black	0	3.7739	0.16736
MGH53_P2_F04	NA	black	0	0	3.5175
MGH53_P2_F05	NA	black	0	0	0
MGH53_P2_G02	NA	black	0	0	3.7152
MGH53_P2_G07	NA	black	0	0	0.5888
MGH53_P2_H01	NA	black	0	0	0.21661
MGH53_P10_A01	NA	black	0	0	4.1109
MGH53_P10_A02	NA	black	0	0.34142	0
MGH53_P10_A03	NA	black	0	0	0.51904
MGH53_P10_A04	NA	black	0	0	4.767
MGH53_P10_A05	NA	black	0	0	4.6265
MGH53_P10_A06	NA	black	0	0	1.9705
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	0.382518426183	green3	2	0.22897	0.20414
MGH53_P10_A09	NA	black	0	0	0.98331
MGH53_P10_A10	NA	black	0	0	3.5624
MGH53_P10_A11	NA	black	0	0	5.7501
MGH53_P10_A12	NA	black	0	0	1.8294
MGH53_P10_B01	NA	black	0	0	0.46884
MGH53_P10_B02	NA	black	0	0	0.082703
MGH53_P10_B03	NA	black	0	0	0.25459
MGH53_P10_B04	NA	black	0	0	0.36961
MGH53_P10_B05	NA	black	0	0	3.8944
MGH53_P10_B06	NA	black	0	0	0.16479
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	0	1.8655
MGH53_P10_B09	NA	black	0	0	0.56365
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	-0.40756552662	red	1	0.17505	3.8474
MGH53_P10_B12	NA	black	0	0	0.14012
MGH53_P10_C01	NA	black	0	0.41034	0
MGH53_P10_C02	NA	black	0	0	0.24853
MGH53_P10_C03	NA	black	0	0	4.2036
MGH53_P10_C04	NA	black	0	0	2.2354
MGH53_P10_C05	NA	black	0	0	0.49876
MGH53_P10_C06	1.41606789683	red	1	1.3488	5.0286
MGH53_P10_C07	NA	black	0	0	5.4209
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0	2.9482
MGH53_P10_C10	NA	black	0	0	0
MGH53_P10_C11	NA	black	0	0	0.30217
MGH53_P10_C12	NA	black	0	0	4.68
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	NA	black	0	0	4.5883
MGH53_P10_D04	NA	black	0	0	3.7236
MGH53_P10_D05	NA	black	0	0	0
MGH53_P10_D06	-0.533964570608	red	1	0.22651	4.6795
MGH53_P10_D07	NA	black	0	0	4.6677
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0	4.8865
MGH53_P10_E01	NA	black	0	0	0
MGH53_P10_E03	0.499657615479	green3	2	0.13093	0.2228
MGH53_P10_E04	NA	black	0	3.5529	0
MGH53_P10_E05	NA	black	0	0	0.18015
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	0	3.7517
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	0	3.682
MGH53_P10_E10	NA	black	0	0	5.1802
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0	3.6467
MGH53_P10_F01	-0.611132852275	red	1	0.18142	4.6992
MGH53_P10_F02	NA	black	0	0	3.7757
MGH53_P10_F03	NA	black	0	0	0.10969
MGH53_P10_F04	-0.245916369671	red	1	0.33685	3.9291
MGH53_P10_F05	NA	black	0	0	4.5057
MGH53_P10_F06	NA	black	0	0	4.1855
MGH53_P10_F07	NA	black	0	0	4.7924
MGH53_P10_F08	NA	black	0	0	0.20789
MGH53_P10_F09	NA	black	0	0.15445	0
MGH53_P10_F10	NA	black	0	3.6119	0
MGH53_P10_F12	NA	black	0	0	3.4039
MGH53_P10_G01	NA	black	0	0	0.20163
MGH53_P10_G02	NA	black	0	0	5.3277
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	0	1.0531
MGH53_P10_G07	NA	black	0	0	0.30685
MGH53_P10_G08	NA	black	0	0	0.097611
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	0	0.089498
MGH53_P10_H01	NA	black	0	0	4.2268
MGH53_P10_H02	NA	black	0	0	0
MGH53_P10_H04	NA	black	0	0	0.12961
MGH53_P10_H05	NA	black	0	0	0.50284
MGH53_P10_H06	0.431113025207	green3	2	0.17377	0.29396
MGH53_P10_H07	NA	black	0	0.30801	0
MGH53_P10_H08	NA	black	0	0	0
MGH53_P10_H09	NA	black	0	0.096262	0
MGH53_P10_H10	NA	black	0	0	0.15834
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0.10969	0
MGH53_P11_A02	NA	black	0	0	2.5566
MGH53_P11_A03	NA	black	0	0.36401	0
MGH53_P11_A04	NA	black	0	0	0.31499
MGH53_P11_A06	NA	black	0	0	1.7334
MGH53_P11_A08	NA	black	0	0	2.9061
MGH53_P11_A09	NA	black	0	0	0
MGH53_P11_A10	NA	black	0	0	3.0489
MGH53_P11_A11	NA	black	0	0	0.15963
MGH53_P11_A12	2.80660348356	black	0	4.5831	3.3723
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	-0.232742550865	red	1	0.33228	3.8058
MGH53_P11_B04	NA	black	0	0	3.9144
MGH53_P11_B05	NA	black	0	0	0.12697
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	NA	black	0	0	0.83996
MGH53_P11_B08	NA	black	0	0.17632	0
MGH53_P11_B09	NA	black	0	0	0.14405
MGH53_P11_B11	NA	black	0	0.1865	0
MGH53_P11_B12	NA	black	0	0	2.3127
MGH53_P11_C01	NA	black	0	0	0
MGH53_P11_C02	NA	black	0	0	2.817
MGH53_P11_C03	NA	black	0	0	4.3136
MGH53_P11_C04	NA	black	0	0	4.324
MGH53_P11_C05	NA	black	0	0	0
MGH53_P11_C06	NA	black	0	0	0.11237
MGH53_P11_C07	0.428802281273	green3	2	0.19661	0.17505
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0.15963
MGH53_P11_C10	NA	black	0	0	4.811
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0.27858	0
MGH53_P11_D01	NA	black	0	0	0
MGH53_P11_D02	NA	black	0	0	4.9239
MGH53_P11_D03	NA	black	0	0	0.31962
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	NA	black	0	0	4.7616
MGH53_P11_D09	NA	black	0	0.21412	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0	3.8863
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	4.1705
MGH53_P11_E04	NA	black	0	0	0.25459
MGH53_P11_E06	NA	black	0	0	2.2425
MGH53_P11_E08	NA	black	0	0	1.4657
MGH53_P11_E09	NA	black	0	0	0.17377
MGH53_P11_E10	NA	black	0	0	0.18142
MGH53_P11_E11	NA	black	0	0	3.7828
MGH53_P11_E12	0.379857140851	green3	2	0.18015	0.49262
MGH53_P11_F01	NA	black	0	0	0.089498
MGH53_P11_F02	NA	black	0	0	0.079975
MGH53_P11_F03	0.398267833043	green3	2	0.22527	0.14535
MGH53_P11_F04	NA	black	0	0	0.090853
MGH53_P11_F05	-5.4227180494	black	0	4.5829	0.13356
MGH53_P11_F07	NA	black	0	0	0.2558
MGH53_P11_F10	NA	black	0	0	4.0745
MGH53_P11_F11	NA	black	0	0	4.7705
MGH53_P11_F12	NA	black	0	0	0.84077
MGH53_P11_G01	NA	black	0	0	0.069015
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0.17377
MGH53_P11_G04	NA	black	0	0	2.2391
MGH53_P11_G05	NA	black	0	0	0
MGH53_P11_G06	0.0404977987217	red	1	0.16993	1.9964
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	0.592195259406	red	1	0.99567	4.3161
MGH53_P11_G10	NA	black	0	0	0.1137
MGH53_P11_G11	NA	black	0	0	4.4305
MGH53_P11_G12	NA	black	0	0	0.41251
MGH53_P11_H01	-0.352756717474	red	1	0.15834	3.5652
MGH53_P11_H02	NA	black	0	0	4.7439
MGH53_P11_H04	NA	black	0	0	0.22774
MGH53_P11_H05	0.00547097990901	red	1	0.40054	2.112
MGH53_P11_H06	NA	black	0	0	3.3908
MGH53_P11_H07	NA	black	0	0	0
MGH53_P11_H08	NA	black	0	0	0.51803
MGH53_P11_H09	NA	black	0	0	0.28214
