Cell_name	Zvalue	Color	Cluster	PPARA	STAT3
MGH60_P7_G11	NA	black	0	0	0.12961
MGH60_P7_G12	-0.831287937489	red	1	0.05797	4.5395
MGH60_P7_H01	NA	black	0	0.074505	0
MGH60_P7_H02	-0.704678355435	red	1	0.15963	4.7546
MGH60_P7_H03	-0.601509517484	red	1	0.044044	3.8911
MGH60_P7_H04	0.312949334815	red	1	0.084064	1.1979
MGH60_P7_H05	NA	black	0	0	3.0136
MGH60_P7_H06	NA	black	0	2.8685	0
MGH60_P7_H07	-0.635043513962	red	1	0.071763	4.087
MGH60_P7_H08	-0.814234669172	red	1	0.13488	4.9271
MGH60_P7_H09	-0.436841929309	red	1	0.070389	3.5358
MGH60_P7_H10	-0.430278854617	red	1	0.20289	4.0712
MGH60_P7_H11	-1.13340400832	red	1	1.0524	0.12829
MGH60_P7_H12	0.450369120713	green3	2	0.16736	0.17121
MGH60_P3_A01	NA	black	0	0	0
MGH60_P3_A02	2.88220612763	black	0	2.3303	4.4193
MGH60_P3_A03	NA	black	0	0	0
MGH60_P3_A06	1.69351900937	black	0	1.3635	4.8011
MGH60_P3_A07	-0.280896034197	red	1	0.26183	3.7803
MGH60_P3_A08	NA	black	0	0	1.2179
MGH60_P3_A09	0.196878159757	red	1	0.21537	1.2302
MGH60_P3_A10	NA	black	0	0	2.0769
MGH60_P3_A11	NA	black	0	0	0
MGH60_P3_A12	NA	black	0	0	0
MGH60_P3_B01	1.28467758122	red	1	1.0342	5.3754
MGH60_P3_B04	NA	black	0	0	3.0952
MGH60_P3_B06	NA	black	0	0	5.337
MGH60_P3_B07	NA	black	0	0	4.4998
MGH60_P3_B10	NA	black	0	0	0
MGH60_P3_B11	NA	black	0	1.5864	0
MGH60_P3_B12	NA	black	0	0	3.4647
MGH60_P3_C03	NA	black	0	0	2.5198
MGH60_P3_C04	NA	black	0	0	0
MGH60_P3_C07	0.861193004051	red	1	1.654	3.3177
MGH60_P3_C08	NA	black	0	0	4.6061
MGH60_P3_C09	NA	black	0	1.2314	0
MGH60_P3_D01	0.303420993236	red	1	0.82456	3.4158
MGH60_P3_D03	-0.218828481463	red	1	0.68885	1.2073
MGH60_P3_D04	NA	black	0	0	1.067
MGH60_P3_D07	NA	black	0	0.88362	0
MGH60_P3_D08	NA	black	0	0	2.8836
MGH60_P3_D09	NA	black	0	1.7924	0
MGH60_P3_D10	1.21056739164	red	1	1.0949	4.8744
MGH60_P3_D11	NA	black	0	0	5.1646
MGH60_P3_E02	NA	black	0	0	3.4436
MGH60_P3_E03	-0.235511038422	red	1	0.37295	4.529
MGH60_P3_E04	NA	black	0	0	3.3479
MGH60_P3_E06	NA	black	0	0	4.854
MGH60_P3_E07	NA	black	0	0	3.2453
MGH60_P3_E08	NA	black	0	0	1.0122
MGH60_P3_E09	NA	black	0	0	0
MGH60_P3_E10	-0.291813774073	red	1	0.81065	1.3408
MGH60_P3_E11	NA	black	0	0	2.3975
MGH60_P3_E12	NA	black	0	0	5.2057
MGH60_P3_F01	1.55966080569	cyan	4	1.4668	4.3685
MGH60_P3_F02	NA	black	0	0	3.6367
MGH60_P3_F03	NA	black	0	0	4.6854
MGH60_P3_F04	NA	black	0	0	3.7004
MGH60_P3_F06	NA	black	0	0	4.5138
MGH60_P3_F07	NA	black	0	0	1.9888
MGH60_P3_F08	NA	black	0	0	2.6095
MGH60_P3_F09	NA	black	0	0	0.27977
MGH60_P3_F10	0.225342353872	red	1	0.67175	3.8259
MGH60_P3_F11	0.0703281433738	red	1	0.63599	2.8396
MGH60_P3_F12	NA	black	0	0	3.6125
MGH60_P3_G02	NA	black	0	0	4.1319
MGH60_P3_G04	0.825998877992	red	1	1.5612	3.3453
MGH60_P3_G05	NA	black	0	0	3.9074
MGH60_P3_G06	0.0438245496526	red	1	0.20789	2.0521
MGH60_P3_G07	NA	black	0	0	2.659
MGH60_P3_G08	NA	black	0	0	0
MGH60_P3_G10	0.734767825201	red	1	1.8424	3.0986
MGH60_P3_G11	NA	black	0	0	3.168
MGH60_P3_H02	-0.00864391933222	red	1	0.48543	3.956
MGH60_P3_H03	NA	black	0	0.26424	0
MGH60_P3_H04	NA	black	0	0	2.8586
MGH60_P3_H06	-0.114825812132	red	1	0.19535	2.7679
MGH60_P3_H07	NA	black	0	0	4.8142
MGH60_P3_H08	0.0146836229562	red	1	0.42868	0.76129
MGH60_P3_H09	NA	black	0	1.9697	0
MGH60_P3_H10	NA	black	0	0	0
MGH60_P3_H11	NA	black	0	0	5.5939
MGH60_P3_H12	NA	black	0	0	2.6432
97_P3_G07	0.118771680203	red	1	0.10299	1.8432
97_P3_G10	NA	black	0	0	0
97_P3_H02	0.166427604396	red	1	0.11237	1.6595
97_P3_A07	NA	black	0	0.51702	0
97_P3_C03	NA	black	0	0	0.28806
97_P3_H09	-0.144317992515	red	1	0.24489	3.0275
97_P3_H12	NA	black	0	0	0.58207
97_P3_H08	NA	black	0	0	2.4076
97_P3_E02	NA	black	0	0	3.4015
97_P3_E07	0.397869658138	red	1	0.1903	0.25217
97_P3_C07	1.90107854578	black	0	2.5729	3.6345
97_P3_E04	NA	black	0	0	0.86869
97_P3_C04	-0.54092617038	red	1	2.1427	2.079
97_P3_F10	-0.312585920106	red	1	0.19409	3.572
97_P3_F03	-0.805215116532	red	1	0.094912	4.6619
97_P3_A09	NA	black	0	0	0.81065
97_P3_G04	0.0282837380096	red	1	0.29042	2.0704
97_P3_E09	NA	black	0	0	1.6248
97_P3_B08	NA	black	0	0	2.1313
97_P3_B12	NA	black	0	0.30918	0
97_P3_E05	0.0787087562336	red	1	0.21288	1.8722
97_P3_D03	1.49526235965	cyan	4	2.8616	3.3196
97_P3_D11	NA	black	0	0	0.34483
97_P3_H11	-0.0484728875805	red	1	2.1266	2.4351
97_P3_C10	NA	black	0	0	0
97_P3_G08	NA	black	0	1.8412	0
97_P3_F06	NA	black	0	0	0.3471
97_P3_C01	NA	black	0	0.64155	0
97_P3_A04	NA	black	0	0	0
97_P3_C09	-0.0754773255961	red	1	0.084064	2.4901
97_P3_D10	NA	black	0	0	1.1667
97_P3_H07	NA	black	0	0.16092	0
97_P3_E01	NA	black	0	0	1.6045
97_P3_E03	0.0073788992795	red	1	0.42653	0.15963
97_P3_B10	NA	black	0	0	1.585
97_P3_F05	-0.103616856857	red	1	0.36961	3.399
97_P3_G12	-0.00426725756559	red	1	0.48233	3.6135
97_P3_B04	0.701755002312	red	1	1.4865	3.2543
97_P3_B02	NA	black	0	0	1.9195
97_P3_B07	-0.0888591158793	red	1	0.71984	1.903
97_P3_G02	-0.73750039962	red	1	0.87971	0.3173
97_P3_G11	NA	black	0	0	3.1641
97_P3_F11	-0.321214349741	red	1	0.067639	3.2008
97_P3_H03	NA	black	0	0	0.18777
97_P3_C02	NA	black	0	0	0
97_P3_G06	0.0234643719641	red	1	0.36401	1.9819
97_P3_B01	0.349397873854	red	1	1.0607	3.0881
97_P3_B05	NA	black	0	1.5661	0
97_P3_E10	NA	black	0	0	0.34369
97_P3_G01	NA	black	0	0	0
97_P3_A08	NA	black	0	0	3.199
97_P3_A03	-0.282090307399	red	1	0.20038	3.4774
97_P3_B03	NA	black	0	0.19535	0
97_P3_D01	NA	black	0	0.123	0
97_P3_G03	-2.94741623358	black	0	1.984	0.13488
97_P3_E11	NA	black	0	0.57821	0
97_P3_D04	-0.588978855294	red	1	0.1003	4.0808
97_P3_A11	0.414643290562	red	1	0.16993	0.338
97_P3_C12	NA	black	0	0.3774	0
97_P3_D02	NA	black	0	1.0834	0
97_P3_E08	0.381780999717	red	1	0.8883	3.4917
97_P3_D05	1.05893747676	red	1	1.0752	4.6168
97_P3_D12	NA	black	0	0	2.9003
97_P3_D09	NA	black	0	0	0
97_P3_F01	0.264938650635	red	1	0.21288	0.8504
97_P3_F07	NA	black	0	0	0.81639
97_P3_B11	NA	black	0	0.71545	0
97_P3_H05	NA	black	0	0	1.148
97_P3_F12	NA	black	0	0	0.13225
97_P3_F04	0.0543586898888	red	1	0.069015	2.0793
97_P3_C11	-0.0579831423247	red	1	0.098958	2.4439
97_P3_F08	NA	black	0	0	0.18396
97_P3_C05	-0.0735220158935	red	1	0.10702	2.5011
97_P3_F09	NA	black	0	0	0.25942
97_P3_G05	-0.236498296671	red	1	0.069015	2.9588
97_P3_A10	NA	black	0	0	1.1368
97_P3_A05	-0.248061845416	red	1	1.6007	2.1476
97_P3_C06	-0.0230358252804	red	1	0.52005	1.8448
97_P3_F02	NA	black	0	0	3.3692
97_P3_D07	-0.39325558286	red	1	0.15316	3.6943
97_P3_C08	0.123078843543	red	1	0.77989	2.816
97_P3_A01	NA	black	0	0	0.44042
97_P3_H04	NA	black	0	0	1.0193
97_P3_D08	0.117718941672	red	1	0.56852	4.3416
97_P3_E06	NA	black	0	0	0
97_P3_E12	0.379268095794	red	1	2.2129	2.7467
97_P3_A02	NA	black	0	1.4998	0
97_P3_B06	1.21081799811	red	1	2.3185	3.2979
97_P3_H10	NA	black	0	0	1.1023
97_P5_B09	-0.195730113386	red	1	0.65168	1.1454
97_P5_C06	NA	black	0	0	0
97_P5_B10	0.00367901989901	red	1	2.3516	2.4975
97_P6_G02	NA	black	0	0	2.3973
97_P6_E06	-0.396075661283	red	1	0.090853	3.4812
97_P6_A03	-1.02756056406	red	1	1.5301	1.2455
97_P5_F07	-0.148492734198	red	1	0.2558	3.0858
97_P5_B05	-0.298550663498	red	1	0.20038	3.5435
97_P6_B11	NA	black	0	0	2.6376
97_P6_E08	NA	black	0	0	2.8123
97_P6_A09	0.169201874253	red	1	0.14666	1.5835
97_P6_B04	-0.486416983894	red	1	0.14012	3.9469
97_P5_A02	NA	black	0	0.22157	0
97_P5_C02	-0.143524851302	red	1	0.29983	3.2447
97_P6_F09	-0.622667833944	red	1	1.9672	1.9486
97_P5_A04	0.283369918167	red	1	0.19156	0.88127
97_P5_C04	NA	black	0	0	0.56949
97_P6_D07	0.106539044828	red	1	0.60975	3.3226
97_P6_A12	NA	black	0	0.13225	0
97_P6_C06	NA	black	0	0.33113	0
97_P6_H04	-0.454616978651	red	1	0.12829	3.794
97_P5_D09	0.594933872596	red	1	0.067639	0.25459
97_P6_F03	0.228209836438	red	1	0.60312	5.5766
97_P6_F11	-0.241689983534	red	1	0.11103	3.059
97_P6_H09	-0.137518775746	red	1	0.18523	2.843
97_P6_B08	0.298293751648	red	1	0.83673	3.3594
97_P5_A10	0.346496134656	red	1	0.17377	0.66266
97_P6_H07	NA	black	0	0	0
97_P6_C09	0.16096721675	red	1	1.6406	2.5864
97_P5_G04	0.427454136172	red	1	0.18269	0.15445
97_P6_H01	NA	black	0	0	4.9276
97_P5_B06	-0.265924219179	red	1	0.14535	3.2273
97_P5_E04	0.433669412309	green3	2	0.15316	0.37184
97_P6_B10	0.087146790165	red	1	0.77653	2.6736
97_P6_F04	-0.332492302917	red	1	0.13488	3.4218
97_P5_E07	-0.0412504542035	red	1	0.338	2.6567
97_P5_G02	NA	black	0	0.066261	0
97_P5_C11	0.192755456407	red	1	0.69866	3.4084
97_P5_A03	0.149039119673	red	1	0.57918	4.737
97_P6_B02	0.151989392008	red	1	0.59646	4.1276
97_P6_H12	0.712324182755	red	1	0.020058	0.12035
97_P6_F12	-0.330047683322	red	1	0.24123	3.884
97_P6_A02	-0.00118582348885	red	1	0.50284	4.682
97_P5_C12	-0.181873587141	red	1	1.688	2.2418
97_P5_C01	0.33834950612	red	1	1.2308	2.9212
97_P5_B07	0.00999300195067	red	1	0.54201	2.4641
97_P5_A08	0.0671649922393	red	1	0.38736	0.71458
97_P6_H08	NA	black	0	0	2.3219
97_P5_E11	2.70884844813	black	0	1.929	4.7765
97_P6_A01	NA	black	0	0	1.1427
97_P6_G01	NA	black	0	1.3323	0
97_P5_D10	0.568633389741	red	1	0.082703	0.26303
97_P5_C10	NA	black	0	0	5.1163
97_P6_C11	-0.542857779072	red	1	0.084064	3.8817
97_P6_E07	0.34727052563	red	1	1.0503	3.0959
97_P6_E05	NA	black	0	0	0.338
97_P5_G07	-0.486412081797	red	1	0.94636	1.1538
97_P5_D04	0.121039116253	red	1	0.12961	1.8036
97_P6_B03	0.102571462088	red	1	0.075875	1.9222
97_P5_H01	0.0651777184412	red	1	1.1551	2.4818
97_P6_A11	-0.0667079150175	red	1	0.63506	1.8496
97_P6_E09	NA	black	0	0	1.8941
97_P6_A10	-0.629532092327	red	1	0.11503	4.2684
97_P5_E02	-0.0319105689983	red	1	0.44784	3.402
97_P6_D03	-0.159903539569	red	1	0.1865	2.9373
97_P5_A09	0.468441548803	green3	2	0.15316	0.20038
97_P6_B12	0.27899854704	red	1	0.11503	1.2296
97_P5_H10	0.541710065657	green3	2	1.0786	3.4708
97_P6_A04	NA	black	0	0	4.0005
97_P5_B12	NA	black	0	0	3.4248
97_P5_A12	NA	black	0	0	0
97_P5_F08	0.0836755088165	red	1	0.74674	2.6931
97_P6_E04	NA	black	0	0	3.7215
97_P6_D04	-0.211654895637	red	1	0.60217	0.71458
97_P5_D02	-0.292587118241	red	1	0.19409	3.4935
97_P6_G10	-0.0252215899733	red	1	0.54992	1.959
97_P5_B04	0.426744362906	red	1	0.13093	0.55189
97_P6_E03	NA	black	0	0	0
97_P5_E05	-0.0242757200642	red	1	0.40054	2.7015
97_P5_G05	-0.348419049513	red	1	0.93734	1.4657
97_P5_D03	NA	black	0	1.5597	0
97_P5_C07	0.279358709519	red	1	0.089498	1.3016
97_P6_C12	-0.0613510101061	red	1	0.19283	2.5333
97_P6_B09	0.274744835775	red	1	0.74244	3.6333
97_P5_D07	0.0979732321288	red	1	0.31383	1.4005
97_P6_A05	0.603547428302	red	1	0.063503	0.24732
97_P5_C08	-0.308431239517	red	1	1.189	1.854
97_P5_B03	2.61948572051	black	0	1.6168	5.3202
97_P6_G08	-0.168276364369	red	1	0.11237	2.8223
97_P6_D12	NA	black	0	0	0.6526
97_P6_D01	NA	black	0	0	3.7523
97_P5_H08	-0.331017841967	red	1	0.16092	3.5079
97_P6_C07	-0.207728619851	red	1	0.38957	4.5534
97_P6_C02	0.500668883038	green3	2	0.098958	0.43189
97_P5_F02	NA	black	0	0	4.0292
97_P5_F04	0.369609061946	red	1	2.009	2.7523
97_P5_H02	-0.525540800982	red	1	0.073135	3.7924
97_P6_C08	0.212591319709	red	1	0.24367	0.96938
97_P5_E03	-0.230809540007	red	1	0.64524	0.91686
97_P6_D05	0.0488075538441	red	1	0.40272	0.53306
97_P5_D01	NA	black	0	0.12697	0
97_P6_F05	-0.192507818321	red	1	0.089498	2.862
97_P5_H06	0.388819066916	red	1	0.20914	0.11237
97_P5_H11	-1.9469375169	black	0	1.6351	0.43403
97_P5_E06	-0.33696536893	red	1	0.18269	3.6166
97_P6_H02	-0.615237342552	red	1	0.22527	4.9302
97_P6_A08	0.0961898088562	red	1	0.2857	1.5714
97_P5_B02	-0.0496117025779	red	1	0.077243	2.4049
97_P5_E10	0.435617332263	green3	2	0.97746	3.4236
97_P5_B11	-1.09331441361	red	1	1.3807	0.96421
97_P6_G07	-0.875465911537	red	1	1.0656	0.64985
97_P5_A05	2.31603232266	black	0	1.6853	4.8244
97_P5_A11	NA	black	0	0	1.6871
97_P6_A06	0.320328775503	red	1	0.77653	3.6782
97_P6_F07	NA	black	0	0	3.2963
97_P6_G04	0.0115254187093	red	1	0.42438	0.1776
97_P6_B05	-0.213840320257	red	1	0.11902	2.9853
97_P5_D06	-2.75000187893	black	0	1.9775	0.27739
97_P6_F08	NA	black	0	0	0.089498
97_P5_F06	NA	black	0	0	0.73725
97_P5_D08	-0.0220484204009	red	1	0.41792	2.7767
97_P5_G11	0.378378341383	red	1	0.17505	0.48852
97_P6_F10	0.441478110023	green3	2	0.10702	0.62387
97_P5_H07	-0.394116617682	red	1	0.26544	4.3408
97_P5_A07	0.597363889951	red	1	0.082703	0.15186
97_P6_G11	NA	black	0	0.18396	0
97_P5_C03	-0.00244765468434	red	1	0.54992	2.2654
97_P5_F01	NA	black	0	0.060739	0
97_P6_E01	-0.338229028743	red	1	0.15704	3.5189
97_P5_F03	-0.381686179183	red	1	1.1329	1.6754
97_P5_B01	0.358459478031	red	1	0.20038	0.39177
97_P6_H03	NA	black	0	0	2.8203
97_P6_E12	0.193102047785	red	1	0.29983	0.55483
97_P5_G10	-0.0974542440041	red	1	0.24489	2.7893
97_P5_C05	-0.00197499320568	red	1	0.47612	3.1554
97_P6_D11	0.109405564059	red	1	0.020058	1.9389
97_P5_H09	0.0925802381654	red	1	0.37629	0.27143
97_P6_B06	NA	black	0	0	0.27977
97_P5_F09	0.131686388879	red	1	0.33571	0.73466
97_P6_F02	0.357301655259	red	1	0.11902	0.90535
97_P5_D11	-0.148707097537	red	1	0.62667	1.2869
97_P5_H03	-0.422673598148	red	1	0.68167	0.24489
97_P5_D05	0.0617095364938	red	1	0.15834	2.0086
97_P6_H05	NA	black	0	0.8488	0
97_P6_D09	1.08926760251	red	1	1.642	3.57
97_P6_G09	-0.0702060843042	red	1	0.56462	1.5346
97_P6_D08	NA	black	0	0	0
97_P5_G06	-0.00191942834739	red	1	0.46048	1.7424
97_P5_A01	0.445187071738	green3	2	1.6964	2.8697
97_P6_H10	0.424450352646	red	1	0.14143	0.49672
97_P5_G01	0.124369211497	red	1	0.15445	1.7545
97_P6_E02	0.590136407186	red	1	0.085425	0.16221
97_P6_B01	NA	black	0	0	0
97_P5_F10	0.599777116118	red	1	0.085425	0.12433
97_P6_C10	0.0801058414307	red	1	1.1525	2.5087
97_P5_C09	0.0359500374668	red	1	0.11103	2.128
97_P5_E12	0.313457919799	red	1	0.071763	1.2308
97_P5_E01	-0.40070272271	red	1	0.19283	3.9041
97_P6_D02	NA	black	0	0	4.3041
97_P6_A07	-0.425316790718	red	1	0.089498	3.563
97_P5_G03	0.105190576042	red	1	0.13093	1.8624
97_P6_G12	NA	black	0	0	0
97_P6_C03	0.127779448557	red	1	0.10165	1.8131
97_P6_H06	-0.352304358041	red	1	0.21785	3.8461
97_P5_E09	NA	black	0	0	0.70399
97_P6_C01	NA	black	0	0	0
97_P6_G03	-0.0771881477819	red	1	0.062122	2.48
97_P5_G12	0.0639191235891	red	1	0.38405	0.9782
97_P5_G09	0.198634459282	red	1	0.08134	1.5984
97_P5_H04	0.590113629948	red	1	0.084064	0.17121
MGH97_P7_B05	-0.0102194707058	red	1	0.40381	2.479
MGH97_P7_E10	NA	black	0	0	0
MGH97_P7_A02	-0.0751941457593	red	1	0.419	3.6424
MGH97_P7_C01	NA	black	0	0	2.1293
MGH97_P7_D06	NA	black	0	0	0.34142
MGH97_P7_H08	-0.0499032184867	red	1	0.08134	2.4079
MGH97_P7_G11	5.54678005071	black	0	2.7281	5.6116
MGH97_P7_A08	NA	black	0	0	3.7264
MGH97_P7_F07	NA	black	0	0	0.73292
MGH97_P7_C04	NA	black	0	0	1.3545
MGH97_P7_C02	0.0159596511317	red	1	0.26903	2.1696
MGH97_P7_F10	-0.109342543342	red	1	0.49365	0.16607
MGH97_P7_H05	NA	black	0	0	0
MGH97_P7_B04	1.25813271048	red	1	1.4463	4.01
MGH97_P7_F09	NA	black	0	0	0.59741
MGH97_P7_H02	-0.887024518659	red	1	0.18269	5.5072
MGH97_P7_C11	-0.294506659797	red	1	0.084064	3.1611
MGH97_P7_G07	0.569992746153	red	1	0.097611	0.16092
MGH97_P7_F06	NA	black	0	0	0.98331
MGH97_P7_A06	NA	black	0	1.4839	0
MGH97_P7_D12	NA	black	0	0.062122	0
MGH97_P7_B02	-0.345725708902	red	1	0.10299	3.3657
MGH97_P7_E03	NA	black	0	0	1.6309
MGH97_P7_D02	-0.164704174844	red	1	0.15445	2.8862
MGH97_P7_B11	-0.029700708347	red	1	0.26183	2.4457
MGH97_P7_E09	0.491536017239	green3	2	0.14274	0.17249
MGH97_P7_B01	0.118217076894	red	1	0.10969	1.8379
MGH97_P7_G06	NA	black	0	1.6808	0
MGH97_P7_B07	-0.181545839804	red	1	0.55189	0.40708
MGH97_P7_C05	NA	black	0	0	0
MGH97_P7_E07	NA	black	0	0	0
MGH97_P7_B12	0.589093783697	red	1	0.051024	0.36737
MGH97_P7_H07	NA	black	0	0	3.1385
MGH97_P7_D04	NA	black	0	0	1.9895
MGH97_P7_C06	-0.0111710423669	red	1	0.13619	2.2972
MGH97_P7_G09	NA	black	0	0.073135	0
MGH97_P7_E06	NA	black	0	0.085425	0
MGH97_P7_F04	NA	black	0	0	0.83269
MGH97_P7_C09	0.176167699087	red	1	0.077243	1.6799
MGH97_P7_G03	NA	black	0	0	2.7222
MGH97_P7_H01	-0.849845105316	red	1	1.127	0.8472
MGH97_P7_B06	-0.223287645838	red	1	0.1375	3.0585
MGH97_P7_C08	0.502956831098	green3	2	0.10434	0.39067
MGH97_P7_E08	NA	black	0	0.24123	0
MGH97_P7_F01	NA	black	0	0	1.1408
MGH97_P7_H03	0.461409104793	green3	2	0.14143	0.32539
MGH97_P7_B10	NA	black	0	0	0.20414
MGH97_P7_E11	NA	black	0	0	0
MGH97_P7_C03	NA	black	0	0	1.6866
MGH97_P7_H12	-0.116128173119	red	1	0.39726	3.8204
MGH97_P7_D07	-0.690946773296	red	1	0.86156	0.35952
MGH97_P7_A11	0.3871564252	red	1	0.15704	0.57046
MGH97_P7_A01	NA	black	0	0	0
MGH97_P7_F12	NA	black	0	0.056584	0
MGH97_P7_F08	-0.327065492322	red	1	0.32654	4.5607
MGH97_P7_D11	NA	black	0	0	4.0596
MGH97_P7_H09	NA	black	0	0	0
MGH97_P7_D09	-0.0397228011691	red	1	0.44148	3.4427
MGH97_P7_C12	NA	black	0	0	0.52406
MGH97_P7_H11	0.324700714613	red	1	0.66448	4.8086
MGH97_P7_A04	0.521333018972	green3	2	0.11636	0.23511
MGH97_P7_H06	NA	black	0	0	0
MGH97_P7_F03	NA	black	0	0	3.325
MGH97_P7_A07	NA	black	0	0	0.15575
MGH97_P7_F11	0.573955754589	red	1	1.1184	3.4673
MGH97_P7_G08	NA	black	0	1.545	0
MGH97_P7_E02	-0.0247977146692	red	1	0.46884	1.0321
MGH97_P7_C07	NA	black	0	0.90843	0
MGH97_P7_A09	-0.521331797116	red	1	0.123	3.9798
MGH97_P7_B09	NA	black	0	0	0.18269
MGH97_P7_G10	NA	black	0	0	1.9716
MGH97_P7_G02	0.213101923771	red	1	0.30568	0.20414
MGH97_P7_H04	NA	black	0	1.6206	0
MGH97_P7_G01	NA	black	0	0	0.64062
MGH97_P7_E05	NA	black	0	0	0.44042
MGH97_P7_E04	0.423217121098	red	1	0.19283	0.075875
MGH97_P7_E01	NA	black	0	0	0
MGH97_P7_F05	3.0808378151	black	0	1.9389	5.0884
MGH97_P7_D05	-0.299887222894	red	1	0.18269	3.4764
MGH97_P7_A03	NA	black	0	0	0.61636
MGH97_P7_B03	NA	black	0	0	2.101
MGH97_P7_A05	NA	black	0	0	0.2302
MGH97_P7_D03	NA	black	0	0	0
MGH97_P7_F02	NA	black	0	0	3.4786
MGH97_P7_G05	0.424726316119	red	1	1.3288	2.9935
MGH97_P7_D08	NA	black	0	0	0
MGH97_P7_G04	NA	black	0	0.32423	0
MGH97_P8_A11	NA	black	0	0	2.2898
MGH97_P10_A12	NA	black	0	0	2.2324
MGH97_P10_E09	0.129300364343	red	1	0.123	1.7811
MGH97_P9_B12	NA	black	0	0	2.1253
MGH97_P10_D07	NA	black	0	0	0
MGH97_P8_D11	-0.0303439383503	red	1	0.23634	2.4271
MGH97_P8_G05	-0.634217910808	red	1	0.10702	4.2429
MGH97_P9_C05	NA	black	0	0	1.4766
MGH97_P8_D03	NA	black	0	0	0
MGH97_P8_H05	-0.211763987085	red	1	0.27858	3.5253
MGH97_P10_A09	NA	black	0	0.18903	0
MGH97_P10_E03	NA	black	0	0	0.39397
MGH97_P10_D04	NA	black	0	0.21785	0
MGH97_P9_D12	NA	black	0	0.088142	0
MGH97_P8_H06	-0.0263285514734	red	1	0.73379	2.2013
MGH97_P8_H11	3.23804172189	black	0	1.9579	5.192
MGH97_P9_F12	NA	black	0	0	2.9718
MGH97_P8_D07	NA	black	0	0	4.0362
MGH97_P8_H02	-0.015231812976	red	1	0.49876	1.8408
MGH97_P8_D01	0.289107970195	red	1	0.26183	0.18269
MGH97_P10_C04	0.51257891263	green3	2	0.05797	0.59837
MGH97_P9_E06	-0.350822197743	red	1	0.34937	4.9782
MGH97_P8_F12	-0.0784934597797	red	1	0.40708	3.5194
MGH97_P8_H01	NA	black	0	0	0
MGH97_P8_A05	0.505820108715	green3	2	0.1177	0.29278
MGH97_P9_F10	NA	black	0	0	3.0286
MGH97_P10_F10	NA	black	0	0.14274	0
MGH97_P9_G12	NA	black	0	0	2.4621
MGH97_P8_B04	-1.23847008739	red	1	1.2259	0.45838
MGH97_P8_E11	NA	black	0	0	0
MGH97_P9_G10	-0.418069305548	red	1	0.15186	3.7732
MGH97_P10_D11	NA	black	0	0.066261	0
MGH97_P10_D01	NA	black	0	0	2.2001
MGH97_P10_H04	NA	black	0	0	2.6636
MGH97_P10_D12	0.122751675222	red	1	1.0745	2.6053
MGH97_P8_D04	0.184568858182	red	1	0.1137	1.5902
MGH97_P8_F08	0.00191371008784	red	1	0.12829	2.2479
MGH97_P9_E10	NA	black	0	0	0
MGH97_P9_D11	NA	black	0	0	0.24975
MGH97_P8_A02	0.182089373673	red	1	0.25096	1.1296
MGH97_P9_F01	NA	black	0	0	0.2857
MGH97_P8_B08	-2.68748745223	black	0	1.9172	0.23511
MGH97_P8_A09	NA	black	0	0	0.90766
MGH97_P9_A03	NA	black	0	0	2.7889
MGH97_P9_G09	NA	black	0	0	0.69153
MGH97_P10_E02	NA	black	0	0.37295	0
MGH97_P10_H08	NA	black	0	0.096262	0
MGH97_P9_G04	NA	black	0	0	3.7824
MGH97_P8_G11	NA	black	0	0	0
MGH97_P10_A06	NA	black	0	0	0.59455
MGH97_P10_F08	NA	black	0	0	4.1006
MGH97_P8_E08	NA	black	0	0.15445	0
MGH97_P8_G08	NA	black	0	0	0
MGH97_P10_B07	NA	black	0	0	0
MGH97_P9_G11	NA	black	0	0	2.9288
MGH97_P8_F11	-0.0374547880757	red	1	0.17377	2.4158
MGH97_P8_F05	NA	black	0	0.10434	0
MGH97_P9_A01	NA	black	0	0	0.29631
MGH97_P10_F01	0.512735504304	green3	2	0.12961	0.17632
MGH97_P8_C10	-0.174564173954	red	1	0.17377	2.9657
MGH97_P8_E02	NA	black	0	0	0
MGH97_P10_B05	NA	black	0	0	0.24245
MGH97_P8_G04	0.04642621715	red	1	0.60597	2.7301
MGH97_P9_B02	NA	black	0	0.27739	0
MGH97_P8_H08	NA	black	0	0	4.6077
MGH97_P8_F01	-0.240213124478	red	1	0.56755	0.15704
MGH97_P10_H09	NA	black	0	2.3573	0
MGH97_P10_E06	NA	black	0	0	0.17505
MGH97_P10_D10	NA	black	0	0	2.8088
MGH97_P10_A03	0.382461736618	red	1	0.74846	4.167
MGH97_P10_A05	-0.4096027581	red	1	1.0136	1.46
MGH97_P10_A01	NA	black	0	1.8639	0
MGH97_P9_D09	NA	black	0	0	2.1906
MGH97_P9_D06	-0.342621709547	red	1	0.22033	3.8195
MGH97_P9_G05	-0.338138042697	red	1	0.27143	4.1228
MGH97_P10_E05	NA	black	0	0.067639	0
MGH97_P8_F10	NA	black	0	0	5.3956
MGH97_P10_A04	NA	black	0	0	3.0929
MGH97_P9_A07	2.19294733834	black	0	2.0555	4.1827
MGH97_P9_A08	NA	black	0	0	1.9336
MGH97_P9_H12	0.359901469107	red	1	0.12433	0.87106
MGH97_P10_G03	-0.131339601922	red	1	0.16092	2.7729
MGH97_P8_B03	-0.0685937687009	red	1	0.49057	0.66993
MGH97_P10_H07	0.52399373701	green3	2	0.096262	0.35502
